osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,junction,bridge
23190807,Page Avenue,residential,False,False,32.038,,,"LINESTRING (147.0670958 -42.7772723, 147.0669149 -42.7770166)",,,
"[747953812, 554135597, 669448500]","['Montagu Street', 'Montagu Crescent']",trunk,False,False,545.6940000000001,A10,60,"LINESTRING (147.0670958 -42.7772723, 147.0667483 -42.7773749, 147.0665388 -42.7774475, 147.066368 -42.7775133, 147.0658888 -42.7777185, 147.0656478 -42.7778102, 147.065435 -42.7778727, 147.0652328 -42.7779119, 147.0650417 -42.7779292, 147.0646846 -42.777964, 147.0644013 -42.7779928, 147.0642196 -42.7780274, 147.0641471 -42.7780456, 147.0636194 -42.778224, 147.0629718 -42.7784542, 147.0623491 -42.7786755, 147.0615051 -42.7789233, 147.0609413 -42.7791088)",,,
1243710177,Burnett Street,residential,False,False,84.768,,,"LINESTRING (147.0609413 -42.7791088, 147.0613988 -42.7797932)",,,
"[747953812, 669448500, 554135597]","['Montagu Street', 'Montagu Crescent']",trunk,False,True,545.6940000000001,A10,60,"LINESTRING (147.0609413 -42.7791088, 147.0615051 -42.7789233, 147.0623491 -42.7786755, 147.0629718 -42.7784542, 147.0636194 -42.778224, 147.0641471 -42.7780456, 147.0642196 -42.7780274, 147.0644013 -42.7779928, 147.0646846 -42.777964, 147.0650417 -42.7779292, 147.0652328 -42.7779119, 147.065435 -42.7778727, 147.0656478 -42.7778102, 147.0658888 -42.7777185, 147.066368 -42.7775133, 147.0665388 -42.7774475, 147.0667483 -42.7773749, 147.0670958 -42.7772723)",,,
669448502,Montagu Street,trunk,False,False,149.964,A10,60,"LINESTRING (147.0609413 -42.7791088, 147.0602179 -42.7793706, 147.0592894 -42.7796994)",,,
669448502,Montagu Street,trunk,False,True,54.751,A10,60,"LINESTRING (147.0580127 -42.7801302, 147.0586155 -42.7799141)",,,
358822107,Montagu Street,trunk,True,False,35.134,A10,,"LINESTRING (147.0580127 -42.7801302, 147.0578117 -42.7802184, 147.0577156 -42.7802665, 147.05765 -42.7803001)",1,,
51755306,Hamilton Road,trunk,True,False,11.564,A10,60,"LINESTRING (147.0556356 -42.7774898, 147.0554952 -42.7775038)",,,
1065985831,,trunk,False,True,7.736,A10,,"LINESTRING (147.0556356 -42.7774898, 147.0556246 -42.7774207)",,,
358822505,Lyell Highway,trunk,True,False,32.285000000000004,A10,,"LINESTRING (147.0556356 -42.7774898, 147.0556892 -42.7775901, 147.055714 -42.7776467, 147.0557344 -42.7777008, 147.055764 -42.7777642)",1,,
22979732,,trunk,True,False,17.112,A10,,"LINESTRING (147.0574649 -42.7803712, 147.0574272 -42.7803576, 147.0573964 -42.7803368, 147.0573749 -42.7803104, 147.0573645 -42.7802806, 147.0573659 -42.7802498)",,roundabout,
358822103,Montagu Street,primary,True,False,40.485,B62,,"LINESTRING (147.0574649 -42.7803712, 147.0574174 -42.780376, 147.0573775 -42.780383, 147.057338 -42.780392, 147.0569981 -42.7804911)",1,,
22979732,,trunk,True,False,3.154,A10,,"LINESTRING (147.0575496 -42.7801656, 147.0575851 -42.7801768)",,roundabout,
358822105,Blair Street,secondary,False,True,188.152,C613,60,"LINESTRING (147.0598261 -42.7839156, 147.0588759 -42.7823739)",,,
225062652,George Street,secondary,False,False,130.96699999999998,C613,,"LINESTRING (147.0598261 -42.7839156, 147.0605022 -42.7836746, 147.0612697 -42.7834011)",,,
178633378,George Street,residential,False,False,172.283,,,"LINESTRING (147.0633026 -42.7826928, 147.061867 -42.7831943, 147.0613939 -42.7833547)",,,
178633378,George Street,residential,False,True,143.73000000000002,,,"LINESTRING (147.0633026 -42.7826928, 147.0638525 -42.7824959, 147.0642301 -42.7823602, 147.0648847 -42.7821249)",,,
262477950,Burnett Street,residential,False,True,137.47500000000002,,,"LINESTRING (147.0633026 -42.7826928, 147.0632946 -42.782678, 147.063041 -42.7822852, 147.0629579 -42.7821566, 147.0628142 -42.7819331, 147.0625838 -42.7815747)",,,
22979825,Charles Street,residential,False,True,135.841,,,"LINESTRING (147.0648847 -42.7821249, 147.0643333 -42.7812704, 147.0642504 -42.7811419, 147.0641723 -42.7810208)",,,
178633378,George Street,residential,False,False,143.73,,,"LINESTRING (147.0648847 -42.7821249, 147.0642301 -42.7823602, 147.0638525 -42.7824959, 147.0633026 -42.7826928)",,,
"[178633378, 22979741]","['Stephen Street', 'George Street']",residential,False,"[False, True]",332.769,,50,"LINESTRING (147.0648847 -42.7821249, 147.065406 -42.781969, 147.065608 -42.7819403, 147.0658246 -42.781943, 147.0661358 -42.7819493, 147.0662934 -42.7819209, 147.0664047 -42.7818192, 147.0660489 -42.7811894, 147.0658721 -42.7808982, 147.0657036 -42.7806377, 147.0654101 -42.7801837)",,,
1243710175,Burnett Street,residential,False,False,50.616,,,"LINESTRING (147.0617392 -42.7802757, 147.0619838 -42.780694)",,,
22979818,Pioneer Avenue,residential,False,False,132.03900000000002,,,"LINESTRING (147.0617392 -42.7802757, 147.0622239 -42.780086, 147.0629017 -42.779853, 147.0631916 -42.7797534)",,,
1243710176,Burnett Street,residential,True,False,61.083,,,"LINESTRING (147.0617392 -42.7802757, 147.0614954 -42.7800171, 147.0613988 -42.7797932)",,,
22979818,Pioneer Avenue,residential,False,False,63.285,,,"LINESTRING (147.0662767 -42.778664, 147.0669659 -42.7784032)",,,
22979818,Pioneer Avenue,residential,False,True,136.001,,,"LINESTRING (147.0662767 -42.778664, 147.0647738 -42.7791923)",,,
22979821,Bathurst Street,residential,False,True,119.781,,,"LINESTRING (147.0662767 -42.778664, 147.0668696 -42.7796494)",,,
22979819,Circle Street,residential,True,False,31.695,,50,"LINESTRING (147.0612374 -42.7812937, 147.0612884 -42.7813367, 147.0613318 -42.781384, 147.061367 -42.7814348, 147.0613934 -42.7814884, 147.0614106 -42.781544)",1,roundabout,
22979820,High Street,residential,True,False,34.913,,,"LINESTRING (147.0612374 -42.7812937, 147.0613077 -42.7813304, 147.0613465 -42.7813463, 147.0613809 -42.7813551, 147.0614228 -42.7813604, 147.0614594 -42.7813606, 147.0615086 -42.7813586, 147.0615541 -42.7813531, 147.0615897 -42.781347, 147.0616367 -42.7813354)",1,,
