osmid,oneway,highway,reversed,length,geometry,lanes,name,junction
455327819,True,unclassified,False,72.431,"LINESTRING (36.2073112 34.005801, 36.2067358 34.0062446)",,,
455332509,True,unclassified,False,97.69900000000001,"LINESTRING (36.2073112 34.005801, 36.2078489 34.0054519, 36.2081225 34.005237)",,,
1018267734,False,secondary,False,53.698,"LINESTRING (36.2073112 34.005801, 36.2072207 34.0057342, 36.2068762 34.0054798)",2,,
170956501,False,secondary,False,55.614,"LINESTRING (36.2075391 34.008657, 36.207165 34.0090494)",,,
26576099,False,residential,False,193.24200000000002,"LINESTRING (36.2075391 34.008657, 36.2080201 34.0094198, 36.2084922 34.0102048)",,,
170956501,False,secondary,True,121.75299999999999,"LINESTRING (36.2075391 34.008657, 36.2077604 34.0084347, 36.208093 34.0081256, 36.2083985 34.0078257)",,,
26576099,False,residential,True,106.254,"LINESTRING (36.2095843 34.0120549, 36.2090652 34.0112017)",,,
170957748,False,tertiary,False,69.977,"LINESTRING (36.2095843 34.0120549, 36.2088855 34.0123009)",,,
709515423,False,tertiary,False,63.719,"LINESTRING (36.2095843 34.0120549, 36.209758 34.0120127, 36.2098418 34.0119826, 36.2099344 34.0119359, 36.2100289 34.0118598, 36.2101583 34.0117575)",2,طريق نحلة - بعلبك,
26576097,False,tertiary,True,70.748,"LINESTRING (36.214352 34.013037, 36.2137515 34.0126407)",2,طريق نحلة - بعلبك,
26576097,False,tertiary,False,145.13,"LINESTRING (36.214352 34.013037, 36.2148938 34.013345, 36.2151526 34.0135262, 36.2153591 34.013684, 36.2155616 34.0138652)",2,طريق نحلة - بعلبك,
171097462,False,tertiary,True,78.102,"LINESTRING (36.214352 34.013037, 36.213676 34.0129615, 36.2135125 34.0129416)",,,
26576097,False,tertiary,True,26.329,"LINESTRING (36.2157373 34.0140519, 36.2155616 34.0138652)",2,طريق نحلة - بعلبك,
170957748,False,tertiary,True,14.115,"LINESTRING (36.207359 34.0120979, 36.207503 34.0121411)",,,
711009170,False,residential,True,100.27000000000001,"LINESTRING (36.207359 34.0120979, 36.2072256 34.0122332, 36.206642 34.0127759)",,,
170957748,False,tertiary,False,41.85,"LINESTRING (36.2088855 34.0123009, 36.2084347 34.012256)",,,
170957748,False,tertiary,True,69.977,"LINESTRING (36.2088855 34.0123009, 36.2095843 34.0120549)",,,
171097462,False,tertiary,False,98.056,"LINESTRING (36.2088855 34.0123009, 36.2091726 34.0123578, 36.2099305 34.012464)",,,
171076723,True,secondary,False,18.57,"LINESTRING (36.2092205 34.0053901, 36.2092475 34.0055556)",,,
171076724,True,tertiary,False,17.8,"LINESTRING (36.2092205 34.0053901, 36.2090699 34.0054903)",,,
171076724,True,tertiary,False,37.59,"LINESTRING (36.2090699 34.0054903, 36.2087414 34.0056906)",,,
170955337,True,secondary,False,69.558,"LINESTRING (36.2076749 34.0063491, 36.2073112 34.005801)",2,,
711024256,True,unclassified,False,24.482999999999997,"LINESTRING (36.2147335 34.0065987, 36.2148052 34.0066148, 36.2148515 34.0066264, 36.2148924 34.0066415, 36.2149233 34.0066631, 36.2149575 34.0067017)",,,
711024259,False,unclassified,True,40.245000000000005,"LINESTRING (36.2147335 34.0065987, 36.2146416 34.0065325, 36.2145491 34.0064658, 36.2143975 34.0063678)",,,
170956501,False,secondary,False,55.556,"LINESTRING (36.2090586 34.0072385, 36.2086516 34.007607)",,,
170956501,False,secondary,True,135.185,"LINESTRING (36.2090586 34.0072385, 36.2094033 34.0068938, 36.2097251 34.0065903, 36.2100054 34.0063102)",,,
171076725,False,residential,False,261.06100000000004,"LINESTRING (36.2090586 34.0072385, 36.2093604 34.0073785, 36.2095763 34.0074541, 36.2097734 34.0075097, 36.2099558 34.0075464, 36.2107001 34.0076909, 36.2117569 34.0079177)",,,
