osmid,ref,highway,oneway,reversed,length,geometry,bridge
26461261,2,secondary,False,False,36.866,"LINESTRING (35.7158822 33.562543, 35.7162255 33.5627106)",
1249661575,,residential,False,False,120.648,"LINESTRING (35.7158822 33.562543, 35.7158862 33.5626328, 35.715738 33.5628057, 35.7155934 33.562886, 35.7154266 33.5629911, 35.715282 33.5631146, 35.715156 33.5632042, 35.7150337 33.5633184)",
32039463,,tertiary,False,False,153.574,"LINESTRING (35.7207879 33.5656362, 35.72126 33.5654451, 35.7217965 33.5652484, 35.7220399 33.5651719, 35.7222967 33.5650663)",
"[91799963, 91804059, 32039463]",,tertiary,False,True,276.431,"LINESTRING (35.7207879 33.5656362, 35.7205734 33.5656921, 35.7203883 33.5657312, 35.7201335 33.5657502, 35.7197794 33.5657301, 35.7194825 33.5657151, 35.719191 33.5657286, 35.7184625 33.5657292, 35.7181577 33.5657184, 35.7178295 33.5656664)",
91923709,,residential,False,True,52.378,"LINESTRING (35.7207879 33.5656362, 35.7207638 33.56552, 35.7207102 33.5653747, 35.7207128 33.5651736)",
98885857,,residential,False,False,85.93700000000001,"LINESTRING (35.7207879 33.5656362, 35.7207712 33.5658603, 35.7208228 33.566082, 35.7209046 33.5663972)",
91795929,,unclassified,False,False,51.532,"LINESTRING (35.7180038 33.563599, 35.7179528 33.5636113, 35.7179059 33.5636102, 35.7177705 33.5635901, 35.7175827 33.5635565, 35.7174593 33.5635331)",
91795929,,unclassified,False,True,239.664,"LINESTRING (35.7180038 33.563599, 35.7181111 33.5635599, 35.7181808 33.5635152, 35.7182291 33.5634772, 35.7183123 33.5633677, 35.7183672 33.5632917, 35.7184598 33.5631386, 35.7184973 33.5630023, 35.7184799 33.5628659, 35.7184316 33.5627162, 35.71839 33.5626156, 35.718323 33.5625441, 35.7182211 33.5624659, 35.718044 33.5623932, 35.7178804 33.5623139, 35.7177691 33.5622491, 35.7176672 33.5621496, 35.7176229 33.5620837, 35.7175881 33.5620267, 35.7175559 33.5619417)",
"[98886499, 98886507, 98886502]",,residential,False,False,84.823,"LINESTRING (35.7180038 33.563599, 35.7180152 33.5636504, 35.7180246 33.5636968, 35.7180313 33.5637409, 35.7180253 33.5637901, 35.7180051 33.5638532, 35.7179783 33.563927, 35.7179567 33.5639917, 35.7179314 33.5640617, 35.7179173 33.5641008, 35.7179106 33.564127, 35.7179086 33.5641511, 35.7179179 33.5641884, 35.7180309 33.5642669, 35.7180722 33.564265)",yes
26461261,2,secondary,False,True,4.658,"LINESTRING (35.7174593 33.5635331, 35.7174332 33.5634973)",
26461261,2,secondary,False,False,114.40199999999999,"LINESTRING (35.7174593 33.5635331, 35.7175183 33.5636739, 35.7175586 33.5638348, 35.7176229 33.564255, 35.7176551 33.5645455)",
91795929,,unclassified,False,True,51.532000000000004,"LINESTRING (35.7174593 33.5635331, 35.7175827 33.5635565, 35.7177705 33.5635901, 35.7179059 33.5636102, 35.7179528 33.5636113, 35.7180038 33.563599)",
26461261,2,secondary,False,True,36.866,"LINESTRING (35.7162255 33.5627106, 35.7158822 33.562543)",
26461261,2,secondary,False,False,143.754,"LINESTRING (35.7162255 33.5627106, 35.7167003 33.5629453, 35.7170865 33.5631688, 35.7173386 33.5633677, 35.7174332 33.5634973)",
713317320,,residential,False,False,148.779,"LINESTRING (35.7162255 33.5627106, 35.7165722 33.56233, 35.7166298 33.5622541, 35.7167016 33.5621893, 35.7168244 33.5620702, 35.7170651 33.5618618, 35.7172595 33.5616903)",
26282373,,unclassified,False,True,141.501,"LINESTRING (35.7178295 33.5656664, 35.7177088 33.5656787, 35.7175532 33.5656876, 35.7173252 33.5656809, 35.7170811 33.5656742, 35.7167995 33.5656451, 35.716306 33.5656474)",
26461261,2,secondary,False,False,156.787,"LINESTRING (35.7178295 33.5656664, 35.718012 33.566011, 35.7181608 33.5661292, 35.7183056 33.5662607, 35.7188889 33.5667414)",
26461261,2,secondary,False,True,49.432,"LINESTRING (35.7178295 33.5656664, 35.7177731 33.565482, 35.7177195 33.5652317)",
"[91804059, 91799963, 32039463]",,tertiary,False,False,276.431,"LINESTRING (35.7178295 33.5656664, 35.7181577 33.5657184, 35.7184625 33.5657292, 35.719191 33.5657286, 35.7194825 33.5657151, 35.7197794 33.5657301, 35.7201335 33.5657502, 35.7203883 33.5657312, 35.7205734 33.5656921, 35.7207879 33.5656362)",
91804056,,tertiary,False,True,24.588,"LINESTRING (35.7241622 33.5645612, 35.7240025 33.5643846)",
91804056,,tertiary,False,False,24.588,"LINESTRING (35.7240025 33.5643846, 35.7241622 33.5645612)",
32039463,,tertiary,False,True,48.808,"LINESTRING (35.7240025 33.5643846, 35.7237357 33.5644897, 35.7236391 33.5645176, 35.7235761 33.5645182, 35.7235157 33.5644952)",
301306306,,residential,False,True,133.802,"LINESTRING (35.7240025 33.5643846, 35.7241702 33.5642628, 35.7242815 33.5641756, 35.7243566 33.5641175, 35.7243808 33.5640639, 35.7243982 33.5639577, 35.7244062 33.5638527, 35.7243982 33.5637465, 35.7243486 33.5635834, 35.7242677 33.5634181, 35.7242225 33.5633448)",
711689880,,residential,False,False,83.50999999999999,"LINESTRING (35.7240025 33.5643846, 35.7238135 33.5641745, 35.7236485 33.5639711, 35.723493 33.5637656)",
32039463,,tertiary,False,False,55.445,"LINESTRING (35.7229123 33.564674, 35.7231121 33.5645869, 35.7232945 33.5645087, 35.723379 33.5644869, 35.7234574 33.5644768)",
32039463,,tertiary,False,True,69.49600000000001,"LINESTRING (35.7229123 33.564674, 35.7227352 33.5647992, 35.7225636 33.5649188, 35.7223999 33.5650082, 35.7223184 33.5650541)",
98885862,,residential,False,False,75.477,"LINESTRING (35.7229123 33.564674, 35.7228479 33.564588, 35.7227419 33.5644271, 35.7226279 33.5642326, 35.7225019 33.5640896)",
26461261,2,secondary,False,True,76.329,"LINESTRING (35.7194482 33.5672454, 35.7188889 33.5667414)",
"[98885857, 91923707, 91923685]",,residential,False,"[False, True]",140.30200000000002,"LINESTRING (35.7194482 33.5672454, 35.7196413 33.5670956, 35.7197231 33.5670252, 35.7198773 33.5669101, 35.7199261 33.5668824, 35.7200489 33.5668428, 35.7206257 33.5666352, 35.7207196 33.5665928)",yes
"[98885857, 91923707, 91923685]",,residential,False,"[False, True]",140.302,"LINESTRING (35.7207196 33.5665928, 35.7206257 33.5666352, 35.7200489 33.5668428, 35.7199261 33.5668824, 35.7198773 33.5669101, 35.7197231 33.5670252, 35.7196413 33.5670956, 35.7194482 33.5672454)",yes
98885857,,residential,False,True,28.339,"LINESTRING (35.7207196 33.5665928, 35.7208402 33.5665056, 35.7208791 33.5664564, 35.7209046 33.5663972)",
1251214337,,residential,False,False,62.951,"LINESTRING (35.7207196 33.5665928, 35.7205157 33.5668945, 35.7204781 33.5669805, 35.7204594 33.5671079)",
1250592297,,unclassified,False,False,228.85299999999998,"LINESTRING (35.7224482 33.5590249, 35.7225341 33.5595301, 35.7226293 33.5596977, 35.7226923 33.5597899, 35.7227044 33.5598855, 35.7227057 33.5600106, 35.7226907 33.5601337, 35.7226574 33.5602364, 35.7226413 33.5603381, 35.7226534 33.5604342, 35.7226883 33.5605739, 35.7226977 33.5606957, 35.7226789 33.560775, 35.7226427 33.5608544, 35.7226025 33.5609371, 35.7225515 33.5610119)",
"[711684034, 98885860]",,residential,False,False,291.64699999999993,"LINESTRING (35.7225515 33.5610119, 35.722691 33.5610846, 35.7228251 33.5611393, 35.7230115 33.5611874, 35.723098 33.5612422, 35.7231578 33.5612927, 35.723197 33.5613732, 35.7232379 33.5614434, 35.7232766 33.5615136, 35.7232962 33.5615686, 35.7233249 33.5616084, 35.7233372 33.5616302, 35.7233374 33.5616461, 35.7233266 33.5616612, 35.7232944 33.561682, 35.7232536 33.5616953, 35.7231979 33.5616802, 35.7231255 33.5616523, 35.7230564 33.5616126, 35.722976 33.5615797, 35.7229062 33.5615685, 35.7227848 33.5615702, 35.7227023 33.5615609, 35.7226279 33.5615763, 35.7223758 33.5616098, 35.7220888 33.5616221, 35.7218613 33.5616601, 35.7216892 33.5616445, 35.7215644 33.5616098, 35.7214625 33.5615394)",
98885863,,unclassified,False,True,123.472,"LINESTRING (35.7225515 33.5610119, 35.7224764 33.5609963, 35.7223852 33.5609874, 35.7222632 33.5609929, 35.7221492 33.5610142, 35.7220633 33.561041, 35.7218797 33.5611006, 35.7217715 33.561148, 35.7216438 33.5612056, 35.7215635 33.5612819, 35.7214995 33.5613687, 35.7214344 33.5614567)",
1250592297,,unclassified,False,True,228.85299999999998,"LINESTRING (35.7225515 33.5610119, 35.7226025 33.5609371, 35.7226427 33.5608544, 35.7226789 33.560775, 35.7226977 33.5606957, 35.7226883 33.5605739, 35.7226534 33.5604342, 35.7226413 33.5603381, 35.7226574 33.5602364, 35.7226907 33.5601337, 35.7227057 33.5600106, 35.7227044 33.5598855, 35.7226923 33.5597899, 35.7226293 33.5596977, 35.7225341 33.5595301, 35.7224482 33.5590249)",
98885868,,residential,False,False,20.097,"LINESTRING (35.719711 33.5608488, 35.7196198 33.5608275, 35.7195407 33.5608231, 35.7194978 33.5608231)",
98886520,,residential,False,False,29.929,"LINESTRING (35.719711 33.5608488, 35.71975 33.5608857, 35.7197902 33.5609225, 35.7198518 33.5610119, 35.7198492 33.561079)",
