osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,junction,tunnel
31786162,Rákóczi Ferenc utca,residential,False,False,212.297,"LINESTRING (17.8016937 46.043454, 17.8016366 46.0435861, 17.8015373 46.0437676, 17.8007305 46.045242)",,,,,,
"[126518130, 352616668]",,primary,False,True,189.76500000000001,"LINESTRING (17.8016937 46.043454, 17.8019468 46.0433978, 17.8023183 46.0433317, 17.8025109 46.0433066, 17.8028757 46.0432836, 17.8036155 46.0432593, 17.8041216 46.0432449)",2,6,50,,,
"[280373515, 121284972, 352616655, 126518131, 591078102, 121284984, 352616665, 352616666]",Almáspatak utca,primary,False,False,471.73299999999995,"LINESTRING (17.8016937 46.043454, 17.8013483 46.043484, 17.8007305 46.0435016, 17.7999054 46.0435431, 17.7996074 46.0435913, 17.799422 46.0436499, 17.7992747 46.0437092, 17.7991719 46.0437643, 17.7990895 46.0438137, 17.7990454 46.0438422, 17.7990168 46.0438607, 17.7989275 46.0439282, 17.7988528 46.0440105, 17.7987514 46.0441457, 17.7986741 46.0442783, 17.798584 46.0444372, 17.7984952 46.0445982, 17.7982591 46.0449824, 17.7981371 46.0451872, 17.7979794 46.045487, 17.7977301 46.0459611)","['2', '3']",6,50,yes,,
"[4570756, 352616687]",Széchenyi utca,primary,False,False,173.305,"LINESTRING (17.7971127 46.0472168, 17.796934 46.0471973, 17.7967904 46.0471755, 17.7965698 46.0471512, 17.7960994 46.0471255, 17.7948878 46.0470127)","['2', '3']",6,,,,
"[245303922, 121284997, 121284990]",Széchenyi utca,residential,False,"[False, True]",61.462,"LINESTRING (17.7971127 46.0472168, 17.7972047 46.047225, 17.7972761 46.0472312, 17.7975185 46.0472543, 17.7979031 46.0472841)",2,,,yes,,
"[352616665, 352616663]",Almáspatak utca,primary,False,True,147.78900000000002,"LINESTRING (17.7971127 46.0472168, 17.7971459 46.0470744, 17.7975225 46.0463567, 17.7977301 46.0459611)","['2', '3']",6,50,,,
204863397,Mártírok útja,residential,True,False,49.123,"LINESTRING (17.8002102 46.0490113, 17.799597 46.0488928)",,,,,,
367748822,Olay Lajos utca,residential,False,False,31.61,"LINESTRING (17.8002102 46.0490113, 17.8001585 46.0491508, 17.8001436 46.049286, 17.8001402 46.04929)",,,,,,
31741211,József Attila utca,residential,False,False,64.63,"LINESTRING (17.8023833 46.0476081, 17.8017444 46.0476493, 17.8015487 46.0476533)",,,,,,
31741211,József Attila utca,residential,False,True,136.297,"LINESTRING (17.8023833 46.0476081, 17.8026227 46.0475869, 17.8028909 46.0475715, 17.8041465 46.0475712)",,,,,,
126518103,Kossuth Lajos tér,residential,True,False,71.722,"LINESTRING (17.8023833 46.0476081, 17.8023986 46.047544, 17.8026733 46.0469962)",,,,,,
31786357,Szabadság utca,residential,False,False,8.272,"LINESTRING (17.8033348 46.0493247, 17.8032951 46.0492556)",,,,,,
31786357,Szabadság utca,residential,False,True,278.348,"LINESTRING (17.8033348 46.0493247, 17.8034294 46.0495313, 17.8036129 46.049941, 17.803745 46.0501569, 17.8040885 46.0506676, 17.8046656 46.0515634, 17.8047115 46.0516346)",,,,,,
"[31786376, 368186910]",Katona utca,residential,False,False,34.838,"LINESTRING (17.8033348 46.0493247, 17.8035001 46.0492927, 17.8037798 46.0492872)",,,,,,
31741211,József Attila utca,residential,False,False,20.175,"LINESTRING (17.8057814 46.0476229, 17.8055227 46.0475968)",,,,,,
31786384,Almás utca,residential,False,False,51.886,"LINESTRING (17.8057814 46.0476229, 17.8056912 46.0480853)",,,,,,
31786384,Almás utca,residential,False,True,132.702,"LINESTRING (17.8057785 46.0492633, 17.8056068 46.0486387, 17.805606 46.0485045, 17.8056912 46.0480853)",,,,,,
368186910,Katona utca,residential,False,True,20.831,"LINESTRING (17.8057785 46.0492633, 17.8056991 46.0492673, 17.8056084 46.0492669, 17.8055088 46.0492665)",,,,,,
31786427,Szulimán utca,residential,False,False,81.519,"LINESTRING (17.8055088 46.0492665, 17.8057409 46.0499817)",,,,,,
368186910,Katona utca,residential,False,False,20.831000000000003,"LINESTRING (17.8055088 46.0492665, 17.8056084 46.0492669, 17.8056991 46.0492673, 17.8057785 46.0492633)",,,,,,
368186910,Katona utca,residential,False,True,55.245000000000005,"LINESTRING (17.8055088 46.0492665, 17.8051433 46.0492778, 17.8047934 46.0492833)",,,,,,
348024968,Szabadság utca,residential,True,False,60.413000000000004,"LINESTRING (17.8026261 46.0481246, 17.8024075 46.0476623, 17.8023833 46.0476081)",,,,,,
31786384,Almás utca,residential,False,True,51.886,"LINESTRING (17.8056912 46.0480853, 17.8057814 46.0476229)",,,,,,
31786384,Almás utca,residential,False,False,132.702,"LINESTRING (17.8056912 46.0480853, 17.805606 46.0485045, 17.8056068 46.0486387, 17.8057785 46.0492633)",,,,,,
31786517,Arany János utca,residential,False,False,41.681,"LINESTRING (17.8056912 46.0480853, 17.8054832 46.0480906, 17.8053045 46.0480928, 17.8051551 46.0480692)",,,,,,
31741211,József Attila utca,residential,False,True,26.308,"LINESTRING (17.8051844 46.0475677, 17.8055227 46.0475968)",,,,,,
31741211,József Attila utca,residential,False,False,80.10300000000001,"LINESTRING (17.8051844 46.0475677, 17.8047928 46.047569, 17.8041465 46.0475712)",,,,,,
31786531,Rózsaköz,residential,False,False,54.25,"LINESTRING (17.8051844 46.0475677, 17.8051786 46.0476266, 17.8051607 46.0478092, 17.804989 46.0480242)",,,,,,
31786517,Arany János utca,residential,False,True,13.761,"LINESTRING (17.804989 46.0480242, 17.8051551 46.0480692)",,,,,,
348331183,Vörösmarty utca,residential,True,False,7.542,"LINESTRING (17.804989 46.0480242, 17.8049282 46.0480773)",,,,,,
31786531,Rózsaköz,residential,False,True,54.25,"LINESTRING (17.804989 46.0480242, 17.8051607 46.0478092, 17.8051786 46.0476266, 17.8051844 46.0475677)",,,,,,
31786630,Istvánffy Miklós utca,residential,False,False,80.884,"LINESTRING (17.8041216 46.0432449, 17.8041267 46.0433115, 17.8041475 46.0434948, 17.8041245 46.0437136, 17.8041029 46.0437734, 17.8039999 46.0439557)",,,,,,
"[126518130, 352616668]",,primary,False,False,189.765,"LINESTRING (17.8041216 46.0432449, 17.8036155 46.0432593, 17.8028757 46.0432836, 17.8025109 46.0433066, 17.8023183 46.0433317, 17.8019468 46.0433978, 17.8016937 46.043454)",2,6,50,,,
31786630,Istvánffy Miklós utca,residential,False,False,47.754,"LINESTRING (17.8039999 46.0439557, 17.8037747 46.0443557)",,,,,,
204863402,,residential,False,True,134.222,"LINESTRING (17.8039999 46.0439557, 17.8057384 46.0439253)",,,,,,
31786630,Istvánffy Miklós utca,residential,False,True,80.88399999999999,"LINESTRING (17.8039999 46.0439557, 17.8041029 46.0437734, 17.8041245 46.0437136, 17.8041475 46.0434948, 17.8041267 46.0433115, 17.8041216 46.0432449)",,,,,,
368334804,Istvánffy Miklós utca,residential,False,True,38.113,"LINESTRING (17.8029329 46.0456201, 17.8029965 46.0452802)",,,,,,
31786638,,residential,False,False,33.528999999999996,"LINESTRING (17.8029329 46.0456201, 17.8029754 46.045729, 17.8029813 46.0457441, 17.8030837 46.0458461, 17.8031333 46.0458806)",,,,,,
126518110,Szecsődi Máté utca,residential,False,False,118.952,"LINESTRING (17.8029329 46.0456201, 17.802698 46.0455999, 17.8023375 46.0455656, 17.8022743 46.0455545, 17.8022178 46.0455445, 17.8020949 46.0455229, 17.8014293 46.0453956)",,,,,,
126518110,Szecsődi Máté utca,residential,False,True,56.573,"LINESTRING (17.8007305 46.045242, 17.8014293 46.0453956)",,,,,,
31786162,Rákóczi Ferenc utca,residential,False,True,212.297,"LINESTRING (17.8007305 46.045242, 17.8015373 46.0437676, 17.8016366 46.0435861, 17.8016937 46.043454)",,,,,,
80195578,Bástya utca,residential,False,False,151.122,"LINESTRING (17.8035645 46.0459527, 17.8039989 46.0453293, 17.8049562 46.0453826)",,,,,,
126518104,Deák Ferenc tér,residential,False,True,18.801,"LINESTRING (17.8035645 46.0459527, 17.8033854 46.045956, 17.8033248 46.0459408)",,,,,,
348021038,Deák Ferenc tér,residential,True,False,38.581,"LINESTRING (17.8035645 46.0459527, 17.803618 46.045963, 17.8040463 46.0460452)",,,,,,
31741211,József Attila utca,residential,False,False,26.308,"LINESTRING (17.8055227 46.0475968, 17.8051844 46.0475677)",,,,,,
