osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,tunnel,access
333914157,,Petőfi Sándor út,residential,,False,False,138.412,"LINESTRING (19.8771429 47.3281572, 19.8770893 47.3283503, 19.8770767 47.3285562, 19.8771168 47.3287179, 19.8773776 47.3292438, 19.877408 47.3293655)",,,,
169237135,,Mária utca,residential,,False,False,65.732,"LINESTRING (19.8776762 47.3284717, 19.8780339 47.3287744, 19.8782022 47.3289427)",,,,
169237135,,Mária utca,residential,,False,True,56.31699999999999,"LINESTRING (19.8776762 47.3284717, 19.8774124 47.3282485, 19.8772777 47.3281572, 19.8771429 47.3281572)",,,,
169237135,,Mária utca,residential,,False,False,95.676,"LINESTRING (19.8782022 47.3289427, 19.8784555 47.329196, 19.8790075 47.3295394, 19.8790264 47.3295842)",,,,
169237135,,Mária utca,residential,,False,True,65.732,"LINESTRING (19.8782022 47.3289427, 19.8780339 47.3287744, 19.8776762 47.3284717)",,,,
169237172,,Petőfi Sándor út,residential,,False,True,76.85900000000001,"LINESTRING (19.8782022 47.3289427, 19.8775773 47.3293218, 19.877408 47.3293655)",,,,
223669712,311,Bartók Béla út,primary,50,False,True,129.959,"LINESTRING (19.8759617 47.3291222, 19.8750842 47.3301283)",,,,
223669712,311,Bartók Béla út,primary,50,False,False,179.574,"LINESTRING (19.8759617 47.3291222, 19.8761557 47.3288843, 19.8762613 47.3286955, 19.8765219 47.3280789, 19.876707 47.3275951)",,,,
169237172,,Petőfi Sándor út,residential,,False,False,76.85900000000001,"LINESTRING (19.877408 47.3293655, 19.8775773 47.3293218, 19.8782022 47.3289427)",,,,
333914157,,Petőfi Sándor út,residential,,False,False,84.725,"LINESTRING (19.877408 47.3293655, 19.8773907 47.3294916, 19.877382 47.3296741, 19.8774167 47.3301262)",,,,
333914157,,Petőfi Sándor út,residential,,False,True,138.41199999999998,"LINESTRING (19.877408 47.3293655, 19.8773776 47.3292438, 19.8771168 47.3287179, 19.8770767 47.3285562, 19.8770893 47.3283503, 19.8771429 47.3281572)",,,,
169237136,,Szent István tér,residential,,False,False,140.94,"LINESTRING (19.8793582 47.3294086, 19.879895 47.3294108, 19.8800906 47.3294456, 19.8802101 47.3295173, 19.8802731 47.329639, 19.8802753 47.3297737, 19.8802123 47.3298606, 19.8799493 47.3300084, 19.8799185 47.3300714)",,,,
169237136,,Szent István tér,residential,,False,True,32.378,"LINESTRING (19.8793582 47.3294086, 19.8792039 47.3294543, 19.8790264 47.3295842)",,,,
169237145,,Keleti fény utca,residential,,False,False,264.255,"LINESTRING (19.8793582 47.3294086, 19.8791996 47.329263, 19.8791604 47.3292, 19.8791604 47.3291326, 19.8791996 47.3290544, 19.8792995 47.3289762, 19.8795668 47.3288001, 19.8796863 47.3286849, 19.8797885 47.3285067, 19.8798993 47.3284133, 19.8800319 47.3283524, 19.8803513 47.3282438, 19.8810902 47.3280091, 19.881338 47.3279656, 19.8814735 47.3279656)",,,,
169237135,,Mária utca,residential,,False,True,95.676,"LINESTRING (19.8790264 47.3295842, 19.8790075 47.3295394, 19.8784555 47.329196, 19.8782022 47.3289427)",,,,
169237136,,Szent István tér,residential,,False,False,32.378,"LINESTRING (19.8790264 47.3295842, 19.8792039 47.3294543, 19.8793582 47.3294086)",,,,
333914152,,Szent István tér,residential,,False,False,34.248,"LINESTRING (19.8790264 47.3295842, 19.8790423 47.329622, 19.878913 47.329876)",,,,
169237161,,Széchenyi út,residential,,False,False,44.508,"LINESTRING (19.878913 47.329876, 19.8791128 47.3299067, 19.8794754 47.3299958)",,,,
169237161,,Széchenyi út,residential,,False,True,118.566,"LINESTRING (19.878913 47.329876, 19.8787224 47.3299036, 19.8782123 47.3300696, 19.8775005 47.3303351)",,,,
333914152,,Szent István tér,residential,,False,True,34.248,"LINESTRING (19.878913 47.329876, 19.8790423 47.329622, 19.8790264 47.3295842)",,,,
169237161,,Széchenyi út,residential,,False,False,34.436,"LINESTRING (19.8794754 47.3299958, 19.8799185 47.3300714)",,,,
169237161,,Széchenyi út,residential,,False,True,44.508,"LINESTRING (19.8794754 47.3299958, 19.8791128 47.3299067, 19.878913 47.329876)",,,,
169237189,,Árpád utca,residential,,False,True,188.07,"LINESTRING (19.8794754 47.3299958, 19.8794693 47.3300419, 19.8791681 47.3303062, 19.8791773 47.3303861, 19.8806279 47.3311268)",,,,
169237161,,Széchenyi út,residential,,False,True,34.436,"LINESTRING (19.8799185 47.3300714, 19.8794754 47.3299958)",,,,
169237136,,Szent István tér,residential,,False,True,140.94,"LINESTRING (19.8799185 47.3300714, 19.8799493 47.3300084, 19.8802123 47.3298606, 19.8802753 47.3297737, 19.8802731 47.329639, 19.8802101 47.3295173, 19.8800906 47.3294456, 19.879895 47.3294108, 19.8793582 47.3294086)",,,,
333914145,,Petőfi utca,residential,,False,False,24.072,"LINESTRING (19.8774167 47.3301262, 19.8775005 47.3303351)",,,,
169237156,,Béke utca,residential,,False,True,173.391,"LINESTRING (19.8774167 47.3301262, 19.875232 47.3303651, 19.8751454 47.3303746)",,,,
333914157,,Petőfi Sándor út,residential,,False,True,84.725,"LINESTRING (19.8774167 47.3301262, 19.877382 47.3296741, 19.8773907 47.3294916, 19.877408 47.3293655)",,,,
169237161,,Széchenyi út,residential,,False,True,15.501,"LINESTRING (19.8775005 47.3303351, 19.8773203 47.3304023)",,,,
333914145,,Petőfi utca,residential,,False,True,24.072,"LINESTRING (19.8775005 47.3303351, 19.8774167 47.3301262)",,,,
169237161,,Széchenyi út,residential,,False,False,118.566,"LINESTRING (19.8775005 47.3303351, 19.8782123 47.3300696, 19.8787224 47.3299036, 19.878913 47.329876)",,,,
69941267,31111,Rákóczi út,tertiary,,False,True,27.773,"LINESTRING (19.8751454 47.3303746, 19.8750842 47.3301283)",,,,
69941267,31111,Rákóczi út,tertiary,,False,False,142.2,"LINESTRING (19.8751454 47.3303746, 19.8750809 47.3308572, 19.8748719 47.331438, 19.8748179 47.331631)",,,,
169237156,,Béke utca,residential,,False,False,173.391,"LINESTRING (19.8751454 47.3303746, 19.875232 47.3303651, 19.8774167 47.3301262)",,,,
169237161,,Széchenyi út,residential,,False,False,15.501,"LINESTRING (19.8773203 47.3304023, 19.8775005 47.3303351)",,,,
169237142,,Somogyi Béla utca,residential,,False,False,184.429,"LINESTRING (19.8773203 47.3304023, 19.8778735 47.3309002, 19.8782669 47.3311276, 19.878734 47.3313182, 19.8791367 47.3314762)",,,,
169237161,,Széchenyi út,residential,,False,True,232.909,"LINESTRING (19.8773203 47.3304023, 19.8762975 47.330884, 19.8750491 47.3315143, 19.8748179 47.331631)",,,,
301795628,311,Kossuth Lajos utca,primary,50,False,False,43.548,"LINESTRING (19.8747827 47.3304624, 19.8750842 47.3301283)",,,,
169277282,,Hunyadi utca,residential,,False,True,246.527,"LINESTRING (19.8747827 47.3304624, 19.8746253 47.3304334, 19.8744172 47.3304207, 19.8738185 47.3304334, 19.8732105 47.3305316, 19.8729041 47.3306236, 19.8717955 47.3311337)",,,,
301795628,311,Kossuth Lajos utca,primary,50,False,True,231.629,"LINESTRING (19.8747827 47.3304624, 19.8743807 47.3308178, 19.873701 47.3313366, 19.8731354 47.3316503, 19.8726104 47.3319194)",,,,
169237189,,Árpád utca,residential,,False,False,188.07,"LINESTRING (19.8806279 47.3311268, 19.8791773 47.3303861, 19.8791681 47.3303062, 19.8794693 47.3300419, 19.8794754 47.3299958)",,,,
169237142,,Somogyi Béla utca,residential,,False,False,58.733000000000004,"LINESTRING (19.8791367 47.3314762, 19.8797052 47.3316993, 19.8797829 47.3317634)",,,,
169237142,,Somogyi Béla utca,residential,,False,True,184.42900000000003,"LINESTRING (19.8791367 47.3314762, 19.878734 47.3313182, 19.8782669 47.3311276, 19.8778735 47.3309002, 19.8773203 47.3304023)",,,,
169237211,,Liliom út,residential,,False,True,280.205,"LINESTRING (19.8791367 47.3314762, 19.8789983 47.3315886, 19.8770041 47.3322371, 19.8758513 47.3326298)",,,,
169237142,,Somogyi Béla utca,residential,,False,False,148.542,"LINESTRING (19.8797829 47.3317634, 19.8798466 47.3318161, 19.8806364 47.3329653)",,,,
169237142,,Somogyi Béla utca,residential,,False,True,58.733000000000004,"LINESTRING (19.8797829 47.3317634, 19.8797052 47.3316993, 19.8791367 47.3314762)",,,,
169237209,,Arany János utca,residential,,False,False,80.574,"LINESTRING (19.8797829 47.3317634, 19.8799207 47.3317323, 19.8802097 47.3317084, 19.8808342 47.3316393)",,,,
169237146,,Jókai út,residential,,False,True,93.268,"LINESTRING (19.8747695 47.3322558, 19.8750552 47.3323012, 19.8752251 47.3323397, 19.8753526 47.3323679, 19.8756547 47.332527, 19.8758513 47.3326298)",,no,no,yes
260949704,31111,Rákóczi út,tertiary,,False,False,168.975,"LINESTRING (19.8747695 47.3322558, 19.8747551 47.3324983, 19.8746517 47.3328483, 19.8742435 47.3337257)",2,,,
"[260949704, 69941267]",31111,Rákóczi út,tertiary,,False,True,69.607,"LINESTRING (19.8747695 47.3322558, 19.8747898 47.3318173, 19.8748179 47.331631)",2,,,
169277252,,Posta utca,residential,,False,False,77.353,"LINESTRING (19.8732882 47.3324418, 19.8726104 47.3319194)",,,,
169237161,,Széchenyi út,residential,,False,False,146.367,"LINESTRING (19.8732882 47.3324418, 19.8740644 47.3320172, 19.8748179 47.331631)",,,,
169237161,,Széchenyi út,residential,,False,True,196.007,"LINESTRING (19.8732882 47.3324418, 19.8728388 47.3326344, 19.8711791 47.3333348, 19.8710672 47.3333497)",,,,
"[169277252, 437333239]",,Posta utca,residential,,False,True,173.065,"LINESTRING (19.8732882 47.3324418, 19.8733094 47.3324625, 19.8733548 47.3325066, 19.8737384 47.3333325, 19.8740592 47.3337685, 19.8741895 47.3338561)",,,,
169237146,,Jókai út,residential,,False,False,93.268,"LINESTRING (19.8758513 47.3326298, 19.8756547 47.332527, 19.8753526 47.3323679, 19.8752251 47.3323397, 19.8750552 47.3323012, 19.8747695 47.3322558)",,no,no,yes
169237146,,Jókai út,residential,,False,True,373.727,"LINESTRING (19.8758513 47.3326298, 19.8759495 47.3326643, 19.8764228 47.3328364, 19.8767302 47.3329163, 19.8774678 47.3329225, 19.8783775 47.3329225, 19.8795515 47.3327995, 19.8797728 47.3328057, 19.8800679 47.3328917, 19.880369 47.3329901, 19.8806364 47.3329653)",,no,no,yes
169237211,,Liliom út,residential,,False,False,280.205,"LINESTRING (19.8758513 47.3326298, 19.8770041 47.3322371, 19.8789983 47.3315886, 19.8791367 47.3314762)",,,,
169237142,,Somogyi Béla utca,residential,,False,False,50.941,"LINESTRING (19.8806364 47.3329653, 19.8808055 47.3332114, 19.8810129 47.3333342)",,,,
169237142,,Somogyi Béla utca,residential,,False,True,148.542,"LINESTRING (19.8806364 47.3329653, 19.8798466 47.3318161, 19.8797829 47.3317634)",,,,
169237146,,Jókai út,residential,,False,False,373.72700000000003,"LINESTRING (19.8806364 47.3329653, 19.880369 47.3329901, 19.8800679 47.3328917, 19.8797728 47.3328057, 19.8795515 47.3327995, 19.8783775 47.3329225, 19.8774678 47.3329225, 19.8767302 47.3329163, 19.8764228 47.3328364, 19.8759495 47.3326643, 19.8758513 47.3326298)",,no,no,yes
301795628,311,Kossuth Lajos utca,primary,50,False,False,70.712,"LINESTRING (19.8708167 47.3332943, 19.8713772 47.3327843)",,,,
301795628,311,Kossuth Lajos utca,primary,50,False,True,28.026,"LINESTRING (19.8708167 47.3332943, 19.870602 47.3335001)",,,,
169237161,,Széchenyi út,residential,,False,False,20.22,"LINESTRING (19.8708167 47.3332943, 19.8709383 47.3333392, 19.8710672 47.3333497)",,,,
169237142,,Somogyi Béla utca,residential,,False,False,262.291,"LINESTRING (19.8810129 47.3333342, 19.8811743 47.333574, 19.8815123 47.3343547, 19.8819549 47.335332, 19.882109 47.3355694)",,,,
169237142,,Somogyi Béla utca,residential,,False,True,50.941,"LINESTRING (19.8810129 47.3333342, 19.8808055 47.3332114, 19.8806364 47.3329653)",,,,
169237164,,Múzeum út,residential,,False,True,302.433,"LINESTRING (19.8810129 47.3333342, 19.8808362 47.3333773, 19.8803936 47.3336416, 19.8797359 47.3339736, 19.8790229 47.3341703, 19.8783468 47.3342563, 19.8779288 47.3342932, 19.8774616 47.3344715)",,,,
169237185,,Lehel út,residential,,False,True,114.971,"LINESTRING (19.8691777 47.3338661, 19.8696196 47.333734, 19.870139 47.3336203, 19.8703849 47.333568, 19.870602 47.3335001)",,,,
333914144,,Móricz Zsigmond utca,residential,,False,True,128.278,"LINESTRING (19.8691777 47.3338661, 19.8691375 47.333766, 19.8691375 47.3336852, 19.869224 47.3332304, 19.8693199 47.3330053, 19.8694742 47.332831, 19.8695537 47.3327818)",,,,
169237164,,Múzeum út,residential,,False,False,302.433,"LINESTRING (19.8774616 47.3344715, 19.8779288 47.3342932, 19.8783468 47.3342563, 19.8790229 47.3341703, 19.8797359 47.3339736, 19.8803936 47.3336416, 19.8808362 47.3333773, 19.8810129 47.3333342)",,,,
169237164,,Múzeum út,residential,,False,True,166.207,"LINESTRING (19.8774616 47.3344715, 19.8768285 47.3347112, 19.8757382 47.3350516, 19.8754584 47.3350573)",,,,
107287979,31111,Jászberényi út,tertiary,,False,True,174.45600000000002,"LINESTRING (19.8754584 47.3350573, 19.8747802 47.3344111, 19.8745178 47.334076, 19.8742435 47.3337257)",,,,
169237164,,Múzeum út,residential,,False,False,166.207,"LINESTRING (19.8754584 47.3350573, 19.8757382 47.3350516, 19.8768285 47.3347112, 19.8774616 47.3344715)",,,,
169237164,,Múzeum út,residential,,False,True,135.56,"LINESTRING (19.8754584 47.3350573, 19.8751601 47.3351139, 19.873771 47.3354775)",,,,
227632675,31319,Rákóczi út,tertiary,,False,True,7.406,"LINESTRING (19.873771 47.3354775, 19.8737699 47.3355441)",,,,
169237164,,Múzeum út,residential,,False,False,135.56,"LINESTRING (19.873771 47.3354775, 19.8751601 47.3351139, 19.8754584 47.3350573)",,,,
223669711,31319,Rákóczi út,tertiary,,False,False,158.918,"LINESTRING (19.873771 47.3354775, 19.8738376 47.3349408, 19.8738869 47.334638, 19.874101 47.3340703)",,,,
169237147,,Vörösmarty út,residential,,False,True,47.017,"LINESTRING (19.882109 47.3355694, 19.8816711 47.3358706)",,,,
169237142,,Somogyi Béla utca,residential,,False,True,262.291,"LINESTRING (19.882109 47.3355694, 19.8819549 47.335332, 19.8815123 47.3343547, 19.8811743 47.333574, 19.8810129 47.3333342)",,,,
169237147,,Vörösmarty út,residential,,False,False,47.017,"LINESTRING (19.8816711 47.3358706, 19.882109 47.3355694)",,,,
169277266,,,residential,,False,True,22.695,"LINESTRING (19.8713186 47.330259, 19.8713911 47.3304571)",,,,
169277262,,,residential,,False,True,54.759,"LINESTRING (19.8720576 47.3302654, 19.8716063 47.3304159, 19.8713911 47.3304571)",,,,
333914156,,,residential,,False,True,111.40800000000002,"LINESTRING (19.8705867 47.3303694, 19.8707967 47.330375, 19.8708447 47.3303918, 19.8710034 47.330579, 19.8711638 47.3307314, 19.8713821 47.3308894, 19.8716082 47.331023)",,,,
169277266,,,residential,,False,False,22.695,"LINESTRING (19.8713911 47.3304571, 19.8713186 47.330259)",,,,
169277262,,,residential,,False,False,54.759,"LINESTRING (19.8713911 47.3304571, 19.8716063 47.3304159, 19.8720576 47.3302654)",,,,
169277266,,,residential,,False,True,65.055,"LINESTRING (19.8713911 47.3304571, 19.8715221 47.3308359, 19.8716082 47.331023)",,,,
169277254,,,residential,,False,True,63.245,"LINESTRING (19.8702617 47.3306419, 19.8706639 47.3311411)",,,,
333914156,,,residential,,False,True,18.729,"LINESTRING (19.8716082 47.331023, 19.8717955 47.3311337)",,,,
169277245,,Hold utca,residential,,False,True,72.567,"LINESTRING (19.8716082 47.331023, 19.8709726 47.3310793, 19.8706639 47.3311411)",,,,
169277266,,,residential,,False,False,65.055,"LINESTRING (19.8716082 47.331023, 19.8715221 47.3308359, 19.8713911 47.3304571)",,,,
333914156,,,residential,,False,False,111.408,"LINESTRING (19.8716082 47.331023, 19.8713821 47.3308894, 19.8711638 47.3307314, 19.8710034 47.330579, 19.8708447 47.3303918, 19.8707967 47.330375, 19.8705867 47.3303694)",,,,
169277252,,Posta utca,residential,,False,True,29.358,"LINESTRING (19.8717955 47.3311337, 19.8719873 47.3313635)",,,,
333914156,,,residential,,False,False,18.729,"LINESTRING (19.8717955 47.3311337, 19.8716082 47.331023)",,,,
169277282,,Hunyadi utca,residential,,False,False,246.527,"LINESTRING (19.8717955 47.3311337, 19.8729041 47.3306236, 19.8732105 47.3305316, 19.8738185 47.3304334, 19.8744172 47.3304207, 19.8746253 47.3304334, 19.8747827 47.3304624)",,,,
169277254,,,residential,,False,False,63.245,"LINESTRING (19.8706639 47.3311411, 19.8702617 47.3306419)",,,,
169277245,,Hold utca,residential,,False,False,72.567,"LINESTRING (19.8706639 47.3311411, 19.8709726 47.3310793, 19.8716082 47.331023)",,,,
169277245,,Hold utca,residential,,False,True,185.04799999999997,"LINESTRING (19.8706639 47.3311411, 19.8702921 47.3312869, 19.8701074 47.3313995, 19.8700138 47.3315057, 19.869787 47.33168, 19.8697472 47.3317212, 19.8697613 47.3317719, 19.8698922 47.3319209, 19.870077 47.332054, 19.8705265 47.3323)",,,,
169277252,,Posta utca,residential,,False,False,29.358,"LINESTRING (19.8719873 47.3313635, 19.8717955 47.3311337)",,,,
169277246,,Rózsa utca,residential,,False,False,95.617,"LINESTRING (19.8719873 47.3313635, 19.8716116 47.3315409, 19.8710831 47.3319577)",,,,
169277252,,Posta utca,residential,,False,True,77.699,"LINESTRING (19.8719873 47.3313635, 19.8721063 47.3314901, 19.8726104 47.3319194)",,,,
169277252,,Posta utca,residential,,False,True,77.353,"LINESTRING (19.8726104 47.3319194, 19.8732882 47.3324418)",,,,
169277252,,Posta utca,residential,,False,False,77.699,"LINESTRING (19.8726104 47.3319194, 19.8721063 47.3314901, 19.8719873 47.3313635)",,,,
301795628,311,Kossuth Lajos utca,primary,50,False,False,231.629,"LINESTRING (19.8726104 47.3319194, 19.8731354 47.3316503, 19.873701 47.3313366, 19.8743807 47.3308178, 19.8747827 47.3304624)",,,,
301795628,311,Kossuth Lajos utca,primary,50,False,True,135.079,"LINESTRING (19.8726104 47.3319194, 19.8720436 47.3321999, 19.8718854 47.3323195, 19.8713772 47.3327843)",,,,
169277246,,Rózsa utca,residential,,False,False,56.641,"LINESTRING (19.8710831 47.3319577, 19.8705265 47.3323)",,,,
169277246,,Rózsa utca,residential,,False,True,95.617,"LINESTRING (19.8710831 47.3319577, 19.8716116 47.3315409, 19.8719873 47.3313635)",,,,
169277285,,,residential,,False,True,78.49,"LINESTRING (19.8710831 47.3319577, 19.8711457 47.3320192, 19.8711971 47.3321777, 19.8711948 47.3322728, 19.8711153 47.3325961, 19.8711199 47.332642)",,,,
169277264,,,residential,,False,True,90.542,"LINESTRING (19.8691508 47.3320164, 19.8693378 47.3324475, 19.8695537 47.3327818)",,,,
169277246,,Rózsa utca,residential,,False,True,56.641,"LINESTRING (19.8705265 47.3323, 19.8710831 47.3319577)",,,,
169277245,,Hold utca,residential,,False,False,185.048,"LINESTRING (19.8705265 47.3323, 19.870077 47.332054, 19.8698922 47.3319209, 19.8697613 47.3317719, 19.8697472 47.3317212, 19.869787 47.33168, 19.8700138 47.3315057, 19.8701074 47.3313995, 19.8702921 47.3312869, 19.8706639 47.3311411)",,,,
169277246,,Rózsa utca,residential,,False,False,92.093,"LINESTRING (19.8705265 47.3323, 19.8700074 47.3326408, 19.8698788 47.3326852, 19.8695537 47.3327818)",,,,
169277263,,Síp utca,residential,,False,False,114.414,"LINESTRING (19.8711199 47.332642, 19.8706516 47.3328397, 19.8698876 47.3332409)",,,,
169277285,,,residential,,False,False,78.49000000000001,"LINESTRING (19.8711199 47.332642, 19.8711153 47.3325961, 19.8711948 47.3322728, 19.8711971 47.3321777, 19.8711457 47.3320192, 19.8710831 47.3319577)",,,,
169277285,,,residential,,False,True,25.328,"LINESTRING (19.8711199 47.332642, 19.8711433 47.3326706, 19.8713772 47.3327843)",,,,
169277246,,Rózsa utca,residential,,False,True,92.093,"LINESTRING (19.8695537 47.3327818, 19.8698788 47.3326852, 19.8700074 47.3326408, 19.8705265 47.3323)",,,,
169277264,,,residential,,False,False,90.542,"LINESTRING (19.8695537 47.3327818, 19.8693378 47.3324475, 19.8691508 47.3320164)",,,,
333914144,,Móricz Zsigmond utca,residential,,False,False,128.278,"LINESTRING (19.8695537 47.3327818, 19.8694742 47.332831, 19.8693199 47.3330053, 19.869224 47.3332304, 19.8691375 47.3336852, 19.8691375 47.333766, 19.8691777 47.3338661)",,,,
301795628,311,Kossuth Lajos utca,primary,50,False,True,70.712,"LINESTRING (19.8713772 47.3327843, 19.8708167 47.3332943)",,,,
169277285,,,residential,,False,False,25.328,"LINESTRING (19.8713772 47.3327843, 19.8711433 47.3326706, 19.8711199 47.332642)",,,,
301795628,311,Kossuth Lajos utca,primary,50,False,False,135.079,"LINESTRING (19.8713772 47.3327843, 19.8718854 47.3323195, 19.8720436 47.3321999, 19.8726104 47.3319194)",,,,
169277263,,Síp utca,residential,,False,True,114.414,"LINESTRING (19.8698876 47.3332409, 19.8706516 47.3328397, 19.8711199 47.332642)",,,,
169237161,,Széchenyi út,residential,,False,False,196.007,"LINESTRING (19.8710672 47.3333497, 19.8711791 47.3333348, 19.8728388 47.3326344, 19.8732882 47.3324418)",,,,
169237161,,Széchenyi út,residential,,False,True,20.22,"LINESTRING (19.8710672 47.3333497, 19.8709383 47.3333392, 19.8708167 47.3332943)",,,,
169277274,,Rigó Jancsi köz,residential,,False,False,114.59,"LINESTRING (19.8710672 47.3333497, 19.8710988 47.333398, 19.8712788 47.3336736, 19.8713334 47.3336926, 19.8714062 47.3336848, 19.8721552 47.3333945)",,,,
169277274,,Rigó Jancsi köz,residential,,False,True,114.59,"LINESTRING (19.8721552 47.3333945, 19.8714062 47.3336848, 19.8713334 47.3336926, 19.8712788 47.3336736, 19.8710988 47.333398, 19.8710672 47.3333497)",,,,
223669711,31319,Rákóczi út,tertiary,,False,True,24.734,"LINESTRING (19.8741895 47.3338561, 19.874101 47.3340703)",,,,
437333240,31319,Rákóczi út,tertiary,,False,False,15.06,"LINESTRING (19.8741895 47.3338561, 19.8742435 47.3337257)",,,,
"[169277252, 437333239]",,Posta utca,residential,,False,False,173.065,"LINESTRING (19.8741895 47.3338561, 19.8740592 47.3337685, 19.8737384 47.3333325, 19.8733548 47.3325066, 19.8733094 47.3324625, 19.8732882 47.3324418)",,,,
223669711,31319,Rákóczi út,tertiary,,False,False,24.734,"LINESTRING (19.874101 47.3340703, 19.8741895 47.3338561)",,,,
169277281,,Sport utca,residential,,False,True,294.488,"LINESTRING (19.874101 47.3340703, 19.8739713 47.3340729, 19.8729283 47.3344311, 19.8722027 47.3347012, 19.8720572 47.3347707, 19.871948 47.3348536, 19.8712442 47.3357042)",,,,
223669711,31319,Rákóczi út,tertiary,,False,True,158.918,"LINESTRING (19.874101 47.3340703, 19.8738869 47.334638, 19.8738376 47.3349408, 19.873771 47.3354775)",,,,
169277272,,Kolumbusz utca,residential,,False,False,73.406,"LINESTRING (19.8690515 47.3347479, 19.8697365 47.3350961, 19.8698495 47.3351187)",,,,
