osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,junction,lanes
87221502,Délibáb utca,residential,50,False,True,16.989,,"LINESTRING (19.8953124 46.2160477, 19.895299 46.2162002)",,
471097483,István király út,secondary,50,False,False,277.60699999999997,5514,"LINESTRING (19.8953124 46.2160477, 19.895194 46.2160518, 19.8946549 46.2160737, 19.8924647 46.2161574, 19.8917113 46.2162004)",,
26515649,Szegedi út,secondary,50,False,False,46.522000000000006,5514,"LINESTRING (19.8886522 46.2163971, 19.8882248 46.2164179, 19.8880486 46.2164167)",,
26515710,Szegedi út,secondary,50,True,False,52.565,5514,"LINESTRING (19.8886522 46.2163971, 19.8889183 46.2163355, 19.889155 46.2163166, 19.8892435 46.2163021, 19.8893142 46.2162885)",,
87221496,Táncsics Mihály utca,residential,50,False,True,164.836,,"LINESTRING (19.8901491 46.2198064, 19.8922869 46.219708)",,
4840277,Szabadság utca,residential,50,False,True,419.11499999999995,,"LINESTRING (19.8901491 46.2198064, 19.8913509 46.2171403, 19.8917149 46.2162892, 19.8917113 46.2162004)",,
87221496,Táncsics Mihály utca,residential,50,False,False,98.90299999999999,,"LINESTRING (19.8901491 46.2198064, 19.8893622 46.2198498, 19.888867 46.219871)",,
26515709,,secondary,50,True,False,3.9690000000000003,5514,"LINESTRING (19.8893589 46.2164138, 19.8893406 46.2164012, 19.8893254 46.2163868)",roundabout,
26515709,,secondary,50,True,False,11.325,5514,"LINESTRING (19.8893254 46.2163868, 19.8893068 46.2163554, 19.8893029 46.2163215, 19.8893142 46.2162885)",roundabout,
26515712,Szegedi út,secondary,50,True,False,51.857,5514,"LINESTRING (19.8893254 46.2163868, 19.889158 46.2163807, 19.8886522 46.2163971)",,
26515709,,secondary,50,True,False,11.222,5514,"LINESTRING (19.8893142 46.2162885, 19.8893394 46.2162597, 19.889376 46.2162376, 19.8894206 46.2162242)",roundabout,
26515709,,secondary,50,True,False,9.57,5514,"LINESTRING (19.8894206 46.2162242, 19.8894618 46.2162206, 19.8895028 46.2162246, 19.8895409 46.2162359)",roundabout,
27947229,Röszkei út,secondary,50,True,False,32.725,5512,"LINESTRING (19.8894206 46.2162242, 19.8894973 46.2161256, 19.8896142 46.2159622)",,
26515709,,secondary,50,True,False,6.128,5514,"LINESTRING (19.8895409 46.2162359, 19.8895724 46.2162528, 19.8895967 46.2162746)",roundabout,
26515709,,secondary,50,True,False,10.338999999999999,5514,"LINESTRING (19.8895967 46.2162746, 19.8896137 46.2163033, 19.8896183 46.2163341, 19.8896103 46.2163646)",roundabout,
26515713,István király út,secondary,50,True,False,43.27,5514,"LINESTRING (19.8895967 46.2162746, 19.8897475 46.2162752, 19.8901586 46.2162889)",,
26515709,,secondary,50,True,False,11.42,5514,"LINESTRING (19.8896103 46.2163646, 19.8895875 46.216395, 19.8895522 46.216419, 19.8895079 46.2164342)",roundabout,
30050128,Röszkei út,secondary,50,True,False,30.997999999999998,5512,"LINESTRING (19.8896142 46.2159622, 19.8895782 46.2161369, 19.8895409 46.2162359)",,
939970156,Röszkei út,secondary,50,False,True,53.097,5512,"LINESTRING (19.8896142 46.2159622, 19.8897202 46.215738, 19.8898272 46.215508)",,
35100959,Kissori út,secondary,50,False,False,43.206,5511,"LINESTRING (19.8909351 46.2129872, 19.8908174 46.2129563, 19.890619 46.2129024, 19.8904447 46.2128067)",,
78622136,Röszkei út,secondary,50,False,True,39.97,5512,"LINESTRING (19.8909351 46.2129872, 19.8909997 46.2128278, 19.8910636 46.212639)",,2
939970156,Röszkei út,secondary,50,False,False,292.977,5512,"LINESTRING (19.8909351 46.2129872, 19.8902412 46.2145667, 19.8899373 46.2152585, 19.889918 46.2153023, 19.8898272 46.215508)",,
35100959,Kissori út,secondary,50,False,True,43.205999999999996,5511,"LINESTRING (19.8904447 46.2128067, 19.890619 46.2129024, 19.8908174 46.2129563, 19.8909351 46.2129872)",,
78619573,Béke utca,residential,,False,False,52.751,,"LINESTRING (19.8904447 46.2128067, 19.8903846 46.2128322, 19.8903126 46.2128453, 19.8897732 46.2128705)",,
78619573,Béke utca,residential,,False,False,26.648,,"LINESTRING (19.8842513 46.2131617, 19.883906 46.2131801)",,
78619573,Béke utca,residential,,False,True,130.42,,"LINESTRING (19.8842513 46.2131617, 19.8859411 46.21307)",,
87221510,Remény utca,residential,,False,False,383.254,,"LINESTRING (19.8842513 46.2131617, 19.884662 46.2160682, 19.8847198 46.2164867, 19.8847242 46.2165212, 19.8847333 46.2165922)",,
78619582,Kölcsey utca,residential,,False,False,160.365,,"LINESTRING (19.8910636 46.212639, 19.8913001 46.2126919, 19.8930003 46.2131707)",,
78622136,Röszkei út,secondary,50,False,False,39.97,5512,"LINESTRING (19.8910636 46.212639, 19.8909997 46.2128278, 19.8909351 46.2129872)",,2
485006775,Kölcsey utca,residential,,False,False,74.321,,"LINESTRING (19.8930003 46.2131707, 19.8938651 46.2134684)",,
78619582,Kölcsey utca,residential,,False,True,160.365,,"LINESTRING (19.8930003 46.2131707, 19.8913001 46.2126919, 19.8910636 46.212639)",,
87221499,Szövetkezeti utca,residential,,False,True,342.973,,"LINESTRING (19.8930003 46.2131707, 19.8927441 46.2136668, 19.8927252 46.213733, 19.8927279 46.2138035, 19.892918 46.2154149, 19.8936008 46.2153812, 19.8940752 46.2153566)",,
78619633,Petőfi Sándor utca,residential,,False,False,99.09400000000001,,"LINESTRING (19.8877885 46.2199184, 19.8876732 46.2199225, 19.8865024 46.2199671)",,
87221497,Millenniumi sétány,secondary,50,False,False,370.71500000000003,5432,"LINESTRING (19.8877885 46.2199184, 19.8878309 46.2198251, 19.8879538 46.219555, 19.8882475 46.2189152, 19.8886581 46.2180209, 19.8888302 46.2176458, 19.8889603 46.2173624, 19.8889955 46.2172856, 19.8892457 46.2167406)",,
637148498,Barmos György tér,residential,,False,True,18.232,,"LINESTRING (19.8877885 46.2199184, 19.8879363 46.219924, 19.8880251 46.2199203)",,
78619633,Petőfi Sándor utca,residential,,False,False,140.802,,"LINESTRING (19.8865024 46.2199671, 19.884678 46.2200674)",,
