osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,junction,bridge,ref,tunnel
314246464,True,,Körmendi út,tertiary,False,9.972999999999999,,"LINESTRING (16.6149165 47.2274122, 16.6149445 47.2274218, 16.6149584 47.2274317, 16.6149716 47.2274421, 16.6149823 47.2274609, 16.6149884 47.2274813)",roundabout,,,
625374590,False,1,,tertiary_link,False,7.056,,"LINESTRING (16.6179857 47.229137, 16.6180722 47.229161)",,,,
620382826,True,1,Kiskar utca,tertiary,False,30.925,,"LINESTRING (16.6179857 47.229137, 16.6180339 47.2290543, 16.618057 47.2290169, 16.6180723 47.2289972, 16.6180922 47.228978, 16.618113 47.228963, 16.6181506 47.2289366, 16.6181884 47.228899)",,,,
"[222282188, 222282189, 673219637, 314244953, 306646041]",False,2,Óperint utca,tertiary,True,108.281,,"LINESTRING (16.6179857 47.229137, 16.6178208 47.2290801, 16.6177923 47.2290688, 16.6177536 47.2290529, 16.6176494 47.2290159, 16.6175654 47.2289854, 16.6174931 47.2289602, 16.6171302 47.2288171, 16.6169686 47.2287488, 16.6168574 47.228702, 16.6168031 47.228679, 16.6167436 47.2286516)",,yes,,
544131536,False,4,Sörház utca,tertiary,True,97.824,,"LINESTRING (16.6146843 47.2331551, 16.6147643 47.2330702, 16.6148161 47.2329782, 16.6150589 47.2325111, 16.615121 47.2323977, 16.6151378 47.2323653, 16.6151515 47.232337)",,,,
550833862,False,4,Petőfi Sándor utca,secondary,True,62.586,,"LINESTRING (16.6146843 47.2331551, 16.6145554 47.2331083, 16.6144419 47.2330726, 16.6142858 47.2330244, 16.6141298 47.2329811, 16.6139221 47.2329369)",,,8901,
54442490,False,,Király utca,residential,False,100.82900000000001,,"LINESTRING (16.6230865 47.233404, 16.6231247 47.2333463, 16.6235062 47.232787, 16.6236452 47.2325804)",,,,
54442526,False,,Kisfaludy Sándor utca,residential,False,99.371,,"LINESTRING (16.6236452 47.2325804, 16.624876 47.2328969)",,,,
54442490,False,,Király utca,residential,False,53.391,,"LINESTRING (16.6236452 47.2325804, 16.6238978 47.2321605, 16.6239133 47.2321361)",,,,
54442490,False,,Király utca,residential,True,100.82900000000001,,"LINESTRING (16.6236452 47.2325804, 16.6235062 47.232787, 16.6231247 47.2333463, 16.6230865 47.233404)",,,,
54808665,True,,Mártírok tere,residential,False,26.129,,"LINESTRING (16.6218337 47.2333591, 16.6218936 47.2332416, 16.6219467 47.233137)",,,,
96559152,True,,Mártírok tere,residential,False,70.221,,"LINESTRING (16.6218337 47.2333591, 16.6217782 47.2333184, 16.6217292 47.2332874, 16.6216459 47.2332519, 16.621118 47.233131, 16.6210795 47.2331222, 16.6210353 47.2331126, 16.6209983 47.2331045)",,,,
54442490,False,,Király utca,residential,True,53.391,,"LINESTRING (16.6239133 47.2321361, 16.6238978 47.2321605, 16.6236452 47.2325804)",,,,
55132515,False,,Nárai utca,residential,True,211.007,,"LINESTRING (16.6154755 47.2268688, 16.6154295 47.2268381, 16.6153923 47.2268169, 16.6132058 47.225763)",,,,
306646040,False,,Körmendi út,tertiary,False,103.428,,"LINESTRING (16.6154755 47.2268688, 16.6156128 47.2267623, 16.6159282 47.2265145, 16.6161471 47.2263387, 16.616366 47.2261621)",,,,
306646040,False,,Körmendi út,tertiary,True,74.244,,"LINESTRING (16.6154755 47.2268688, 16.6152747 47.2270275, 16.6151784 47.2271069, 16.6151329 47.2271474, 16.6150793 47.2271981, 16.6150134 47.2272661, 16.6149635 47.2273251, 16.6149428 47.2273603, 16.6149165 47.2274122)",,,,
54808665,True,,Mártírok tere,residential,False,91.04100000000001,,"LINESTRING (16.6219467 47.233137, 16.6220717 47.2331659, 16.6222516 47.2332075, 16.6229563 47.2333734, 16.6230016 47.2333856, 16.6230865 47.233404)",,,,
51181784,False,2,Károlyi Gáspár tér,tertiary,True,88.91399999999999,,"LINESTRING (16.6132106 47.2288504, 16.6130533 47.2290123, 16.6129774 47.2290933, 16.612907 47.2291752, 16.6128246 47.2292751, 16.6127894 47.2293181, 16.6127628 47.2293552, 16.6126297 47.2295446)",,,,
229791484,False,,Dózsa György utca,tertiary,False,179.53,,"LINESTRING (16.6132106 47.2288504, 16.6133195 47.2287475, 16.6142622 47.2278562, 16.6146028 47.2276496, 16.6146932 47.2275978)",,,,
"[96559164, 334635093, 222282183]",False,2,"['Sörház utca', 'Hollán Ernő utca']",tertiary,True,320.996,,"LINESTRING (16.6151515 47.232337, 16.6151667 47.2322991, 16.6151803 47.2322613, 16.6151963 47.232216, 16.6152182 47.2321528, 16.6154672 47.2313842, 16.6154761 47.2313578, 16.6154918 47.2313114, 16.6155214 47.2312325, 16.6155563 47.231151, 16.6155926 47.2310731, 16.6156496 47.2309636, 16.6157092 47.2308568, 16.6157919 47.2307401, 16.6158948 47.2306163, 16.615981 47.2305618, 16.6160541 47.2305156, 16.6162218 47.2304485, 16.6169565 47.2302778, 16.6170978 47.2302434, 16.6171908 47.2302139, 16.617245 47.2301899, 16.6173194 47.230153)",,,,
544131536,False,4,Sörház utca,tertiary,False,97.82399999999998,,"LINESTRING (16.6151515 47.232337, 16.6151378 47.2323653, 16.615121 47.2323977, 16.6150589 47.2325111, 16.6148161 47.2329782, 16.6147643 47.2330702, 16.6146843 47.2331551)",,,,
548747913,False,4,Petőfi Sándor utca,secondary,True,101.78999999999999,,"LINESTRING (16.6139221 47.2329369, 16.6138473 47.2329236, 16.6137978 47.2329161, 16.6136112 47.2328905, 16.6132229 47.2328594, 16.6126776 47.2328365, 16.6126333 47.2328346, 16.6125854 47.2328322)",,,8901,
550833862,False,4,Petőfi Sándor utca,secondary,False,62.586,,"LINESTRING (16.6139221 47.2329369, 16.6141298 47.2329811, 16.6142858 47.2330244, 16.6144419 47.2330726, 16.6145554 47.2331083, 16.6146843 47.2331551)",,,8901,
"[627277621, 229748589, 627277622]",True,,Ady Endre tér,residential,False,133.686,,"LINESTRING (16.6134127 47.232121, 16.613534 47.2321342, 16.614093 47.2321908, 16.6141662 47.2322, 16.6145628 47.2322507, 16.6149461 47.2322921, 16.6149988 47.2322987, 16.6150314 47.2323061, 16.6150646 47.232315, 16.6151515 47.232337)",,,,
108958414,False,2,Juhász Gyula utca,residential,False,22.35,,"LINESTRING (16.6185859 47.225745, 16.6186509 47.2257399, 16.6187146 47.2257393, 16.6188809 47.2257483)",,,,
108958434,False,2,Sorok utca,residential,True,118.56400000000001,,"LINESTRING (16.6185859 47.225745, 16.6185853 47.2257812, 16.6185767 47.2263185, 16.6185688 47.2268112)",,,,
108958400,True,,Bürü utca,residential,False,49.294000000000004,,"LINESTRING (16.6187972 47.2278045, 16.6189508 47.2279039, 16.6190521 47.2279857, 16.6190939 47.2280243, 16.6191029 47.2280328, 16.6191364 47.2280558, 16.6191597 47.2280717, 16.6191863 47.2280833, 16.6192241 47.2280915, 16.6192685 47.2280976)",,,,
"[108958410, 1180474163, 108958434]",False,2,"['Sorok utca', 'Bürü utca']",residential,False,119.132,30,"LINESTRING (16.6187972 47.2278045, 16.6187065 47.2277417, 16.6186001 47.227663, 16.618551 47.2276181, 16.6185317 47.2275993, 16.6185027 47.2275533, 16.6184865 47.2275093, 16.6184836 47.2274653, 16.6184855 47.2274252, 16.6184981 47.2273761, 16.6185233 47.2272978, 16.6185336 47.2272571, 16.6185439 47.2272163, 16.6185539 47.2271203, 16.6185688 47.2268112)",,,,
108958414,False,2,Juhász Gyula utca,residential,False,114.688,,"LINESTRING (16.6188809 47.2257483, 16.618978 47.2257699, 16.6190936 47.2258003, 16.6192556 47.2258621, 16.6201989 47.2262553)",,,,
108958414,False,2,Juhász Gyula utca,residential,True,22.349999999999998,,"LINESTRING (16.6188809 47.2257483, 16.6187146 47.2257393, 16.6186509 47.2257399, 16.6185859 47.225745)",,,,
559389089,False,2,Mátyás király út,tertiary,False,54.044,,"LINESTRING (16.6248553 47.22577, 16.6252571 47.2253678)",,,,
108958425,False,,Babits Mihály utca,residential,True,52.092999999999996,,"LINESTRING (16.6248553 47.22577, 16.6248052 47.2257488, 16.6247937 47.225744, 16.6243026 47.2255366, 16.6242695 47.2255226)",,,,
559389089,False,2,Mátyás király út,tertiary,True,102.487,,"LINESTRING (16.6248553 47.22577, 16.6245272 47.2261199, 16.6243184 47.2263426, 16.6241813 47.2264647, 16.6240964 47.2265329)",,,,
108958425,False,,Babits Mihály utca,residential,False,58.583,,"LINESTRING (16.6236157 47.225239, 16.6236893 47.2252709, 16.6242695 47.2255226)",,,,
108958425,False,,Babits Mihály utca,residential,True,118.625,,"LINESTRING (16.6236157 47.225239, 16.6223506 47.2246667, 16.6223083 47.2246476)",,,,
293775376,False,,Szalónak utca,residential,True,64.134,,"LINESTRING (16.6236157 47.225239, 16.6236447 47.2252098, 16.6240625 47.2247899, 16.6240912 47.2247611)",,,,
559389089,False,2,Mátyás király út,tertiary,True,54.044,,"LINESTRING (16.6252571 47.2253678, 16.6248553 47.22577)",,,,
1182221788,False,,Felsőőr utca,residential,False,110.91700000000002,30,"LINESTRING (16.6252571 47.2253678, 16.6252049 47.2253406, 16.6251914 47.2253336, 16.6241165 47.2247743, 16.6240912 47.2247611)",,,,
953323640,False,2,Mátyás király út,tertiary,True,41.509,,"LINESTRING (16.620674 47.2276099, 16.6201948 47.2277928)",,,,
108958409,False,,Fraknó utca,residential,True,183.588,,"LINESTRING (16.620674 47.2276099, 16.6206595 47.2275939, 16.6206441 47.2275824, 16.6206287 47.2275724, 16.6206063 47.2275611, 16.6203856 47.2274496, 16.6197334 47.2271433, 16.6191804 47.226975, 16.6186279 47.226827, 16.6186047 47.2268208, 16.6185688 47.2268112)",,,,
625379818,False,,Mátyás király út,tertiary,False,103.627,,"LINESTRING (16.620674 47.2276099, 16.6209711 47.2275005, 16.6216481 47.2272495, 16.6218793 47.2271643)",,,,
108958425,False,,Babits Mihály utca,residential,False,52.092999999999996,,"LINESTRING (16.6242695 47.2255226, 16.6243026 47.2255366, 16.6247937 47.225744, 16.6248052 47.2257488, 16.6248553 47.22577)",,,,
108958425,False,,Babits Mihály utca,residential,True,58.583,,"LINESTRING (16.6242695 47.2255226, 16.6236893 47.2252709, 16.6236157 47.225239)",,,,
108958432,False,,Balassi Bálint utca,residential,False,112.32200000000002,,"LINESTRING (16.6242695 47.2255226, 16.6242342 47.2255309, 16.6240613 47.2255718, 16.6230224 47.2258171, 16.6228646 47.2258544)",,,,
108958418,False,,Vajda János utca,residential,False,52.628,,"LINESTRING (16.621332 47.2262408, 16.6212926 47.2262864, 16.6210242 47.2265974, 16.6210074 47.2266131, 16.6209721 47.2266458)",,,,
108958418,False,,Vajda János utca,residential,True,109.983,,"LINESTRING (16.621332 47.2262408, 16.6213904 47.2259136, 16.6214914 47.2253484, 16.6215074 47.2252589)",,,,
108958432,False,,Balassi Bálint utca,residential,True,123.44899999999998,,"LINESTRING (16.621332 47.2262408, 16.6213885 47.2262266, 16.6217856 47.2261265, 16.6227132 47.2258926, 16.6228646 47.2258544)",,,,
293775376,False,,Szalónak utca,residential,False,64.134,,"LINESTRING (16.6240912 47.2247611, 16.6240625 47.2247899, 16.6236447 47.2252098, 16.6236157 47.225239)",,,,
1182221788,False,,Felsőőr utca,residential,True,110.91700000000002,30,"LINESTRING (16.6240912 47.2247611, 16.6241165 47.2247743, 16.6251914 47.2253336, 16.6252049 47.2253406, 16.6252571 47.2253678)",,,,
559389089,False,2,Mátyás király út,tertiary,False,102.487,,"LINESTRING (16.6240964 47.2265329, 16.6241813 47.2264647, 16.6243184 47.2263426, 16.6245272 47.2261199, 16.6248553 47.22577)",,,,
614032591,False,,Mátyás király út,tertiary,True,182.424,,"LINESTRING (16.6240964 47.2265329, 16.6240392 47.2265633, 16.623825 47.2266597, 16.623625 47.2267314, 16.6234135 47.2267966, 16.6230839 47.2268814, 16.6225327 47.2270034, 16.62232 47.2270505, 16.6219853 47.2271309, 16.6218793 47.2271643)",,,,
1180393382,False,2,Légszeszgyár utca,residential,False,59.323,,"LINESTRING (16.6240964 47.2265329, 16.6241224 47.2265602, 16.6241381 47.2265751, 16.6241721 47.2266023, 16.6242065 47.2266221, 16.6245915 47.2268319, 16.6246139 47.2268441, 16.6246847 47.2268827)",,,,
108958414,False,2,Juhász Gyula utca,residential,True,89.547,,"LINESTRING (16.6218793 47.2271643, 16.6218352 47.2271414, 16.621783 47.2271139, 16.6210215 47.2266743, 16.6209721 47.2266458)",,,,
108958426,False,,Zrínyi Ilona utca,residential,False,110.071,,"LINESTRING (16.6218793 47.2271643, 16.6219339 47.2271933, 16.6219512 47.2272027, 16.6230081 47.2277906)",,,,
614032591,False,,Mátyás király út,tertiary,False,182.424,,"LINESTRING (16.6218793 47.2271643, 16.6219853 47.2271309, 16.62232 47.2270505, 16.6225327 47.2270034, 16.6230839 47.2268814, 16.6234135 47.2267966, 16.623625 47.2267314, 16.623825 47.2266597, 16.6240392 47.2265633, 16.6240964 47.2265329)",,,,
625379818,False,,Mátyás király út,tertiary,True,103.627,,"LINESTRING (16.6218793 47.2271643, 16.6216481 47.2272495, 16.6209711 47.2275005, 16.620674 47.2276099)",,,,
108958414,False,2,Juhász Gyula utca,residential,False,89.547,,"LINESTRING (16.6209721 47.2266458, 16.6210215 47.2266743, 16.621783 47.2271139, 16.6218352 47.2271414, 16.6218793 47.2271643)",,,,
108958414,False,2,Juhász Gyula utca,residential,True,72.78800000000001,,"LINESTRING (16.6209721 47.2266458, 16.6207044 47.2265017, 16.6204301 47.2263639, 16.6201989 47.2262553)",,,,
108958418,False,,Vajda János utca,residential,True,52.62799999999999,,"LINESTRING (16.6209721 47.2266458, 16.6210074 47.2266131, 16.6210242 47.2265974, 16.6212926 47.2262864, 16.621332 47.2262408)",,,,
38747873,False,2,Rákóczi Ferenc utca,residential,False,129.415,,"LINESTRING (16.6246847 47.2268827, 16.624647 47.2269147, 16.6236297 47.2277999)",,,,
1180393382,False,2,Légszeszgyár utca,residential,True,59.323,,"LINESTRING (16.6246847 47.2268827, 16.6246139 47.2268441, 16.6245915 47.2268319, 16.6242065 47.2266221, 16.6241721 47.2266023, 16.6241381 47.2265751, 16.6241224 47.2265602, 16.6240964 47.2265329)",,,,
108958414,False,2,Juhász Gyula utca,residential,False,72.78800000000001,,"LINESTRING (16.6201989 47.2262553, 16.6204301 47.2263639, 16.6207044 47.2265017, 16.6209721 47.2266458)",,,,
108958414,False,2,Juhász Gyula utca,residential,True,114.688,,"LINESTRING (16.6201989 47.2262553, 16.6192556 47.2258621, 16.6190936 47.2258003, 16.618978 47.2257699, 16.6188809 47.2257483)",,,,
108958409,False,,Fraknó utca,residential,False,183.58800000000002,,"LINESTRING (16.6185688 47.2268112, 16.6186047 47.2268208, 16.6186279 47.226827, 16.6191804 47.226975, 16.6197334 47.2271433, 16.6203856 47.2274496, 16.6206063 47.2275611, 16.6206287 47.2275724, 16.6206441 47.2275824, 16.6206595 47.2275939, 16.620674 47.2276099)",,,,
108958434,False,2,Sorok utca,residential,False,118.56400000000001,,"LINESTRING (16.6185688 47.2268112, 16.6185767 47.2263185, 16.6185853 47.2257812, 16.6185859 47.225745)",,,,
"[108958410, 108958434, 1180474163]",False,2,"['Sorok utca', 'Bürü utca']",residential,True,119.132,30,"LINESTRING (16.6185688 47.2268112, 16.6185539 47.2271203, 16.6185439 47.2272163, 16.6185336 47.2272571, 16.6185233 47.2272978, 16.6184981 47.2273761, 16.6184855 47.2274252, 16.6184836 47.2274653, 16.6184865 47.2275093, 16.6185027 47.2275533, 16.6185317 47.2275993, 16.618551 47.2276181, 16.6186001 47.227663, 16.6187065 47.2277417, 16.6187972 47.2278045)",,,,
306646040,False,,Körmendi út,tertiary,False,152.11,,"LINESTRING (16.616366 47.2261621, 16.6166009 47.2259662, 16.6168754 47.2257365, 16.6169705 47.2256551, 16.617067 47.2255788, 16.6171584 47.2255017, 16.6172137 47.2254517, 16.6172608 47.2254022, 16.6173327 47.2253135, 16.6173984 47.2252202, 16.6174336 47.2251681, 16.6174574 47.2251265, 16.617478 47.2250859, 16.6174975 47.2250429)",,,,
306646040,False,,Körmendi út,tertiary,True,103.428,,"LINESTRING (16.616366 47.2261621, 16.6161471 47.2263387, 16.6159282 47.2265145, 16.6156128 47.2267623, 16.6154755 47.2268688)",,,,
"[798103336, 229756649, 798103337]",True,,Szabadságharcos utca,residential,False,414.88100000000003,30,"LINESTRING (16.6174975 47.2250429, 16.6176397 47.2250616, 16.617726 47.2250848, 16.6178257 47.225117, 16.6178694 47.2251592, 16.6179177 47.2252319, 16.6180361 47.2254337, 16.6180596 47.2254944, 16.6180689 47.225655, 16.6180758 47.2256792, 16.618098 47.2257567, 16.6181239 47.2259018, 16.618203 47.2266123, 16.6181857 47.2269303, 16.618158 47.2270923, 16.6181199 47.2272234, 16.6180733 47.2273589, 16.6180089 47.2274874, 16.6178899 47.2276598, 16.6178025 47.227782, 16.6176685 47.2279334, 16.617623 47.2279735, 16.6173879 47.2281516, 16.6171185 47.2283607)",,,,
306646040,False,,Körmendi út,tertiary,True,152.11,,"LINESTRING (16.6174975 47.2250429, 16.617478 47.2250859, 16.6174574 47.2251265, 16.6174336 47.2251681, 16.6173984 47.2252202, 16.6173327 47.2253135, 16.6172608 47.2254022, 16.6172137 47.2254517, 16.6171584 47.2255017, 16.617067 47.2255788, 16.6169705 47.2256551, 16.6168754 47.2257365, 16.6166009 47.2259662, 16.616366 47.2261621)",,,,
55132515,False,,Nárai utca,residential,False,211.007,,"LINESTRING (16.6132058 47.225763, 16.6153923 47.2268169, 16.6154295 47.2268381, 16.6154755 47.2268688)",,,,
"[293777632, 30581036, 293777631]",True,"['1', '2']",Hefele Menyhért utca,residential,False,88.414,20,"LINESTRING (16.6190975 47.2297699, 16.6187224 47.2302147, 16.6186027 47.2303513, 16.6185397 47.2304253, 16.6185156 47.2304536, 16.6185116 47.2304583)",,,,building_passage
673201517,False,,Hefele Menyhért utca,residential,False,86.25899999999999,,"LINESTRING (16.6190975 47.2297699, 16.6191955 47.2296464, 16.6194725 47.229311, 16.6196499 47.2290909)",,,,
"[807557346, 624715165]",False,4,Thököly Imre utca,tertiary,True,250.431,,"LINESTRING (16.6252384 47.2308977, 16.6250906 47.2308493, 16.6250116 47.2308261, 16.624966 47.2308118, 16.6248078 47.2307594, 16.6245533 47.2306752, 16.6244861 47.2306506, 16.6241642 47.2305326, 16.6238112 47.2303812, 16.6237887 47.2303713, 16.6234899 47.2302394, 16.6233983 47.230199, 16.623317 47.2301617, 16.622929 47.2299835, 16.622413 47.2297281)",,,,
"[367253393, 1184200681]",True,1,Thököly Imre utca,tertiary,False,38.009,,"LINESTRING (16.622413 47.2297281, 16.6221245 47.2295977, 16.6220942 47.229583, 16.6220014 47.2295318)",,,,
"[807557346, 624715165]",False,4,Thököly Imre utca,tertiary,False,250.43100000000004,,"LINESTRING (16.622413 47.2297281, 16.622929 47.2299835, 16.623317 47.2301617, 16.6233983 47.230199, 16.6234899 47.2302394, 16.6237887 47.2303713, 16.6238112 47.2303812, 16.6241642 47.2305326, 16.6244861 47.2306506, 16.6245533 47.2306752, 16.6248078 47.2307594, 16.624966 47.2308118, 16.6250116 47.2308261, 16.6250906 47.2308493, 16.6252384 47.2308977)",,,,
625272425,False,2,Kiskar utca,tertiary,False,7.049,50,"LINESTRING (16.6173194 47.230153, 16.6173873 47.2301095)",,,,
"[96559164, 334635093, 222282183]",False,2,"['Sörház utca', 'Hollán Ernő utca']",tertiary,False,320.996,,"LINESTRING (16.6173194 47.230153, 16.617245 47.2301899, 16.6171908 47.2302139, 16.6170978 47.2302434, 16.6169565 47.2302778, 16.6162218 47.2304485, 16.6160541 47.2305156, 16.615981 47.2305618, 16.6158948 47.2306163, 16.6157919 47.2307401, 16.6157092 47.2308568, 16.6156496 47.2309636, 16.6155926 47.2310731, 16.6155563 47.231151, 16.6155214 47.2312325, 16.6154918 47.2313114, 16.6154761 47.2313578, 16.6154672 47.2313842, 16.6152182 47.2321528, 16.6151963 47.232216, 16.6151803 47.2322613, 16.6151667 47.2322991, 16.6151515 47.232337)",,,,
"[222282188, 222282189, 673219637, 314244953, 306646041]",False,2,Óperint utca,tertiary,False,108.281,,"LINESTRING (16.6167436 47.2286516, 16.6168031 47.228679, 16.6168574 47.228702, 16.6169686 47.2287488, 16.6171302 47.2288171, 16.6174931 47.2289602, 16.6175654 47.2289854, 16.6176494 47.2290159, 16.6177536 47.2290529, 16.6177923 47.2290688, 16.6178208 47.2290801, 16.6179857 47.229137)",,yes,,
"[306646041, 1187637630]",False,2,Óperint utca,tertiary,True,167.079,,"LINESTRING (16.6167436 47.2286516, 16.6166639 47.2286124, 16.6165843 47.2285722, 16.6160543 47.2282443, 16.6156183 47.2279641, 16.6154469 47.227855, 16.6153092 47.2277674, 16.6152513 47.2277299, 16.6151108 47.2276389)",,,,
1183407096,False,,Szabadságharcos utca,residential,True,42.985,,"LINESTRING (16.6167436 47.2286516, 16.6168075 47.2286022, 16.6168301 47.2285846, 16.6171185 47.2283607)",,,,
229791483,False,,Károlyi Gáspár tér,residential,False,86.69699999999997,,"LINESTRING (16.6131174 47.2302179, 16.613091 47.2302033, 16.6130662 47.2301772, 16.6130493 47.2301498, 16.6129737 47.2299742, 16.6129118 47.2298306, 16.6128488 47.2296844, 16.6127977 47.2296253, 16.61277 47.2295997, 16.6127475 47.2295862, 16.6127277 47.2295782, 16.6126297 47.2295446)",,,,
51181784,False,2,Károlyi Gáspár tér,tertiary,False,88.914,,"LINESTRING (16.6126297 47.2295446, 16.6127628 47.2293552, 16.6127894 47.2293181, 16.6128246 47.2292751, 16.612907 47.2291752, 16.6129774 47.2290933, 16.6130533 47.2290123, 16.6132106 47.2288504)",,,,
229791483,False,,Károlyi Gáspár tér,residential,True,86.69699999999999,,"LINESTRING (16.6126297 47.2295446, 16.6127277 47.2295782, 16.6127475 47.2295862, 16.61277 47.2295997, 16.6127977 47.2296253, 16.6128488 47.2296844, 16.6129118 47.2298306, 16.6129737 47.2299742, 16.6130493 47.2301498, 16.6130662 47.2301772, 16.613091 47.2302033, 16.6131174 47.2302179)",,,,
"[626934864, 543998077]",True,"['1', '2']",Kiskar utca,tertiary,False,84.91899999999998,,"LINESTRING (16.6175365 47.2298371, 16.6176196 47.2297073, 16.6177046 47.2295765, 16.6178085 47.2294136, 16.6178861 47.2292933, 16.6178957 47.2292764, 16.6179085 47.2292576, 16.6179857 47.229137)",,,,
108958395,False,,Kosztolányi Dezső utca,residential,True,123.166,,"LINESTRING (16.6228646 47.2258544, 16.6228523 47.2258326, 16.6228359 47.2258153, 16.6228156 47.2258031, 16.6227898 47.2257918, 16.6216421 47.2252894, 16.621615 47.2252797, 16.6215727 47.2252679, 16.6215368 47.2252617, 16.6215074 47.2252589)",,,,
108958432,False,,Balassi Bálint utca,residential,False,123.449,,"LINESTRING (16.6228646 47.2258544, 16.6227132 47.2258926, 16.6217856 47.2261265, 16.6213885 47.2262266, 16.621332 47.2262408)",,,,
108958432,False,,Balassi Bálint utca,residential,True,112.322,,"LINESTRING (16.6228646 47.2258544, 16.6230224 47.2258171, 16.6240613 47.2255718, 16.6242342 47.2255309, 16.6242695 47.2255226)",,,,
108958395,False,,Kosztolányi Dezső utca,residential,False,123.166,,"LINESTRING (16.6215074 47.2252589, 16.6215368 47.2252617, 16.6215727 47.2252679, 16.621615 47.2252797, 16.6216421 47.2252894, 16.6227898 47.2257918, 16.6228156 47.2258031, 16.6228359 47.2258153, 16.6228523 47.2258326, 16.6228646 47.2258544)",,,,
108958418,False,,Vajda János utca,residential,False,109.983,,"LINESTRING (16.6215074 47.2252589, 16.6214914 47.2253484, 16.6213904 47.2259136, 16.621332 47.2262408)",,,,
1181302197,True,1,Rákóczi Ferenc utca,residential,False,20.784,,"LINESTRING (16.6233972 47.2278977, 16.6235286 47.2278548, 16.6236297 47.2277999)",,,,
1181302198,True,1,Batthyány tér,residential,False,15.183999999999997,,"LINESTRING (16.6233972 47.2278977, 16.6234306 47.2278986, 16.6234621 47.2279044, 16.6234956 47.2279166, 16.6235264 47.2279363, 16.6235414 47.2279518, 16.6235522 47.2279689)",roundabout,,,
35135438,True,1,Batthyány tér,residential,False,21.308,,"LINESTRING (16.6235522 47.2279689, 16.6235596 47.2279993, 16.6235532 47.2280307, 16.6235325 47.2280597, 16.6235086 47.2280781, 16.6234859 47.2280894, 16.6234605 47.2280977, 16.6234112 47.2281042)",roundabout,,,
