osmid,highway,oneway,reversed,length,ref,name,geometry,lanes,junction
746412432,secondary,False,True,260.918,3821,Ibrányi utca,"LINESTRING (21.7543929 48.1335568, 21.7546493 48.1335566, 21.7561254 48.1336059, 21.7570271 48.1336561, 21.7572945 48.1336748, 21.7579017 48.1336934)",,
111647124,residential,False,False,67.421,,Zalka Máté utca,"LINESTRING (21.7641454 48.1362005, 21.7650473 48.1361273)",,
111647124,residential,False,True,278.82000000000005,,Zalka Máté utca,"LINESTRING (21.7641454 48.1362005, 21.7640355 48.1362502, 21.7639682 48.1362674, 21.7615636 48.1363568, 21.7604197 48.1363735)",,
354171790,residential,False,False,359.197,,Rákóczi utca,"LINESTRING (21.7641454 48.1362005, 21.763857 48.13504, 21.7634679 48.1332018, 21.7634509 48.1330046)",,
274708702,unclassified,False,False,10.711,,,"LINESTRING (21.764417 48.1285722, 21.7642743 48.1285578)",,
354171790,residential,False,False,83.168,,Rákóczi utca,"LINESTRING (21.7650207 48.1305662, 21.7649784 48.1305105, 21.7639815 48.1303456)",,
354171790,residential,False,True,319.176,,Rákóczi utca,"LINESTRING (21.7650207 48.1305662, 21.7650442 48.130597, 21.765074 48.1308066, 21.7650085 48.1311779, 21.7649551 48.1314206, 21.7648173 48.1320206, 21.7647792 48.1320934, 21.7647254 48.1321544, 21.7646272 48.1322423, 21.7644881 48.1323369, 21.7638231 48.1325797, 21.7637381 48.1326225, 21.7636692 48.1326707, 21.7636042 48.1327428, 21.7634946 48.1329144, 21.7634509 48.1330046)",,
111647124,residential,False,False,278.82,,Zalka Máté utca,"LINESTRING (21.7604197 48.1363735, 21.7615636 48.1363568, 21.7639682 48.1362674, 21.7640355 48.1362502, 21.7641454 48.1362005)",,
111647124,residential,False,True,119.702,,Zalka Máté utca,"LINESTRING (21.7604197 48.1363735, 21.7596643 48.136374, 21.7588067 48.1363659)",,
172664075,residential,False,True,527.629,,Damjanich utca,"LINESTRING (21.7604197 48.1363735, 21.7605636 48.1356409, 21.7606281 48.1340001, 21.7606666 48.1339231, 21.7609121 48.1339191, 21.7618144 48.133931, 21.7619742 48.1339073, 21.7628499 48.133621, 21.7629948 48.13354, 21.7630739 48.1334605, 21.7632833 48.1331075, 21.7633492 48.1330426, 21.7634509 48.1330046)",,
323276047,secondary,False,True,48.914,3834,Kossuth utca,"LINESTRING (21.7586905 48.1359329, 21.7588067 48.1363659)",,
172664089,residential,False,False,208.086,,József Attila utca,"LINESTRING (21.7586905 48.1359329, 21.7561596 48.1361388, 21.7559082 48.1361651)",,
323276047,secondary,False,False,220.45,3834,Kossuth utca,"LINESTRING (21.7586905 48.1359329, 21.7584755 48.1352158, 21.7584525 48.1350884, 21.75843 48.1349548, 21.7584228 48.1347968, 21.7584215 48.1339664)",,
111647124,residential,False,True,67.421,,Zalka Máté utca,"LINESTRING (21.7650473 48.1361273, 21.7641454 48.1362005)",,
172664089,residential,False,False,120.88400000000001,,József Attila utca,"LINESTRING (21.7559082 48.1361651, 21.7554407 48.1362071, 21.7542914 48.1362977)",,
172664089,residential,False,True,208.086,,József Attila utca,"LINESTRING (21.7559082 48.1361651, 21.7561596 48.1361388, 21.7586905 48.1359329)",,
172664089,residential,False,False,30.203,,József Attila utca,"LINESTRING (21.7542914 48.1362977, 21.7538868 48.1363272)",,
172664089,residential,False,True,120.88400000000001,,József Attila utca,"LINESTRING (21.7542914 48.1362977, 21.7554407 48.1362071, 21.7559082 48.1361651)",,
172664089,residential,False,False,84.913,,József Attila utca,"LINESTRING (21.7538868 48.1363272, 21.7527533 48.1364317)",,
172664089,residential,False,True,30.203,,József Attila utca,"LINESTRING (21.7538868 48.1363272, 21.7542914 48.1362977)",,
172664216,residential,False,False,310.39200000000005,,,"LINESTRING (21.7538868 48.1363272, 21.7541419 48.1350729, 21.7542778 48.1343865, 21.7543861 48.133606, 21.7543929 48.1335568)",,
172664089,residential,False,True,84.913,,József Attila utca,"LINESTRING (21.7527533 48.1364317, 21.7538868 48.1363272)",,
108135238,secondary,False,False,215.28300000000002,3834,Arany János út,"LINESTRING (21.7619712 48.1320684, 21.7608622 48.1321123, 21.7606684 48.1321245, 21.7604433 48.1321478, 21.7599247 48.1322482, 21.7594574 48.1323595, 21.7591584 48.1324548)",,
108135238,secondary,False,True,255.29700000000003,3834,Arany János út,"LINESTRING (21.7619712 48.1320684, 21.762188 48.132017, 21.7622882 48.1319784, 21.7625327 48.1318602, 21.762611 48.1318109, 21.7635743 48.1311985, 21.7636416 48.131144, 21.7636876 48.1310889, 21.7637442 48.1309995, 21.7637975 48.1308875, 21.7639815 48.1303456)",,
354171793,residential,False,False,111.57600000000001,,Rózsa köz,"LINESTRING (21.7619712 48.1320684, 21.7618849 48.1327529, 21.7619021 48.1330692)",,
746412432,secondary,False,False,260.918,3821,Ibrányi utca,"LINESTRING (21.7579017 48.1336934, 21.7572945 48.1336748, 21.7570271 48.1336561, 21.7561254 48.1336059, 21.7546493 48.1335566, 21.7543929 48.1335568)",,
746412434,secondary,True,False,27.864,3821,Ibrányi utca,"LINESTRING (21.7579017 48.1336934, 21.7581975 48.1336416, 21.7582542 48.1336146)",1,
354171792,secondary,False,True,118.977,3834,Kossuth utca,"LINESTRING (21.7584959 48.1334017, 21.7585604 48.1332318, 21.7586214 48.1330908, 21.7586726 48.132974, 21.758732 48.132841, 21.7588738 48.1326457, 21.7590402 48.132517, 21.7591584 48.1324548)",,
746412438,secondary,True,False,24.418,3834,Kossuth utca,"LINESTRING (21.7584959 48.1334017, 21.7584724 48.1335047, 21.7584603 48.1335575, 21.7584598 48.1336195)",1,
746412433,secondary,True,False,14.862,3834,,"LINESTRING (21.7584414 48.1337191, 21.7584089 48.1337347, 21.7583705 48.1337425, 21.7583305 48.1337416, 21.7582931 48.1337321, 21.7582622 48.1337151)",1,roundabout
746412436,secondary,True,False,27.58,3834,Kossuth utca,"LINESTRING (21.7584414 48.1337191, 21.7584417 48.1338236, 21.7584418 48.1338409, 21.7584215 48.1339664)",1,
746412433,secondary,True,False,6.008,3834,,"LINESTRING (21.7582542 48.1336146, 21.7582826 48.1335953, 21.7583188 48.1335833)",1,roundabout
746412433,secondary,True,False,12.023,3834,,"LINESTRING (21.7583188 48.1335833, 21.758359 48.1335798, 21.7583987 48.1335852, 21.7584335 48.1335989, 21.7584598 48.1336195)",1,roundabout
746412439,secondary,True,False,24.282,3834,Kossuth utca,"LINESTRING (21.7583188 48.1335833, 21.7583821 48.1335406, 21.7584151 48.1335002, 21.7584959 48.1334017)",1,
746412433,secondary,True,False,11.999,3834,,"LINESTRING (21.7582622 48.1337151, 21.7582412 48.1336923, 21.7582323 48.1336659, 21.7582368 48.1336391, 21.7582542 48.1336146)",1,roundabout
746412435,secondary,True,False,26.921,3821,Ibrányi utca,"LINESTRING (21.7582622 48.1337151, 21.7580655 48.1337113, 21.7579017 48.1336934)",1,
746412433,secondary,True,False,11.958,3834,,"LINESTRING (21.7584598 48.1336195, 21.7584745 48.1336447, 21.7584761 48.1336717, 21.7584646 48.1336974, 21.7584414 48.1337191)",1,roundabout
354171793,residential,False,True,111.57600000000001,,Rózsa köz,"LINESTRING (21.7619021 48.1330692, 21.7618849 48.1327529, 21.7619712 48.1320684)",,
