osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry,width,bridge,junction
308638175,,,Dózsa György utca,residential,False,False,99.529,30,"LINESTRING (18.9067515 47.4342915, 18.9073587 47.4339046, 18.9076904 47.4336615)",,,
308638175,,,Dózsa György utca,residential,False,False,150.81300000000002,30,"LINESTRING (18.9093718 47.4326184, 18.9095964 47.4324838, 18.90979 47.4323679, 18.909887 47.4323097, 18.9099826 47.4322525, 18.9101176 47.4321716, 18.9102616 47.4320799, 18.9103981 47.4319931, 18.9105464 47.4318987, 18.9107464 47.4317714, 18.9107821 47.4317487, 18.9108523 47.431704)",,,
308638175,,,Dózsa György utca,residential,False,True,171.735,30,"LINESTRING (18.9093718 47.4326184, 18.9093237 47.4326472, 18.9079675 47.4334583, 18.9076904 47.4336615)",,,
24489604,,,Rác tér,residential,False,True,43.122,30,"LINESTRING (18.9108523 47.431704, 18.9109329 47.4316791, 18.9111146 47.431623, 18.9111981 47.4316104, 18.9113927 47.431581)",,,
308638174,,,Dózsa György utca,residential,False,False,58.742,30,"LINESTRING (18.9108523 47.431704, 18.9108373 47.4315961, 18.9108894 47.431247, 18.9109261 47.4311826)",,,
308638175,,,Dózsa György utca,residential,False,True,150.813,30,"LINESTRING (18.9108523 47.431704, 18.9107821 47.4317487, 18.9107464 47.4317714, 18.9105464 47.4318987, 18.9103981 47.4319931, 18.9102616 47.4320799, 18.9101176 47.4321716, 18.9099826 47.4322525, 18.909887 47.4323097, 18.90979 47.4323679, 18.9095964 47.4324838, 18.9093718 47.4326184)",,,
26341136,,,Patak utca,residential,True,False,21.515,,"LINESTRING (18.9113927 47.431581, 18.9112113 47.4314314)",,,
24489604,,,Rác tér,residential,False,False,43.122,30,"LINESTRING (18.9113927 47.431581, 18.9111981 47.4316104, 18.9111146 47.431623, 18.9109329 47.4316791, 18.9108523 47.431704)",,,
307946967,,,Patak utca,residential,False,False,42.285000000000004,,"LINESTRING (18.9113927 47.431581, 18.9115789 47.4317268, 18.9116356 47.4317713, 18.9116985 47.4318171, 18.9117254 47.4318367, 18.9117529 47.4318567, 18.9117646 47.4318661)",,,
308638174,,,Dózsa György utca,residential,False,True,58.742,30,"LINESTRING (18.9109261 47.4311826, 18.9108894 47.431247, 18.9108373 47.4315961, 18.9108523 47.431704)",,,
"[891247200, 323445978, 463224083]",2,8103,Szent István utca,secondary,False,False,95.41099999999999,40,"LINESTRING (18.9123946 47.4324019, 18.9130306 47.4322228, 18.9131015 47.4322058, 18.9131416 47.4321943, 18.9133057 47.432147, 18.9133614 47.4321421, 18.913373 47.4321416, 18.913398 47.4321396, 18.913477 47.4321491, 18.9135179 47.4321586, 18.9135733 47.4321828)",,,
323445980,2,8103,Szent István utca,secondary,False,True,433.216,50,"LINESTRING (18.9123946 47.4324019, 18.9120133 47.432536, 18.9110115 47.4329491, 18.9101399 47.433333, 18.9098325 47.4334791, 18.9092908 47.4337366, 18.9076064 47.4345605)",,,
1222641224,,,Patak utca,residential,False,True,76.16999999999999,,"LINESTRING (18.9123946 47.4324019, 18.912337 47.4323493, 18.9122532 47.4322728, 18.9121468 47.4321756, 18.9120238 47.4320734, 18.9118528 47.4319313, 18.9117646 47.4318661)",,,
26341136,,,Patak utca,residential,True,False,35.009,,"LINESTRING (18.9112113 47.4314314, 18.9109261 47.4311826)",,,
26341189,,,Kálvária köz,residential,False,False,108.33500000000001,,"LINESTRING (18.9112113 47.4314314, 18.9112568 47.4314049, 18.9116211 47.4311925, 18.9117583 47.4311697, 18.9118512 47.4311324, 18.9121234 47.4308653, 18.9122033 47.4307635)",,,
26341189,,,Kálvária köz,residential,False,True,108.33500000000001,,"LINESTRING (18.9122033 47.4307635, 18.9121234 47.4308653, 18.9118512 47.4311324, 18.9117583 47.4311697, 18.9116211 47.4311925, 18.9112568 47.4314049, 18.9112113 47.4314314)",,,
34230257,,,Kossuth köz,living_street,False,True,48.821,20,"LINESTRING (18.9186509 47.4363558, 18.919211 47.4365777)",,,
"[34230257, 309131140, 309131141]",,,Kossuth köz,living_street,False,False,53.588,20,"LINESTRING (18.9186509 47.4363558, 18.9186386 47.4363508, 18.9186227 47.4363444, 18.9185171 47.4363014, 18.9182649 47.436199, 18.9181408 47.4361486, 18.9180401 47.4361077)",,yes,
367911366,2,8102,Géza fejedelem utca,secondary,False,False,128.992,50,"LINESTRING (18.9180401 47.4361077, 18.917214 47.4371243)",,,
34230258,,,,residential,False,True,31.04,,"LINESTRING (18.9180401 47.4361077, 18.9179797 47.4360834, 18.9179425 47.4360684, 18.9176855 47.4359649)",,,
"[34230257, 309131140, 309131141]",,,Kossuth köz,living_street,False,True,53.58800000000001,20,"LINESTRING (18.9180401 47.4361077, 18.9181408 47.4361486, 18.9182649 47.436199, 18.9185171 47.4363014, 18.9186227 47.4363444, 18.9186386 47.4363508, 18.9186509 47.4363558)",,yes,
"[367911365, 559533932, 525046830, 559533938, 559533940, 559533944]",2,8102,Géza fejedelem utca,secondary,False,True,130.245,50,"LINESTRING (18.9180401 47.4361077, 18.9181056 47.4360255, 18.9182101 47.4358944, 18.9182693 47.4358201, 18.9184196 47.4356313, 18.918561 47.4354537, 18.9186364 47.435359, 18.9188614 47.4350765)",,,
23280389,,,Csokonai Vitéz Mihály utca,residential,False,True,131.803,,"LINESTRING (18.9176855 47.4359649, 18.9169204 47.4369931, 18.9168977 47.4370237)",,,
34230258,,,,residential,False,False,31.04,,"LINESTRING (18.9176855 47.4359649, 18.9179425 47.4360684, 18.9179797 47.4360834, 18.9180401 47.4361077)",,,
559533936,,,Csokonai Vitéz Mihály utca,residential,False,False,129.866,,"LINESTRING (18.9176855 47.4359649, 18.9177056 47.4359351, 18.9183702 47.4349467, 18.9184004 47.4349018)",,,
"[159718761, 308638172]",,,Alsóerdősor utca,residential,False,False,151.96200000000002,30,"LINESTRING (18.9194783 47.4317874, 18.9193263 47.4318346, 18.9190629 47.4319049, 18.9188081 47.431963, 18.9185311 47.432011, 18.9182531 47.4320488, 18.9178443 47.4320705, 18.9176665 47.4321334, 18.9176148 47.432155, 18.917566 47.4321786)",,,
225628619,,,Nyár utca,residential,False,True,9.749,30,"LINESTRING (18.9182896 47.4348563, 18.9184004 47.4349018)",,,
225628619,,,Nyár utca,residential,False,False,87.55300000000001,30,"LINESTRING (18.9182896 47.4348563, 18.9173994 47.4344918, 18.9172929 47.4344496)",,,
308638175,,,Dózsa György utca,residential,False,False,171.735,30,"LINESTRING (18.9076904 47.4336615, 18.9079675 47.4334583, 18.9093237 47.4326472, 18.9093718 47.4326184)",,,
308638175,,,Dózsa György utca,residential,False,True,99.529,30,"LINESTRING (18.9076904 47.4336615, 18.9073587 47.4339046, 18.9067515 47.4342915)",,,
308638180,,,,unclassified,False,False,29.234,,"LINESTRING (18.9160945 47.4305284, 18.9160565 47.4305479, 18.9160471 47.4305592, 18.916033 47.4305763, 18.9160231 47.4305821, 18.915921 47.4306418, 18.9158962 47.4306563, 18.9158558 47.4306799, 18.9158114 47.4307058)",,,
26340665,,,Munkácsy Mihály utca,residential,False,True,16.264,,"LINESTRING (18.9158114 47.4307058, 18.915907 47.4307713, 18.9159716 47.4308034)",,,
308638180,,,,unclassified,False,True,29.234,,"LINESTRING (18.9158114 47.4307058, 18.9158558 47.4306799, 18.9158962 47.4306563, 18.915921 47.4306418, 18.9160231 47.4305821, 18.916033 47.4305763, 18.9160471 47.4305592, 18.9160565 47.4305479, 18.9160945 47.4305284)",,,
26340612,2,,Szent István utca,tertiary,False,False,175.556,50,"LINESTRING (18.9142537 47.4318707, 18.915786 47.4309041, 18.9158617 47.4308548, 18.9159154 47.4308281, 18.9159716 47.4308034)",,,
26340612,2,,Szent István utca,tertiary,False,True,52.568,50,"LINESTRING (18.9142537 47.4318707, 18.9141539 47.4319297, 18.9138227 47.4321253, 18.9137303 47.4321839)",,,
308638182,,,Erzsébet utca,residential,False,True,228.339,,"LINESTRING (18.9142537 47.4318707, 18.9143195 47.4319116, 18.9158531 47.4329644, 18.9159178 47.4330147, 18.9159603 47.4330533, 18.9159903 47.4330853, 18.916028 47.4331128, 18.9164302 47.4332902)",,,
308638177,,,József Attila utca,residential,True,False,135.361,,"LINESTRING (18.9164302 47.4332902, 18.9171949 47.4325196, 18.9173166 47.4323444, 18.9174056 47.4322701)",,,
308638182,,,Erzsébet utca,residential,False,False,228.33900000000003,,"LINESTRING (18.9164302 47.4332902, 18.916028 47.4331128, 18.9159903 47.4330853, 18.9159603 47.4330533, 18.9159178 47.4330147, 18.9158531 47.4329644, 18.9143195 47.4319116, 18.9142537 47.4318707)",,,
23280018,,,József Attila utca,residential,False,True,20.034,,"LINESTRING (18.9153353 47.4345421, 18.9152868 47.4345947, 18.9152359 47.4346499, 18.9151944 47.434695)",,,
308638177,,,József Attila utca,residential,True,False,84.144,,"LINESTRING (18.9153353 47.4345421, 18.9153684 47.4345046, 18.9156505 47.4341853, 18.9156926 47.4341376, 18.9159091 47.4338925)",,,
"[891247200, 323445978, 463224083]",2,8103,Szent István utca,secondary,False,True,95.411,40,"LINESTRING (18.9135733 47.4321828, 18.9135179 47.4321586, 18.913477 47.4321491, 18.913398 47.4321396, 18.913373 47.4321416, 18.9133614 47.4321421, 18.9133057 47.432147, 18.9131416 47.4321943, 18.9131015 47.4322058, 18.9130306 47.4322228, 18.9123946 47.4324019)",,,
464214926,,8103,,secondary,True,False,14.072000000000001,,"LINESTRING (18.9135733 47.4321828, 18.9135941 47.4321671, 18.9136215 47.432157, 18.9136523 47.4321536, 18.9136829 47.4321574, 18.91371 47.4321679, 18.9137303 47.4321839)",,,roundabout
313092434,3,8102,Géza fejedelem utca,secondary,False,False,24.708,,"LINESTRING (18.9157093 47.439066, 18.9155202 47.4392477)",,,
"[367911366, 324258574]","['2', '3']",8102,Géza fejedelem utca,secondary,False,True,175.579,50,"LINESTRING (18.9157093 47.439066, 18.9158374 47.4389429, 18.9163609 47.4382415, 18.9165543 47.4379907, 18.9168004 47.4376716)",,,
441586805,,,Dr. Grimm Ferenc tér,residential,False,False,31.959,,"LINESTRING (18.9170867 47.4324016, 18.9173542 47.4322409, 18.9174056 47.4322701)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,True,146.321,,"LINESTRING (18.9136061 47.4322702, 18.9135612 47.4323273, 18.9135015 47.4323902, 18.9126084 47.4333997)",,,
525046839,,8103,,secondary,True,False,11.158999999999999,,"LINESTRING (18.9136061 47.4322702, 18.9135829 47.4322576, 18.9135669 47.4322408, 18.9135596 47.4322213, 18.9135618 47.4322013, 18.9135733 47.4321828)",,,roundabout
16067499,2,8103,Baross Gábor utca,secondary,False,False,143.268,50,"LINESTRING (18.9136959 47.4322705, 18.9137741 47.4323467, 18.9137909 47.4323726, 18.9138699 47.432464, 18.9144567 47.4334485)",,,
525046837,,8103,,secondary,True,False,7.021,,"LINESTRING (18.9136959 47.4322705, 18.9136665 47.4322774, 18.9136354 47.4322773, 18.9136061 47.4322702)",,,roundabout
26340612,2,,Szent István utca,tertiary,False,False,52.568,50,"LINESTRING (18.9137303 47.4321839, 18.9138227 47.4321253, 18.9141539 47.4319297, 18.9142537 47.4318707)",,,
525046838,,8103,,secondary,True,False,11.083,,"LINESTRING (18.9137303 47.4321839, 18.9137413 47.4322024, 18.913743 47.4322223, 18.9137353 47.4322415, 18.9137191 47.4322582, 18.9136959 47.4322705)",,,roundabout
324258571,2,8103,Bajcsy-Zsilinszky utca,secondary,False,True,4.863,50,"LINESTRING (18.9153652 47.4390989, 18.9153526 47.439056)",,,
324258571,2,8103,Bajcsy-Zsilinszky utca,secondary,False,False,20.701999999999998,50,"LINESTRING (18.9153652 47.4390989, 18.9153664 47.4391032, 18.915393 47.4391493, 18.9154134 47.4391784, 18.9155202 47.4392477)",,,
307946967,,,Patak utca,residential,False,True,42.285,,"LINESTRING (18.9117646 47.4318661, 18.9117529 47.4318567, 18.9117254 47.4318367, 18.9116985 47.4318171, 18.9116356 47.4317713, 18.9115789 47.4317268, 18.9113927 47.431581)",,,
1222641224,,,Patak utca,residential,False,False,76.17,,"LINESTRING (18.9117646 47.4318661, 18.9118528 47.4319313, 18.9120238 47.4320734, 18.9121468 47.4321756, 18.9122532 47.4322728, 18.912337 47.4323493, 18.9123946 47.4324019)",,,
26329027,,,Dózsa György utca,residential,False,False,18.84,30,"LINESTRING (18.9065261 47.4343654, 18.9067515 47.4342915)",,,
