osmid,name,highway,oneway,reversed,length,ref,geometry,maxspeed,bridge
162469747,Garibaldi utca,residential,False,False,34.775,,"LINESTRING (20.6269479 46.9989595, 20.6273835 46.9990572)",,
162469853,Rákóczi utca,secondary,False,False,47.908,4631,"LINESTRING (20.6269479 46.9989595, 20.6268697 46.9988325, 20.6267132 46.9986861, 20.6265834 46.9986176)",,
162469853,Rákóczi utca,secondary,False,True,107.995,4631,"LINESTRING (20.6269479 46.9989595, 20.627422 46.999822, 20.6274449 46.9998696)",,
35573181,,secondary,False,False,135.821,4202,"LINESTRING (20.629702 47.0000777, 20.6296797 47.000133, 20.6293192 47.001096, 20.6292552 47.001235, 20.6292444 47.0012584)",,
162469590,Pétery Károly utca,residential,False,True,48.77,,"LINESTRING (20.629702 47.0000777, 20.6297295 47.0000196, 20.629877 46.9996557)",,
281325511,,primary,False,False,78.327,46,"LINESTRING (20.629702 47.0000777, 20.6299587 47.0001081, 20.630729 47.0001462)",50,
309189131,Dózsa György út,primary,False,True,173.86599999999999,46,"LINESTRING (20.629702 47.0000777, 20.6295572 47.0000465, 20.6294312 47.0000196, 20.6290674 46.9999553, 20.6286454 46.9998945, 20.6280128 46.9998687, 20.6275597 46.9998674, 20.6274449 46.9998696)",50,
291745377,Nyári Nagy Pál utca,residential,True,False,105.762,,"LINESTRING (20.6237266 46.9999274, 20.6247046 46.999672, 20.6250493 46.9996426)",,
392217228,Dózsa György út,primary,False,False,107.581,46,"LINESTRING (20.6238524 47.0013613, 20.6250801 47.0008765)",50,
114434636,Magyar utca,residential,False,True,22.056,,"LINESTRING (20.6238524 47.0013613, 20.6237806 47.0012735, 20.6237415 47.0012321, 20.6237011 47.0011921)",,
162469853,Rákóczi utca,secondary,False,True,14.536,4631,"LINESTRING (20.6250982 46.9981346, 20.6252759 46.9981836)",,
162469768,Komló utca,residential,False,True,76.104,,"LINESTRING (20.630511 46.9960198, 20.6304655 46.9961108, 20.6300567 46.9966288)",,
162469576,Balogh Ádám utca,residential,False,False,122.904,,"LINESTRING (20.6285354 46.9962675, 20.6290419 46.9963359, 20.6293868 46.9964107, 20.6300567 46.9966288)",,
162469576,Balogh Ádám utca,residential,False,True,114.711,,"LINESTRING (20.6285354 46.9962675, 20.6281534 46.996241, 20.6270351 46.9963446)",,
162469576,Balogh Ádám utca,residential,False,True,22.875,,"LINESTRING (20.6270351 46.9963446, 20.6267363 46.9963727)",,
