osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,maxspeed
18941124,Dunafüredi út,unclassified,False,True,279.346,"LINESTRING (18.9139671 47.3199305, 18.9139191 47.3197935, 18.9136671 47.3190735, 18.913629 47.3189649, 18.9133962 47.3182998, 18.9133497 47.3181671, 18.9133347 47.3181242, 18.9131272 47.3175902, 18.9131016 47.3175251, 18.9130883 47.3174901)",,,
18941516,Vasút utca,unclassified,False,False,274.80499999999995,"LINESTRING (18.9139671 47.3199305, 18.914387 47.319754, 18.9154841 47.3192467, 18.9169835 47.3185432)",,,
25782324,Vasút utca,unclassified,False,True,115.633,"LINESTRING (18.9139671 47.3199305, 18.9138708 47.3199553, 18.9137271 47.3200035, 18.9131831 47.3201861, 18.9129434 47.3202666, 18.912844 47.3202975, 18.9127317 47.3203163, 18.9125607 47.3203207)",,,
18941516,Vasút utca,unclassified,False,False,89.924,"LINESTRING (18.9169835 47.3185432, 18.9171131 47.3185048, 18.9172682 47.3184707, 18.9176078 47.3183915, 18.9181063 47.3182709)",,,
18941516,Vasút utca,unclassified,False,True,274.805,"LINESTRING (18.9169835 47.3185432, 18.9154841 47.3192467, 18.914387 47.319754, 18.9139671 47.3199305)",,,
18941544,Olimpia utca,unclassified,False,False,73.148,"LINESTRING (18.9169835 47.3185432, 18.9169578 47.3185098, 18.9165343 47.3179601)",,,
18941516,Vasút utca,unclassified,False,True,89.924,"LINESTRING (18.9181063 47.3182709, 18.9176078 47.3183915, 18.9172682 47.3184707, 18.9171131 47.3185048, 18.9169835 47.3185432)",,,
18941573,Szellő utca,residential,True,False,215.964,"LINESTRING (18.9181063 47.3182709, 18.9180829 47.3182414, 18.9167509 47.3165598)",,,
18941544,Olimpia utca,unclassified,False,False,21.487,"LINESTRING (18.9157332 47.3169201, 18.9156013 47.3167488)",,,
18941544,Olimpia utca,unclassified,False,True,130.461,"LINESTRING (18.9157332 47.3169201, 18.9165343 47.3179601)",,,
18942989,Ilonka utca,unclassified,False,True,86.549,"LINESTRING (18.9157332 47.3169201, 18.9167509 47.3165598)",,,
18942989,Ilonka utca,unclassified,False,False,86.549,"LINESTRING (18.9167509 47.3165598, 18.9157332 47.3169201)",,,
18942989,Ilonka utca,unclassified,False,True,93.326,"LINESTRING (18.9167509 47.3165598, 18.9178482 47.3161712)",,,
18941573,Szellő utca,residential,True,False,209.165,"LINESTRING (18.9167509 47.3165598, 18.9155068 47.3149378, 18.9154708 47.3148909)",,,
18942989,Ilonka utca,unclassified,False,False,93.326,"LINESTRING (18.9178482 47.3161712, 18.9167509 47.3165598)",,,
32670624,Damjanich utca,tertiary,False,False,41.906,"LINESTRING (18.9181653 47.3139393, 18.9176723 47.3141134)",,,
18943758,Fürj utca,residential,False,False,86.126,"LINESTRING (18.9181653 47.3139393, 18.9180066 47.3137286, 18.9176457 47.3132495)",,,
32670624,Damjanich utca,tertiary,False,False,44.745,"LINESTRING (18.9176723 47.3141134, 18.9171459 47.3142993)",,,
32670624,Damjanich utca,tertiary,False,True,41.906,"LINESTRING (18.9176723 47.3141134, 18.9181653 47.3139393)",,,
32670624,Damjanich utca,tertiary,False,False,49.148,"LINESTRING (18.9171459 47.3142993, 18.9165677 47.3145035)",,,
32670624,Damjanich utca,tertiary,False,True,44.745,"LINESTRING (18.9171459 47.3142993, 18.9176723 47.3141134)",,,
18943790,Páva utca,residential,False,False,174.651,"LINESTRING (18.9171459 47.3142993, 18.9171117 47.3142542, 18.9161059 47.3129267, 18.9160873 47.3129022)",,,
32670624,Damjanich utca,tertiary,False,True,49.148,"LINESTRING (18.9165677 47.3145035, 18.9171459 47.3142993)",,,
18941638,Tél utca,residential,True,False,209.061,"LINESTRING (18.9165677 47.3145035, 18.9166041 47.3145509, 18.9178482 47.3161712)",,,
32670624,Damjanich utca,tertiary,False,False,93.24000000000001,"LINESTRING (18.9165677 47.3145035, 18.9160454 47.314688, 18.9158263 47.3147654, 18.9154708 47.3148909)",,,
32670624,Damjanich utca,tertiary,False,False,23.582,"LINESTRING (18.9154708 47.3148909, 18.9151811 47.3149709)",,,
32670624,Damjanich utca,tertiary,False,True,93.24000000000001,"LINESTRING (18.9154708 47.3148909, 18.9158263 47.3147654, 18.9160454 47.314688, 18.9165677 47.3145035)",,,
18941544,Olimpia utca,unclassified,False,True,21.407,"LINESTRING (18.9144615 47.3152522, 18.9145006 47.3152971, 18.9146043 47.3154186)",,,
385603316,,tertiary,True,False,7.952999999999999,"LINESTRING (18.9144615 47.3152522, 18.9144095 47.3152582, 18.9143573 47.315253)",roundabout,,
18943250,,tertiary,True,False,27.046,"LINESTRING (18.9142412 47.3151671, 18.9142377 47.3151359, 18.9142466 47.3151052, 18.9142674 47.3150772, 18.9143056 47.3150503, 18.9143544 47.3150331, 18.9144088 47.3150273, 18.9144631 47.3150336)",roundabout,,
970130893,Damjanich utca,tertiary,False,True,30.224000000000004,"LINESTRING (18.9142412 47.3151671, 18.9141852 47.3152188, 18.914079 47.3152805, 18.9139512 47.3153528)",,1,
18941124,Dunafüredi út,unclassified,False,False,279.34600000000006,"LINESTRING (18.9130883 47.3174901, 18.9131016 47.3175251, 18.9131272 47.3175902, 18.9133347 47.3181242, 18.9133497 47.3181671, 18.9133962 47.3182998, 18.913629 47.3189649, 18.9136671 47.3190735, 18.9139191 47.3197935, 18.9139671 47.3199305)",,,
18941124,Dunafüredi út,unclassified,False,True,174.016,"LINESTRING (18.9130883 47.3174901, 18.9124823 47.3160334, 18.9124617 47.3159839)",,,
25782343,Labda utca,residential,False,True,91.839,"LINESTRING (18.9130883 47.3174901, 18.9136212 47.3173816, 18.9139079 47.3173083, 18.9139841 47.3172659, 18.9140441 47.317243, 18.9141012 47.3172424, 18.9141922 47.3172527, 18.9142265 47.3172406)",,,
18945006,Damjanich utca,tertiary,False,True,68.605,"LINESTRING (18.9124617 47.3159839, 18.9132547 47.3156812)",,,
18941124,Dunafüredi út,unclassified,False,False,174.016,"LINESTRING (18.9124617 47.3159839, 18.9124823 47.3160334, 18.9130883 47.3174901)",,,
18945006,Damjanich utca,tertiary,False,False,40.851,"LINESTRING (18.9124617 47.3159839, 18.9123509 47.3160237, 18.912147 47.3161067, 18.9120042 47.3161795)",,,
18943758,Fürj utca,residential,False,True,86.126,"LINESTRING (18.9176457 47.3132495, 18.9180066 47.3137286, 18.9181653 47.3139393)",,,
18943790,Páva utca,residential,False,True,174.651,"LINESTRING (18.9160873 47.3129022, 18.9161059 47.3129267, 18.9171117 47.3142542, 18.9171459 47.3142993)",,,
