osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,tunnel,bridge,junction
126775786,Arany János utca,residential,False,False,70.738,"LINESTRING (18.2784888 46.6303753, 18.2785818 46.6301305, 18.2785818 46.6299218, 18.2785392 46.6297498)",,,,,
126775795,Bocskai utca,residential,True,False,162.959,"LINESTRING (18.281877 46.6305761, 18.2821539 46.6300709, 18.2823467 46.6295676, 18.2823975 46.6291638)",,,,,
296163457,Eötvös József utca,residential,True,False,267.127,"LINESTRING (18.281877 46.6305761, 18.2816482 46.6304998, 18.2815251 46.630476, 18.2813614 46.6304785, 18.2807017 46.6305714, 18.2804534 46.630595, 18.2796095 46.6306208, 18.279165 46.6305691, 18.2784888 46.6303753)",,,,,
"[126775893, 261394463]",Czuczor Gergely utca,residential,False,"[False, True]",225.07399999999998,"LINESTRING (18.2833178 46.6306319, 18.2833988 46.6307384, 18.2834175 46.6308225, 18.2834289 46.6310973, 18.2833565 46.6312688, 18.2832923 46.6313367, 18.2829133 46.6315283, 18.2832791 46.6318599, 18.2833996 46.6320786, 18.283475 46.6322799, 18.2835563 46.6323672)",,,,,
669785767,Szabadság út,primary,False,False,81.079,"LINESTRING (18.2833178 46.6306319, 18.2830476 46.6307082, 18.2824596 46.6307844, 18.2823017 46.63083)",65,50,,,
669785767,Szabadság út,primary,False,True,126.345,"LINESTRING (18.2833178 46.6306319, 18.283498 46.6305522, 18.2836591 46.6304287, 18.2843353 46.6297489)",65,50,,,
261394464,Kossuth Lajos tér,residential,False,True,29.765,"LINESTRING (18.2789318 46.631174, 18.2793116 46.6312343)",,,,,
261394462,Czuczor Gergely utca,residential,False,True,41.098,"LINESTRING (18.2818511 46.6313679, 18.282363 46.6314821)",,,,,
669785767,Szabadság út,primary,False,False,30.946,"LINESTRING (18.2818511 46.6313679, 18.2817358 46.6316347)",65,50,,,
669785767,Szabadság út,primary,False,True,72.30900000000001,"LINESTRING (18.2818511 46.6313679, 18.2819397 46.631104, 18.28201 46.6310102, 18.282083 46.6309406, 18.2821787 46.6308766, 18.2823017 46.63083)",65,50,,,
261394462,Czuczor Gergely utca,residential,False,False,41.098,"LINESTRING (18.282363 46.6314821, 18.2818511 46.6313679)",,,,,
126775808,Dózsa György utca,residential,False,False,177.14,"LINESTRING (18.2843229 46.6314337, 18.2847294 46.630625, 18.2851736 46.6299535)",,,,,
126775808,Dózsa György utca,residential,False,True,108.43700000000001,"LINESTRING (18.2843229 46.6314337, 18.2840034 46.6321001, 18.283919 46.6323675)",,,,,
126775829,Klapka György utca,residential,False,False,125.59800000000001,"LINESTRING (18.2843229 46.6314337, 18.2844994 46.6314707, 18.2848209 46.6314754, 18.2848867 46.6314915, 18.2854251 46.6318108, 18.2855772 46.6318558, 18.285769 46.6318601)",,,,,
126775832,Kossuth Lajos tér,residential,False,False,21.249,"LINESTRING (18.2817358 46.6316347, 18.2814672 46.6315847)",,,,,
669785767,Szabadság út,primary,False,True,30.946,"LINESTRING (18.2817358 46.6316347, 18.2818511 46.6313679)",65,50,,,
669785767,Szabadság út,primary,False,False,183.92600000000002,"LINESTRING (18.2817358 46.6316347, 18.2815357 46.6322027, 18.2815115 46.6323168, 18.281514 46.6324632, 18.2815523 46.6326411, 18.2816147 46.6328745, 18.2816329 46.6330035, 18.2816395 46.6332647)",65,50,,,
126775829,Klapka György utca,residential,False,True,125.598,"LINESTRING (18.285769 46.6318601, 18.2855772 46.6318558, 18.2854251 46.6318108, 18.2848867 46.6314915, 18.2848209 46.6314754, 18.2844994 46.6314707, 18.2843229 46.6314337)",,,,,
326759294,Rákóczi Ferenc út,primary,False,False,217.67199999999997,"LINESTRING (18.285769 46.6318601, 18.2854258 46.6304312, 18.2853499 46.6302464, 18.2852626 46.6300802, 18.2851736 46.6299535)",61,50,,,
326759294,Rákóczi Ferenc út,primary,False,True,165.232,"LINESTRING (18.285769 46.6318601, 18.2858227 46.6320385, 18.2859557 46.6322856, 18.2862246 46.6326402, 18.2864844 46.6328752, 18.2868392 46.6331202)",61,50,,,
126775878,,residential,False,False,27.694,"LINESTRING (18.2835563 46.6323672, 18.283919 46.6323675)",,,,,
126775801,Czuczor Gergely utca,residential,False,True,145.489,"LINESTRING (18.2835563 46.6323672, 18.2835152 46.6324157, 18.2832934 46.6325845, 18.2830176 46.6327941, 18.2827988 46.6328638, 18.2825902 46.632874, 18.2825281 46.6329177, 18.2824933 46.6332891)",,,,,
"[126775893, 261394463]",Czuczor Gergely utca,residential,False,"[False, True]",225.074,"LINESTRING (18.2835563 46.6323672, 18.283475 46.6322799, 18.2833996 46.6320786, 18.2832791 46.6318599, 18.2829133 46.6315283, 18.2832923 46.6313367, 18.2833565 46.6312688, 18.2834289 46.6310973, 18.2834175 46.6308225, 18.2833988 46.6307384, 18.2833178 46.6306319)",,,,,
126775878,,residential,False,True,27.694,"LINESTRING (18.283919 46.6323675, 18.2835563 46.6323672)",,,,,
126775808,Dózsa György utca,residential,False,False,108.43700000000001,"LINESTRING (18.283919 46.6323675, 18.2840034 46.6321001, 18.2843229 46.6314337)",,,,,
126775808,Dózsa György utca,residential,False,True,111.595,"LINESTRING (18.283919 46.6323675, 18.2838934 46.6324933, 18.2838695 46.6327845, 18.2839348 46.6333677)",,,,,
126775814,Garay utca,residential,False,False,39.118,"LINESTRING (18.2811277 46.6332488, 18.2816395 46.6332647)",,,,,
126775814,Garay utca,residential,False,True,123.626,"LINESTRING (18.2811277 46.6332488, 18.2801037 46.6330493, 18.2795821 46.6329197)",,,,,
126775814,Garay utca,residential,False,True,39.118,"LINESTRING (18.2816395 46.6332647, 18.2811277 46.6332488)",,,,,
126775887,Móricz Zsigmond utca,residential,False,True,65.247,"LINESTRING (18.2816395 46.6332647, 18.2817334 46.6332674, 18.2824933 46.6332891)",,,,,
669785767,Szabadság út,primary,False,True,183.926,"LINESTRING (18.2816395 46.6332647, 18.2816329 46.6330035, 18.2816147 46.6328745, 18.2815523 46.6326411, 18.281514 46.6324632, 18.2815115 46.6323168, 18.2815357 46.6322027, 18.2817358 46.6316347)",65,50,,,
126775801,Czuczor Gergely utca,residential,False,False,145.489,"LINESTRING (18.2824933 46.6332891, 18.2825281 46.6329177, 18.2825902 46.632874, 18.2827988 46.6328638, 18.2830176 46.6327941, 18.2832934 46.6325845, 18.2835152 46.6324157, 18.2835563 46.6323672)",,,,,
126775887,Móricz Zsigmond utca,residential,False,False,65.247,"LINESTRING (18.2824933 46.6332891, 18.2817334 46.6332674, 18.2816395 46.6332647)",,,,,
126775887,Móricz Zsigmond utca,residential,False,True,110.411,"LINESTRING (18.2824933 46.6332891, 18.2825906 46.6332944, 18.2830262 46.6333182, 18.2839348 46.6333677)",,,,,
126775808,Dózsa György utca,residential,False,False,111.595,"LINESTRING (18.2839348 46.6333677, 18.2838695 46.6327845, 18.2838934 46.6324933, 18.283919 46.6323675)",,,,,
126775887,Móricz Zsigmond utca,residential,False,False,110.411,"LINESTRING (18.2839348 46.6333677, 18.2830262 46.6333182, 18.2825906 46.6332944, 18.2824933 46.6332891)",,,,,
126775813,Fő út,primary,False,False,105.868,"LINESTRING (18.2890935 46.6258933, 18.28843 46.6262386, 18.2882632 46.6263449, 18.2880469 46.6265127)",65,50,,,
126775813,Fő út,primary,False,True,166.90800000000002,"LINESTRING (18.2890935 46.6258933, 18.2898868 46.6254605, 18.2907613 46.6249241)",65,50,,,
669785767,Szabadság út,primary,False,True,37.332,"LINESTRING (18.2843353 46.6297489, 18.2846219 46.6294769)",65,50,,,
669785767,Szabadság út,primary,False,False,126.34500000000001,"LINESTRING (18.2843353 46.6297489, 18.2836591 46.6304287, 18.283498 46.6305522, 18.2833178 46.6306319)",65,50,,,
"[126811817, 126775813, 126775846]","['Szabadság út', 'Fő út']",primary,False,False,300.859,"LINESTRING (18.2878281 46.6267116, 18.287609 46.6268957, 18.2872723 46.6272103, 18.2868911 46.6275538, 18.2867152 46.6277005, 18.2866444 46.6277598, 18.2864063 46.6279592, 18.2853437 46.6288102)",65,50,,yes,
126775813,Fő út,primary,False,True,27.738,"LINESTRING (18.2878281 46.6267116, 18.2879683 46.6265917, 18.2880469 46.6265127)",65,50,,,
230602247,Vasút utca,residential,False,False,137.006,"LINESTRING (18.2878281 46.6267116, 18.288345 46.6269448, 18.289272 46.6274414)",,,,,
230602247,Vasút utca,residential,False,False,117.29,"LINESTRING (18.289272 46.6274414, 18.2904869 46.6280868)",,,,,
230602247,Vasút utca,residential,False,True,137.006,"LINESTRING (18.289272 46.6274414, 18.288345 46.6269448, 18.2878281 46.6267116)",,,,,
230602534,Sport utca,residential,False,False,135.46300000000002,"LINESTRING (18.289272 46.6274414, 18.2901702 46.6267436, 18.290445 46.6265275)",,,,,
230602247,Vasút utca,residential,False,True,117.29,"LINESTRING (18.2904869 46.6280868, 18.289272 46.6274414)",,,,,
710375597,,residential,False,False,7.663,"LINESTRING (18.2904869 46.6280868, 18.2905645 46.6281305)",,,,,
230602535,,residential,False,False,45.105,"LINESTRING (18.2904869 46.6280868, 18.2910267 46.6280586, 18.2910759 46.6280562)",,,,,
230602534,Sport utca,residential,False,True,135.46300000000002,"LINESTRING (18.290445 46.6265275, 18.2901702 46.6267436, 18.289272 46.6274414)",,,,,
261394464,Kossuth Lajos tér,residential,False,False,29.765,"LINESTRING (18.2793116 46.6312343, 18.2789318 46.631174)",,,,,
261394466,Kossuth Lajos tér,residential,True,False,173.912,"LINESTRING (18.2793116 46.6312343, 18.279572 46.6311926, 18.2812775 46.6314626, 18.2814672 46.6315847)",,,,,
126775832,Kossuth Lajos tér,residential,False,True,21.249,"LINESTRING (18.2814672 46.6315847, 18.2817358 46.6316347)",,,,,
261394465,Kossuth Lajos tér,residential,True,False,172.926,"LINESTRING (18.2814672 46.6315847, 18.281238 46.631625, 18.2794553 46.631321, 18.2793116 46.6312343)",,,,,
261394493,,residential,False,False,53.131,"LINESTRING (18.2868027 46.6331968, 18.2867078 46.6331996, 18.2862018 46.6334221)",,,,,
261394493,,residential,False,True,53.131,"LINESTRING (18.2862018 46.6334221, 18.2867078 46.6331996, 18.2868027 46.6331968)",,,,,
687295591,,residential,False,True,62.885,"LINESTRING (18.2795821 46.6329197, 18.279823 46.6323789)",,,,,
126775814,Garay utca,residential,False,False,123.626,"LINESTRING (18.2795821 46.6329197, 18.2801037 46.6330493, 18.2811277 46.6332488)",,,,,
687295591,,residential,False,False,62.885,"LINESTRING (18.279823 46.6323789, 18.2795821 46.6329197)",,,,,
710375597,,residential,False,True,7.663,"LINESTRING (18.2905645 46.6281305, 18.2904869 46.6280868)",,,,,
230602248,,residential,True,False,55.771000000000015,"LINESTRING (18.2905645 46.6281305, 18.2905812 46.6281243, 18.2905992 46.62812, 18.2906183 46.6281178, 18.2906377 46.6281177, 18.2906569 46.6281199, 18.2906752 46.6281243, 18.2906923 46.6281307, 18.2907075 46.6281389, 18.2907206 46.6281488, 18.2907311 46.62816, 18.2907387 46.6281723, 18.2907432 46.6281852, 18.2907446 46.6281985, 18.2907427 46.6282118, 18.2907376 46.6282247, 18.2907295 46.6282368, 18.2907185 46.6282478, 18.2907051 46.6282574, 18.2906895 46.6282653, 18.2906722 46.6282714, 18.2906536 46.6282754, 18.2906348 46.6282772, 18.2906158 46.6282768, 18.2905971 46.6282744, 18.2905792 46.6282699, 18.2905627 46.6282634, 18.2905479 46.6282552, 18.2905352 46.6282455, 18.2905251 46.6282344, 18.2905177 46.6282224, 18.2905132 46.6282097, 18.2905118 46.6281967, 18.2905136 46.6281836, 18.2905184 46.628171, 18.2905261 46.6281591, 18.2905365 46.6281481, 18.2905495 46.6281386, 18.2905645 46.6281305)",,,,,roundabout
230602535,,residential,False,True,45.105,"LINESTRING (18.2910759 46.6280562, 18.2910267 46.6280586, 18.2904869 46.6280868)",,,,,
