osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes
32655328,51303,Kossuth Lajos utca,tertiary,False,False,250.916,"LINESTRING (18.9620171 47.3220552, 18.9647495 47.3213938, 18.9650497 47.3213376, 18.9651647 47.3213273)",,
132710306,5101,Fő utca,secondary,False,False,158.602,"LINESTRING (18.9620171 47.3220552, 18.9615817 47.3216338, 18.9613945 47.3214139, 18.9611893 47.3211717, 18.9610372 47.3209627, 18.9609422 47.3208321)",50,
519664128,5101,Fő utca,secondary,False,True,130.286,"LINESTRING (18.9620171 47.3220552, 18.9626209 47.3225488, 18.9631203 47.3229572)",60,2
25213645,5101,,secondary,False,False,75.476,"LINESTRING (18.9607739 47.3205758, 18.9603847 47.3199504)",50,
331389919,5101,Fő utca,secondary,False,True,31.195,"LINESTRING (18.9607739 47.3205758, 18.9609422 47.3208321)",,
548220213,51107,Hősök tere,tertiary,False,False,53.479,"LINESTRING (18.9607739 47.3205758, 18.9612118 47.3201974)",,
331389919,5101,Fő utca,secondary,False,False,31.195,"LINESTRING (18.9609422 47.3208321, 18.9607739 47.3205758)",,
132710306,5101,Fő utca,secondary,False,True,158.602,"LINESTRING (18.9609422 47.3208321, 18.9610372 47.3209627, 18.9611893 47.3211717, 18.9613945 47.3214139, 18.9615817 47.3216338, 18.9620171 47.3220552)",50,
320919319,,Mester utca,tertiary,False,True,26.166,"LINESTRING (18.9674672 47.3221561, 18.9678118 47.3221277)",,
"[97869216, 548220218]",,"['Piac tér', 'Árpád köz']",residential,False,True,179.108,"LINESTRING (18.9674672 47.3221561, 18.9671289 47.3220675, 18.9656699 47.3216855, 18.9655542 47.3216814, 18.9652299 47.3217344)",,
347915064,,Mester utca,tertiary,False,False,137.466,"LINESTRING (18.9674672 47.3221561, 18.967146 47.3222719, 18.9666867 47.3224251, 18.9665355 47.3224822, 18.966479 47.3225037, 18.9663979 47.322549, 18.9661732 47.3227118, 18.9661111 47.3227545, 18.9660338 47.3227926, 18.9659592 47.3228293)",,
97869275,,Zrínyi utca,residential,False,False,171.97,"LINESTRING (18.9659592 47.3228293, 18.9661523 47.3228424, 18.9663619 47.3228812, 18.9666288 47.32291, 18.9668145 47.3229205, 18.9669502 47.3229356, 18.9670188 47.3229474, 18.9670731 47.3229713, 18.9671401 47.3230167, 18.9671801 47.3230644, 18.967494 47.3234529, 18.9675345 47.3235277, 18.9675677 47.323604, 18.967589 47.3236538)",,
347915064,,Mester utca,tertiary,False,False,38.330999999999996,"LINESTRING (18.9659592 47.3228293, 18.9656575 47.3228767, 18.9656101 47.3228782, 18.9655586 47.3228783, 18.9655213 47.3228663, 18.9655044 47.3228573, 18.9654732 47.3228437)",,
347915064,,Mester utca,tertiary,False,True,137.466,"LINESTRING (18.9659592 47.3228293, 18.9660338 47.3227926, 18.9661111 47.3227545, 18.9661732 47.3227118, 18.9663979 47.322549, 18.966479 47.3225037, 18.9665355 47.3224822, 18.9666867 47.3224251, 18.967146 47.3222719, 18.9674672 47.3221561)",,
205832350,,Mester utca,tertiary,False,True,166.22400000000002,"LINESTRING (18.9633694 47.3232909, 18.9648366 47.3229641, 18.9651241 47.3229097, 18.9654732 47.3228437)",,
375899670,5101,Fő utca,secondary,False,True,296.895,"LINESTRING (18.9633694 47.3232909, 18.963466 47.3235381, 18.9641753 47.3254515, 18.9643376 47.325879)",60,2
519664128,5101,Fő utca,secondary,False,False,41.897999999999996,"LINESTRING (18.9633694 47.3232909, 18.9633294 47.3232044, 18.9632343 47.3230658, 18.9631203 47.3229572)",60,2
97869275,,Zrínyi utca,residential,False,False,89.16,"LINESTRING (18.967589 47.3236538, 18.9682254 47.3243297)",,
97869275,,Zrínyi utca,residential,False,True,171.97000000000003,"LINESTRING (18.967589 47.3236538, 18.9675677 47.323604, 18.9675345 47.3235277, 18.967494 47.3234529, 18.9671801 47.3230644, 18.9671401 47.3230167, 18.9670731 47.3229713, 18.9670188 47.3229474, 18.9669502 47.3229356, 18.9668145 47.3229205, 18.9666288 47.32291, 18.9663619 47.3228812, 18.9661523 47.3228424, 18.9659592 47.3228293)",,
97869296,,Damjanich utca,residential,False,True,142.47899999999998,"LINESTRING (18.967589 47.3236538, 18.9675261 47.3236905, 18.9673839 47.3237563, 18.9671539 47.32386, 18.9669495 47.3239347, 18.9665023 47.3240422, 18.9658824 47.3241796)",,
