osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,width
291297354,II. Zugló utca,residential,False,False,34.283,"LINESTRING (19.1929285 47.6093031, 19.1929158 47.6092399, 19.1928779 47.6089967)",,,,,
299038133,Kossuth Lajos utca,secondary,False,True,114.67699999999999,"LINESTRING (19.1929285 47.6093031, 19.193127 47.6092767, 19.1933166 47.6092427, 19.1934944 47.6092251, 19.194368 47.6089709)",2101;2102,50,,,
693633484,Dózsa György út,secondary,False,False,357.9,"LINESTRING (19.1929285 47.6093031, 19.1929321 47.6093584, 19.1929687 47.6094665, 19.1937531 47.6106714, 19.1941061 47.6111953, 19.1948185 47.6122525)",2102,,,,
79542199,Rákóczi Ferenc utca,residential,False,False,124.5,"LINESTRING (19.1923724 47.613954, 19.1937744 47.6133537)",,,,,
79542199,Rákóczi Ferenc utca,residential,False,True,53.478,"LINESTRING (19.1923724 47.613954, 19.1917819 47.6142239)",,,,,
79128540,Liget utca,residential,False,False,283.90299999999996,"LINESTRING (19.1920165 47.6110934, 19.1932778 47.6127847, 19.1937482 47.6133237, 19.1937744 47.6133537)",,30,,,
44373134,Szabó Dezső út,secondary,False,False,85.617,"LINESTRING (19.1971238 47.6159102, 19.1974229 47.6166533)",2102,,2,,
44373134,Szabó Dezső út,secondary,False,True,10.293,"LINESTRING (19.1971238 47.6159102, 19.1970882 47.6158208)",2102,,2,,
30621887,Dózsa György út,secondary,False,True,121.24799999999999,"LINESTRING (19.1966187 47.6147699, 19.1963465 47.61429, 19.1959662 47.6137735)",2102,,2,,
44371797,Budai Nagy Antal utca,residential,False,False,96.352,"LINESTRING (19.1966187 47.6147699, 19.1967914 47.6148168, 19.1970162 47.6150474, 19.1970875 47.6150859, 19.1976417 47.6152383)",,,,,
119210452,Tessedik Sámuel utca,residential,False,True,276.78,"LINESTRING (19.1966187 47.6147699, 19.1981144 47.614032, 19.1995867 47.6132892)",,,,,
"[177636697, 223408852, 44373134]",Szabó Dezső út,secondary,False,False,122.04599999999999,"LINESTRING (19.1966187 47.6147699, 19.1966965 47.6149477, 19.1969587 47.6155471, 19.1970882 47.6158208)",2102,,2,yes,
44373134,Szabó Dezső út,secondary,False,True,85.617,"LINESTRING (19.1974229 47.6166533, 19.1971238 47.6159102)",2102,,2,,
79110658,,residential,False,True,35.768,"LINESTRING (19.1974229 47.6166533, 19.197823 47.616478)",,,,,
79542084,Szent Benedek utca,residential,False,False,47.906,"LINESTRING (19.1936491 47.6158789, 19.1931501 47.6161481)",,50,,,5.6
