osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,ref,width
337357655,2,Kinizsi Pál utca,residential,False,False,85.311,"LINESTRING (18.0586433 46.9099072, 18.0581252 46.9105879)",,,,
4929515,2,Kinizsi Pál utca,residential,False,True,91.046,"LINESTRING (18.0586433 46.9099072, 18.0587836 46.909726, 18.0588144 46.909684, 18.0588418 46.9096466, 18.058887 46.9095837, 18.0590835 46.9093207, 18.0591898 46.9091785)",,,,
111846289,,Indóház utca,residential,False,True,841.3619999999999,"LINESTRING (18.0586433 46.9099072, 18.0570817 46.9093841, 18.0552833 46.9087758, 18.0541815 46.9083794, 18.0537176 46.9082224, 18.053104 46.9080309, 18.051623 46.9075219, 18.0488503 46.906561, 18.04875 46.9065251, 18.0487398 46.9065208)",,,,
4990731,2,Batthyány Lajos utca,residential,False,False,122.677,"LINESTRING (18.0581252 46.9105879, 18.0566853 46.9100883)",,,,
4990731,2,Batthyány Lajos utca,residential,False,True,190.309,"LINESTRING (18.0581252 46.9105879, 18.0603589 46.911363)",,,,
337357655,2,Kinizsi Pál utca,residential,False,True,85.311,"LINESTRING (18.0581252 46.9105879, 18.0586433 46.9099072)",,,,
337357655,2,Kinizsi Pál utca,residential,False,False,81.233,"LINESTRING (18.0581252 46.9105879, 18.0579017 46.9109145, 18.05769 46.9111968, 18.0576547 46.9112438)",,,,
337357649,4,Fő utca,residential,False,True,11.545,"LINESTRING (18.0601081 46.9094893, 18.0599717 46.9094435)",30,,,
274111587,2,Indóház utca,residential,False,True,27.424,"LINESTRING (18.0487398 46.9065208, 18.0484264 46.9063984)",40,,,
274111589,3,Mártírok útja,residential,False,True,22.621,"LINESTRING (18.0487398 46.9065208, 18.0487542 46.9063176)",40,,,
"[111846288, 107822762]",2,Mártírok útja,residential,False,False,90.299,"LINESTRING (18.0487398 46.9065208, 18.0486711 46.9066503, 18.0486429 46.9067143, 18.0482591 46.9072623)",50,,,
111846289,,Indóház utca,residential,False,False,841.362,"LINESTRING (18.0487398 46.9065208, 18.04875 46.9065251, 18.0488503 46.906561, 18.051623 46.9075219, 18.053104 46.9080309, 18.0537176 46.9082224, 18.0541815 46.9083794, 18.0552833 46.9087758, 18.0570817 46.9093841, 18.0586433 46.9099072)",,,,
"[4990729, 107822762]",,"['Mártírok útja', 'Petőfi sétány']",residential,False,False,506.1730000000001,"LINESTRING (18.0482591 46.9072623, 18.0475979 46.9081529, 18.0473953 46.9084131, 18.0470184 46.9088819, 18.0468312 46.909123, 18.0465392 46.9094727, 18.0464876 46.9095676, 18.0464936 46.9096063, 18.0465003 46.9096489, 18.0465496 46.9096782, 18.0471112 46.9098133, 18.0478103 46.9099805, 18.0483232 46.9101039, 18.0490666 46.910277)",50,,,
"[111846288, 107822762]",2,Mártírok útja,residential,False,True,90.299,"LINESTRING (18.0482591 46.9072623, 18.0486429 46.9067143, 18.0486711 46.9066503, 18.0487398 46.9065208)",50,,,
225779980,2,Batthyány Lajos utca,residential,False,True,453.13300000000004,"LINESTRING (18.0482591 46.9072623, 18.0509369 46.9081688, 18.0510862 46.9082201, 18.0520484 46.9085149, 18.0536186 46.9090502)",40,,,
225779979,,Karinthy Frigyes utca,residential,False,True,122.039,"LINESTRING (18.052274 46.9109517, 18.0529736 46.9099637)",50,,,
225779979,,Karinthy Frigyes utca,residential,False,False,112.776,"LINESTRING (18.0536186 46.9090502, 18.0529736 46.9099637)",50,,,
4990731,2,Batthyány Lajos utca,residential,False,True,259.987,"LINESTRING (18.0536186 46.9090502, 18.0549075 46.9094865, 18.0566853 46.9100883)",,,,
225779980,2,Batthyány Lajos utca,residential,False,False,453.13300000000004,"LINESTRING (18.0536186 46.9090502, 18.0520484 46.9085149, 18.0510862 46.9082201, 18.0509369 46.9081688, 18.0482591 46.9072623)",40,,,
4990731,2,Batthyány Lajos utca,residential,False,False,190.309,"LINESTRING (18.0603589 46.911363, 18.0581252 46.9105879)",,,,
4990702,,Mártírok útja,residential,False,False,123.82,"LINESTRING (18.0490345 46.9052305, 18.048968 46.9053271, 18.0489397 46.9053812, 18.0489016 46.905454, 18.0488109 46.9057221, 18.0487796 46.9059687, 18.0487616 46.9062291, 18.0487542 46.9063176)",,,,
157776183,,Sió utca,residential,False,True,135.86599999999999,"LINESTRING (18.0490345 46.9052305, 18.0491345 46.9051184, 18.0491685 46.9050929, 18.0493108 46.9050077, 18.0497334 46.9047926, 18.0501264 46.904666, 18.0502865 46.9045912, 18.0504304 46.9044952)",,,,
204538901,,Fő utca,residential,False,False,118.544,"LINESTRING (18.0490345 46.9052305, 18.0491428 46.9052586, 18.0492872 46.9052959, 18.0505075 46.9055821)",50,,,
"[1078970019, 832267644, 4990707]",,"['Beszédes híd', 'Fő utca']",residential,False,True,63.822,"LINESTRING (18.0490345 46.9052305, 18.0488911 46.9051934, 18.0488127 46.9051726, 18.0483497 46.9050499, 18.0482501 46.905025)",50,yes,,
273929634,4,Tanácsház utca,primary,False,True,203.238,"LINESTRING (18.0576408 46.9060256, 18.0570937 46.9057752, 18.055418 46.9050085)",50,,7,
337357675,,Széchenyi utca,residential,False,False,117.54799999999999,"LINESTRING (18.0576408 46.9060256, 18.057457 46.9061371, 18.0573184 46.9062212, 18.0570757 46.9063683, 18.0570491 46.9063845, 18.0569449 46.9064348, 18.0568033 46.9064891, 18.056383 46.9066268)",,,,
"[1061423632, 212835617]",,Széchenyi utca,residential,False,True,143.567,"LINESTRING (18.0576408 46.9060256, 18.0577547 46.9059609, 18.0581433 46.9056925, 18.0589845 46.9051183)",,,,
157776183,,Sió utca,residential,False,False,144.551,"LINESTRING (18.0517194 46.9035405, 18.0515968 46.9036229, 18.0511915 46.9038952, 18.0505621 46.9043998, 18.0504304 46.9044952)",,,,
157776183,,Sió utca,residential,False,True,124.18900000000001,"LINESTRING (18.0517194 46.9035405, 18.0518774 46.9034725, 18.0523001 46.9032452, 18.0524254 46.9031565, 18.0525394 46.9030502, 18.0527999 46.9027296)",,,,
"[273929634, 157776189]",4,Tanácsház utca,primary,False,False,325.097,"LINESTRING (18.0517194 46.9035405, 18.0528934 46.9039667, 18.0535003 46.9042015, 18.0538978 46.9043628, 18.0552829 46.9049501, 18.055418 46.9050085)",50,,7,
337357675,,Széchenyi utca,residential,False,False,17.268,"LINESTRING (18.056383 46.9066268, 18.0561731 46.9066864)",,,,
173578922,,Újpiac tér,residential,False,False,59.604,"LINESTRING (18.056383 46.9066268, 18.0567766 46.9069695, 18.0569093 46.9070127)",,,,
337357675,,Széchenyi utca,residential,False,True,117.548,"LINESTRING (18.056383 46.9066268, 18.0568033 46.9064891, 18.0569449 46.9064348, 18.0570491 46.9063845, 18.0570757 46.9063683, 18.0573184 46.9062212, 18.057457 46.9061371, 18.0576408 46.9060256)",,,,
204539179,,Kele utca,residential,True,False,116.926,"LINESTRING (18.055418 46.9050085, 18.0555081 46.904942, 18.0556531 46.9048294, 18.055815 46.9046211, 18.0559256 46.9044782, 18.0561798 46.9041509, 18.0562093 46.904113)",,,,
273929634,4,Tanácsház utca,primary,False,False,203.238,"LINESTRING (18.055418 46.9050085, 18.0570937 46.9057752, 18.0576408 46.9060256)",50,,7,
"[273929634, 157776189]",4,Tanácsház utca,primary,False,True,325.097,"LINESTRING (18.055418 46.9050085, 18.0552829 46.9049501, 18.0538978 46.9043628, 18.0535003 46.9042015, 18.0528934 46.9039667, 18.0517194 46.9035405)",50,,7,
