osmid,highway,oneway,reversed,length,name,maxspeed,geometry,ref,lanes,bridge,junction
238936052,residential,False,True,8.945,,,"LINESTRING (16.2699495 46.9556619, 16.2699684 46.9557413)",,,,
275579238,residential,False,True,9.099,Hunyadi János utca,50,"LINESTRING (16.2699495 46.9556619, 16.2698306 46.9556724)",,,,
275579238,residential,False,False,94.02900000000001,Hunyadi János utca,50,"LINESTRING (16.2699495 46.9556619, 16.2701102 46.9556419, 16.2707083 46.9555225, 16.2709729 46.9554657, 16.2711411 46.9554327)",,,,
"[230770225, 168775447]",residential,False,True,54.837,Hunyadi János utca,,"LINESTRING (16.2738228 46.95496, 16.2735281 46.9549482, 16.2734751 46.9549557, 16.2731136 46.9550189)",,,,
"[230620361, 240807508, 296104399]",secondary,False,False,201.50300000000001,Széll Kálmán tér,50,"LINESTRING (16.2738228 46.95496, 16.2737288 46.954601, 16.2737163 46.9544624, 16.2737145 46.9544165, 16.273723 46.9541659, 16.2737198 46.9541328, 16.2737063 46.9534948, 16.2737049 46.9534283, 16.2737054 46.9533831, 16.2737133 46.9531541)",7459,,,
96566226,residential,False,True,321.665,Honvéd utca,,"LINESTRING (16.2740621 46.9512254, 16.2742031 46.9512142, 16.2742635 46.9512115, 16.2745071 46.9511932, 16.2750629 46.9511764, 16.2756756 46.9511541, 16.2759461 46.9511442, 16.2760985 46.9511387, 16.2770729 46.9511298, 16.2771312 46.9511286, 16.2772154 46.9511266, 16.2772572 46.9511256, 16.2777606 46.9511049, 16.2779309 46.9510984, 16.2782939 46.9510954)",,,,
100758977,residential,True,False,86.88900000000001,Arany János utca,,"LINESTRING (16.2740621 46.9512254, 16.2736053 46.9511831, 16.2735284 46.9511592, 16.2729463 46.9510621)",,,,
304866703,secondary,False,False,120.076,Árpád utca,50,"LINESTRING (16.2740621 46.9512254, 16.2740576 46.951167, 16.2741001 46.9510162, 16.2742079 46.9506337, 16.2743639 46.9501674)",7458,,,
"[230559198, 304866703]",secondary,False,True,148.497,Árpád utca,50,"LINESTRING (16.2740621 46.9512254, 16.2740313 46.9517243, 16.2740064 46.9521888, 16.2740057 46.9522188, 16.2739971 46.9522857, 16.273994 46.9523374, 16.2739855 46.9524917, 16.2739805 46.9525596)",7458,,,
236752302,secondary,False,True,57.199,Széchenyi út,50,"LINESTRING (16.2696995 46.9499326, 16.2696782 46.9504468)",7454,,,
54562295,residential,False,False,263.06600000000003,Vörösmarty utca,,"LINESTRING (16.2696995 46.9499326, 16.2697693 46.9499393, 16.2731548 46.9501144)",,,,
230559193,secondary,False,False,128.975,Széchenyi út,50,"LINESTRING (16.2696995 46.9499326, 16.269732 46.9490168, 16.2697378 46.948773)",7454,,,
54562295,residential,False,False,91.966,Vörösmarty utca,,"LINESTRING (16.2731548 46.9501144, 16.2743639 46.9501674)",,,,
100758984,residential,False,True,141.85,Eötvös utca,,"LINESTRING (16.2731548 46.9501144, 16.2733858 46.9488485)",,,,
54562295,residential,False,True,263.06600000000003,Vörösmarty utca,,"LINESTRING (16.2731548 46.9501144, 16.2697693 46.9499393, 16.2696995 46.9499326)",,,,
54562295,residential,False,True,91.966,Vörösmarty utca,,"LINESTRING (16.2743639 46.9501674, 16.2731548 46.9501144)",,,,
100758972,residential,False,False,291.371,Petőfi utca,,"LINESTRING (16.2743639 46.9501674, 16.2746505 46.9501586, 16.2749737 46.9501558, 16.2756222 46.9501693, 16.2764927 46.9501638, 16.2782018 46.9501704)",,,,
304866703,secondary,False,False,148.12,Árpád utca,50,"LINESTRING (16.2743639 46.9501674, 16.274446 46.9498136, 16.2747751 46.948866)",7458,,,
304866703,secondary,False,True,120.07600000000001,Árpád utca,50,"LINESTRING (16.2743639 46.9501674, 16.2742079 46.9506337, 16.2741001 46.9510162, 16.2740576 46.951167, 16.2740621 46.9512254)",7458,,,
153205725,residential,True,False,106.561,Szabadság tér,,"LINESTRING (16.2729463 46.9510621, 16.2731548 46.9501144)",,,,
153205716,residential,False,False,253.297,Arany János utca,,"LINESTRING (16.2729463 46.9510621, 16.2728471 46.9510456, 16.2723267 46.9509779, 16.2697131 46.950706, 16.2696524 46.9506997)",,,,
54562293,residential,False,False,137.918,Tompa Mihály utca,,"LINESTRING (16.278377 46.9524153, 16.27829 46.9511764)",,,,
"[1188696141, 313258988, 230620365, 1188696143]",secondary,False,True,332.72600000000006,Kossuth Lajos utca,50,"LINESTRING (16.278377 46.9524153, 16.2780827 46.9524319, 16.2777097 46.9524381, 16.2775303 46.9524419, 16.2774508 46.9524436, 16.2772561 46.9524478, 16.2770441 46.9524511, 16.2767894 46.9524533, 16.2766763 46.9524603, 16.2765177 46.9524717, 16.2764133 46.9524766, 16.2763449 46.952481, 16.2762241 46.9524825, 16.2759493 46.952495, 16.2758582 46.9524992, 16.2755843 46.9525179, 16.2752568 46.9525335, 16.2750567 46.9525535, 16.2749264 46.9525624, 16.2743885 46.952599, 16.2743451 46.952602, 16.2743064 46.9526052, 16.2742301 46.952609, 16.274008 46.9526302)",7454,,,
835786494,secondary,False,False,84.163,Kossuth Lajos utca,50,"LINESTRING (16.278377 46.9524153, 16.2786765 46.9523878, 16.2790904 46.9523491, 16.2794701 46.9522918)",7454,,,
54562293,residential,False,False,103.093,Tompa Mihály utca,,"LINESTRING (16.2782939 46.9510954, 16.2782018 46.9501704)",,,,
54562293,residential,False,True,9.012,Tompa Mihály utca,,"LINESTRING (16.2782939 46.9510954, 16.27829 46.9511764)",,,,
96566226,residential,False,False,321.66499999999996,Honvéd utca,,"LINESTRING (16.2782939 46.9510954, 16.2779309 46.9510984, 16.2777606 46.9511049, 16.2772572 46.9511256, 16.2772154 46.9511266, 16.2771312 46.9511286, 16.2770729 46.9511298, 16.2760985 46.9511387, 16.2759461 46.9511442, 16.2756756 46.9511541, 16.2750629 46.9511764, 16.2745071 46.9511932, 16.2742635 46.9512115, 16.2742031 46.9512142, 16.2740621 46.9512254)",,,,
120421363,tertiary,False,True,123.726,Május 1. utca,,"LINESTRING (16.2686706 46.9557195, 16.2690294 46.9559434, 16.2692057 46.9560529, 16.2696294 46.9563179, 16.2696349 46.9565438)",74328,,,
275579238,residential,False,False,88.206,Hunyadi János utca,50,"LINESTRING (16.2686706 46.9557195, 16.2690772 46.9557068, 16.2696434 46.9556836, 16.2698306 46.9556724)",,,,
304956651,tertiary,False,True,22.763,Hunyadi János utca,50,"LINESTRING (16.2686706 46.9557195, 16.2685762 46.9557213, 16.2683708 46.955725)",74328,2,,
