osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,lanes,ref,width,bridge,access
105195058,secondary,,False,False,7.13,"LINESTRING (19.35426 47.5998009, 19.3542999 47.5997427)",Állomás út,50,2,3104,,,
272326989,primary,,True,False,44.056,"LINESTRING (19.35426 47.5998009, 19.353718 47.5996479)",Szabadság út,50,2,3,,,
274261508,tertiary,,False,True,28.093,"LINESTRING (19.3482243 47.5972405, 19.3481512 47.5973572, 19.3481246 47.5973949, 19.3480681 47.59747)",Ady Endre sétány,,5,,12.5,,
154560678,secondary_link,,True,False,30.923000000000002,"LINESTRING (19.3478973 47.5977035, 19.3478704 47.5976381, 19.3478518 47.5975799, 19.347813 47.5974315)",,50,,,,,
286803708,secondary,,False,True,9.732,"LINESTRING (19.3478973 47.5977035, 19.3478851 47.5977247, 19.3478504 47.5977851)",Dózsa György út,50,3,2104,7.5,,
304689882,secondary,,False,False,19.749,"LINESTRING (19.3478973 47.5977035, 19.3479199 47.597669, 19.3479439 47.5976372, 19.3480106 47.5975432)",Dózsa György út,50,3,2104,7.5,,
154560677,secondary_link,,True,False,36.277,"LINESTRING (19.3483108 47.5977215, 19.3482012 47.5977191, 19.348075 47.597718, 19.3480186 47.5977289, 19.3479583 47.5977405, 19.3478504 47.5977851)",,,1,,,,
222762520,primary,,True,False,29.996000000000002,"LINESTRING (19.3483108 47.5977215, 19.3482493 47.597685, 19.3480106 47.5975432)",Szabadság út,50,3,3,,,
286803708,secondary,,False,False,9.732,"LINESTRING (19.3478504 47.5977851, 19.3478851 47.5977247, 19.3478973 47.5977035)",Dózsa György út,50,3,2104,7.5,,
"[288212264, 288212332, 304690815]",secondary,,False,True,98.009,"LINESTRING (19.3478504 47.5977851, 19.3477834 47.5979226, 19.3475653 47.5983847, 19.3475053 47.5984768, 19.34741 47.5986136)",Dózsa György út,50,"['3', '5']",2104,"['12.5', '7.5']",,
272781404,residential,,True,False,41.43299999999999,"LINESTRING (19.3472954 47.6014248, 19.3474234 47.6014967, 19.3475817 47.6015591, 19.3476115 47.6015682, 19.3476955 47.6016678)",Kossuth Lajos utca,,2,,,,
"[304762129, 272781405]",residential,,False,False,213.131,"LINESTRING (19.3472954 47.6014248, 19.3472195 47.6013303, 19.3471753 47.6012553, 19.3470562 47.6010413, 19.3467194 47.600507, 19.3466584 47.6004286, 19.3465899 47.6003457, 19.3465051 47.6002425, 19.3464011 47.600117, 19.3462279 47.5999176, 19.3461272 47.599803, 19.3460346 47.5997125)",Kossuth Lajos utca,,3,,,,
46973144,residential,,False,False,74.731,"LINESTRING (19.347947 47.6013648, 19.3480327 47.6013076, 19.3482513 47.6011617, 19.3482654 47.6011515, 19.3485094 47.6009747, 19.3485577 47.6009398, 19.3486387 47.6008811)",Petőfi Sándor tér,30,,,,,
"[163722417, 163722414]",residential,,True,False,127.629,"LINESTRING (19.347947 47.6013648, 19.3479236 47.6013321, 19.3479075 47.6012959, 19.3479028 47.6012607, 19.3479049 47.6012361, 19.3479136 47.6011996, 19.3480488 47.6008818, 19.3481612 47.6006476, 19.3482341 47.600674, 19.3483617 47.6007203, 19.3485632 47.6008373, 19.3485834 47.600849, 19.3486036 47.6008607, 19.3486387 47.6008811)",Petőfi Sándor tér,,,,,,
310957326,residential,,False,True,38.72,"LINESTRING (19.347947 47.6013648, 19.3478412 47.6014722, 19.3477954 47.6015207, 19.3476955 47.6016678)",Petőfi Sándor tér,30,,,,,
"[272559329, 272559330, 46972871]",residential,,True,False,162.15800000000002,"LINESTRING (19.3487093 47.6025682, 19.349564 47.6032978, 19.3497196 47.6034342, 19.3500415 47.603717)",Lumniczer Sándor utca,,,,,yes,
163722449,residential,,False,False,82.62700000000001,"LINESTRING (19.3487093 47.6025682, 19.3487525 47.6025406, 19.3495094 47.6020572)",Kampis Antal tér,,,,,,
163831508,residential,,False,False,58.008,"LINESTRING (19.3495094 47.6020572, 19.3500503 47.6024302)",Rákos patak utca,,,,,,
163722449,residential,,False,True,82.62700000000001,"LINESTRING (19.3495094 47.6020572, 19.3487525 47.6025406, 19.3487093 47.6025682)",Kampis Antal tér,,,,,,
163831507,residential,,False,False,255.85699999999997,"LINESTRING (19.3495094 47.6020572, 19.3498971 47.6017983, 19.349944 47.601767, 19.3495381 47.6014852, 19.3492015 47.6012516, 19.3491361 47.6012963, 19.3487959 47.6015378, 19.3487374 47.6015793, 19.3490126 47.6017535, 19.3491066 47.6017668, 19.3495094 47.6020572)",Kampis Antal tér,,,,,,
163831507,residential,,False,True,255.857,"LINESTRING (19.3495094 47.6020572, 19.3491066 47.6017668, 19.3490126 47.6017535, 19.3487374 47.6015793, 19.3487959 47.6015378, 19.3491361 47.6012963, 19.3492015 47.6012516, 19.3495381 47.6014852, 19.349944 47.601767, 19.3498971 47.6017983, 19.3495094 47.6020572)",Kampis Antal tér,,,,,,
163831508,residential,,False,True,58.008,"LINESTRING (19.3500503 47.6024302, 19.3495094 47.6020572)",Rákos patak utca,,,,,,
173451774,residential,,False,True,91.791,"LINESTRING (19.3431747 47.6030155, 19.3439407 47.602972, 19.3441534 47.6031945, 19.3441875 47.6032302)",Kazinczy körút,,,,,,
173451774,residential,,False,True,13.63,"LINESTRING (19.3441875 47.6032302, 19.3442788 47.6033362)",Kazinczy körút,,,,,,
173451774,residential,,False,False,91.791,"LINESTRING (19.3441875 47.6032302, 19.3441534 47.6031945, 19.3439407 47.602972, 19.3431747 47.6030155)",Kazinczy körút,,,,,,
173451774,residential,,False,False,13.63,"LINESTRING (19.3442788 47.6033362, 19.3441875 47.6032302)",Kazinczy körút,,,,,,
173451774,residential,,False,True,5.973,"LINESTRING (19.3442788 47.6033362, 19.3443192 47.6033825)",Kazinczy körút,,,,,,
173451766,residential,,False,True,57.474000000000004,"LINESTRING (19.3442788 47.6033362, 19.3443234 47.6033172, 19.3448071 47.6031107, 19.3449262 47.6030594)",Kazinczy körút,,,,,,
73694977,residential,,False,False,29.657,"LINESTRING (19.3423179 47.6033559, 19.3424992 47.6034137, 19.3426024 47.6034624, 19.342646 47.6034985)",Kazinczy körút,,,,,,
73694977,residential,,False,True,30.399,"LINESTRING (19.3423179 47.6033559, 19.3421205 47.6033021, 19.3420749 47.6032897, 19.3419439 47.6032504)",Kazinczy körút,,,,,,
173451765,residential,,True,False,140.894,"LINESTRING (19.3423179 47.6033559, 19.3424889 47.6033372, 19.3427616 47.6033197, 19.342887 47.6033116, 19.3440361 47.6032397, 19.3441875 47.6032302)",Kazinczy körút,,,,,,
173451773,residential,,False,False,38.039,"LINESTRING (19.3421583 47.6037129, 19.3420527 47.6036999, 19.3418287 47.6036396, 19.3418012 47.6036322, 19.3416838 47.6035958)",Kazinczy körút,,,,,,
173451773,residential,,False,True,40.507999999999996,"LINESTRING (19.3421583 47.6037129, 19.3425634 47.6037124, 19.3426986 47.6037122)",Kazinczy körút,,,,,,
173451776,residential,,False,True,108.61799999999998,"LINESTRING (19.3421583 47.6037129, 19.3421978 47.604134, 19.3422045 47.6041792, 19.3422418 47.6042251, 19.3422917 47.6042515, 19.3423907 47.6042893, 19.3425009 47.6043211, 19.3426108 47.6043474, 19.3427235 47.60436, 19.3428734 47.6043643)",Kazinczy körút,,,,,,destination
173451776,residential,,False,False,108.61800000000001,"LINESTRING (19.3428734 47.6043643, 19.3427235 47.60436, 19.3426108 47.6043474, 19.3425009 47.6043211, 19.3423907 47.6042893, 19.3422917 47.6042515, 19.3422418 47.6042251, 19.3422045 47.6041792, 19.3421978 47.604134, 19.3421583 47.6037129)",Kazinczy körút,,,,,,destination
293162166,residential,,True,False,102.672,"LINESTRING (19.3428734 47.6043643, 19.3428922 47.6044882, 19.3429193 47.6045156, 19.3429727 47.6045326, 19.3436312 47.6046076, 19.3436996 47.6045959, 19.3437843 47.6045472, 19.3438792 47.6044609, 19.3439196 47.6044242)",Kazinczy körút,,,,,,
73695004,residential,,False,True,3.381,"LINESTRING (19.342072 47.5989066, 19.3420383 47.5989268)",Szent Imre utca,,,,,,
225106730,residential,,False,False,59.636,"LINESTRING (19.342072 47.5989066, 19.3415937 47.5984781)",Szent Imre utca,,,,,,
73695004,residential,,False,False,45.796,"LINESTRING (19.342072 47.5989066, 19.3421663 47.59885, 19.3425186 47.5986257)",Szent Imre utca,,,,,,
225106730,residential,,False,True,59.636,"LINESTRING (19.3415937 47.5984781, 19.342072 47.5989066)",Szent Imre utca,,,,,,
73694959,residential,,False,True,76.763,"LINESTRING (19.3512667 47.6028428, 19.3516397 47.6021999)",Szent János utca,40,,,,,
47153448,residential,,False,True,87.832,"LINESTRING (19.3512667 47.6028428, 19.3514244 47.6028816, 19.351482 47.6028956, 19.3516621 47.6029393, 19.3518033 47.6029735, 19.3521782 47.6030698, 19.3523646 47.6031182)",Szabadka utca,,,,,,
258483210,residential,,False,False,67.82600000000001,"LINESTRING (19.3512667 47.6028428, 19.3511322 47.6028106, 19.3511055 47.6028043, 19.3508053 47.602733, 19.3507833 47.6027276, 19.3504132 47.6026406)",Szabadka utca,,,,,,
"[272559327, 272559325, 273729455]",residential,,False,False,135.673,"LINESTRING (19.3512667 47.6028428, 19.3511973 47.6029395, 19.3510939 47.6030835, 19.3507295 47.6033312, 19.3506309 47.6033827, 19.3505688 47.6034134, 19.3505182 47.6034415, 19.3503879 47.6035112, 19.3502304 47.6036032, 19.3501378 47.6036538, 19.3500415 47.603717)",Szent János utca,40,,,,yes,
258483210,residential,,False,True,67.826,"LINESTRING (19.3504132 47.6026406, 19.3507833 47.6027276, 19.3508053 47.602733, 19.3511055 47.6028043, 19.3511322 47.6028106, 19.3512667 47.6028428)",Szabadka utca,,,,,,
1265086210,residential,,False,True,33.848,"LINESTRING (19.3447041 47.5999805, 19.3445591 47.5998541, 19.3444335 47.5997369)",Remsey Jenő körút,,,,,,
"[478626857, 154560679]",tertiary_link,,True,False,36.152,"LINESTRING (19.3477519 47.5972882, 19.3479171 47.5972904, 19.3479638 47.5972886, 19.348014 47.5972806, 19.3482243 47.5972405)",,50,1,,,,
286335351,primary,,True,False,31.165,"LINESTRING (19.3477519 47.5972882, 19.3478415 47.5973373, 19.3478915 47.5973646, 19.3480681 47.59747)",Szabadság út,50,3,3,,,
"[272493403, 272326988, 294635149]",primary,,True,False,250.78300000000002,"LINESTRING (19.3508851 47.5991243, 19.3506368 47.5990843, 19.3505345 47.5990517, 19.3504076 47.5989924, 19.3502885 47.5989366, 19.3501385 47.5988621, 19.3494026 47.5983988, 19.3490188 47.5981513, 19.3483108 47.5977215)",Szabadság út,50,"['2', '4']",3,,,
"[286803658, 272523787, 494970908, 304679131, 304679132, 494970909]",primary,,False,True,220.288,"LINESTRING (19.3508851 47.5991243, 19.351133 47.5991773, 19.3516045 47.5992557, 19.3517235 47.5992757, 19.3521598 47.5993495, 19.3529922 47.5995101, 19.3532493 47.5995588, 19.3532877 47.5995661, 19.3533365 47.5995754, 19.353718 47.5996479)",Szabadság út,50,"['4', '3', '2']",3,,yes,
23201754,secondary_link,,False,True,9.211,"LINESTRING (19.3480681 47.59747, 19.3480106 47.5975432)",Ady Endre sétány,,4,,10,,
"[274261507, 294637389, 294637390, 294635931, 294635932, 294635933]",primary,,True,False,281.02,"LINESTRING (19.3480681 47.59747, 19.3482538 47.5975746, 19.348588 47.5977694, 19.3486604 47.5978158, 19.3492419 47.5981887, 19.3502206 47.598834, 19.3503659 47.5989101, 19.350485 47.5989643, 19.3506696 47.5990333, 19.3508851 47.5991243)",Szabadság út,50,"['1', '2', '3']",3,,,
274261508,tertiary,,False,False,28.093,"LINESTRING (19.3480681 47.59747, 19.3481246 47.5973949, 19.3481512 47.5973572, 19.3482243 47.5972405)",Ady Endre sétány,,5,,12.5,,
105195058,secondary,,False,True,7.13,"LINESTRING (19.3542999 47.5997427, 19.35426 47.5998009)",Állomás út,50,2,3104,,,
"[757870147, 163831510]",residential,,False,True,241.435,"LINESTRING (19.350801 47.5992725, 19.3506344 47.5993906, 19.3504279 47.599539, 19.3503259 47.5996123, 19.3502966 47.599635, 19.3498801 47.5999569, 19.3492454 47.6004265, 19.3491942 47.6004644, 19.3489842 47.6006176, 19.3488185 47.6007451, 19.3486387 47.6008811)",Petőfi Sándor utca,30,,,,,
293078890,residential,,False,True,12.915,"LINESTRING (19.3476955 47.6016678, 19.3476385 47.6017774)",Bajcsy-Zsilinszky Endre utca,30,,,,,
46972871,residential,,True,False,126.281,"LINESTRING (19.3476955 47.6016678, 19.3477647 47.6017852, 19.3477847 47.6018018, 19.3485049 47.6023982, 19.3487093 47.6025682)",Lumniczer Sándor utca,,,,,,
310957326,residential,,False,False,38.72,"LINESTRING (19.3476955 47.6016678, 19.3477954 47.6015207, 19.3478412 47.6014722, 19.347947 47.6013648)",Petőfi Sándor tér,30,,,,,
73695019,residential,,False,False,124.806,"LINESTRING (19.3486248 47.6057433, 19.3488932 47.6055647, 19.3490697 47.6054514, 19.3492976 47.6053185, 19.3495638 47.6051851, 19.3497053 47.6051341, 19.34983 47.6050979, 19.3499312 47.6050615)",Kör utca,,,,,,
293078889,residential,roundabout,True,False,14.164,"LINESTRING (19.3462725 47.6047352, 19.3463078 47.6047141, 19.346352 47.6047028, 19.3463992 47.6047027, 19.3464434 47.604714)",,,,,,,
293078891,residential,,False,False,212.228,"LINESTRING (19.3462725 47.6047352, 19.3462442 47.6047138, 19.3461889 47.604672, 19.3461111 47.6045906, 19.3449262 47.6030594)",Szilhát utca,,,,,,
290461506,residential,roundabout,True,False,21.117,"LINESTRING (19.3464434 47.604714, 19.3464742 47.6047314, 19.3464958 47.6047543, 19.3465061 47.6047805, 19.346504 47.6048076, 19.3464899 47.604833, 19.346465 47.6048544, 19.3464317 47.6048696)",,,,,,,
293078890,residential,,False,False,339.005,"LINESTRING (19.3464434 47.604714, 19.3464641 47.6046879, 19.3464953 47.6046485, 19.346555 47.6045644, 19.3465912 47.6044703, 19.3468393 47.6038229, 19.3474608 47.6022241, 19.347551 47.6019809, 19.3476385 47.6017774)",Bajcsy-Zsilinszky Endre utca,30,,,,,
293162159,residential,,False,False,252.47099999999995,"LINESTRING (19.3439196 47.6044242, 19.3442934 47.6045389, 19.3447107 47.604666, 19.3447834 47.6046847, 19.3448672 47.6046942, 19.3449403 47.6046955, 19.3450082 47.604684, 19.3450693 47.6046533, 19.3451147 47.6046186, 19.345149 47.6045682, 19.3451616 47.6045255, 19.3451557 47.6044758, 19.3451438 47.6044329, 19.3443192 47.6033825)",Kazinczy körút,,,,,,
293162159,residential,,False,True,84.96499999999999,"LINESTRING (19.3439196 47.6044242, 19.3438125 47.6043949, 19.3432514 47.6042466, 19.3430499 47.6041809, 19.3429648 47.6041545, 19.3428852 47.6041165)",Kazinczy körút,,,,,,
73694957,living_street,,False,False,94.159,"LINESTRING (19.3461738 47.5987006, 19.3461306 47.5989806, 19.3460099 47.5990873, 19.3459523 47.5991355, 19.3458742 47.5991889, 19.3457017 47.5993104, 19.3455725 47.5994014)",,,,,,,
73694957,living_street,,False,True,90.702,"LINESTRING (19.3461738 47.5987006, 19.3462426 47.5983404, 19.3462679 47.5981919, 19.3462559 47.5981414, 19.346109 47.598002, 19.3460233 47.5979454)",,,,,,,
107460351,living_street,,False,False,131.03199999999998,"LINESTRING (19.3461738 47.5987006, 19.3460538 47.5986884, 19.3459675 47.5986854, 19.3459202 47.5986815, 19.3458729 47.5986681, 19.3455701 47.5984843, 19.3455218 47.598454, 19.3454969 47.5984198, 19.3454887 47.5983873, 19.3454916 47.5983499, 19.3455093 47.5983137, 19.3458277 47.5980845, 19.3460233 47.5979454)",Szent István tér,,,,,,
73694938,residential,,True,False,222.252,"LINESTRING (19.3441256 47.6003138, 19.3435083 47.5997174, 19.3434268 47.599651, 19.3433266 47.5995878, 19.3426075 47.5992505, 19.3420708 47.5989453, 19.3420383 47.5989268)",Városmajor utca,30,,,,,destination
311536222,residential,,False,False,60.832,"LINESTRING (19.3441256 47.6003138, 19.3445289 47.6006889, 19.344547 47.6007057, 19.3445776 47.6007288, 19.3446094 47.6007526)",Városmajor utca,,,,,,destination
1047304877,residential,roundabout,True,False,23.227,"LINESTRING (19.3472589 47.6057649, 19.3472347 47.605773, 19.3472131 47.6057748, 19.3471941 47.6057728, 19.3471734 47.6057662, 19.3471588 47.6057573, 19.3471501 47.6057485, 19.3470591 47.6056519, 19.3470532 47.6056435)",,,,,,,
696501118,residential,roundabout,True,False,8.575000000000001,"LINESTRING (19.3472732 47.6056958, 19.3472867 47.6057162, 19.3472874 47.6057317, 19.3472823 47.6057446, 19.34727 47.6057579, 19.3472589 47.6057649)",,,,,,,
794305074,residential,,False,True,218.78199999999998,"LINESTRING (19.3472732 47.6056958, 19.3473019 47.605682, 19.3473878 47.6056407, 19.347448 47.6056122, 19.3476742 47.6054734, 19.3485147 47.6048875, 19.349343 47.6043123)",Szent János utca,40,,,,,
696501118,residential,roundabout,True,False,20.532,"LINESTRING (19.3470902 47.605582, 19.3471105 47.6055777, 19.3471373 47.6055781, 19.3471573 47.6055831, 19.3471829 47.6055988, 19.3472732 47.6056958)",,,,,,,
"[723757288, 290461503]",residential,,False,False,93.39099999999999,"LINESTRING (19.3470902 47.605582, 19.3470767 47.605565, 19.3470367 47.6055145, 19.3470238 47.6054987, 19.3465966 47.6050608, 19.3464941 47.6049401, 19.3464563 47.6048973, 19.3464317 47.6048696)",Szőlő utca,"['40', '30']",,,,,
40667176,residential,,False,True,63.19799999999999,"LINESTRING (19.3470532 47.6056435, 19.3470268 47.6056551, 19.3469359 47.605695, 19.3466635 47.6058329, 19.34658 47.6058922, 19.3464381 47.6060236)",Röges utca,40,,,,,
1044448230,residential,roundabout,True,False,8.055,"LINESTRING (19.3470532 47.6056435, 19.3470488 47.6056258, 19.3470514 47.6056135, 19.3470568 47.605604, 19.3470701 47.6055917, 19.3470902 47.605582)",,,,,,,
272523789,primary,,True,False,44.886,"LINESTRING (19.353718 47.5996479, 19.3542999 47.5997427)",Szabadság út,50,2,3,,,
"[286803658, 272523787, 494970908, 304679131, 304679132, 494970909]",primary,,False,False,220.288,"LINESTRING (19.353718 47.5996479, 19.3533365 47.5995754, 19.3532877 47.5995661, 19.3532493 47.5995588, 19.3529922 47.5995101, 19.3521598 47.5993495, 19.3517235 47.5992757, 19.3516045 47.5992557, 19.351133 47.5991773, 19.3508851 47.5991243)",Szabadság út,50,"['2', '3', '4']",3,,yes,
