osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,lanes
38795802,5205,Tatárszentgyörgyi út,secondary,False,False,23.384,"LINESTRING (19.4278277 47.1273648, 19.4277297 47.1272763, 19.4276412 47.1271971)",,
"[327832611, 202840588, 202853414, 887348727]",5,Fő utca,primary,False,False,300.031,"LINESTRING (19.4278277 47.1273648, 19.4281854 47.1271718, 19.4283371 47.1270899, 19.429131 47.1266615, 19.4303271 47.1260199, 19.4309443 47.1256963)",50,
"[171027254, 260459220, 202840590]",4607,Hunyadi utca,secondary,False,True,264.24,"LINESTRING (19.4278277 47.1273648, 19.4279375 47.1274539, 19.4281599 47.1276317, 19.428238 47.1276859, 19.4288409 47.1281018, 19.4290059 47.1282156, 19.4302513 47.1290748)",,
69910332,46309,Kossuth Lajos utca,tertiary,False,False,135.528,"LINESTRING (19.4302513 47.1290748, 19.4305582 47.1288327, 19.4308253 47.1287075, 19.4311044 47.1286022, 19.4313021 47.1285575, 19.4314671 47.1285383, 19.431768 47.1285183)",,
81891596,,Arany János utca,residential,False,False,19.134999999999998,"LINESTRING (19.4302513 47.1290748, 19.4301276 47.1291562, 19.4300686 47.1291938)",,
"[260459220, 171027254, 202840590]",4607,Hunyadi utca,secondary,False,False,264.24,"LINESTRING (19.4302513 47.1290748, 19.4290059 47.1282156, 19.4288409 47.1281018, 19.428238 47.1276859, 19.4281599 47.1276317, 19.4279375 47.1274539, 19.4278277 47.1273648)",,
202840585,4607,Bartók Béla utca,secondary,False,True,214.553,"LINESTRING (19.4302513 47.1290748, 19.43031 47.1291174, 19.4304599 47.1292646, 19.4305805 47.1294188, 19.4306564 47.1295754, 19.430704 47.1297071, 19.4307335 47.1298623, 19.4307496 47.1300009, 19.4307818 47.1301442, 19.4308198 47.130278, 19.4308998 47.1304343, 19.4309896 47.1305602, 19.4311111 47.1306881, 19.4312892 47.1308244)",,2
69910332,46309,Kossuth Lajos utca,tertiary,False,True,135.528,"LINESTRING (19.431768 47.1285183, 19.4314671 47.1285383, 19.4313021 47.1285575, 19.4311044 47.1286022, 19.4308253 47.1287075, 19.4305582 47.1288327, 19.4302513 47.1290748)",,
81824808,,Ady Endre utca,residential,False,True,92.212,"LINESTRING (19.431768 47.1285183, 19.4318619 47.1286605, 19.432014 47.128865, 19.4322758 47.1291808, 19.4323255 47.1292551)",,
"[202853408, 202853410, 202853407]",,Ady Endre utca,residential,False,False,255.565,"LINESTRING (19.431768 47.1285183, 19.4314057 47.1281625, 19.4310861 47.1277483, 19.4308435 47.1274041, 19.4307372 47.1270608, 19.4307381 47.1268115, 19.4307432 47.1264923, 19.4307937 47.126402)",,
202853421,46309,Kossuth Lajos utca,tertiary,False,False,42.699,"LINESTRING (19.431768 47.1285183, 19.4320437 47.1285, 19.432331 47.1284946)",,
