osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name
4383767,37,primary,50,roundabout,True,False,20.707,"LINESTRING (21.2077993 48.1605267, 21.2077921 48.1605636, 21.207773 48.1605986, 21.207743 48.16063, 21.2077034 48.1606563, 21.2076562 48.1606762)",,
4383767,37,primary,50,roundabout,True,False,16.312,"LINESTRING (21.2074383 48.160678, 21.2073911 48.1606592, 21.207351 48.1606341, 21.2073199 48.1606039, 21.2072992 48.1605699)",,
"[1046624468, 372426662]",3611,secondary,,,True,False,29.737,"LINESTRING (21.2074383 48.160678, 21.2072775 48.1607218, 21.2070773 48.1607935)",1,Rákóczi utca
4383767,37,primary,50,roundabout,True,False,7.116,"LINESTRING (21.2077832 48.1604639, 21.2077957 48.1604948, 21.2077993 48.1605267)",,
59601065,3712,secondary,,,False,True,78.603,"LINESTRING (21.204218 48.1675657, 21.2042419 48.1674374, 21.2042692 48.1673583, 21.2042939 48.167278, 21.2043199 48.1672076, 21.2043519 48.1671347, 21.2043783 48.1670769, 21.2044077 48.1670211, 21.2044552 48.1669398, 21.204497 48.1668876)",2,Ondi utca
102827377,,residential,,,False,False,133.663,"LINESTRING (21.204218 48.1675657, 21.2043503 48.1675884, 21.2059639 48.1678641)",,Korvin utca
4383767,37,primary,50,roundabout,True,False,8.259,"LINESTRING (21.2072992 48.1605699, 21.2072899 48.1605333, 21.2072927 48.1604962)",,
181353019,37,primary,50,,False,False,50.973,"LINESTRING (21.2065131 48.1598014, 21.2070006 48.1601245)",,Gyár utca
102827464,,residential,,,True,False,255.545,"LINESTRING (21.2065131 48.1598014, 21.2063959 48.1598734, 21.2060215 48.1601622, 21.2042548 48.1615361)",,Jókai utca
181353019,37,primary,50,,False,True,124.914,"LINESTRING (21.2065131 48.1598014, 21.2064273 48.1597436, 21.2053057 48.1590183)",,Gyár utca
225322444,,residential,,,False,False,11.787,"LINESTRING (21.2008127 48.160627, 21.2009702 48.1606411)",,Huszárvár utca
181991120,,residential,,,False,False,72.082,"LINESTRING (21.2008127 48.160627, 21.2001922 48.1605674, 21.1998474 48.1605737)",,Tatay Zoltán utca
225323381,,residential,,,False,True,138.773,"LINESTRING (21.2008127 48.160627, 21.2003936 48.1613172, 21.2001011 48.1617812)",,Deák Ferenc utca
102827365,,residential,,,False,False,88.74200000000002,"LINESTRING (21.2042548 48.1615361, 21.2043081 48.1616783, 21.2043712 48.1617258, 21.2048375 48.1619164, 21.204918 48.1619652, 21.2049697 48.162017, 21.2050179 48.1620994)",,Posta utca
225322444,,residential,,,False,True,148.831,"LINESTRING (21.2042548 48.1615361, 21.2040248 48.1613166, 21.2039673 48.1612629, 21.20391 48.1612256, 21.2038569 48.1612009, 21.2037745 48.1611683, 21.2033913 48.1610701, 21.2029507 48.1609573, 21.2027221 48.1608987, 21.2025898 48.160872)",,Huszárvár utca
102827352,,residential,,,False,False,128.455,"LINESTRING (21.203419 48.1652695, 21.2034607 48.1658193, 21.2035527 48.1664209)",,Hivatal köz
102827352,,residential,,,False,True,59.825,"LINESTRING (21.203419 48.1652695, 21.2034069 48.1650449, 21.2033788 48.1649217, 21.2033066 48.1647393)",,Hivatal köz
102827537,,residential,,,False,False,165.859,"LINESTRING (21.203419 48.1652695, 21.2021749 48.1649006, 21.2013302 48.1647488)",,Árpád utca
59601065,3712,secondary,,,False,True,44.824,"LINESTRING (21.2053907 48.1657961, 21.2056162 48.1654221)",2,Ondi utca
59601065,3712,secondary,,,False,False,138.315,"LINESTRING (21.2053907 48.1657961, 21.204664 48.1666629, 21.2045787 48.1667786, 21.204497 48.1668876)",2,Ondi utca
102827296,,residential,,,False,False,125.41499999999999,"LINESTRING (21.2053907 48.1657961, 21.2055166 48.1658348, 21.2059573 48.1659844, 21.2068814 48.1663279)",,Szabadság utca
102827365,,residential,,,False,True,88.74199999999999,"LINESTRING (21.2050179 48.1620994, 21.2049697 48.162017, 21.204918 48.1619652, 21.2048375 48.1619164, 21.2043712 48.1617258, 21.2043081 48.1616783, 21.2042548 48.1615361)",,Posta utca
181987542,,residential,,,True,False,23.314,"LINESTRING (21.2050179 48.1620994, 21.2051506 48.1621214, 21.2053273 48.1621333)",,
182734417,,residential,,,False,False,16.728,"LINESTRING (21.2050179 48.1620994, 21.2050534 48.1621628, 21.2051062 48.1622377)",,
822621164,,residential,,,False,False,92.543,"LINESTRING (21.2043609 48.1649438, 21.2040385 48.1657478)",,
102827315,,residential,,,False,False,107.794,"LINESTRING (21.2043609 48.1649438, 21.2047188 48.1651229, 21.2047912 48.1651627, 21.2048892 48.1651968, 21.2056162 48.1654221)",,Kossuth Lajos köz
102827315,,residential,,,False,True,81.537,"LINESTRING (21.2043609 48.1649438, 21.2042245 48.1649041, 21.2033066 48.1647393)",,Kossuth Lajos köz
59601065,3712,secondary,,,False,False,71.63,"LINESTRING (21.2059284 48.1630936, 21.2060604 48.1631966, 21.2061712 48.1632679, 21.206273 48.1633229, 21.2064201 48.1633969, 21.2064746 48.1634293, 21.20656 48.1634852, 21.2066204 48.163539)",2,Ondi utca
59601065,3712,secondary,,,False,True,85.696,"LINESTRING (21.2059284 48.1630936, 21.2055352 48.1626412, 21.205317 48.1624407)",2,Ondi utca
102827504,,residential,,,False,False,164.152,"LINESTRING (21.2059284 48.1630936, 21.2060725 48.1630055, 21.2061293 48.1629157, 21.206207 48.1627034, 21.2062816 48.1624752, 21.2064826 48.1620501, 21.2065519 48.1617026)",,Zrínyi utca
102827588,,residential,,,False,True,92.139,"LINESTRING (21.2025898 48.160872, 21.2029531 48.1600796)",,Bástya utca
225322444,,residential,,,False,False,148.831,"LINESTRING (21.2025898 48.160872, 21.2027221 48.1608987, 21.2029507 48.1609573, 21.2033913 48.1610701, 21.2037745 48.1611683, 21.2038569 48.1612009, 21.20391 48.1612256, 21.2039673 48.1612629, 21.2040248 48.1613166, 21.2042548 48.1615361)",,Huszárvár utca
225322444,,residential,,,False,True,125.189,"LINESTRING (21.2025898 48.160872, 21.2025194 48.1608663, 21.2024707 48.1608655, 21.2019972 48.1608841, 21.2018266 48.1608683, 21.2009702 48.1606411)",,Huszárvár utca
225901818,,residential,,,False,True,105.5,"LINESTRING (21.2048067 48.1643189, 21.2034251 48.1640931)",,Kossuth Lajos utca
1001844448,,residential,,,False,False,20.127,"LINESTRING (21.2048067 48.1643189, 21.2048875 48.1641461)",,
225901818,,residential,,,False,False,55.515,"LINESTRING (21.2048067 48.1643189, 21.2052698 48.164426, 21.2055149 48.1644805)",,Kossuth Lajos utca
102827575,,residential,,,False,True,204.23700000000005,"LINESTRING (21.2041103 48.1625482, 21.2039948 48.1634684, 21.2040313 48.1635213, 21.2042196 48.1637282, 21.2045156 48.1639438, 21.2046247 48.1640125, 21.2047318 48.1640733, 21.2048875 48.1641461)",,Béke utca
207836217,3611,secondary,,,False,False,55.058,"LINESTRING (21.2041103 48.1625482, 21.2047336 48.1623629, 21.2047883 48.1623466)",,Rákóczi utca
"[207836217, 207836219]",3611,secondary,,,False,True,311.967,"LINESTRING (21.2041103 48.1625482, 21.203763 48.1626456, 21.2026021 48.1629593, 21.2021674 48.1630348, 21.2019128 48.1630297, 21.2016967 48.1630081, 21.2015531 48.1629937, 21.2011776 48.1629758, 21.2009604 48.1629883, 21.2007494 48.1630204, 21.2000873 48.1631686)",,Rákóczi utca
102827352,,residential,,,False,True,128.455,"LINESTRING (21.2035527 48.1664209, 21.2034607 48.1658193, 21.203419 48.1652695)",,Hivatal köz
102827513,,residential,,,False,False,87.175,"LINESTRING (21.2035527 48.1664209, 21.2038322 48.1665521, 21.204497 48.1668876)",,Hegy utca
59601065,3712,secondary,,,False,False,78.60300000000001,"LINESTRING (21.204497 48.1668876, 21.2044552 48.1669398, 21.2044077 48.1670211, 21.2043783 48.1670769, 21.2043519 48.1671347, 21.2043199 48.1672076, 21.2042939 48.167278, 21.2042692 48.1673583, 21.2042419 48.1674374, 21.204218 48.1675657)",2,Ondi utca
59601065,3712,secondary,,,False,True,138.315,"LINESTRING (21.204497 48.1668876, 21.2045787 48.1667786, 21.204664 48.1666629, 21.2053907 48.1657961)",2,Ondi utca
102827513,,residential,,,False,True,87.175,"LINESTRING (21.204497 48.1668876, 21.2038322 48.1665521, 21.2035527 48.1664209)",,Hegy utca
102827296,,residential,,,False,True,125.41499999999999,"LINESTRING (21.2068814 48.1663279, 21.2059573 48.1659844, 21.2055166 48.1658348, 21.2053907 48.1657961)",,Szabadság utca
102827406,,residential,,,False,True,184.054,"LINESTRING (21.2068814 48.1663279, 21.2062421 48.1673206, 21.2061434 48.1674822, 21.2060562 48.167652, 21.2059639 48.1678641)",,Kölcsey Ferenc utca
1001844435,,residential,,,True,False,53.202,"LINESTRING (21.2066204 48.163539, 21.2073334 48.1635914)",,Magyar utca
59601065,3712,secondary,,,False,False,29.464,"LINESTRING (21.2066204 48.163539, 21.2066827 48.1636116, 21.2067042 48.1636493, 21.2067365 48.1637126, 21.2067468 48.1637864)",2,Ondi utca
59601065,3712,secondary,,,False,True,71.63,"LINESTRING (21.2066204 48.163539, 21.20656 48.1634852, 21.2064746 48.1634293, 21.2064201 48.1633969, 21.206273 48.1633229, 21.2061712 48.1632679, 21.2060604 48.1631966, 21.2059284 48.1630936)",2,Ondi utca
1167183857,3611,secondary,,,False,False,7.364,"LINESTRING (21.2053273 48.1621333, 21.2054023 48.1620899)",,Rákóczi utca
"[207836217, 1167183858]",3611,secondary,,,False,True,20.116,"LINESTRING (21.2053273 48.1621333, 21.2052652 48.1621675, 21.20519 48.1622007, 21.2051062 48.1622377)",,Rákóczi utca
59601065,3712,secondary,,,False,False,44.824,"LINESTRING (21.2056162 48.1654221, 21.2053907 48.1657961)",2,Ondi utca
59601065,3712,secondary,,,False,True,83.699,"LINESTRING (21.2056162 48.1654221, 21.2060757 48.1647346)",2,Ondi utca
102827315,,residential,,,False,True,107.794,"LINESTRING (21.2056162 48.1654221, 21.2048892 48.1651968, 21.2047912 48.1651627, 21.2047188 48.1651229, 21.2043609 48.1649438)",,Kossuth Lajos köz
102827276,,residential,,,False,True,27.072,"LINESTRING (21.2076491 48.1634692, 21.2073334 48.1635914)",,Magyar utca
1001844448,,residential,,,False,True,20.127,"LINESTRING (21.2048875 48.1641461, 21.2048067 48.1643189)",,
102827575,,residential,,,False,False,204.237,"LINESTRING (21.2048875 48.1641461, 21.2047318 48.1640733, 21.2046247 48.1640125, 21.2045156 48.1639438, 21.2042196 48.1637282, 21.2040313 48.1635213, 21.2039948 48.1634684, 21.2041103 48.1625482)",,Béke utca
102827575,,residential,,,False,True,59.56999999999999,"LINESTRING (21.2048875 48.1641461, 21.2053703 48.1643992, 21.2055149 48.1644805)",,Béke utca
182734417,,residential,,,False,True,16.728,"LINESTRING (21.2051062 48.1622377, 21.2050534 48.1621628, 21.2050179 48.1620994)",,
