osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,ref,width
19801026,Dózsa György út,tertiary,50,False,False,48.836,"LINESTRING (18.8288985 47.4779255, 18.8290749 47.478, 18.8290917 47.4780071, 18.8294496 47.4781582)",,,,
"[103012657, 28704755, 103012617]",Öntöde utca,tertiary,30,False,False,42.928,"LINESTRING (18.8288985 47.4779255, 18.8288635 47.47791, 18.8288397 47.4778994, 18.8287751 47.4778708, 18.8285455 47.4777323, 18.8284747 47.4776703)",yes,,,
199165082,Fő utca,tertiary,,False,True,75.23,"LINESTRING (18.8288985 47.4779255, 18.8289218 47.4777931, 18.8290392 47.4772557)",,2,81106,
335120865,Öntöde utca,tertiary,,False,False,17.874,"LINESTRING (18.8284747 47.4776703, 18.8283573 47.4775305)",,,,
"[103012617, 28704755, 103012657]",Öntöde utca,tertiary,30,False,True,42.928000000000004,"LINESTRING (18.8284747 47.4776703, 18.8285455 47.4777323, 18.8287751 47.4778708, 18.8288397 47.4778994, 18.8288635 47.47791, 18.8288985 47.4779255)",yes,,,
335120865,Öntöde utca,tertiary,,False,True,17.874,"LINESTRING (18.8283573 47.4775305, 18.8284747 47.4776703)",,,,
"[335120856, 77008122, 1096916602]",Fő utca,residential,,False,False,262.351,"LINESTRING (18.8283573 47.4775305, 18.828431 47.4774691, 18.8285241 47.4773916, 18.8285876 47.4772672, 18.8285308 47.4769542, 18.8286134 47.4758879, 18.8287153 47.4752257)",,,,
335120866,Öntöde utca,tertiary,30,False,False,177.458,"LINESTRING (18.8283573 47.4775305, 18.8282502 47.4774356, 18.828108 47.477381, 18.8276419 47.477282, 18.8261527 47.4770375)",,,,
879596721,Szent László utca,residential,,False,False,59.885,"LINESTRING (18.8261527 47.4770375, 18.8260002 47.4775661)",,,,
335120866,Öntöde utca,tertiary,30,False,True,177.458,"LINESTRING (18.8261527 47.4770375, 18.8276419 47.477282, 18.828108 47.477381, 18.8282502 47.4774356, 18.8283573 47.4775305)",,,,
695968054,Szent László utca,tertiary,30,False,True,79.19,"LINESTRING (18.8261527 47.4770375, 18.8261603 47.4770011, 18.8263108 47.4763334)",,,,
837546105,Szent László utca,tertiary,50,False,False,149.095,"LINESTRING (18.8270879 47.4732269, 18.826808 47.4741421, 18.8267456 47.4745462)",,2,,
837546105,Szent László utca,tertiary,50,False,True,61.90899999999999,"LINESTRING (18.8270879 47.4732269, 18.8271762 47.4729021, 18.8271873 47.4726757)",,2,,
