osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,width,junction
231895785,False,5,1,Ady Endre utca,primary,50,True,29.041,"LINESTRING (18.3249264 47.6513854, 18.3247008 47.6515978)",,,
25443635,True,,1128,Agostyáni út,secondary,,False,88.994,"LINESTRING (18.3249264 47.6513854, 18.3250085 47.651467, 18.3250871 47.6515145, 18.3257036 47.651853, 18.3258156 47.6519105)",,,
"[117503745, 615842126]",False,"['4', '5']",1,Ady Endre utca,primary,50,False,57.881,"LINESTRING (18.3249264 47.6513854, 18.3251278 47.6512037, 18.3253891 47.6509685)",,,
256447245,True,1,,,secondary_link,50,False,118.822,"LINESTRING (18.3227851 47.6526698, 18.3232754 47.6527068, 18.3235102 47.6527072, 18.3237033 47.6526672, 18.3238701 47.6525971, 18.3241401 47.6523466)",,,
301642396,True,1,8119,Május 1. út,secondary,50,False,69.59299999999999,"LINESTRING (18.3227851 47.6526698, 18.3235321 47.6527861, 18.3236944 47.6527821)",,,
60686902,False,,,Tópart utca,residential,,False,145.793,"LINESTRING (18.3255334 47.648587, 18.3267301 47.647832, 18.326954 47.6476908)",,,
"[69475331, 334970556, 334970557]",False,,,Tópart utca,residential,,False,17.242,"LINESTRING (18.3255334 47.648587, 18.3256037 47.6486156, 18.3256442 47.6486324, 18.325666 47.6486414, 18.3256694 47.6486425, 18.3256723 47.6486431, 18.3256759 47.6486436, 18.3256789 47.6486438, 18.3256852 47.6486438, 18.3256915 47.6486432, 18.3257038 47.6486415, 18.3257191 47.6486385, 18.325738 47.6486336)",yes,,
"[236656566, 308661758]",False,,,Tópart utca,residential,30,True,233.061,"LINESTRING (18.3255334 47.648587, 18.3253737 47.6486804, 18.3252838 47.6487242, 18.3251906 47.648764, 18.32485 47.6489013, 18.3247561 47.6489451, 18.3246937 47.648979, 18.3246306 47.6490165, 18.324569 47.6490711, 18.3238982 47.6497808, 18.3237758 47.6499101, 18.3235874 47.6501665)",,,
280667689,False,,,Tópart utca,residential,,True,82.82,"LINESTRING (18.325738 47.6486336, 18.3257528 47.6487208, 18.3254685 47.648893, 18.3253601 47.6490608, 18.325223 47.6492566)",,3,
"[69475331, 334970556, 334970557]",False,,,Tópart utca,residential,,True,17.242,"LINESTRING (18.325738 47.6486336, 18.3257191 47.6486385, 18.3257038 47.6486415, 18.3256915 47.6486432, 18.3256852 47.6486438, 18.3256789 47.6486438, 18.3256759 47.6486436, 18.3256723 47.6486431, 18.3256694 47.6486425, 18.325666 47.6486414, 18.3256442 47.6486324, 18.3256037 47.6486156, 18.3255334 47.648587)",yes,,
862823256,False,,,Tópart utca,residential,,False,160.571,"LINESTRING (18.325738 47.6486336, 18.3262048 47.6484882, 18.3262211 47.6484852, 18.3262363 47.6484834, 18.3262493 47.6484826, 18.3262581 47.6484823, 18.3262669 47.6484827, 18.3262742 47.6484835, 18.3262911 47.6484867, 18.3263375 47.6484969, 18.3264026 47.6485171, 18.3264877 47.6485545, 18.3273469 47.649026, 18.3275156 47.6491114)",,,
125349955,True,2,1,Somogyi Béla utca,primary,40,False,67.24199999999999,"LINESTRING (18.3247308 47.6529616, 18.3251097 47.6529688, 18.3253946 47.6529602, 18.3255307 47.6529718, 18.3256188 47.652998)",,,
"[69433341, 612007463]",True,1,1,,primary,"['40', '50']",False,91.706,"LINESTRING (18.3241401 47.6523466, 18.3241682 47.652642, 18.3241725 47.6526888, 18.324195 47.6527301, 18.3243192 47.6528292, 18.3245901 47.6529286, 18.3247308 47.6529616)",,,
"[231895784, 125349954]",False,4,1,Ady Endre utca,primary,50,False,64.655,"LINESTRING (18.3241401 47.6523466, 18.3243186 47.6520744, 18.3244864 47.651814)",,,
301642395,True,1,1,,primary_link,50,False,47.186,"LINESTRING (18.3241401 47.6523466, 18.3240482 47.6526401, 18.3240079 47.6527615)",,,
827694353,False,4,1,Ady Endre utca,primary,50,False,32.536,"LINESTRING (18.3275156 47.6491114, 18.3277947 47.6488872)",,,
"[827694353, 234499170, 117503740]",False,4,1,Ady Endre utca,primary,50,True,260.842,"LINESTRING (18.3275156 47.6491114, 18.327196 47.6493957, 18.3269982 47.649571, 18.3268376 47.6497134, 18.3267234 47.6498105, 18.3266147 47.6499013, 18.3264389 47.6500485, 18.3264012 47.6500857, 18.3260718 47.6503658, 18.3256652 47.6507126, 18.3256156 47.6507571, 18.3253891 47.6509685)",,,
862823256,False,,,Tópart utca,residential,,True,160.57100000000003,"LINESTRING (18.3275156 47.6491114, 18.3273469 47.649026, 18.3264877 47.6485545, 18.3264026 47.6485171, 18.3263375 47.6484969, 18.3262911 47.6484867, 18.3262742 47.6484835, 18.3262669 47.6484827, 18.3262581 47.6484823, 18.3262493 47.6484826, 18.3262363 47.6484834, 18.3262211 47.6484852, 18.3262048 47.6484882, 18.325738 47.6486336)",,,
"[827694353, 234499170, 117503740]",False,4,1,Ady Endre utca,primary,50,False,260.842,"LINESTRING (18.3253891 47.6509685, 18.3256156 47.6507571, 18.3256652 47.6507126, 18.3260718 47.6503658, 18.3264012 47.6500857, 18.3264389 47.6500485, 18.3266147 47.6499013, 18.3267234 47.6498105, 18.3268376 47.6497134, 18.3269982 47.649571, 18.327196 47.6493957, 18.3275156 47.6491114)",,,
"[117503745, 615842126]",False,"['4', '5']",1,Ady Endre utca,primary,50,True,57.881,"LINESTRING (18.3253891 47.6509685, 18.3251278 47.6512037, 18.3249264 47.6513854)",,,
236656566,False,,,Tópart utca,residential,30,False,32.136,"LINESTRING (18.3235382 47.6504536, 18.3235874 47.6501665)",,,
"[327027758, 487664691, 327027757, 335668254]",True,,,Alkotmány utca,residential,30,False,69.54799999999999,"LINESTRING (18.3235382 47.6504536, 18.3239735 47.6504177, 18.3240031 47.6504189, 18.3241925 47.6504422, 18.3242516 47.6504505, 18.324457 47.6504697)",yes,,
487664692,False,,,Alkotmány utca,residential,30,True,45.06,"LINESTRING (18.3235382 47.6504536, 18.3232763 47.6504489, 18.3229445 47.6504003)",,,
236656566,False,,,Tópart utca,residential,30,True,32.136,"LINESTRING (18.3235874 47.6501665, 18.3235382 47.6504536)",,,
"[308661758, 236656566]",False,,,Tópart utca,residential,30,False,233.06100000000004,"LINESTRING (18.3235874 47.6501665, 18.3237758 47.6499101, 18.3238982 47.6497808, 18.324569 47.6490711, 18.3246306 47.6490165, 18.3246937 47.648979, 18.3247561 47.6489451, 18.32485 47.6489013, 18.3251906 47.648764, 18.3252838 47.6487242, 18.3253737 47.6486804, 18.3255334 47.648587)",,,
60686902,False,,,Tópart utca,residential,,True,145.793,"LINESTRING (18.326954 47.6476908, 18.3267301 47.647832, 18.3255334 47.648587)",,,
"[487154747, 75868773]",False,,,Kodály Zoltán tér,residential,,False,65.45,"LINESTRING (18.326954 47.6476908, 18.3273653 47.6479882, 18.3273913 47.6480094, 18.3275375 47.6481286)",,,
231895785,False,5,1,Ady Endre utca,primary,50,False,29.041,"LINESTRING (18.3247008 47.6515978, 18.3249264 47.6513854)",,,
231895783,False,4,1,Ady Endre utca,primary,50,True,28.967,"LINESTRING (18.3247008 47.6515978, 18.3245944 47.6516906, 18.3244864 47.651814)",,,
"[117503752, 827726413]",False,,,Bartók Béla utca,residential,,True,135.70499999999998,"LINESTRING (18.3247008 47.6515978, 18.3243916 47.6514387, 18.324304 47.6513923, 18.3239414 47.6512012, 18.3238547 47.6511559, 18.3237295 47.6510831, 18.3232898 47.6508328)",,,
40976605,True,,,Alkotmány utca,residential,30,False,45.257,"LINESTRING (18.3223528 47.650318, 18.3229445 47.6504003)",,,
334901598,False,,,Bartók Béla utca,residential,30,True,11.398,"LINESTRING (18.3223528 47.650318, 18.3222194 47.6502687)",,,
117503752,False,,,Bartók Béla utca,residential,,False,37.827,"LINESTRING (18.3223528 47.650318, 18.3224926 47.6503938, 18.3227463 47.6505312)",,,
256447246,True,,,,secondary_link,50,False,15.258,"LINESTRING (18.3244313 47.6533227, 18.3242611 47.6532473)",,,
334471057,True,1,1,Almási utca,primary,50,False,55.622,"LINESTRING (18.3244313 47.6533227, 18.3242698 47.6531683, 18.3240822 47.6530483, 18.3239291 47.652958)",,,
334471064,False,,,Bacsó Béla utca,residential,,True,83.87,"LINESTRING (18.3293842 47.6547926, 18.3285043 47.6552591)",,,
900360126,False,,1128,Agostyáni út,secondary,,True,42.145,"LINESTRING (18.3293842 47.6547926, 18.3291448 47.6544496)",,,
117503736,False,,1128,Agostyáni út,secondary,,False,112.09400000000001,"LINESTRING (18.3293842 47.6547926, 18.329871 47.6553527, 18.3301989 47.6556358)",,,
265073493,True,1,1,,primary,50,False,17.493000000000002,"LINESTRING (18.3239291 47.652958, 18.3238721 47.6529664, 18.323814 47.6529626, 18.3237604 47.6529469, 18.3237166 47.6529209)",,,roundabout
334471030,True,1,1,,primary,50,False,4.893,"LINESTRING (18.3240079 47.6527615, 18.324039 47.6528002)",,,roundabout
73553752,False,,,Révai utca,residential,,False,100.862,"LINESTRING (18.3301989 47.6556358, 18.3310121 47.6549128)",,,
117503736,False,,1128,Agostyáni út,secondary,,True,112.09400000000001,"LINESTRING (18.3301989 47.6556358, 18.329871 47.6553527, 18.3293842 47.6547926)",,,
