osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,junction,bridge
27016492,Jókai Mór utca,residential,30,False,False,364.707,"LINESTRING (17.4725684 47.3253323, 17.4713476 47.3265656, 17.4698723 47.3280559)",,,,,
27016492,Jókai Mór utca,residential,30,False,True,61.608000000000004,"LINESTRING (17.4725684 47.3253323, 17.4725893 47.3253121, 17.4730382 47.3248789)",,,,,
111652807,Szalmavári utca,residential,,False,False,189.75099999999998,"LINESTRING (17.4725684 47.3253323, 17.4732001 47.3256406, 17.4738153 47.3259346, 17.4746615 47.3262782)",,,,,
28429199,Kmety György utca,residential,,False,False,63.63,"LINESTRING (17.4658052 47.3238763, 17.4662155 47.3233762)",,,,,
28429203,Kapossy Lucián utca,residential,,False,False,145.416,"LINESTRING (17.4658052 47.3238763, 17.4642558 47.3230971)",,,,,
"[28429855, 28429199]","['Kmety György utca', 'Világos utca']",residential,,False,"[False, True]",150.906,"LINESTRING (17.4658052 47.3238763, 17.4654145 47.3242491, 17.4663439 47.3248916)",,,,,
28429199,Kmety György utca,residential,,False,True,138.563,"LINESTRING (17.4670692 47.3222726, 17.4662155 47.3233762)",,,,,
28429645,Szladik János utca,residential,,False,True,115.494,"LINESTRING (17.4670692 47.3222726, 17.4656397 47.3218987)",,,,,
28429645,Szladik János utca,residential,,False,False,162.319,"LINESTRING (17.4670692 47.3222726, 17.4678707 47.3225905, 17.4680668 47.3226814, 17.4684817 47.322912, 17.4686303 47.3229876, 17.4688629 47.3230736)",,,,,
28429202,Rohonczy János utca,residential,,False,False,169.229,"LINESTRING (17.4642558 47.3230971, 17.4656397 47.3218987)",,,,,
28429203,Kapossy Lucián utca,residential,,False,True,145.416,"LINESTRING (17.4642558 47.3230971, 17.4658052 47.3238763)",,,,,
28429202,Rohonczy János utca,residential,,False,True,169.229,"LINESTRING (17.4656397 47.3218987, 17.4642558 47.3230971)",,,,,
28429645,Szladik János utca,residential,,False,False,115.494,"LINESTRING (17.4656397 47.3218987, 17.4670692 47.3222726)",,,,,
28429382,Czuczor Gergely utca,residential,,False,False,15.445,"LINESTRING (17.4674921 47.3244893, 17.4674748 47.3243509)",,,,,
28429382,Czuczor Gergely utca,residential,,False,True,66.204,"LINESTRING (17.4674921 47.3244893, 17.4676272 47.3245031, 17.4683379 47.324647)",,,,,
29553702,Korona utca,residential,,False,True,97.43299999999999,"LINESTRING (17.4674921 47.3244893, 17.4673484 47.3245345, 17.4663439 47.3248916)",,,,,
28429382,Czuczor Gergely utca,residential,,False,False,144.07,"LINESTRING (17.4674748 47.3243509, 17.4662155 47.3233762)",,,,,
28429382,Czuczor Gergely utca,residential,,False,True,15.445,"LINESTRING (17.4674748 47.3243509, 17.4674921 47.3244893)",,,,,
213821773,Mohács utca,residential,,False,False,176.406,"LINESTRING (17.4674748 47.3243509, 17.4688629 47.3230736)",,,,,
213821773,Mohács utca,residential,,False,True,176.406,"LINESTRING (17.4688629 47.3230736, 17.4674748 47.3243509)",,,,,
28429645,Szladik János utca,residential,,False,False,174.86100000000002,"LINESTRING (17.4688629 47.3230736, 17.4690302 47.3230979, 17.4695345 47.3232326, 17.469568 47.3232833, 17.4695438 47.3233679, 17.4693522 47.3238463, 17.4693295 47.323957, 17.4693259 47.3240415, 17.4693436 47.3241264, 17.4693663 47.3241723, 17.4694784 47.3242668)",,,,,
28429645,Szladik János utca,residential,,False,True,162.319,"LINESTRING (17.4688629 47.3230736, 17.4686303 47.3229876, 17.4684817 47.322912, 17.4680668 47.3226814, 17.4678707 47.3225905, 17.4670692 47.3222726)",,,,,
213821773,Mohács utca,residential,,False,False,104.078,"LINESTRING (17.4688629 47.3230736, 17.4695639 47.3224742, 17.4696349 47.3223735, 17.4695969 47.3223199)",,,,,
