osmid,name,highway,oneway,reversed,length,bridge,geometry,ref,maxspeed,junction
"[357014568, 290896157, 290896167]",Velence telep,tertiary,False,True,90.864,yes,"LINESTRING (20.2938047 48.2227508, 20.293739 48.2228117, 20.2936581 48.2228935, 20.2931334 48.2234346)",,,
"[1022844993, 356865177, 723789058]",,tertiary,True,False,174.24400000000003,,"LINESTRING (20.2938047 48.2227508, 20.2940123 48.2227008, 20.294084 48.2226929, 20.29416 48.2226907, 20.2942254 48.2226956, 20.2947142 48.222805, 20.2949062 48.222848, 20.2957329 48.2230315, 20.295857 48.2230868, 20.2960057 48.2231518)",25307,,
"[1022844992, 545853276]",Volny József út,primary,False,False,170.564,,"LINESTRING (20.2938047 48.2227508, 20.2946883 48.2229916, 20.2948984 48.223044, 20.2950534 48.223078, 20.2951681 48.2230974, 20.295302 48.2231116, 20.2955186 48.223124, 20.2958944 48.2231454, 20.2960057 48.2231518)",25,50,
723789057,Volny József út,primary,False,True,231.83700000000002,,"LINESTRING (20.2938047 48.2227508, 20.29363 48.2227053, 20.2926978 48.2224622, 20.2923757 48.222389, 20.2915673 48.222247, 20.2908233 48.22213)",25,50,
"[357014560, 290896169, 290896165]",Baross Gábor utca,residential,False,True,89.56599999999999,yes,"LINESTRING (20.2908233 48.22213, 20.2907908 48.222185, 20.290739 48.2222727, 20.2906746 48.2223821, 20.2904105 48.2228237, 20.2903798 48.2228793)",,,
545853275,Volny József út,primary,False,True,137.64999999999998,,"LINESTRING (20.2908233 48.22213, 20.2904543 48.2220828, 20.2900667 48.2220427, 20.2898458 48.2220306, 20.2896329 48.2220256, 20.2889776 48.2220327)",25,50,
723789057,Volny József út,primary,False,False,231.837,,"LINESTRING (20.2908233 48.22213, 20.2915673 48.222247, 20.2923757 48.222389, 20.2926978 48.2224622, 20.29363 48.2227053, 20.2938047 48.2227508)",25,50,
547336053,Volny József út,primary,False,True,26.088,,"LINESTRING (20.2889776 48.2220327, 20.2886257 48.2220414)",25,50,
545853275,Volny József út,primary,False,False,137.64999999999998,,"LINESTRING (20.2889776 48.2220327, 20.2896329 48.2220256, 20.2898458 48.2220306, 20.2900667 48.2220427, 20.2904543 48.2220828, 20.2908233 48.22213)",25,50,
"[546037325, 202382949]","['Volny József út', 'Jászi Oszkár út']",secondary,False,"[False, True]",138.652,,"LINESTRING (20.288414 48.221514, 20.287187 48.2209169, 20.2871334 48.2208839, 20.2871084 48.2208625, 20.2870748 48.2208308, 20.287051 48.2207783, 20.2870516 48.2207131)",2508,50,
251564457,Volny József út,secondary,True,False,53.489999999999995,,"LINESTRING (20.288414 48.221514, 20.288521 48.2215494, 20.2886483 48.2216014, 20.2887064 48.2216368, 20.2887339 48.2216634, 20.2887476 48.2216945, 20.2887679 48.2218788)",,50,
