osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,junction
73811182,True,1,Iskola köz,residential,10,False,118.421,,"LINESTRING (19.4733133 47.6525001, 19.4741145 47.6534182)",
"[1030246387, 220301255]",False,2,Deák Ferenc utca,secondary,50,False,70.691,2108,"LINESTRING (19.4733133 47.6525001, 19.4736404 47.6523948, 19.4741668 47.6522288)",
220301255,False,2,Deák Ferenc utca,secondary,50,True,163.304,2108,"LINESTRING (19.4733133 47.6525001, 19.4718419 47.6529736, 19.4715741 47.6530638, 19.4714768 47.6531112, 19.4713851 47.6531733)",
73811197,False,,Berkes utca,residential,,True,55.988,,"LINESTRING (19.4713851 47.6531733, 19.4712442 47.6531307, 19.4709706 47.6530783, 19.4708338 47.6530702, 19.4706627 47.6530753)",
220301255,False,2,Deák Ferenc utca,secondary,50,False,163.304,2108,"LINESTRING (19.4713851 47.6531733, 19.4714768 47.6531112, 19.4715741 47.6530638, 19.4718419 47.6529736, 19.4733133 47.6525001)",
572011418,False,,Széchenyi út,secondary,,True,148.47400000000002,2108,"LINESTRING (19.4713851 47.6531733, 19.4713163 47.6532393, 19.4712643 47.6533068, 19.4712264 47.6533826, 19.4711642 47.6535752, 19.4711081 47.6539921, 19.4710363 47.6543286, 19.4710042 47.6544152, 19.4709721 47.6544643)",
1030246388,True,1,Kossuth Lajos utca,primary,50,False,25.381999999999998,3,"LINESTRING (19.4746232 47.6520824, 19.4747656 47.6521135, 19.4749537 47.652127)",
1220473914,True,1,,primary,,False,7.776,3,"LINESTRING (19.4746232 47.6520824, 19.4746339 47.6521045, 19.4746328 47.6521278, 19.4746199 47.6521495)",roundabout
220301413,False,,Csendes utca,residential,,False,230.8,,"LINESTRING (19.4683759 47.655344, 19.4681839 47.6532724)",
572011418,False,,Széchenyi út,secondary,,False,10.352,2108,"LINESTRING (19.4683759 47.655344, 19.4685139 47.6553388)",
73811183,False,,Malom köz,residential,,False,93.60300000000001,,"LINESTRING (19.4728583 47.6503591, 19.4729099 47.6502917, 19.4733015 47.6497806, 19.4735846 47.6497755)",
"[273452387, 1030246396, 1030246397]",False,"['2', '3']",Pesti út,primary,50,False,271.176,3,"LINESTRING (19.4728583 47.6503591, 19.4727278 47.6502754, 19.4716362 47.6497392, 19.4707146 47.6493018, 19.470047 47.6489849, 19.4699285 47.6489287)",
"[1030246394, 273452387, 1158989955]",False,"['2', '3']",Pesti út,primary,50,True,180.59499999999997,3,"LINESTRING (19.4728583 47.6503591, 19.472967 47.6504353, 19.4730586 47.6505104, 19.4735166 47.6510253, 19.4736379 47.6511676, 19.4739317 47.6515308, 19.4741067 47.6517436)",
55717494,False,,Mély út,residential,,False,278.27799999999996,,"LINESTRING (19.4752524 47.6542375, 19.4754458 47.6544907, 19.4755602 47.6546762, 19.4755951 47.6548404, 19.4755971 47.6550068, 19.4755713 47.6551315, 19.4755317 47.6552634, 19.4754594 47.6554009, 19.4752352 47.6556346, 19.4749811 47.6558547, 19.4746761 47.6560573, 19.474269 47.6563921)",
55717494,False,,Mély út,residential,,True,30.451999999999998,,"LINESTRING (19.4752524 47.6542375, 19.4750891 47.6540373, 19.4750555 47.6539979)",
