osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,junction,bridge
291188535,True,1,residential,False,36.113,"LINESTRING (21.535421 47.222808, 21.5353771 47.2227378, 21.5353128 47.2226711, 21.535233 47.2226147, 21.5351185 47.2225683)",,,,,
668608427,False,4,primary,False,26.9,"LINESTRING (21.535421 47.222808, 21.5354882 47.2226931, 21.5355658 47.2225872)",47,Kálvin tér,50,,
"[336828706, 1157130767]",False,4,primary,True,108.516,"LINESTRING (21.535421 47.222808, 21.5352807 47.2231382, 21.5352504 47.2233204, 21.535242 47.2235785, 21.5352396 47.2237692)",47,Kálvin tér,50,,
"[23560088, 1157130759]",False,3,primary,False,216.999,"LINESTRING (21.5331896 47.2280233, 21.5335518 47.2275686, 21.5339473 47.2271131, 21.5342441 47.2268425, 21.5345588 47.2265786, 21.5347665 47.2263985)",47,Kossuth utca,50,,
23560088,False,,primary,True,55.331,"LINESTRING (21.5331896 47.2280233, 21.5331521 47.228083, 21.5330321 47.2282844, 21.5329323 47.2284889)",47,Kossuth utca,50,,
219004033,False,,residential,True,103.06,"LINESTRING (21.5331896 47.2280233, 21.5329267 47.2279032, 21.532886 47.2278368, 21.5328669 47.2277547, 21.5328851 47.2271982)",,Vass Jenő utca,,,
219003976,False,2,residential,False,89.312,"LINESTRING (21.5351829 47.2202409, 21.5350486 47.2202455, 21.5347497 47.2202556, 21.5343861 47.2203061, 21.5340226 47.2203759)",,Bocskai utca,,,
219003976,False,2,residential,True,30.348999999999997,"LINESTRING (21.5351829 47.2202409, 21.5352707 47.2202426, 21.5355452 47.2202556, 21.5355835 47.2202601)",,Bocskai utca,,,
219004013,False,,residential,False,82.245,"LINESTRING (21.5351829 47.2202409, 21.5352032 47.2203598, 21.5352514 47.2206415, 21.5353086 47.2209756)",,Mártírok utca,,,
219003976,False,2,residential,False,6.4,"LINESTRING (21.5340226 47.2203759, 21.5339446 47.2203984)",,Bocskai utca,,,
219003976,False,2,residential,True,89.312,"LINESTRING (21.5340226 47.2203759, 21.5343861 47.2203061, 21.5347497 47.2202556, 21.5350486 47.2202455, 21.5351829 47.2202409)",,Bocskai utca,,,
219003976,False,2,residential,False,74.931,"LINESTRING (21.5365555 47.2203937, 21.5364005 47.2203687, 21.5361135 47.2203223, 21.5355835 47.2202601)",,Bocskai utca,,,
"[338325280, 1157673960, 1157130764, 1157130765, 219004050]",False,4,primary,True,257.26,"LINESTRING (21.5365555 47.2203937, 21.5365387 47.2204682, 21.5364967 47.2206539, 21.5364757 47.2207919, 21.5364211 47.2210491, 21.5364155 47.2210673, 21.5363722 47.2212086, 21.5363346 47.2212905, 21.5362994 47.2213637, 21.5362501 47.2214426, 21.5361941 47.2215115, 21.5359363 47.2218452, 21.5358464 47.2220137, 21.535772 47.2221922, 21.5357209 47.2223084, 21.5356413 47.2224805, 21.5355658 47.2225872)",47,Dózsa György utca,50,,
219003976,False,2,residential,True,6.4,"LINESTRING (21.5339446 47.2203984, 21.5340226 47.2203759)",,Bocskai utca,,,
219003976,False,2,residential,False,112.66499999999999,"LINESTRING (21.5339446 47.2203984, 21.5329933 47.2206275, 21.5325442 47.2207473)",,Bocskai utca,,,
219004043,False,,residential,False,75.209,"LINESTRING (21.529701 47.2206839, 21.529859 47.2210547, 21.5300062 47.2213273)",,,,,
219003976,False,2,residential,False,11.267,"LINESTRING (21.5325442 47.2207473, 21.5324036 47.2207812)",,Bocskai utca,,,
219003976,False,2,residential,True,112.66499999999999,"LINESTRING (21.5325442 47.2207473, 21.5329933 47.2206275, 21.5339446 47.2203984)",,Bocskai utca,,,
219003994,True,,residential,False,173.824,"LINESTRING (21.5325442 47.2207473, 21.532614 47.2208639, 21.5326931 47.2209923, 21.5327481 47.2211025, 21.5328084 47.22122, 21.5329881 47.2214459, 21.5330941 47.2215707, 21.5332054 47.2216964, 21.5332993 47.2218239, 21.5333328 47.2219122, 21.5333663 47.2220106, 21.5333953 47.2220901, 21.5334023 47.2221832)",,Hunyadi utca,,,
219003976,False,2,residential,True,11.267,"LINESTRING (21.5324036 47.2207812, 21.5325442 47.2207473)",,Bocskai utca,,,
219003976,False,2,residential,False,137.839,"LINESTRING (21.5324036 47.2207812, 21.5310612 47.2211433, 21.5307177 47.2212549)",,Bocskai utca,,,
219004013,False,,residential,False,31.634999999999998,"LINESTRING (21.5353086 47.2209756, 21.53515 47.2210563, 21.5349659 47.221139)",,Mártírok utca,,,
219004013,False,,residential,True,82.245,"LINESTRING (21.5353086 47.2209756, 21.5352514 47.2206415, 21.5352032 47.2203598, 21.5351829 47.2202409)",,Mártírok utca,,,
228049112,False,,residential,False,9.956,"LINESTRING (21.5353086 47.2209756, 21.5354021 47.220957, 21.5354351 47.2209504)",,,,,
219003974,False,,residential,False,67.181,"LINESTRING (21.5307177 47.2212549, 21.5307751 47.221468, 21.5308289 47.2216657, 21.5308913 47.2218473)",,Bessenyei utca,,,
219003976,False,2,residential,False,54.386,"LINESTRING (21.5307177 47.2212549, 21.5302998 47.2213082, 21.5300062 47.2213273)",,Bocskai utca,,,
219003976,False,2,residential,True,137.839,"LINESTRING (21.5307177 47.2212549, 21.5310612 47.2211433, 21.5324036 47.2207812)",,Bocskai utca,,,
219003976,False,2,residential,False,66.848,"LINESTRING (21.5300062 47.2213273, 21.5295683 47.2213573, 21.5291259 47.2213902)",,Bocskai utca,,,
219003976,False,2,residential,True,54.386,"LINESTRING (21.5300062 47.2213273, 21.5302998 47.2213082, 21.5307177 47.2212549)",,Bocskai utca,,,
219004043,False,,residential,True,75.209,"LINESTRING (21.5300062 47.2213273, 21.529859 47.2210547, 21.529701 47.2206839)",,,,,
219003976,False,2,residential,True,66.848,"LINESTRING (21.5291259 47.2213902, 21.5295683 47.2213573, 21.5300062 47.2213273)",,Bocskai utca,,,
219004047,False,,residential,False,120.76,"LINESTRING (21.5291259 47.2213902, 21.5292624 47.2216989, 21.5294411 47.2219534, 21.5296094 47.2222093, 21.5296775 47.2224054)",,Árpád utca,,,
219003983,True,,residential,False,56.088,"LINESTRING (21.5345059 47.2213756, 21.5342058 47.2209142)",,Csokonai utca,,,
219004013,False,,residential,True,43.607,"LINESTRING (21.5345059 47.2213756, 21.534845 47.2211933, 21.5349659 47.221139)",,Mártírok utca,,,
540203446,False,,residential,True,71.872,"LINESTRING (21.5345059 47.2213756, 21.5346548 47.2216133, 21.5348264 47.2218793, 21.5348814 47.2219695)",,Szent István tér,,,
219003975,False,,residential,False,51.223,"LINESTRING (21.531556 47.2217556, 21.5308913 47.2218473)",,Bessenyei utca,,,
219003975,False,,residential,True,51.223,"LINESTRING (21.5308913 47.2218473, 21.531556 47.2217556)",,Bessenyei utca,,,
219003974,False,,residential,False,43.334,"LINESTRING (21.5308913 47.2218473, 21.5308939 47.2219916, 21.5308845 47.2221157, 21.5308545 47.2222351)",,Bessenyei utca,,,
219003974,False,,residential,True,67.181,"LINESTRING (21.5308913 47.2218473, 21.5308289 47.2216657, 21.5307751 47.221468, 21.5307177 47.2212549)",,Bessenyei utca,,,
"[1093522090, 219003994, 1093522091]",True,,residential,False,46.916000000000004,"LINESTRING (21.5334023 47.2221832, 21.5333975 47.2222117, 21.5333744 47.2223485, 21.5333645 47.2224033, 21.5333339 47.2225245, 21.5333211 47.2225775, 21.5333172 47.222601)",,Hunyadi utca,,,
286621037,False,,residential,True,114.237,"LINESTRING (21.5334023 47.2221832, 21.5337681 47.2221351, 21.5340336 47.2221008, 21.5341486 47.2220859, 21.5343839 47.2220521, 21.5345198 47.2220326, 21.5348814 47.2219695)",,,,,
219004015,False,,residential,True,40.409,"LINESTRING (21.5320735 47.2222279, 21.5318041 47.2222643, 21.5315568 47.2223197)",,Nagy Sándor utca,,,
219003974,False,,residential,False,168.07799999999997,"LINESTRING (21.5308545 47.2222351, 21.5308131 47.2223228, 21.5307611 47.222747, 21.5307795 47.2233163, 21.5307809 47.223566, 21.5308379 47.2237363)",,Bessenyei utca,,,
219003974,False,,residential,True,43.334,"LINESTRING (21.5308545 47.2222351, 21.5308845 47.2221157, 21.5308939 47.2219916, 21.5308913 47.2218473)",,Bessenyei utca,,,
219004016,False,,residential,False,53.884,"LINESTRING (21.5308545 47.2222351, 21.5311494 47.2222772, 21.5315568 47.2223197)",,Nagy Sándor utca,,,
219004015,False,,residential,False,40.409,"LINESTRING (21.5315568 47.2223197, 21.5318041 47.2222643, 21.5320735 47.2222279)",,Nagy Sándor utca,,,
219004016,False,,residential,False,85.186,"LINESTRING (21.5315568 47.2223197, 21.5316941 47.2223903, 21.531773 47.2224718, 21.5322425 47.2229219)",,Nagy Sándor utca,,,
219004016,False,,residential,True,53.884,"LINESTRING (21.5315568 47.2223197, 21.5311494 47.2222772, 21.5308545 47.2222351)",,Nagy Sándor utca,,,
219004047,False,,residential,False,165.155,"LINESTRING (21.5296775 47.2224054, 21.5297208 47.2227567, 21.5297206 47.222804, 21.5296838 47.22301, 21.5296356 47.2232727, 21.5296649 47.2235095, 21.529762 47.2238218, 21.5297766 47.2238773)",,Árpád utca,,,
219004047,False,,residential,True,120.76,"LINESTRING (21.5296775 47.2224054, 21.5296094 47.2222093, 21.5294411 47.2219534, 21.5292624 47.2216989, 21.5291259 47.2213902)",,Árpád utca,,,
668608426,False,3,residential,True,9.75,"LINESTRING (21.5352476 47.2225676, 21.5351185 47.2225683)",,,,,
540203447,False,3,residential,False,24.212,"LINESTRING (21.5352476 47.2225676, 21.5353629 47.222567, 21.5354228 47.2225699, 21.5355658 47.2225872)",,,,,
336886623,False,3,residential,True,42.305,"LINESTRING (21.5355658 47.2225872, 21.5357331 47.2226225, 21.5361003 47.2227011)",,Bajcsy-Zsilinszky utca,,,
540203447,False,3,residential,True,24.212,"LINESTRING (21.5355658 47.2225872, 21.5354228 47.2225699, 21.5353629 47.222567, 21.5352476 47.2225676)",,,,,
668608427,False,4,primary,True,26.9,"LINESTRING (21.5355658 47.2225872, 21.5354882 47.2226931, 21.535421 47.222808)",47,Kálvin tér,50,,
"[338325280, 1157673960, 1157130764, 1157130765, 219004050]",False,4,primary,False,257.26,"LINESTRING (21.5355658 47.2225872, 21.5356413 47.2224805, 21.5357209 47.2223084, 21.535772 47.2221922, 21.5358464 47.2220137, 21.5359363 47.2218452, 21.5361941 47.2215115, 21.5362501 47.2214426, 21.5362994 47.2213637, 21.5363346 47.2212905, 21.5363722 47.2212086, 21.5364155 47.2210673, 21.5364211 47.2210491, 21.5364757 47.2207919, 21.5364967 47.2206539, 21.5365387 47.2204682, 21.5365555 47.2203937)",47,Dózsa György utca,50,,
219003965,False,,residential,True,55.286,"LINESTRING (21.5361003 47.2227011, 21.5362407 47.222782, 21.5363167 47.2228333, 21.5364328 47.2229447, 21.5365785 47.2230741)",,Bajcsy-Zsilinszky utca,,,
228049113,False,,residential,False,422.697,"LINESTRING (21.5361003 47.2227011, 21.5361598 47.2226688, 21.5361922 47.2226516, 21.5364579 47.2225103, 21.5365308 47.2224896, 21.5367303 47.2224906, 21.5368433 47.2224608, 21.5369381 47.2224046, 21.5370842 47.2222974, 21.5371164 47.2222702, 21.5372186 47.2221838, 21.5373053 47.2220568, 21.5374483 47.221824, 21.5375758 47.2215877, 21.537651 47.2214261, 21.5377184 47.2211621, 21.5377606 47.2209344, 21.5377682 47.2208985, 21.5378272 47.2207327, 21.5379667 47.2205834, 21.5381223 47.220485, 21.5383798 47.2204267, 21.5390063 47.2204004, 21.5392388 47.2203936, 21.539355 47.2203913, 21.5394229 47.220391, 21.5394503 47.2203918, 21.5395865 47.2203913)",,Millennium utca,30,,
336886623,False,3,residential,False,42.305,"LINESTRING (21.5361003 47.2227011, 21.5357331 47.2226225, 21.5355658 47.2225872)",,Bajcsy-Zsilinszky utca,,,
286667217,True,,unclassified,False,12.704,"LINESTRING (21.5332961 47.2227352, 21.5333338 47.2227673, 21.5333573 47.2228002, 21.5333607 47.2228153, 21.5333654 47.2228364)",,,,,
219004016,False,,residential,True,85.18599999999999,"LINESTRING (21.5322425 47.2229219, 21.531773 47.2224718, 21.5316941 47.2223903, 21.5315568 47.2223197)",,Nagy Sándor utca,,,
291188539,False,,residential,False,143.151,"LINESTRING (21.5322425 47.2229219, 21.5317475 47.2232322, 21.5313946 47.2235451, 21.5312506 47.2236299, 21.5310601 47.2237126, 21.5308379 47.2237363)",,Eötvös utca,,,
291188539,False,,residential,True,73.445,"LINESTRING (21.5322425 47.2229219, 21.5325325 47.2227995, 21.5326673 47.2227755, 21.5331573 47.2227474)",,Eötvös utca,,,
405719615,True,,residential,False,81.665,"LINESTRING (21.5308379 47.2237363, 21.5297766 47.2238773)",,,,,
219003974,False,,residential,False,48.636,"LINESTRING (21.5308379 47.2237363, 21.5309344 47.2239287, 21.5309649 47.2240868, 21.530925 47.2241564)",,Bessenyei utca,,,
219003974,False,,residential,True,168.07799999999997,"LINESTRING (21.5308379 47.2237363, 21.5307809 47.223566, 21.5307795 47.2233163, 21.5307611 47.222747, 21.5308131 47.2223228, 21.5308545 47.2222351)",,Bessenyei utca,,,
291188539,False,,residential,True,143.151,"LINESTRING (21.5308379 47.2237363, 21.5310601 47.2237126, 21.5312506 47.2236299, 21.5313946 47.2235451, 21.5317475 47.2232322, 21.5322425 47.2229219)",,Eötvös utca,,,
219004019,False,,residential,True,172.272,"LINESTRING (21.5330967 47.2237704, 21.5329719 47.223793, 21.5329258 47.2238014, 21.5325672 47.2238664, 21.5321333 47.2239787, 21.5314824 47.2241681, 21.5312034 47.2241822, 21.530925 47.2241564)",,Rákóczi utca,,,
"[286667905, 1093523610]",False,,residential,True,82.499,"LINESTRING (21.5330967 47.2237704, 21.5330938 47.2237292, 21.5330925 47.2236739, 21.5331048 47.2234875, 21.5331235 47.2233576, 21.5331366 47.2232749, 21.5331452 47.2232205, 21.5331635 47.2231123, 21.5331897 47.2230328)",,Madách utca,,,
336828718,False,,residential,True,80.02,"LINESTRING (21.5330967 47.2237704, 21.5331073 47.2238063, 21.5331197 47.2238483, 21.5331288 47.2238793, 21.5331507 47.2239441, 21.5331727 47.2240122, 21.5332127 47.2241652, 21.5332406 47.2242661, 21.5332568 47.2243453, 21.5332697 47.2244306, 21.5332707 47.2244792)",,,,,
219004047,False,,residential,False,38.272,"LINESTRING (21.5297766 47.2238773, 21.529896 47.2242118)",,Árpád utca,,,
219004047,False,,residential,True,165.155,"LINESTRING (21.5297766 47.2238773, 21.529762 47.2238218, 21.5296649 47.2235095, 21.5296356 47.2232727, 21.5296838 47.22301, 21.5297206 47.222804, 21.5297208 47.2227567, 21.5296775 47.2224054)",,Árpád utca,,,
1097456088,False,,residential,True,7.563,"LINESTRING (21.5392564 47.2239685, 21.5391569 47.2239762)",,Tardy út,30,,
219004028,False,,residential,False,41.947,"LINESTRING (21.5392564 47.2239685, 21.5393325 47.2239681, 21.5394144 47.2239845, 21.5397782 47.2240872)",,Tardy út,30,,
1161045288,False,,residential,True,254.89199999999997,"LINESTRING (21.5392564 47.2239685, 21.5392872 47.2238996, 21.5392922 47.2238787, 21.5394475 47.2231151, 21.5394775 47.2229676, 21.539566 47.2224194, 21.5396229 47.2221694, 21.5396647 47.2218803, 21.5396598 47.2217934, 21.5396493 47.2216962)",,Fürdő utca,30,,
1097454647,True,,residential,False,16.677,"LINESTRING (21.5386183 47.2239883, 21.5387639 47.2240109, 21.5387895 47.2240117, 21.5388353 47.2240132)",,Bajcsy-Zsilinszky utca,,,
