osmid,ref,highway,maxspeed,oneway,reversed,length,name,geometry
223268090,4,primary,40,False,True,23.308,,"LINESTRING (20.0112035 47.1879293, 20.0109077 47.1879887)"
223268090,4,primary,40,False,False,31.479,,"LINESTRING (20.0071394 47.1885717, 20.007533 47.188479)"
80721036,,residential,,False,False,109.37,Jókai Mór utca,"LINESTRING (20.0071394 47.1885717, 20.0071031 47.1884018, 20.0075127 47.1876391)"
223268090,4,primary,40,False,True,34.052,,"LINESTRING (20.0071394 47.1885717, 20.0069354 47.1886474, 20.0067425 47.1887167)"
262552112,3119,secondary,50,False,True,123.584,Szelei út,"LINESTRING (20.0052401 47.1890729, 20.0050793 47.1892562, 20.0041498 47.1898945)"
"[292478048, 292473694]",,residential,50,False,True,141.309,Kossuth Lajos tér,"LINESTRING (20.0052401 47.1890729, 20.0053623 47.188833, 20.0054859 47.18862, 20.0056962 47.1882576, 20.005705 47.1882143, 20.005715 47.1881651, 20.0056704 47.1880885, 20.0055976 47.1880343, 20.0054166 47.1879497)"
292493485,4,primary,40,False,True,91.708,,"LINESTRING (20.0052401 47.1890729, 20.0048607 47.1890113, 20.0043336 47.188882, 20.0040996 47.1888002)"
887349091,4,primary,40,False,False,122.108,,"LINESTRING (20.0052401 47.1890729, 20.005622 47.1890563, 20.0059859 47.1889888, 20.0067425 47.1887167)"
192778216,,residential,,False,False,107.516,Apponyi Albert utca,"LINESTRING (20.0031441 47.1884408, 20.0023411 47.189239)"
262552114,4,primary,40,False,False,69.545,Ceglédi út,"LINESTRING (20.0031441 47.1884408, 20.0038227 47.1886942, 20.0039505 47.1887422)"
262552114,4,primary,40,False,True,46.97,Ceglédi út,"LINESTRING (20.0031441 47.1884408, 20.002672 47.1883127, 20.0025598 47.1883024)"
192778204,,residential,50,False,False,107.67600000000002,Dózsa György utca,"LINESTRING (20.001673 47.1883434, 20.0016689 47.1882193, 20.0017252 47.1880279, 20.0017709 47.1879651, 20.0021482 47.187446)"
223268214,4,primary,50,False,True,35.525000000000006,Ceglédi út,"LINESTRING (20.001673 47.1883434, 20.0012672 47.1884357, 20.0012274 47.1884452)"
887349092,4,primary,40,False,False,67.267,Ceglédi út,"LINESTRING (20.001673 47.1883434, 20.0022786 47.1883001, 20.0025598 47.1883024)"
79889885,,residential,,True,False,273.953,Tompa Mihály utca,"LINESTRING (20.0010724 47.1866236, 20.0029287 47.1845074)"
262552091,4611,secondary,50,False,False,70.679,Nagykőrösi út,"LINESTRING (20.0010724 47.1866236, 20.001259 47.1866955, 20.0019359 47.1868638)"
