osmid,lanes,highway,junction,oneway,reversed,length,geometry,name,ref,maxspeed,width,bridge,access
672774632,2,tertiary,roundabout,True,False,10.795,"LINESTRING (18.9482419 47.4556556, 18.9482117 47.4556305, 18.948187 47.4556028, 18.9481683 47.455573)",,,,,,
575882465,2,tertiary,roundabout,True,False,15.882000000000001,"LINESTRING (18.9487497 47.4556466, 18.9487126 47.455672, 18.9486702 47.4556932, 18.9486234 47.4557098, 18.9485733 47.4557212)",,,,,,
12158041,1,tertiary,,True,False,118.281,"LINESTRING (18.9485733 47.4557212, 18.9484635 47.4558501, 18.9483435 47.4560554, 18.9483149 47.4561043, 18.9481885 47.4563957, 18.9481137 47.4565985, 18.9480555 47.4567213)",Sport utca,,,,,
575882468,2,tertiary,roundabout,True,False,27.194999999999997,"LINESTRING (18.9485733 47.4557212, 18.9485138 47.4557276, 18.9484535 47.4557269, 18.9483944 47.455719, 18.9483382 47.4557041, 18.9482869 47.4556827, 18.9482419 47.4556556)",,,,,,
50676940,1,tertiary,roundabout,True,False,8.891,"LINESTRING (18.9480555 47.4567213, 18.9480767 47.4567704, 18.9480757 47.4567992)",,,,,,
12158042,1,tertiary,,True,False,114.178,"LINESTRING (18.9479017 47.4566509, 18.947963 47.4565661, 18.9480674 47.456333, 18.9481705 47.456034, 18.9482035 47.455793, 18.9482419 47.4556556)",Sport utca,,,,,
50676941,1,tertiary,roundabout,True,False,14.397,"LINESTRING (18.9479017 47.4566509, 18.9479788 47.4566674, 18.9480555 47.4567213)",,,,,,
12158047,,tertiary,,True,False,33.083,"LINESTRING (18.9478915 47.4569134, 18.9478437 47.4570013, 18.9476941 47.4571783)",Bretzfeld utca,,,,,
50676938,1,tertiary,roundabout,True,False,12.504,"LINESTRING (18.9478915 47.4569134, 18.9478125 47.4569046, 18.947741 47.456872)",,,,,,
50676939,1,tertiary,roundabout,True,False,13.845,"LINESTRING (18.947741 47.456872, 18.9476967 47.4568204, 18.9476901 47.4567557)",,,,,,
12158043,1,tertiary,roundabout,True,False,21.673000000000002,"LINESTRING (18.9476901 47.4567557, 18.9477302 47.4566916, 18.9478164 47.4566582, 18.9479017 47.4566509)",,,,,,
32675738,,tertiary,,True,False,34.247,"LINESTRING (18.9476941 47.4571783, 18.9477281 47.4569834, 18.947741 47.456872)",Bretzfeld utca,,,,,
131289376,,primary,,True,False,52.562,"LINESTRING (18.9581825 47.4608367, 18.9580127 47.4607777, 18.957521 47.4606907)",Szabadság út,1,50,,,
1117125075,,primary,roundabout,True,False,15.022000000000002,"LINESTRING (18.9581825 47.4608367, 18.9581686 47.4608162, 18.9581609 47.4607943, 18.9581596 47.4607718, 18.9581647 47.4607496, 18.9581762 47.4607285, 18.9581935 47.4607092)",,1,50,,,
50564604,,primary,roundabout,True,False,22.137999999999998,"LINESTRING (18.958438 47.4608683, 18.958407 47.4608818, 18.9583726 47.4608906, 18.9583361 47.4608941, 18.9582994 47.4608923, 18.9582642 47.4608852, 18.958232 47.4608732, 18.9582043 47.4608567, 18.9581825 47.4608367)",,1,50,,,
131289382,,primary,,True,False,92.631,"LINESTRING (18.9584684 47.4607105, 18.9585678 47.4607523, 18.9586422 47.4607666, 18.9590161 47.460828, 18.9592255 47.4608569, 18.9594449 47.4608888, 18.9596507 47.4609305)",Szabadság út,1,50,,,
1117125076,,primary,roundabout,True,False,19.465999999999998,"LINESTRING (18.9584684 47.4607105, 18.9584892 47.4607361, 18.9584999 47.4607643, 18.9584998 47.4607935, 18.9584888 47.4608218, 18.9584678 47.4608472, 18.958438 47.4608683)",,1,50,,,
1117125072,,primary,roundabout,True,False,4.046,"LINESTRING (18.9584303 47.4606848, 18.9584684 47.4607105)",,1,50,,,
32606726,,tertiary,,True,False,25.997,"LINESTRING (18.9582676 47.460671, 18.958316 47.4605759, 18.9583917 47.4604529)",Károly király utca,81101,50,,,
1117125073,,primary,roundabout,True,False,12.821000000000002,"LINESTRING (18.9582676 47.460671, 18.9583089 47.4606639, 18.9583515 47.4606639, 18.9583928 47.460671, 18.9584303 47.4606848)",,1,50,,,
1117125074,,primary,roundabout,True,False,7.071,"LINESTRING (18.9581935 47.4607092, 18.9582266 47.4606867, 18.9582676 47.460671)",,1,50,,,
25592581,,residential,,False,True,101.012,"LINESTRING (18.9589033 47.4588487, 18.9590475 47.4588479, 18.9602284 47.4589897)",Baross utca,,50,,,
25593303,,tertiary,,False,False,120.67999999999999,"LINESTRING (18.9589033 47.4588487, 18.9587216 47.458818, 18.9574883 47.4586098, 18.9573456 47.4585867)",Baross utca,,50,,,
69812181,,tertiary,,False,True,51.024,"LINESTRING (18.9589033 47.4588487, 18.958832 47.4589119, 18.9587188 47.4591758, 18.9586797 47.459277)",Károly király utca,81101,50,,,
935022767,,residential,,False,False,168.32600000000002,"LINESTRING (18.9571634 47.4590453, 18.9566608 47.4589714, 18.9549756 47.4587236)",Pozsonyi utca,,50,,,
935022768,,residential,,False,False,52.806000000000004,"LINESTRING (18.9571634 47.4590453, 18.9573169 47.4586678, 18.9573214 47.4586552, 18.9573456 47.4585867)",Ady Endre utca,,,,,
25593303,,tertiary,,False,False,94.867,"LINESTRING (18.9573456 47.4585867, 18.9561199 47.458384)",Baross utca,,50,,,
25593303,,tertiary,,False,True,120.67999999999999,"LINESTRING (18.9573456 47.4585867, 18.9574883 47.4586098, 18.9587216 47.458818, 18.9589033 47.4588487)",Baross utca,,50,,,
935022768,,residential,,False,True,52.806,"LINESTRING (18.9573456 47.4585867, 18.9573214 47.4586552, 18.9573169 47.4586678, 18.9571634 47.4590453)",Ady Endre utca,,,,,
