osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,name,junction
274152800,True,471,primary,50,False,53.001,"LINESTRING (22.132704 47.8355761, 22.1325695 47.8355677, 22.132371 47.835517, 22.1321008 47.8354472, 22.1320308 47.8354331)",,
32252999,True,471,primary,50,False,32.665,"LINESTRING (22.1316141 47.8354229, 22.1317335 47.8353846, 22.1318642 47.8353246, 22.1319637 47.835252)",Szabadság tér,
235363096,False,471,primary,50,True,96.581,"LINESTRING (22.1316141 47.8354229, 22.1311912 47.8354284, 22.130584 47.8354713, 22.1303237 47.8354663)",,
435787351,True,471,primary,30,False,3.563,"LINESTRING (22.1373639 47.8352921, 22.1373871 47.8353201)",,roundabout
70241046,True,,residential,,False,307.12499999999994,"LINESTRING (22.1362 47.837063, 22.1358462 47.8370279, 22.1357328 47.8370124, 22.1355959 47.8369646, 22.1334569 47.8356872, 22.1331533 47.8355126, 22.1329345 47.8354795)",Báthori István utca,
319074003,False,,residential,,False,137.06900000000002,"LINESTRING (22.1362 47.837063, 22.1362129 47.8371992, 22.1362214 47.8372891, 22.1362506 47.837548, 22.1362759 47.8376911, 22.1363215 47.8378333, 22.1363993 47.8379648, 22.1365236 47.8381187, 22.1365767 47.8381844, 22.1366233 47.8382421)",Édesanyák útja,
319074003,False,,residential,,True,165.015,"LINESTRING (22.1362 47.837063, 22.1362679 47.8367873, 22.1363394 47.83665, 22.1366809 47.8361575, 22.1370103 47.8356914)",Édesanyák útja,
32253004,True,471,primary,50,False,20.479,"LINESTRING (22.1329345 47.8354795, 22.1328033 47.8355491, 22.132704 47.8355761)",,
274152930,True,49326,tertiary,,False,31.259,"LINESTRING (22.1329345 47.8354795, 22.1328637 47.8356491, 22.1327805 47.835738)",,
163005966,False,,residential,,False,50.33,"LINESTRING (22.1262588 47.8383853, 22.1264629 47.8384024, 22.1269307 47.8384213)",Damjanich utca,
70240982,True,,residential,,False,100.726,"LINESTRING (22.1257706 47.8392298, 22.1262588 47.8383853)",Vigh utca,
70240986,False,,residential,,False,78.562,"LINESTRING (22.1257706 47.8392298, 22.1267383 47.8395078)",Dezső utca,
70240986,False,,residential,,True,115.113,"LINESTRING (22.1301405 47.8404918, 22.128724 47.8400822)",Dezső utca,
70241012,False,49326,tertiary,,True,177.661,"LINESTRING (22.1301405 47.8404918, 22.1292827 47.8419822)",Kossuth Lajos utca,
70241012,False,49326,tertiary,,False,127.14900000000002,"LINESTRING (22.1301405 47.8404918, 22.1303989 47.8400597, 22.1306581 47.8397029, 22.1308125 47.8394418)",Kossuth Lajos utca,
274158248,False,,residential,,False,128.503,"LINESTRING (22.1301405 47.8404918, 22.1310625 47.8407187, 22.131789 47.8408123)",Vasvári Pál utca,
70241012,False,49326,tertiary,,False,177.661,"LINESTRING (22.1292827 47.8419822, 22.1301405 47.8404918)",Kossuth Lajos utca,
70240987,False,,residential,,True,118.923,"LINESTRING (22.1292827 47.8419822, 22.1291583 47.8419404, 22.1289808 47.8418809, 22.1284847 47.8417568, 22.1277771 47.8416463)",Akácfa utca,
163219521,False,49326,tertiary,,False,149.304,"LINESTRING (22.1292827 47.8419822, 22.1294522 47.8420588, 22.129723 47.8421129, 22.1303969 47.84217, 22.1310287 47.8421987, 22.1312281 47.8421808)",Ady Endre utca,
163005971,False,,residential,,True,42.516999999999996,"LINESTRING (22.1304166 47.8350945, 22.1303352 47.8352324, 22.1303237 47.8354663)",,
163005971,False,,residential,,False,42.516999999999996,"LINESTRING (22.1303237 47.8354663, 22.1303352 47.8352324, 22.1304166 47.8350945)",,
235363096,False,471,primary,50,False,96.581,"LINESTRING (22.1303237 47.8354663, 22.130584 47.8354713, 22.1311912 47.8354284, 22.1316141 47.8354229)",,
1110570559,False,,residential,,True,113.59100000000001,"LINESTRING (22.1303237 47.8354663, 22.1300885 47.8357782, 22.1299482 47.835922, 22.1297516 47.8361014, 22.1294937 47.8363181)",Károlyi Mihály utca,
1064144602,False,,residential,,False,33.344,"LINESTRING (22.1269307 47.8384213, 22.1273733 47.8384621)",Damjanich utca,
163005966,False,,residential,,True,50.33,"LINESTRING (22.1269307 47.8384213, 22.1264629 47.8384024, 22.1262588 47.8383853)",Damjanich utca,
163219525,False,,residential,,False,101.33100000000002,"LINESTRING (22.1269307 47.8384213, 22.1269986 47.8381074, 22.1271406 47.837521)",Károlyi Mihály utca,
