osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,junction
73355629,Bástya utca,residential,False,False,95.037,"LINESTRING (19.6798369 47.668214, 19.6798684 47.6683218, 19.6798872 47.6683918, 19.6799425 47.6685681, 19.6801176 47.6690473)",,,,,
73868034,Mikszáth tér,residential,False,False,36.938,"LINESTRING (19.6798369 47.668214, 19.6797763 47.6681033, 19.6796783 47.6680075, 19.6795745 47.667939)",,,,,
"[288632577, 240918948, 164635076, 240918949, 1077434483, 291889018]",Grassalkovich út,primary,False,False,361.803,"LINESTRING (19.6798369 47.668214, 19.6788427 47.6683157, 19.6784915 47.6683516, 19.678281 47.6683731, 19.677354 47.6684657, 19.6766831 47.6685293, 19.6764264 47.6685395, 19.6763616 47.668539, 19.6760903 47.668537, 19.6757538 47.6685234, 19.6754335 47.6685086, 19.6750448 47.668475)","['2', '3']",3,50,yes,
603158547,,primary,False,False,12.291,"LINESTRING (19.6735078 47.6683193, 19.6733459 47.6683011)",2,3,50,,
229659348,,primary,True,False,55.27700000000001,"LINESTRING (19.6735078 47.6683193, 19.6739528 47.6683315, 19.6740952 47.6683347, 19.6741774 47.6683279, 19.6742442 47.6683212)",1,3,50,,
163709678,József Attila utca,residential,True,False,83.527,"LINESTRING (19.6699973 47.6685988, 19.6697906 47.6685383, 19.6691971 47.6680916)",,,30,,
332547455,,primary,False,False,242.819,"LINESTRING (19.6699973 47.6685988, 19.6700857 47.6688351, 19.6700817 47.6690819, 19.669794 47.670764)",2,21,50,,
"[335987423, 332547455]",,primary,False,True,100.88900000000001,"LINESTRING (19.6699973 47.6685988, 19.6698679 47.668463, 19.6696531 47.6683167, 19.6696127 47.668286, 19.669372 47.6680989, 19.6693071 47.6680435, 19.6692556 47.6679677, 19.6692247 47.6678722)",2,21,50,,
537978148,Tarjáni utca,primary,False,False,235.4,"LINESTRING (19.669794 47.670764, 19.6694488 47.6728682)",2,21,50,,
1088171214,Bercsényi utca,secondary,False,True,72.104,"LINESTRING (19.669794 47.670764, 19.6690831 47.6712014)",,2111,,,
332547455,,primary,False,True,242.819,"LINESTRING (19.669794 47.670764, 19.6700817 47.6690819, 19.6700857 47.6688351, 19.6699973 47.6685988)",2,21,50,,
603158548,Boldogi út,tertiary,False,False,68.74000000000001,"LINESTRING (19.6735392 47.6678892, 19.6740761 47.6679431, 19.6744492 47.6679695)",,31121,,,
603158548,Boldogi út,tertiary,False,True,3.032,"LINESTRING (19.6744464 47.6679967, 19.6744492 47.6679695)",,31121,,,
69941261,,tertiary,True,False,34.542,"LINESTRING (19.6744464 47.6679967, 19.6744786 47.6681585, 19.6745015 47.6682541, 19.6745206 47.668303)",,31121,,,
603158548,Boldogi út,tertiary,False,False,3.032,"LINESTRING (19.6744492 47.6679695, 19.6744464 47.6679967)",,31121,,,
228598061,Radnóti tér,residential,False,False,91.98,"LINESTRING (19.6744492 47.6679695, 19.6752744 47.6680052, 19.6752393 47.6682745)",,,,,
603158548,Boldogi út,tertiary,False,True,68.74000000000001,"LINESTRING (19.6744492 47.6679695, 19.6740761 47.6679431, 19.6735392 47.6678892)",,31121,,,
69941251,,primary,True,False,38.674,"LINESTRING (19.6745695 47.6683422, 19.6747046 47.66839, 19.6747946 47.6684211, 19.6750448 47.668475)",1,3,50,,
1039213448,,primary,True,False,17.787,"LINESTRING (19.6745695 47.6683422, 19.6745902 47.6683797, 19.6745934 47.6684196, 19.6745789 47.6684584, 19.6745479 47.6684925)",1,3,50,,roundabout
69941254,,primary,True,False,37.47,"LINESTRING (19.6750448 47.668475, 19.6747962 47.6684725, 19.6746895 47.6684739, 19.674632 47.6684764, 19.6745479 47.6684925)",1,3,50,,
"[288632577, 240918948, 240918949, 164635076, 1077434483, 291889018]",Grassalkovich út,primary,False,True,361.80299999999994,"LINESTRING (19.6750448 47.668475, 19.6754335 47.6685086, 19.6757538 47.6685234, 19.6760903 47.668537, 19.6763616 47.668539, 19.6764264 47.6685395, 19.6766831 47.6685293, 19.677354 47.6684657, 19.678281 47.6683731, 19.6784915 47.6683516, 19.6788427 47.6683157, 19.6798369 47.668214)","['2', '3']",3,50,yes,
73355629,Bástya utca,residential,False,True,95.03699999999999,"LINESTRING (19.6801176 47.6690473, 19.6799425 47.6685681, 19.6798872 47.6683918, 19.6798684 47.6683218, 19.6798369 47.668214)",,,,,
"[164438581, 365368391]",Bástya utca,residential,False,False,128.401,"LINESTRING (19.6801176 47.6690473, 19.6801533 47.6691345, 19.6801873 47.6692182, 19.6802257 47.6693127, 19.6803857 47.6697063, 19.6804675 47.6699075, 19.6804878 47.6699574, 19.680536 47.670166)",,,,,
1088171214,Bercsényi utca,secondary,False,False,27.561,"LINESTRING (19.6688122 47.6713692, 19.6690831 47.6712014)",,2111,,,
1088171214,Bercsényi utca,secondary,False,False,72.104,"LINESTRING (19.6690831 47.6712014, 19.669794 47.670764)",,2111,,,
1088171214,Bercsényi utca,secondary,False,True,27.561,"LINESTRING (19.6690831 47.6712014, 19.6688122 47.6713692)",,2111,,,
229720219,,residential,False,True,41.586,"LINESTRING (19.6795813 47.6657533, 19.6798762 47.6654364)",,,,,
229720220,Hatvany Irén utca,residential,False,False,54.436,"LINESTRING (19.6804778 47.6657112, 19.6798762 47.6654364)",,,,,
228486840,Csaba utca,residential,True,False,181.646,"LINESTRING (19.6796821 47.6672505, 19.6803158 47.6659098, 19.6804778 47.6657112)",,,30,,
"[228598057, 73868017]","['Vécsey Károly tér', 'Madách utca']",residential,False,True,100.682,"LINESTRING (19.6796821 47.6672505, 19.6790036 47.6670981, 19.679044 47.6666752)",,,,,
229720219,,residential,False,False,41.586,"LINESTRING (19.6798762 47.6654364, 19.6795813 47.6657533)",,,,,
229720220,Hatvany Irén utca,residential,False,True,54.436,"LINESTRING (19.6798762 47.6654364, 19.6804778 47.6657112)",,,,,
230045541,Köztársaság utca,residential,False,True,127.472,"LINESTRING (19.6798762 47.6654364, 19.6807468 47.6644513)",,,,,
230045541,Köztársaság utca,residential,False,False,127.472,"LINESTRING (19.6807468 47.6644513, 19.6798762 47.6654364)",,,,,
73868017,Vécsey Károly tér,residential,False,True,9.271,"LINESTRING (19.679044 47.6666752, 19.6789202 47.6666756)",,,,,
228598058,Vécsey Károly tér,residential,False,False,8.469,"LINESTRING (19.679044 47.6666752, 19.6791571 47.6666749)",,,,,
"[73868017, 228598057]","['Vécsey Károly tér', 'Madách utca']",residential,False,False,100.682,"LINESTRING (19.679044 47.6666752, 19.6790036 47.6670981, 19.6796821 47.6672505)",,,,,
