osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref
106220975,False,Faiskola utca,residential,50,True,131.865,"LINESTRING (19.3427868 47.3828402, 19.3427121 47.3828642, 19.3426674 47.3828787, 19.3412049 47.3833492)",,
570797664,False,Ócsai út,secondary,50,False,295.895,"LINESTRING (19.3427868 47.3828402, 19.3429253 47.3829092, 19.343142 47.3830369, 19.3432688 47.3831258, 19.3433317 47.3831699, 19.3446134 47.3841901, 19.3450532 47.3845501, 19.3451353 47.3846152, 19.3453984 47.3848221)",2,4603
570797664,False,Ócsai út,secondary,50,True,156.557,"LINESTRING (19.3427868 47.3828402, 19.3423307 47.3826264, 19.3411881 47.3819429)",2,4603
"[570794492, 571249623]",False,Pesti út,primary,50,True,141.513,"LINESTRING (19.3457384 47.3851188, 19.3454349 47.3852618, 19.3452774 47.3853444, 19.3449377 47.3855184, 19.3448879 47.385545, 19.3443943 47.3857993, 19.3442336 47.3858811)","['2', '3']",4
570797664,False,Ócsai út,secondary,50,True,41.772999999999996,"LINESTRING (19.3457384 47.3851188, 19.3456127 47.3850081, 19.3455083 47.3849109, 19.3453984 47.3848221)",2,4603
"[138956897, 154681644, 921153012, 917742871, 570833212]",False,"['Templom tér', 'Gyömrői út']",tertiary,"['50', '30']","[False, True]",177.26300000000003,"LINESTRING (19.3457384 47.3851188, 19.3458703 47.3852363, 19.3460132 47.3853338, 19.346188 47.3854512, 19.3462822 47.3855117, 19.3463705 47.3855645, 19.3467384 47.3857769, 19.3469203 47.3858365, 19.3470894 47.3858613, 19.3473344 47.3858948, 19.3474851 47.385925, 19.3476442 47.3859729)",2,
"[570884635, 921153014, 570794491]",False,Pesti út,primary,50,False,181.53000000000003,"LINESTRING (19.3457384 47.3851188, 19.345948 47.3850231, 19.3467144 47.384638, 19.3468591 47.3845653, 19.3474094 47.3842978, 19.3475956 47.3842073, 19.3476908 47.3841611)","['2', '3']",4
66681708,False,Gyömrői út,tertiary,50,True,194.577,"LINESTRING (19.3499882 47.3866806, 19.3496286 47.3866453, 19.3493673 47.3865812, 19.3477664 47.3860164, 19.3476442 47.3859729)",2,
104292873,False,Csillag utca,residential,50,True,77.932,"LINESTRING (19.3499882 47.3866806, 19.3499203 47.3867303, 19.349801 47.3868175, 19.3493645 47.3871202, 19.3492618 47.3871793)",,
104292873,False,Csillag utca,residential,50,False,77.932,"LINESTRING (19.3492618 47.3871793, 19.3493645 47.3871202, 19.349801 47.3868175, 19.3499203 47.3867303, 19.3499882 47.3866806)",,
"[645394473, 138956901]",False,Kossuth Lajos utca,tertiary,50,True,196.93699999999998,"LINESTRING (19.3492618 47.3871793, 19.347547 47.3862128, 19.3475236 47.3861873, 19.3475387 47.3861353, 19.3476088 47.3860308, 19.3476442 47.3859729)",2,
571242348,False,Pesti út,primary,50,False,19.217,"LINESTRING (19.3514259 47.3823005, 19.3516254 47.3821927)",2,4
571242351,False,Pesti út,primary,50,True,78.301,"LINESTRING (19.3514259 47.3823005, 19.3506075 47.382735)",2,4
571242348,False,Pesti út,primary,50,True,19.217,"LINESTRING (19.3516254 47.3821927, 19.3514259 47.3823005)",2,4
104304312,False,Gyár utca,residential,50,False,120.707,"LINESTRING (19.3516254 47.3821927, 19.3515809 47.3821305, 19.3515594 47.3821004, 19.3513175 47.3817622, 19.3508914 47.3812279)",,
106233284,False,Kenderes utca,residential,50,True,391.487,"LINESTRING (19.3430888 47.3874042, 19.3430654 47.3874284, 19.3430278 47.3874671, 19.3425279 47.3879164, 19.3422382 47.3881336, 19.3419861 47.3883027, 19.3416866 47.3884381, 19.3410816 47.3887163, 19.3408612 47.388781, 19.339557 47.3876328)",,
1128211305,False,Széchenyi utca,residential,50,False,172.199,"LINESTRING (19.3430888 47.3874042, 19.3432385 47.3875636, 19.3434262 47.3877397, 19.3441134 47.3883521, 19.3441316 47.3883953, 19.3441097 47.3884389, 19.3438024 47.38863)",,
1128211305,False,Széchenyi utca,residential,50,True,85.13999999999999,"LINESTRING (19.3430888 47.3874042, 19.3430296 47.387331, 19.3428834 47.3871694, 19.3427106 47.3869721, 19.3426034 47.3868415, 19.3425588 47.3867923, 19.3425154 47.3867444)",,
571249624,False,Pesti út,primary,50,False,203.804,"LINESTRING (19.3425154 47.3867444, 19.3422979 47.3868154, 19.3421054 47.3868555, 19.3418372 47.3868873, 19.3415285 47.3869034, 19.3411367 47.3868695, 19.3398675 47.3867235)",2,4
"[571249624, 106233177, 571249623]",False,Pesti út,primary,50,"[False, True]",161.103,"LINESTRING (19.3425154 47.3867444, 19.3433092 47.3863595, 19.3433855 47.3863202, 19.3439031 47.3860533, 19.3442336 47.3858811)",2,4
1128211305,False,Széchenyi utca,residential,50,False,85.14,"LINESTRING (19.3425154 47.3867444, 19.3425588 47.3867923, 19.3426034 47.3868415, 19.3427106 47.3869721, 19.3428834 47.3871694, 19.3430296 47.387331, 19.3430888 47.3874042)",,
570797664,False,Ócsai út,secondary,50,False,41.773,"LINESTRING (19.3453984 47.3848221, 19.3455083 47.3849109, 19.3456127 47.3850081, 19.3457384 47.3851188)",2,4603
570797664,False,Ócsai út,secondary,50,True,295.89500000000004,"LINESTRING (19.3453984 47.3848221, 19.3451353 47.3846152, 19.3450532 47.3845501, 19.3446134 47.3841901, 19.3433317 47.3831699, 19.3432688 47.3831258, 19.343142 47.3830369, 19.3429253 47.3829092, 19.3427868 47.3828402)",2,4603
106214105,True,Vasadi utca,residential,50,False,277.094,"LINESTRING (19.3500054 47.3821315, 19.3499603 47.382183, 19.3498977 47.3822376, 19.3488681 47.3827995, 19.3478771 47.3834056, 19.3472422 47.3837697)",,
106214124,False,Fürdő utca,residential,50,True,80.98599999999999,"LINESTRING (19.3500054 47.3821315, 19.3504928 47.3826157, 19.3505419 47.3826668, 19.3506075 47.382735)",,
570195235,False,Vasadi utca,residential,50,False,122.083,"LINESTRING (19.3500054 47.3821315, 19.3500365 47.3820192, 19.3500741 47.3819534, 19.3502632 47.3817613, 19.3508513 47.3812621, 19.3508914 47.3812279)",,
571242350,False,Pesti út,primary,50,True,47.192,"LINESTRING (19.3506075 47.382735, 19.350107 47.3829905)",2,4
571242351,False,Pesti út,primary,50,False,78.301,"LINESTRING (19.3506075 47.382735, 19.3514259 47.3823005)",2,4
106214124,False,Fürdő utca,residential,50,False,80.98599999999999,"LINESTRING (19.3506075 47.382735, 19.3505419 47.3826668, 19.3504928 47.3826157, 19.3500054 47.3821315)",,
104304312,False,Gyár utca,residential,50,True,120.70700000000001,"LINESTRING (19.3508914 47.3812279, 19.3513175 47.3817622, 19.3515594 47.3821004, 19.3515809 47.3821305, 19.3516254 47.3821927)",,
570195235,False,Vasadi utca,residential,50,True,122.08299999999998,"LINESTRING (19.3508914 47.3812279, 19.3508513 47.3812621, 19.3502632 47.3817613, 19.3500741 47.3819534, 19.3500365 47.3820192, 19.3500054 47.3821315)",,
571242350,False,Pesti út,primary,50,False,47.192,"LINESTRING (19.350107 47.3829905, 19.3506075 47.382735)",2,4
"[571242352, 571249622]",False,Pesti út,primary,50,True,223.68599999999998,"LINESTRING (19.350107 47.3829905, 19.3499826 47.3830493, 19.3495116 47.3832784, 19.3489584 47.3835466, 19.3479742 47.3840237, 19.3476908 47.3841611)",2,4
"[921153009, 106215409]",False,Malom utca,residential,50,False,186.678,"LINESTRING (19.350107 47.3829905, 19.350196 47.3830926, 19.350262 47.3831683, 19.3503393 47.383257, 19.3503468 47.3832656, 19.3507033 47.3836745, 19.3508894 47.3838879, 19.350909 47.3839104, 19.3511769 47.3842177, 19.3511964 47.38424, 19.351328 47.3843909, 19.3513675 47.3844362)",,
565312681,False,,residential,,True,24.669,"LINESTRING (19.3500709 47.3851449, 19.3501388 47.3851787, 19.3503348 47.3852764)",,
571249624,False,Pesti út,primary,50,True,203.804,"LINESTRING (19.3398675 47.3867235, 19.3411367 47.3868695, 19.3415285 47.3869034, 19.3418372 47.3868873, 19.3421054 47.3868555, 19.3422979 47.3868154, 19.3425154 47.3867444)",2,4
106220975,False,Faiskola utca,residential,50,False,102.775,"LINESTRING (19.3400929 47.3838853, 19.3412049 47.3833492)",,
106220979,False,Pásztorház utca,residential,50,True,153.785,"LINESTRING (19.3400929 47.3838853, 19.3387404 47.3828489)",,
106220981,False,Vasvári Pál utca,residential,50,False,233.197,"LINESTRING (19.3391534 47.381778, 19.3412049 47.3833492)",,
106220980,False,Hunyadi utca,residential,50,False,107.887,"LINESTRING (19.3391534 47.381778, 19.3400183 47.3812494, 19.3401673 47.3811584, 19.3402171 47.3811279)",,
865287845,False,Ócsai út,secondary,50,True,10.278,"LINESTRING (19.3403052 47.3811985, 19.3402171 47.3811279)",2,4603
570797664,False,Ócsai út,secondary,50,False,106.16300000000001,"LINESTRING (19.3403052 47.3811985, 19.3403751 47.3812574, 19.3410429 47.3818203, 19.3411881 47.3819429)",2,4603
106220979,False,Pásztorház utca,residential,50,False,153.785,"LINESTRING (19.3387404 47.3828489, 19.3400929 47.3838853)",,
106220975,False,Faiskola utca,residential,50,True,102.775,"LINESTRING (19.3412049 47.3833492, 19.3400929 47.3838853)",,
106220981,False,Vasvári Pál utca,residential,50,True,233.197,"LINESTRING (19.3412049 47.3833492, 19.3391534 47.381778)",,
106220975,False,Faiskola utca,residential,50,False,131.865,"LINESTRING (19.3412049 47.3833492, 19.3426674 47.3828787, 19.3427121 47.3828642, 19.3427868 47.3828402)",,
106213784,False,Széchenyi utca,residential,30,False,81.52199999999999,"LINESTRING (19.3438024 47.38863, 19.3433123 47.3889503, 19.3430233 47.3891392)",,
1128211305,False,Széchenyi utca,residential,50,True,172.19899999999998,"LINESTRING (19.3438024 47.38863, 19.3441097 47.3884389, 19.3441316 47.3883953, 19.3441134 47.3883521, 19.3434262 47.3877397, 19.3432385 47.3875636, 19.3430888 47.3874042)",,
106213784,False,Széchenyi utca,residential,30,True,81.52199999999999,"LINESTRING (19.3430233 47.3891392, 19.3433123 47.3889503, 19.3438024 47.38863)",,
570797664,False,Ócsai út,secondary,50,False,156.557,"LINESTRING (19.3411881 47.3819429, 19.3423307 47.3826264, 19.3427868 47.3828402)",2,4603
570797664,False,Ócsai út,secondary,50,True,106.163,"LINESTRING (19.3411881 47.3819429, 19.3410429 47.3818203, 19.3403751 47.3812574, 19.3403052 47.3811985)",2,4603
106233284,False,Kenderes utca,residential,50,False,391.4870000000001,"LINESTRING (19.339557 47.3876328, 19.3408612 47.388781, 19.3410816 47.3887163, 19.3416866 47.3884381, 19.3419861 47.3883027, 19.3422382 47.3881336, 19.3425279 47.3879164, 19.3430278 47.3874671, 19.3430654 47.3874284, 19.3430888 47.3874042)",,
66681708,False,Gyömrői út,tertiary,50,False,194.577,"LINESTRING (19.3476442 47.3859729, 19.3477664 47.3860164, 19.3493673 47.3865812, 19.3496286 47.3866453, 19.3499882 47.3866806)",2,
"[645394473, 138956901]",False,Kossuth Lajos utca,tertiary,50,False,196.937,"LINESTRING (19.3476442 47.3859729, 19.3476088 47.3860308, 19.3475387 47.3861353, 19.3475236 47.3861873, 19.347547 47.3862128, 19.3492618 47.3871793)",2,
"[138956897, 154681644, 921153012, 917742871, 570833212]",False,"['Templom tér', 'Gyömrői út']",tertiary,"['50', '30']","[False, True]",177.263,"LINESTRING (19.3476442 47.3859729, 19.3474851 47.385925, 19.3473344 47.3858948, 19.3470894 47.3858613, 19.3469203 47.3858365, 19.3467384 47.3857769, 19.3463705 47.3855645, 19.3462822 47.3855117, 19.346188 47.3854512, 19.3460132 47.3853338, 19.3458703 47.3852363, 19.3457384 47.3851188)",2,
106215409,False,Malom utca,residential,50,False,20.41,"LINESTRING (19.3513675 47.3844362, 19.3514144 47.3844858, 19.3514797 47.384554, 19.3515163 47.3845896)",,
"[106215409, 921153009]",False,Malom utca,residential,50,True,186.678,"LINESTRING (19.3513675 47.3844362, 19.351328 47.3843909, 19.3511964 47.38424, 19.3511769 47.3842177, 19.350909 47.3839104, 19.3508894 47.3838879, 19.3507033 47.3836745, 19.3503468 47.3832656, 19.3503393 47.383257, 19.350262 47.3831683, 19.350196 47.3830926, 19.350107 47.3829905)",,
"[570794492, 571249623]",False,Pesti út,primary,50,False,141.513,"LINESTRING (19.3442336 47.3858811, 19.3443943 47.3857993, 19.3448879 47.385545, 19.3449377 47.3855184, 19.3452774 47.3853444, 19.3454349 47.3852618, 19.3457384 47.3851188)","['2', '3']",4
"[571249624, 106233177, 571249623]",False,Pesti út,primary,50,"[False, True]",161.103,"LINESTRING (19.3442336 47.3858811, 19.3439031 47.3860533, 19.3433855 47.3863202, 19.3433092 47.3863595, 19.3425154 47.3867444)",2,4
563838063,False,Árpád fejedelem utca,residential,50,False,124.72,"LINESTRING (19.3510511 47.3862452, 19.3510801 47.3861567, 19.3510715 47.3860718, 19.3508926 47.3857966, 19.3507165 47.3856083, 19.3503856 47.385344, 19.3503348 47.3852764)",,
865287845,False,Ócsai út,secondary,50,False,10.278,"LINESTRING (19.3402171 47.3811279, 19.3403052 47.3811985)",2,4603
106220980,False,Hunyadi utca,residential,50,True,107.887,"LINESTRING (19.3402171 47.3811279, 19.3401673 47.3811584, 19.3400183 47.3812494, 19.3391534 47.381778)",,
106214105,True,Vasadi utca,residential,50,False,181.629,"LINESTRING (19.3472422 47.3837697, 19.3465871 47.384116, 19.3455598 47.3847285, 19.3455281 47.3847474, 19.3453984 47.3848221)",,
