osmid,lanes,name,highway,width,oneway,reversed,length,ref,maxspeed,geometry,junction
73798502,1,Pete Lajos köz,residential,3,False,True,16.024,,,"LINESTRING (17.6364141 46.6656962, 17.6363603 46.6658355)",
73913414,2,Zrínyi Miklós utca,secondary,,False,False,105.47,6701,50,"LINESTRING (17.6364141 46.6656962, 17.6368064 46.6658037, 17.6377092 46.6660272)",
73913414,2,Zrínyi Miklós utca,secondary,,False,True,111.388,6701,50,"LINESTRING (17.6364141 46.6656962, 17.6362388 46.6656234, 17.6360877 46.6655453, 17.6359356 46.6654525, 17.6356054 46.6652011, 17.6354799 46.6650876, 17.6353878 46.6649967)",
708043260,2,Fonyódi utca,secondary,,False,True,7.073,6701,50,"LINESTRING (17.6406192 46.6679691, 17.6406615 46.6679125)",
73798469,1,Bem József utca,residential,3,False,False,110.753,,,"LINESTRING (17.6406192 46.6679691, 17.6404961 46.6679656, 17.639169 46.6679277)",
708043260,2,Fonyódi utca,secondary,,False,False,250.35699999999997,6701,50,"LINESTRING (17.6406192 46.6679691, 17.6404619 46.6681394, 17.6400575 46.6685122, 17.6396251 46.6688898, 17.6390698 46.6693509, 17.6388953 46.6695308, 17.6388183 46.6696511, 17.6387492 46.6698031)",
73811501,1,Kert utca,residential,3,False,False,215.44399999999996,,,"LINESTRING (17.6387492 46.6698031, 17.6387206 46.6697946, 17.6386832 46.669758, 17.6386568 46.6696844, 17.6386631 46.6696035, 17.6388756 46.6686687, 17.6389703 46.6683792, 17.6390867 46.6681371, 17.639169 46.6679277)",
708043260,2,Fonyódi utca,secondary,,False,True,250.35699999999997,6701,50,"LINESTRING (17.6387492 46.6698031, 17.6388183 46.6696511, 17.6388953 46.6695308, 17.6390698 46.6693509, 17.6396251 46.6688898, 17.6400575 46.6685122, 17.6404619 46.6681394, 17.6406192 46.6679691)",
59174164,2,Csokonai Vitéz Mihály utca,tertiary,,False,False,27.464,67115,,"LINESTRING (17.6434227 46.666859, 17.6437814 46.6668387)",
"[73812640, 73812645, 73812638]",,"['Csalogány utca', 'Tűzoltó utca']","['residential', 'unclassified']",,False,True,649.932,,,"LINESTRING (17.6434227 46.666859, 17.6432693 46.6651359, 17.6432555 46.6648924, 17.6432117 46.6648047, 17.6431515 46.6647462, 17.6430698 46.6647061, 17.6420645 46.6644988, 17.6419317 46.6644779, 17.6418067 46.6644818, 17.641698 46.6645172, 17.6416102 46.6645781, 17.6408664 46.6653152, 17.640776 46.6654621, 17.6407553 46.6655298, 17.6407513 46.6655963, 17.6407521 46.6656846, 17.6408033 46.666148, 17.6408211 46.6664646, 17.6408284 46.6667253, 17.6408259 46.6668662, 17.6408168 46.666923, 17.6408006 46.6669751)",
653420827,2,Zrínyi Miklós utca,secondary,,False,True,22.779,6711,50,"LINESTRING (17.6434227 46.666859, 17.6434509 46.6668741, 17.6434713 46.6668936, 17.6434884 46.6669213, 17.643497 46.6669496, 17.6435034 46.6669856, 17.6435095 46.6670465)",
708043258,2,Zrínyi Miklós utca,secondary,,False,True,167.852,6711,50,"LINESTRING (17.6434227 46.666859, 17.6433705 46.6668489, 17.6433203 46.6668461, 17.6432711 46.666847, 17.6426379 46.6668732, 17.6421814 46.666898, 17.641654 46.666943, 17.6412347 46.6669766)",
73809136,,Ady Endre utca,residential,,False,True,104.863,,,"LINESTRING (17.6439292 46.6704185, 17.6452852 46.670265)",
653420828,2,Rákóczi Ferenc út,secondary,,False,False,77.689,6711,50,"LINESTRING (17.6439292 46.6704185, 17.6440245 46.6710723, 17.6440319 46.6711136)",
653420828,2,Rákóczi Ferenc út,secondary,,False,True,340.15099999999995,6711,50,"LINESTRING (17.6439292 46.6704185, 17.6438636 46.6699711, 17.6437443 46.669003, 17.6437137 46.6687593, 17.6435936 46.6679034, 17.6435517 46.6675626, 17.6435305 46.6673718)",
713887823,,Kaposvári utca,secondary,,False,False,20.659,6701,50,"LINESTRING (17.6351735 46.6641748, 17.6351821 46.6643605)",
442788880,1,Fonyódi utca,secondary,,True,False,24.443,6701,50,"LINESTRING (17.6408052 46.6673874, 17.6407943 46.6673438, 17.6407856 46.6672941, 17.6407779 46.6672533, 17.6407594 46.6672107, 17.6407314 46.6671757)",
