osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,lanes,bridge
117747504,False,Bethánia köz,residential,True,125.957,"LINESTRING (20.9315926 48.1994876, 20.9310532 48.1995511, 20.9308277 48.1995655, 20.9299026 48.1995734)",,,,
262867693,False,Kassai út,primary,False,205.615,"LINESTRING (20.9315926 48.1994876, 20.9313988 48.1986768, 20.9312003 48.197855, 20.9311396 48.1976635)",3,50,,
284509787,False,Kassai út,primary,True,79.702,"LINESTRING (20.9315926 48.1994876, 20.9316315 48.199677, 20.9316653 48.1997951, 20.9317076 48.1998919, 20.931765 48.1999903, 20.9318969 48.2001688)",3,50,,
117747533,True,II. Rákóczi Ferenc út,residential,False,177.474,"LINESTRING (20.9279618 48.19882, 20.9278903 48.1991929, 20.9278746 48.1996403, 20.9279194 48.2003366, 20.9279243 48.2004122)",,,,
158183765,False,Táncsics Mihály utca,secondary,True,64.67699999999999,"LINESTRING (20.9279618 48.19882, 20.9278851 48.1989491, 20.9276799 48.1991434, 20.9275204 48.1993189)",2622,50,,
158182902,False,Bajcsy-Zsilinszky Endre út,secondary,False,120.415,"LINESTRING (20.9221643 48.2041139, 20.9224253 48.2038355, 20.9227976 48.2035348, 20.9231903 48.2032807)",2622,50,,
158182902,False,Bajcsy-Zsilinszky Endre út,secondary,False,96.35499999999999,"LINESTRING (20.9236291 48.2029458, 20.9240257 48.2025702, 20.9242311 48.2023718, 20.9243067 48.2023158, 20.924415 48.2022606)",2622,50,,
158182902,False,Bajcsy-Zsilinszky Endre út,secondary,True,49.535,"LINESTRING (20.9236291 48.2029458, 20.923409 48.2031347, 20.9231903 48.2032807)",2622,50,,
158182902,False,Bajcsy-Zsilinszky Endre út,secondary,False,22.792,"LINESTRING (20.924415 48.2022606, 20.9246977 48.2021799)",2622,50,,
117747525,False,Dózsa György utca,residential,True,248.11999999999998,"LINESTRING (20.924415 48.2022606, 20.9245858 48.2017411, 20.9247566 48.2014721, 20.9248882 48.2011861, 20.9249566 48.2010186, 20.9251102 48.2004629, 20.9252431 48.200104)",,,,
158182902,False,Bajcsy-Zsilinszky Endre út,secondary,True,96.355,"LINESTRING (20.924415 48.2022606, 20.9243067 48.2023158, 20.9242311 48.2023718, 20.9240257 48.2025702, 20.9236291 48.2029458)",2622,50,,
117747522,False,Kossuth Lajos utca,residential,False,252.611,"LINESTRING (20.9264954 48.2020295, 20.9264987 48.2022822, 20.9265185 48.2032286, 20.9265291 48.2037336, 20.9265411 48.2038689, 20.926578 48.2043002)",,50,2,
158182901,False,Kálvin tér,secondary,False,141.367,"LINESTRING (20.9264954 48.2020295, 20.9264958 48.202013, 20.926496 48.2019897, 20.9264998 48.201935, 20.9265164 48.2016222, 20.9265325 48.2015579, 20.92657 48.2014592, 20.9269339 48.200806)",2622,50,,
158182902,False,Bajcsy-Zsilinszky Endre út,secondary,True,134.278,"LINESTRING (20.9264954 48.2020295, 20.9263135 48.2020429, 20.9246977 48.2021799)",2622,50,,
262867714,False,Balassi Bálint utca,residential,True,103.779,"LINESTRING (20.9335108 48.1975174, 20.9321158 48.1975976)",,,,
117747536,False,Bethlen Gábor utca,residential,True,121.25800000000001,"LINESTRING (20.9335108 48.1975174, 20.9339434 48.1982915, 20.9339904 48.1983803, 20.9340371 48.1985477)",,,,
117747521,False,Poprád utca,residential,False,63.01,"LINESTRING (20.9249835 48.2039526, 20.9249012 48.2033886)",,,,
158181878,False,Széchenyi István utca,residential,False,14.954,"LINESTRING (20.9279423 48.2056265, 20.9280869 48.2055327)",,,,
117747539,False,Mohácsi köz,residential,True,105.019,"LINESTRING (20.9279423 48.2056265, 20.9274889 48.2050746, 20.9274826 48.2050281, 20.9274762 48.2049689, 20.9275206 48.2047618)",,,,
158181878,False,Széchenyi István utca,residential,True,57.989999999999995,"LINESTRING (20.9279423 48.2056265, 20.9278516 48.2056769, 20.9277216 48.2057188, 20.9276131 48.2057457, 20.927454 48.2057572, 20.9273445 48.2057507, 20.9272167 48.2057232)",,,,
258352348,False,Szent Anna utca,residential,True,157.811,"LINESTRING (20.9305003 48.2022803, 20.9293695 48.2023098, 20.929107 48.2023178, 20.9283742 48.202355)",,,,
255961914,False,Pázmány Péter tér,residential,True,52.515,"LINESTRING (20.9279434 48.2023881, 20.9272357 48.2024118)",,,,
117747545,False,Gárdonyi Géza utca,residential,False,155.132,"LINESTRING (20.9279434 48.2023881, 20.9282437 48.2034809, 20.9282881 48.2035951, 20.928411 48.2037397)",,,,
255961914,False,Pázmány Péter tér,residential,False,32.197,"LINESTRING (20.9279434 48.2023881, 20.9282648 48.2023711, 20.9283742 48.202355)",,,,
585627881,False,Pázmány Péter tér,residential,True,68.449,"LINESTRING (20.9279434 48.2023881, 20.9278956 48.202022, 20.9282478 48.2019417)",,,,
117747554,False,Bethlen Gábor utca,residential,True,108.72,"LINESTRING (20.9340371 48.1985477, 20.933589 48.1994787)",,,,
117747536,False,Bethlen Gábor utca,residential,False,121.258,"LINESTRING (20.9340371 48.1985477, 20.9339904 48.1983803, 20.9339434 48.1982915, 20.9335108 48.1975174)",,,,
255961914,False,Pázmány Péter tér,residential,False,52.515,"LINESTRING (20.9272357 48.2024118, 20.9279434 48.2023881)",,,,
262867691,False,József Attila utca,residential,True,128.553,"LINESTRING (20.9318969 48.2001688, 20.9307417 48.2000451, 20.9307165 48.2000471, 20.9305591 48.2000595, 20.9303658 48.2000953, 20.9302059 48.2001504)",,,,
284509787,False,Kassai út,primary,False,79.702,"LINESTRING (20.9318969 48.2001688, 20.931765 48.1999903, 20.9317076 48.1998919, 20.9316653 48.1997951, 20.9316315 48.199677, 20.9315926 48.1994876)",3,50,,
284509787,False,Kassai út,primary,True,76.05799999999999,"LINESTRING (20.9318969 48.2001688, 20.9320061 48.2003096, 20.9320782 48.2003913, 20.9321514 48.2004567, 20.9322432 48.2005287, 20.9325312 48.200696)",3,50,,
158182924,False,II. Rákóczi Ferenc út,residential,False,42.171,"LINESTRING (20.9279243 48.2004122, 20.9278936 48.2007909)",,,,
117747503,False,József Attila utca,residential,False,160.12900000000002,"LINESTRING (20.9279243 48.2004122, 20.9295602 48.2003387, 20.9297428 48.20031, 20.930038 48.2002068)",,,,
117747502,False,Késmárki út,residential,False,106.1,"LINESTRING (20.9232773 48.1973352, 20.9233278 48.1973013, 20.9241191 48.1973577, 20.9246686 48.1974424)",,,,
117747509,False,Kazinczy Ferenc utca,residential,True,93.431,"LINESTRING (20.9232773 48.1973352, 20.9234 48.1976613, 20.9236064 48.1981462)",,,,
117747507,False,Szobráczi út,residential,False,61.462,"LINESTRING (20.9260586 48.2055127, 20.9262233 48.2055212, 20.9262798 48.2055315, 20.9263507 48.2055705, 20.9264177 48.2055884, 20.9264783 48.2056109, 20.9265347 48.2056855, 20.9266398 48.2058343)",,,,
