osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,junction
274704939,False,3504,Nánási út,secondary,False,56.09,"LINESTRING (21.4955283 47.8175502, 21.49621 47.8173383)",,
46273870,False,3502,Akácfa utca,secondary,True,21.011,"LINESTRING (21.4955283 47.8175502, 21.4954406 47.81746, 21.4954025 47.8173829)",,
274704939,False,3504,Nánási út,secondary,True,35.492000000000004,"LINESTRING (21.4955283 47.8175502, 21.4953799 47.8176116, 21.4951298 47.8177241)",,
46273863,False,3502,Böszörményi út,secondary,True,15.357,"LINESTRING (21.4987447 47.81447, 21.4987463 47.8143319)",,
46273870,False,3502,Akácfa utca,secondary,False,132.689,"LINESTRING (21.4987447 47.81447, 21.4983837 47.8146234, 21.4975039 47.8149908, 21.4973187 47.81511, 21.4972843 47.8151407)",,
312763088,False,3503,Böszörményi út,secondary,True,173.046,"LINESTRING (21.4987447 47.81447, 21.4990676 47.8154224, 21.4993329 47.8159738)",,
46273870,False,3502,Akácfa utca,secondary,True,25.085,"LINESTRING (21.4954025 47.8173829, 21.4955275 47.8171735)",,
46273870,False,3502,Akácfa utca,secondary,False,21.011,"LINESTRING (21.4954025 47.8173829, 21.4954406 47.81746, 21.4955283 47.8175502)",,
1217270140,False,3503,Tokaji út,secondary,True,28.809,"LINESTRING (21.501305 47.8200952, 21.5013147 47.8198362)",,
171048132,False,,Füzes utca,residential,True,50.297,"LINESTRING (21.501305 47.8200952, 21.5011903 47.8201118, 21.5006465 47.8201906)",30,
312761008,False,3504,Fehértói út,secondary,True,9.257,"LINESTRING (21.5057889 47.8152078, 21.5058878 47.815258)",,
171048012,False,,Vasvári Pál utca,residential,False,119.461,"LINESTRING (21.5057889 47.8152078, 21.5061817 47.8147168, 21.5065488 47.8142624)",,
312761008,False,3504,Fehértói út,secondary,False,168.70499999999998,"LINESTRING (21.5057889 47.8152078, 21.505678 47.8151699, 21.5055756 47.8151499, 21.5054092 47.8151444, 21.5035613 47.8152961)",,
46273870,False,3502,Akácfa utca,secondary,True,27.843,"LINESTRING (21.4960481 47.8164762, 21.4962512 47.8162662)",,
46273870,False,3502,Akácfa utca,secondary,False,86.943,"LINESTRING (21.4960481 47.8164762, 21.4957039 47.816878, 21.4955275 47.8171735)",,
299038206,False,,Ady Endre utca,residential,True,97.10300000000001,"LINESTRING (21.4960481 47.8164762, 21.4960603 47.8167542, 21.4961259 47.8171583, 21.49621 47.8173383)",,
1217277511,False,3502,Böszörményi út,secondary,False,59.39,"LINESTRING (21.4988952 47.8116349, 21.4988643 47.8121686)",,
171048134,True,,Rózsa utca,residential,False,348.908,"LINESTRING (21.4988952 47.8116349, 21.4973667 47.8115855, 21.4967255 47.8115784, 21.4959319 47.8116067, 21.4949754 47.8116349, 21.4947809 47.8116561, 21.494413 47.8117408, 21.4942828 47.8118063)",,
171048007,False,,Hétút utca,residential,True,21.989,"LINESTRING (21.5049504 47.8117643, 21.504702 47.8118705)",,
171048025,False,,Fogadó utca,residential,True,135.114,"LINESTRING (21.4942828 47.8118063, 21.4944778 47.8119561, 21.4950613 47.812323, 21.4955877 47.8126467)",,
171048007,False,,Hétút utca,residential,False,21.989,"LINESTRING (21.504702 47.8118705, 21.5049504 47.8117643)",,
171048007,False,,Hétút utca,residential,True,118.547,"LINESTRING (21.504702 47.8118705, 21.5038731 47.8122249, 21.5033865 47.8124662)",,
1217277511,False,3502,Böszörményi út,secondary,False,144.652,"LINESTRING (21.4988643 47.8121686, 21.498789 47.8134685)",,
1217277511,False,3502,Böszörményi út,secondary,True,59.39,"LINESTRING (21.4988643 47.8121686, 21.4988952 47.8116349)",,
171048007,False,,Hétút utca,residential,False,118.547,"LINESTRING (21.5033865 47.8124662, 21.5038731 47.8122249, 21.504702 47.8118705)",,
171048007,False,,Hétút utca,residential,True,94.50999999999999,"LINESTRING (21.5033865 47.8124662, 21.5025066 47.8129025, 21.5023659 47.8129688)",,
171048127,False,,Jókai Mór utca,residential,False,224.65099999999998,"LINESTRING (21.5033865 47.8124662, 21.5037198 47.8128241, 21.5040803 47.8132276, 21.5042769 47.8134012, 21.5046632 47.8137223, 21.5051185 47.8141138)",,
171048025,False,,Fogadó utca,residential,False,135.114,"LINESTRING (21.4955877 47.8126467, 21.4950613 47.812323, 21.4944778 47.8119561, 21.4942828 47.8118063)",,
171048025,False,,Fogadó utca,residential,True,48.858000000000004,"LINESTRING (21.4955877 47.8126467, 21.4957227 47.8127298, 21.4960767 47.8129386)",,
171048001,False,,Telek utca,residential,False,96.19,"LINESTRING (21.4960767 47.8129386, 21.4956847 47.8133471, 21.4955881 47.8135543, 21.4955437 47.8137135)",,
171048025,False,,Fogadó utca,residential,False,48.858000000000004,"LINESTRING (21.4960767 47.8129386, 21.4957227 47.8127298, 21.4955877 47.8126467)",,
171048025,False,,Fogadó utca,residential,True,84.25999999999999,"LINESTRING (21.4960767 47.8129386, 21.4961204 47.8129644, 21.4962876 47.8130492, 21.4966518 47.8131665, 21.4970841 47.8132655)",,
171048007,False,,Hétút utca,residential,False,94.50999999999999,"LINESTRING (21.5023659 47.8129688, 21.5025066 47.8129025, 21.5033865 47.8124662)",,
171048007,False,,Hétút utca,residential,True,120.189,"LINESTRING (21.5023659 47.8129688, 21.502102 47.8130931, 21.5009851 47.8135228)",,
171048129,False,,Hunyadi János utca,residential,False,260.586,"LINESTRING (21.5023659 47.8129688, 21.5024858 47.8131077, 21.5027137 47.8134302, 21.5030752 47.8140041, 21.5032356 47.8142808, 21.5033659 47.814586, 21.5034574 47.8148339, 21.5035474 47.8151614)",,
171048025,False,,Fogadó utca,residential,False,84.26,"LINESTRING (21.4970841 47.8132655, 21.4966518 47.8131665, 21.4962876 47.8130492, 21.4961204 47.8129644, 21.4960767 47.8129386)",,
171048025,False,,Fogadó utca,residential,True,129.685,"LINESTRING (21.4970841 47.8132655, 21.4971312 47.8132763, 21.4977072 47.8133737, 21.4982201 47.813441, 21.498789 47.8134685)",,
171048115,False,,Toborzó utca,residential,False,209.64499999999998,"LINESTRING (21.4970841 47.8132655, 21.497095 47.8135202, 21.4971508 47.8141441, 21.4972102 47.8149452, 21.4972374 47.815069, 21.4972843 47.8151407)",,
1217277511,False,3502,Böszörményi út,secondary,True,144.652,"LINESTRING (21.498789 47.8134685, 21.4988643 47.8121686)",,
46273863,False,3502,Böszörményi út,secondary,False,96.066,"LINESTRING (21.498789 47.8134685, 21.4987481 47.8141744, 21.4987463 47.8143319)",,
171048025,False,,Fogadó utca,residential,False,129.685,"LINESTRING (21.498789 47.8134685, 21.4982201 47.813441, 21.4977072 47.8133737, 21.4971312 47.8132763, 21.4970841 47.8132655)",,
171048007,False,,Hétút utca,residential,True,24.939,"LINESTRING (21.5009851 47.8135228, 21.5006924 47.8136308)",,
