osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,width
"[30446434, 376083031]",True,Bezerédj utca,residential,"['50', '30']",False,271.76500000000004,"LINESTRING (18.134576 46.377235, 18.1345782 46.3771905, 18.1346359 46.3760323, 18.1346398 46.3759492, 18.1346578 46.3755617, 18.1346621 46.3754711, 18.1346629 46.3754532, 18.1346926 46.3748158, 18.1346937 46.3747923)",,,
366354357,False,Dombó Pál utca,residential,50,False,187.216,"LINESTRING (18.134576 46.377235, 18.1346312 46.3772474, 18.135439 46.3774283, 18.1368996 46.3777497)",2,,
366434799,False,Dombó Pál utca,residential,50,True,71.479,"LINESTRING (18.134576 46.377235, 18.1345204 46.3772289, 18.133656 46.3771332)",2,,
30444696,False,Dombó Pál utca,residential,50,False,40.117999999999995,"LINESTRING (18.1307144 46.3768685, 18.1308343 46.3768778, 18.131234 46.3769093)",2,,
"[375206080, 381254930, 302663927]",False,Hunyadi tér,primary,50,False,346.271,"LINESTRING (18.1307144 46.3768685, 18.130438 46.3754174, 18.1303443 46.3748607, 18.1302366 46.3741952, 18.1302256 46.3741305, 18.1302092 46.3739575, 18.1301842 46.3737764)","['4', '5']",611,
381254930,False,Hunyadi tér,primary,50,True,136.739,"LINESTRING (18.1307144 46.3768685, 18.130738 46.37701, 18.1307622 46.3771935, 18.1308567 46.377935, 18.1308634 46.3780936)",4,611,
328915285,False,Kölcsey utca,residential,50,False,93.628,"LINESTRING (18.1389192 46.3781842, 18.1392026 46.3773652)",2,,
366354357,False,Dombó Pál utca,residential,50,True,162.289,"LINESTRING (18.1389192 46.3781842, 18.1368996 46.3777497)",2,,
328915285,False,Kölcsey utca,residential,50,True,147.00599999999997,"LINESTRING (18.1389192 46.3781842, 18.1387409 46.3786582, 18.138587 46.3790676, 18.138465 46.3793921, 18.138438 46.3794639)",2,,
328915288,False,Vörösmarty utca,residential,50,False,364.091,"LINESTRING (18.1368996 46.3777497, 18.1369246 46.3744754)",2,,
