osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,junction
26168038,2,1115,Budai út,secondary,50,False,False,129.005,"LINESTRING (19.0532476 47.6154773, 19.0532313 47.6155035, 19.0532055 47.6155371, 19.053178 47.6155714, 19.053124 47.615628, 19.0530534 47.6156918, 19.0528876 47.6158232, 19.0527005 47.6159751, 19.0526122 47.6160423, 19.0524536 47.6161696, 19.0522898 47.6163038, 19.0522072 47.6163967)",,,
154569034,2,1108,Budai út,secondary,50,False,False,94.02499999999999,"LINESTRING (19.046383 47.6200892, 19.046398 47.6200342, 19.0464303 47.6199496, 19.0464575 47.6198926, 19.0464839 47.6198412, 19.0465477 47.6197571, 19.0466628 47.6196436, 19.0467612 47.6195463, 19.0469214 47.6193922, 19.0469605 47.6193495)",,,
154569034,2,1108,Budai út,secondary,50,False,True,85.42500000000001,"LINESTRING (19.046383 47.6200892, 19.0463095 47.620335, 19.0462559 47.6205429, 19.04622 47.6206879, 19.0461744 47.6208444)",,,
936717930,,,,residential,,False,True,11.204,"LINESTRING (19.046383 47.6200892, 19.0463064 47.6200807, 19.0462355 47.6200728)",,,
191577289,2,1108;1111,Szentendrei út,secondary,50,False,False,115.156,"LINESTRING (19.0489585 47.6222146, 19.0474862 47.6219184)",,,
32613034,1,1108;1111,József Attila utca,secondary,50,True,False,29.613,"LINESTRING (19.0489585 47.6222146, 19.0492087 47.6222487, 19.0492855 47.622261, 19.0493464 47.6222599)",,,
48426080,,,,residential,,False,False,43.939,"LINESTRING (19.0498261 47.617982, 19.0498457 47.6180148, 19.0501319 47.6183185)",,,
457044395,2,1115,Budai út,secondary,40,False,False,189.038,"LINESTRING (19.0498261 47.617982, 19.0496948 47.6180053, 19.0495785 47.6180227, 19.0494639 47.6180335, 19.0493653 47.6180403, 19.0492728 47.618052, 19.0490899 47.6180862, 19.0489994 47.6181061, 19.0489201 47.618126, 19.0488022 47.6181595, 19.0486803 47.6181979, 19.0485847 47.6182335, 19.0484951 47.6182687, 19.0478999 47.6184939, 19.0477966 47.6185387, 19.0477518 47.6185623, 19.0477075 47.6185892, 19.0476688 47.6186178, 19.0476295 47.6186535, 19.0475911 47.6186913)",,,
1047679674,2,1115,Budai út,secondary,40,False,True,13.541,"LINESTRING (19.0498261 47.617982, 19.0499007 47.6179648, 19.0499508 47.617952, 19.0499955 47.6179398)",,,
"[10928620, 833530447]",2,11305,Ady Endre utca,tertiary,50,False,False,99.77000000000001,"LINESTRING (19.0524067 47.616538, 19.0526553 47.6167046, 19.0531974 47.6170679, 19.0532447 47.6170919, 19.0533136 47.6171022, 19.0533988 47.6171116)",,,
471840198,,11305,Ady Endre utca,tertiary,,True,False,11.967,"LINESTRING (19.0524067 47.616538, 19.0522719 47.616537, 19.0522471 47.6165379)",,,
"[149811041, 448562327]",2,1108,Damjanich utca,secondary,,False,True,110.282,"LINESTRING (19.0444294 47.6185362, 19.0444913 47.6185438, 19.0446696 47.6185848, 19.0448683 47.6186473, 19.0451117 47.6187413, 19.0451826 47.618771, 19.045352 47.6188458, 19.0454814 47.6188975, 19.0455915 47.618931, 19.0457409 47.618975)",,,
448562328,2,1108,Damjanich utca,secondary,50,False,False,26.609,"LINESTRING (19.0444294 47.6185362, 19.0442677 47.6185357, 19.0440749 47.6185452)",,,
1232379529,,,Magyar utca,residential,20,False,False,84.876,"LINESTRING (19.0444294 47.6185362, 19.0444337 47.6184648, 19.0440769 47.6178161)",,,
203292953,2,1108,Petőfi tér,secondary,50,False,False,16.093,"LINESTRING (19.0470664 47.6192236, 19.0469605 47.6193495)",,,
203292954,2,1115,Petőfi tér,secondary,50,False,True,38.562,"LINESTRING (19.0470664 47.6192236, 19.0473483 47.6189335)",,,
149811041,2,1108,Damjanich utca,secondary,,False,True,37.808,"LINESTRING (19.0457409 47.618975, 19.0462062 47.6191063)",,,
27178727,,,Iskola utca,residential,50,False,False,117.90299999999999,"LINESTRING (19.0457409 47.618975, 19.0457615 47.6189134, 19.0457756 47.6187792, 19.0457261 47.6185775, 19.0454918 47.6183078, 19.0453729 47.6182335, 19.0453443 47.6182156, 19.0452466 47.6181603, 19.0452228 47.6181286, 19.0452115 47.6181134, 19.0452035 47.6180673, 19.0451847 47.6180456)",,,
"[149811041, 448562327]",2,1108,Damjanich utca,secondary,,False,False,110.282,"LINESTRING (19.0457409 47.618975, 19.0455915 47.618931, 19.0454814 47.6188975, 19.045352 47.6188458, 19.0451826 47.618771, 19.0451117 47.6187413, 19.0448683 47.6186473, 19.0446696 47.6185848, 19.0444913 47.6185438, 19.0444294 47.6185362)",,,
191577289,2,1108;1111,Szentendrei út,secondary,50,False,True,115.156,"LINESTRING (19.0474862 47.6219184, 19.0489585 47.6222146)",,,
"[27056179, 744913534]",,,Klinger Henrik utca,residential,50,False,False,45.93600000000001,"LINESTRING (19.0474862 47.6219184, 19.0474629 47.6219757, 19.0474398 47.6220191, 19.047286 47.6223087)",,,
"[191577289, 343473818, 308365939, 222936404]",2,1108;1111,Szentendrei út,secondary,50,False,"[False, True]",109.74400000000001,"LINESTRING (19.0474862 47.6219184, 19.0469571 47.6218187, 19.0468745 47.6218055, 19.0467976 47.6217922, 19.0467522 47.6217835, 19.0466898 47.6217701, 19.0466615 47.6217633, 19.046558 47.6217327, 19.0463971 47.6216821, 19.0462083 47.621621, 19.0461373 47.621597, 19.0461101 47.6215914)",,,
1047786649,2,1108,Szentendrei út,secondary,50,False,False,137.308,"LINESTRING (19.0510816 47.6236661, 19.0502145 47.6229745, 19.0501821 47.62295, 19.0498892 47.6227287)",,,
"[1043475490, 1043475491, 400051046, 826190664, 400051049, 420094410, 384645998, 27178301]",2,,Klisovác utca,residential,30,False,False,200.43099999999995,"LINESTRING (19.046121 47.6210524, 19.0460481 47.621044, 19.0460141 47.6210345, 19.0458833 47.6210229, 19.0456903 47.6210255, 19.0455335 47.621036, 19.0453788 47.6210432, 19.0452738 47.6210523, 19.0451755 47.6210615, 19.0451462 47.6210631, 19.0451191 47.6210595, 19.0450651 47.6210451, 19.0450329 47.6210416, 19.0449994 47.6210408, 19.0449411 47.6210469, 19.0447453 47.6210657, 19.0447175 47.6210704, 19.0446932 47.6210806, 19.0446468 47.6211071, 19.0446272 47.6211173, 19.0445987 47.6211258, 19.0445653 47.6211317, 19.0443429 47.6211573, 19.0441839 47.6211715, 19.0441261 47.6211777, 19.0440728 47.6211823, 19.0440326 47.6211903, 19.0438451 47.6212365, 19.0438087 47.6212452, 19.0435301 47.6213121)","['5.5', '5']",,
"[327990169, 327990171, 191579348]",2,1108,Budai út,secondary,50,False,False,23.478,"LINESTRING (19.046121 47.6210524, 19.0461319 47.6209988, 19.0461611 47.6208919, 19.0461744 47.6208444)",,yes,
"[222936410, 222936414]","['2', '3']",1108,Budai út,secondary,50,False,True,42.244,"LINESTRING (19.046121 47.6210524, 19.0461049 47.6211091, 19.0460038 47.6213625, 19.0459866 47.6214031, 19.0459845 47.6214206)",,,
27178459,,,Erdőhát utca,residential,30,False,False,147.65,"LINESTRING (19.0435301 47.6213121, 19.0435046 47.6213952, 19.0434849 47.6214546, 19.0431749 47.6218122, 19.0429123 47.6220786, 19.0426604 47.6223686, 19.0425764 47.6224653)",,,
"[1043475490, 1043475491, 400051046, 826190664, 400051049, 420094410, 384645998, 27178301]",2,,Klisovác utca,residential,30,False,True,200.43099999999995,"LINESTRING (19.0435301 47.6213121, 19.0438087 47.6212452, 19.0438451 47.6212365, 19.0440326 47.6211903, 19.0440728 47.6211823, 19.0441261 47.6211777, 19.0441839 47.6211715, 19.0443429 47.6211573, 19.0445653 47.6211317, 19.0445987 47.6211258, 19.0446272 47.6211173, 19.0446468 47.6211071, 19.0446932 47.6210806, 19.0447175 47.6210704, 19.0447453 47.6210657, 19.0449411 47.6210469, 19.0449994 47.6210408, 19.0450329 47.6210416, 19.0450651 47.6210451, 19.0451191 47.6210595, 19.0451462 47.6210631, 19.0451755 47.6210615, 19.0452738 47.6210523, 19.0453788 47.6210432, 19.0455335 47.621036, 19.0456903 47.6210255, 19.0458833 47.6210229, 19.0460141 47.6210345, 19.0460481 47.621044, 19.046121 47.6210524)","['5.5', '5']",,
"[1043475488, 27178674, 437885783]",,,Kőbányai út,residential,,False,False,367.40900000000005,"LINESTRING (19.0461744 47.6208444, 19.0460818 47.6208394, 19.046054 47.6208391, 19.0456251 47.6208569, 19.04522 47.6208894, 19.0449077 47.6208906, 19.0446101 47.6209226, 19.0443047 47.6209063, 19.0441794 47.6208996, 19.0438239 47.6208568, 19.0435612 47.6208426, 19.043443 47.6208451, 19.0432005 47.6208538, 19.0429521 47.6208628, 19.0421645 47.6208911, 19.041882 47.6209013, 19.0416971 47.6209082, 19.0415583 47.620908, 19.0414342 47.6208927, 19.0414095 47.6208887, 19.0412964 47.6208704)",6.1,,
154569034,2,1108,Budai út,secondary,50,False,False,85.425,"LINESTRING (19.0461744 47.6208444, 19.04622 47.6206879, 19.0462559 47.6205429, 19.0463095 47.620335, 19.046383 47.6200892)",,,
"[327990169, 327990171, 191579348]",2,1108,Budai út,secondary,50,False,True,23.478,"LINESTRING (19.0461744 47.6208444, 19.0461611 47.6208919, 19.0461319 47.6209988, 19.046121 47.6210524)",,yes,
48426080,,,,residential,,False,True,43.939,"LINESTRING (19.0501319 47.6183185, 19.0498457 47.6180148, 19.0498261 47.617982)",,,
"[180271170, 431644507, 1099052710]",,,"['Vasút sor', 'Táncsics Mihály utca']",residential,"['20', '30']",True,False,348.83600000000007,"LINESTRING (19.0501319 47.6183185, 19.0505066 47.6186069, 19.0507566 47.6187994, 19.050801 47.6188219, 19.0509262 47.6187828, 19.0518501 47.6181707, 19.0522673 47.6178988, 19.0525075 47.6177423, 19.0532924 47.6172422, 19.0533584 47.6171784, 19.0533988 47.6171116)",4.8,,
149811041,2,1108,Damjanich utca,secondary,,False,False,37.808,"LINESTRING (19.0462062 47.6191063, 19.0457409 47.618975)",,,
149811041,2,1108,Damjanich utca,secondary,,False,True,17.601,"LINESTRING (19.0462062 47.6191063, 19.0464291 47.6191561)",,,
27178910,,,Templom utca,residential,50,False,False,108.745,"LINESTRING (19.0462062 47.6191063, 19.0461031 47.6192608, 19.0460051 47.6192872, 19.0459279 47.6192822, 19.0458655 47.6192872, 19.0456751 47.6193794, 19.0455654 47.6194325, 19.0452184 47.6194955, 19.0449959 47.6195168)",,,
"[788057896, 27178869, 788057895]",,,Patak sor,residential,,False,False,324.41999999999996,"LINESTRING (19.0440769 47.6178161, 19.044364 47.6175548, 19.0444808 47.6174139, 19.0445886 47.6173441, 19.0446042 47.6172393, 19.0444778 47.6167844, 19.0444352 47.6167001, 19.0443521 47.6165616, 19.0440564 47.6162132, 19.044005 47.6161319, 19.0440519 47.6158244, 19.0439031 47.6151066)",,yes,
1232379529,,,Magyar utca,residential,20,False,True,84.876,"LINESTRING (19.0440769 47.6178161, 19.0444337 47.6184648, 19.0444294 47.6185362)",,,
448562328,2,1108,Damjanich utca,secondary,50,False,False,21.443,"LINESTRING (19.0420884 47.6181994, 19.0418296 47.6181172)",,,
448562328,2,1108,Damjanich utca,secondary,50,False,True,159.88299999999998,"LINESTRING (19.0420884 47.6181994, 19.0423769 47.6183333, 19.042585 47.6184347, 19.0427272 47.6184894, 19.0428396 47.6185197, 19.0429614 47.6185428, 19.0430818 47.61855, 19.0434652 47.6185609, 19.0440749 47.6185452)",,,
448562329,,,Diófa utca,living_street,20,False,True,380.79100000000005,"LINESTRING (19.0420884 47.6181994, 19.0421185 47.6181605, 19.0420683 47.6175307, 19.0419966 47.6166836, 19.0419003 47.6156268, 19.0418216 47.6147858)",3,,
448562328,2,1108,Damjanich utca,secondary,50,False,True,43.301,"LINESTRING (19.0412953 47.6179691, 19.0418296 47.6181172)",,,
27178773,,,Zöldfa utca,living_street,20,False,False,333.83299999999997,"LINESTRING (19.0412953 47.6179691, 19.0413067 47.6179337, 19.0412895 47.6175221, 19.0412235 47.616662, 19.0411996 47.6162853, 19.0411448 47.6159109, 19.0410997 47.6156962, 19.0410455 47.6151058, 19.0409838 47.6149812)",,,
448562328,2,1108,Damjanich utca,secondary,50,False,False,56.32299999999999,"LINESTRING (19.0412953 47.6179691, 19.0410589 47.617905, 19.0405942 47.6177869)",,,
