osmid,name,highway,oneway,reversed,length,geometry,maxspeed,width,junction
"[899502376, 987014492]",Széchenyi utca,tertiary,False,False,110.435,"LINESTRING (17.189736 46.7906626, 17.1889878 46.7906831, 17.1882872 46.7907111)",,,
372516336,Széchenyi utca,tertiary,False,True,99.878,"LINESTRING (17.1862705 46.7907705, 17.1875812 46.7907319)",,,
47036926,Széchenyi utca,tertiary,False,False,72.68,"LINESTRING (17.1862705 46.7907705, 17.1855751 46.7907938, 17.1855018 46.7907945, 17.1854406 46.790795, 17.1853171 46.790788)",,,
372516336,Széchenyi utca,tertiary,False,False,99.878,"LINESTRING (17.1875812 46.7907319, 17.1862705 46.7907705)",,,
83861371,Petőfi Sándor utca,residential,True,False,162.738,"LINESTRING (17.1875812 46.7907319, 17.1875949 46.7906925, 17.1880753 46.789308)",,,
100115580,Széchenyi utca,tertiary,False,True,53.798,"LINESTRING (17.1875812 46.7907319, 17.1876343 46.7907303, 17.1882872 46.7907111)",,,
83861370,Dr. Moll Károly tér,residential,False,False,56.034,"LINESTRING (17.1880753 46.789308, 17.1888004 46.7893944)",,,
"[83861368, 27864049, 83861371, 34291622]","['Petőfi Sándor utca', 'Park utca', 'Erzsébet királyné utca']",residential,True,False,560.029,"LINESTRING (17.1880753 46.789308, 17.1883341 46.7885474, 17.1885079 46.7880343, 17.1893695 46.7881692, 17.1894665 46.7881953, 17.1894929 46.7881091, 17.1895744 46.7880567, 17.1896867 46.7880445, 17.18976 46.7880445, 17.1898219 46.7880478, 17.1899326 46.788069, 17.1899977 46.7881013, 17.190045 46.788147, 17.1900645 46.788215, 17.190057 46.7883073, 17.1898878 46.7895023, 17.1898856 46.7895239, 17.189736 46.7906626)",30,6,
34496738,Zrínyi Miklós utca,residential,False,False,265.617,"LINESTRING (17.1853171 46.790788, 17.1853344 46.7908278, 17.1854549 46.7911372, 17.1862176 46.7930958)",,,
47036926,Széchenyi utca,tertiary,False,True,72.68,"LINESTRING (17.1853171 46.790788, 17.1854406 46.790795, 17.1855018 46.7907945, 17.1855751 46.7907938, 17.1862705 46.7907705)",,,
100115542,Széchenyi utca,tertiary,False,False,73.745,"LINESTRING (17.1853171 46.790788, 17.1852545 46.7907735, 17.1847346 46.7906559, 17.1843995 46.7905756)",,,
34496743,Hunyadi utca,residential,False,False,84.543,"LINESTRING (17.1862176 46.7930958, 17.185119 46.793207)",,,
34496738,Zrínyi Miklós utca,residential,False,False,43.372,"LINESTRING (17.1862176 46.7930958, 17.1862324 46.7931317, 17.186367 46.7934722)",,,
34496738,Zrínyi Miklós utca,residential,False,True,265.617,"LINESTRING (17.1862176 46.7930958, 17.1854549 46.7911372, 17.1853344 46.7908278, 17.1853171 46.790788)",,,
34496740,Dr. Babócsay utca,residential,False,True,51.961,"LINESTRING (17.1838429 46.7933361, 17.1839997 46.7937909)",,,
34496743,Hunyadi utca,residential,False,False,21.325,"LINESTRING (17.1838429 46.7933361, 17.1835658 46.7933642)",,,
34496743,Hunyadi utca,residential,False,True,81.094,"LINESTRING (17.1838429 46.7933361, 17.1848967 46.7932295)",,,
34496743,Hunyadi utca,residential,False,False,81.655,"LINESTRING (17.1835658 46.7933642, 17.1825047 46.7934715)",,,
34496743,Hunyadi utca,residential,False,True,21.325,"LINESTRING (17.1835658 46.7933642, 17.1838429 46.7933361)",,,
34496744,Dr. Babócsay utca,residential,False,False,267.562,"LINESTRING (17.1835658 46.7933642, 17.1830988 46.7909793)",,,
34496743,Hunyadi utca,residential,False,True,82.195,"LINESTRING (17.1814366 46.7935796, 17.1825047 46.7934715)",,,
99431259,Móricz Zsigmond utca,residential,False,False,425.578,"LINESTRING (17.1814366 46.7935796, 17.1806106 46.7897943)",,,
99431259,Móricz Zsigmond utca,residential,False,True,86.616,"LINESTRING (17.1814366 46.7935796, 17.1816038 46.7943501)",,,
99431217,Madách utca,residential,False,True,49.132999999999996,"LINESTRING (17.1814366 46.7935796, 17.1813172 46.7935823, 17.1808077 46.793493)",,,
34496744,Dr. Babócsay utca,residential,False,False,79.834,"LINESTRING (17.1830988 46.7909793, 17.1829651 46.7902672)",,,
34496744,Dr. Babócsay utca,residential,False,True,267.562,"LINESTRING (17.1830988 46.7909793, 17.1835658 46.7933642)",,,
34496746,Vajda Ákos utca,residential,False,False,348.66800000000006,"LINESTRING (17.1830988 46.7909793, 17.1824322 46.7910464, 17.1823568 46.7910807, 17.182314 46.7911197, 17.1822779 46.7911689, 17.1822578 46.7912307, 17.1823787 46.7917691, 17.1823769 46.7918311, 17.1823548 46.7918985, 17.1823247 46.7919473, 17.181983 46.7922618, 17.1819548 46.7923035, 17.1819482 46.7923489, 17.1819539 46.7924052, 17.1820748 46.7928793, 17.182102 46.792935, 17.1821258 46.7929692, 17.1821624 46.7929982, 17.1822151 46.7930241, 17.1823849 46.7931171, 17.1824302 46.7931713, 17.1825047 46.7934715)",,,
34496744,Dr. Babócsay utca,residential,False,True,79.834,"LINESTRING (17.1829651 46.7902672, 17.1830988 46.7909793)",,,
100115542,Széchenyi utca,tertiary,False,True,35.518,"LINESTRING (17.1829651 46.7902672, 17.1834102 46.7903629)",,,
100115542,Széchenyi utca,tertiary,False,False,180.542,"LINESTRING (17.1829651 46.7902672, 17.1829397 46.790261, 17.1807332 46.7897185)",,,
99463668,Bartók Béla utca,residential,False,False,88.80499999999998,"LINESTRING (17.1880064 46.7948097, 17.1881239 46.7947902, 17.188216 46.794794, 17.1887054 46.7949057, 17.1888277 46.7949318, 17.1889116 46.7949429, 17.1889931 46.7949399, 17.1891307 46.794915)",,,
99463668,Bartók Béla utca,residential,False,True,184.67299999999997,"LINESTRING (17.1880064 46.7948097, 17.1879608 46.794746, 17.1879035 46.7946899, 17.1878036 46.7946161, 17.1875381 46.7944072, 17.1874065 46.7942837, 17.1872922 46.7941777, 17.1872352 46.794094, 17.1871938 46.7940125, 17.1871554 46.7939263, 17.1871113 46.7938364, 17.1870601 46.7937568, 17.1870016 46.7936882, 17.1869355 46.7936184, 17.1868515 46.7935364, 17.1867734 46.7934862, 17.1866906 46.7934409)",,,
99463699,Nyírfa utca,residential,False,True,24.88,"LINESTRING (17.1866906 46.7934409, 17.186367 46.7934722)",,,
99463668,Bartók Béla utca,residential,False,False,184.673,"LINESTRING (17.1866906 46.7934409, 17.1867734 46.7934862, 17.1868515 46.7935364, 17.1869355 46.7936184, 17.1870016 46.7936882, 17.1870601 46.7937568, 17.1871113 46.7938364, 17.1871554 46.7939263, 17.1871938 46.7940125, 17.1872352 46.794094, 17.1872922 46.7941777, 17.1874065 46.7942837, 17.1875381 46.7944072, 17.1878036 46.7946161, 17.1879035 46.7946899, 17.1879608 46.794746, 17.1880064 46.7948097)",,,
99463699,Nyírfa utca,residential,False,False,177.224,"LINESTRING (17.1866906 46.7934409, 17.1876343 46.7933424, 17.1889927 46.7932039)",,,
99463699,Nyírfa utca,residential,False,False,24.88,"LINESTRING (17.186367 46.7934722, 17.1866906 46.7934409)",,,
34496738,Zrínyi Miklós utca,residential,False,True,43.372,"LINESTRING (17.186367 46.7934722, 17.1862324 46.7931317, 17.1862176 46.7930958)",,,
99431326,Szent András utca,residential,False,True,10.869,"LINESTRING (17.1782413 46.789056, 17.1782177 46.7891524)",,,
99431370,Árpád utca,residential,False,True,164.593,"LINESTRING (17.1782413 46.789056, 17.1784742 46.7875844)",,,
34291631,Kossuth Lajos utca,residential,False,True,192.79600000000002,"LINESTRING (17.1843995 46.7905756, 17.1844319 46.7905045, 17.1851339 46.7889952, 17.1851701 46.788924)",,,
100115542,Széchenyi utca,tertiary,False,False,78.944,"LINESTRING (17.1843995 46.7905756, 17.1842011 46.7905331, 17.1834102 46.7903629)",,,
100115542,Széchenyi utca,tertiary,False,True,73.745,"LINESTRING (17.1843995 46.7905756, 17.1847346 46.7906559, 17.1852545 46.7907735, 17.1853171 46.790788)",,,
99431389,Vörösmarty utca,residential,False,False,173.092,"LINESTRING (17.1813902 46.7881264, 17.182072 46.7866414)",,,
99431389,Vörösmarty utca,residential,False,True,6.437,"LINESTRING (17.1813902 46.7881264, 17.1813605 46.7881806)",,,
83861373,Honvéd utca,residential,False,True,301.17699999999996,"LINESTRING (17.1813902 46.7881264, 17.1835257 46.7885915, 17.1839095 46.7886717, 17.1846531 46.7888272, 17.18504 46.7889035, 17.1851701 46.788924)",,,
99431389,Vörösmarty utca,residential,False,False,47.255,"LINESTRING (17.182072 46.7866414, 17.1822582 46.786236)",,,
99431389,Vörösmarty utca,residential,False,True,173.092,"LINESTRING (17.182072 46.7866414, 17.1813902 46.7881264)",,,
34291631,Kossuth Lajos utca,residential,False,False,171.03,"LINESTRING (17.185838 46.7874555, 17.1857951 46.7875403, 17.185551 46.788089, 17.1851901 46.7888793, 17.1851701 46.788924)",,,
34291631,Kossuth Lajos utca,residential,False,True,139.18200000000002,"LINESTRING (17.185838 46.7874555, 17.1859293 46.7872267, 17.1861562 46.7867313, 17.1863981 46.7862645)",,,
"[203097496, 34291621]","['József Attila utca', 'Park utca']",residential,True,False,286.09000000000003,"LINESTRING (17.185838 46.7874555, 17.1863591 46.7875801, 17.1866482 46.7876434, 17.1875574 46.7878424, 17.1870016 46.7891205)",,,
203097497,Park utca,residential,True,False,300.687,"LINESTRING (17.185838 46.7874555, 17.1848719 46.7872544, 17.1848237 46.7872439, 17.182072 46.7866414)",,,
34291631,Kossuth Lajos utca,residential,False,False,192.79600000000002,"LINESTRING (17.1851701 46.788924, 17.1851339 46.7889952, 17.1844319 46.7905045, 17.1843995 46.7905756)",,,
34291631,Kossuth Lajos utca,residential,False,True,171.02999999999997,"LINESTRING (17.1851701 46.788924, 17.1851901 46.7888793, 17.185551 46.788089, 17.1857951 46.7875403, 17.185838 46.7874555)",,,
83861373,Honvéd utca,residential,False,False,301.177,"LINESTRING (17.1851701 46.788924, 17.18504 46.7889035, 17.1846531 46.7888272, 17.1839095 46.7886717, 17.1835257 46.7885915, 17.1813902 46.7881264)",,,
203097495,Honvéd utca,residential,True,False,141.142,"LINESTRING (17.1851701 46.788924, 17.1857193 46.7889855, 17.1870016 46.7891205)",,,
99431299,Kisfaludy utca,residential,False,False,325.742,"LINESTRING (17.179363 46.7902158, 17.178131 46.7930212)",,,
203615209,Büki utca,tertiary,False,False,101.154,"LINESTRING (17.179363 46.7902158, 17.1795658 46.7900879, 17.1796908 46.790023, 17.1805046 46.7897662)",,,
203615209,Büki utca,tertiary,False,True,178.34900000000002,"LINESTRING (17.179363 46.7902158, 17.1785813 46.7906578, 17.1781158 46.7909343, 17.1775675 46.7912459)",,,
99431234,Madách köz,residential,False,False,66.764,"LINESTRING (17.1794015 46.7926271, 17.1791888 46.7932096)",,,
99431217,Madách utca,residential,False,True,46.989,"LINESTRING (17.1808077 46.793493, 17.1802097 46.7933883)",,,
99463689,Budai Nagy Antal utca,residential,False,True,181.736,"LINESTRING (17.1808077 46.793493, 17.1802478 46.7950818)",,,
99431217,Madách utca,residential,False,False,49.132999999999996,"LINESTRING (17.1808077 46.793493, 17.1813172 46.7935823, 17.1814366 46.7935796)",,,
99431259,Móricz Zsigmond utca,residential,False,False,86.616,"LINESTRING (17.1816038 46.7943501, 17.1814366 46.7935796)",,,
99431257,,tertiary,True,False,17.765,"LINESTRING (17.1805005 46.7896428, 17.18053 46.7896255, 17.1805656 46.7896147, 17.1806042 46.7896114, 17.1806425 46.7896158, 17.1806774 46.7896276, 17.1807058 46.7896458)",,,roundabout
99431326,Szent András utca,residential,False,False,147.084,"LINESTRING (17.1805005 46.7896428, 17.1795407 46.7893373, 17.1794253 46.789311, 17.1793017 46.7892994, 17.1786747 46.7892921)",,,
99431217,Madách utca,residential,False,False,46.989,"LINESTRING (17.1802097 46.7933883, 17.1808077 46.793493)",,,
99431217,Madách utca,residential,False,True,80.219,"LINESTRING (17.1802097 46.7933883, 17.1791888 46.7932096)",,,
99431264,Veres Péter utca,residential,False,True,181.083,"LINESTRING (17.1802097 46.7933883, 17.1796016 46.7949627)",,,
99431259,Móricz Zsigmond utca,residential,False,True,425.578,"LINESTRING (17.1806106 46.7897943, 17.1814366 46.7935796)",,,
99431257,,tertiary,True,False,8.906,"LINESTRING (17.1806106 46.7897943, 17.1805717 46.7897922, 17.1805353 46.7897826, 17.1805046 46.7897662)",,,roundabout
1074135959,Arany János utca,residential,False,False,73.544,"LINESTRING (17.1775657 46.7873597, 17.1784742 46.7875844)",,,
99431217,Madách utca,residential,False,False,83.209,"LINESTRING (17.178131 46.7930212, 17.1791888 46.7932096)",,,
99431299,Kisfaludy utca,residential,False,True,325.742,"LINESTRING (17.178131 46.7930212, 17.179363 46.7902158)",,,
99431299,Kisfaludy utca,residential,False,False,57.604,"LINESTRING (17.178131 46.7930212, 17.1780195 46.793273, 17.1779126 46.7935172)",,,
