osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,width,access
"[657859306, 657859299, 863775773, 165490647]","['4', '3']",Mindszenty József utca,secondary,50,False,False,125.291,"LINESTRING (17.9119993 47.0918912, 17.9123226 47.092072, 17.912391 47.0921106, 17.9125093 47.0921766, 17.9131409 47.0925207, 17.9132951 47.0925914)",,,
644976422,2,Mindszenty József utca,secondary,,True,False,28.238,"LINESTRING (17.9119993 47.0918912, 17.9118418 47.0918364, 17.9116671 47.0917757)",,,
319017920,1,Mindszenty József utca,secondary,50,True,False,38.093999999999994,"LINESTRING (17.9132951 47.0925914, 17.9136037 47.0926428, 17.9137892 47.092643)",,,
"[657859306, 657859299, 863775773, 165490647]","['4', '3']",Mindszenty József utca,secondary,50,False,True,125.291,"LINESTRING (17.9132951 47.0925914, 17.9131409 47.0925207, 17.9125093 47.0921766, 17.912391 47.0921106, 17.9123226 47.092072, 17.9119993 47.0918912)",,,
51068952,,Megyeház tér,residential,50,False,False,55.724000000000004,"LINESTRING (17.9080195 47.0914001, 17.9080416 47.09135, 17.9080548 47.0913201, 17.9082188 47.0909177)",,,
"[368113636, 368113637, 368113638, 368113639, 85383802, 97818365]",,Kórház utca,residential,"['30', '50']",True,False,289.695,"LINESTRING (17.9080195 47.0914001, 17.9080781 47.0914082, 17.9080975 47.0914109, 17.9089433 47.0915254, 17.9094582 47.0915844, 17.9095944 47.0915805, 17.9097146 47.0915567, 17.9097869 47.0915365, 17.9099009 47.0915037, 17.9100255 47.0914547, 17.9103234 47.0913471, 17.9103374 47.0913427, 17.9107159 47.0911899, 17.9111743 47.0910219, 17.9113964 47.0909351, 17.9115792 47.0909122)",,,
"[625952485, 216940138, 157773890]",2,"['Megyeház tér', 'Komakút tér']",tertiary,50,False,False,111.538,"LINESTRING (17.9080195 47.0914001, 17.9078755 47.0912858, 17.9073502 47.0908757, 17.9071515 47.0907169, 17.9070638 47.090637)",,,
"[192251312, 26706881]",2,Szabadság tér,residential,50,False,True,56.684,"LINESTRING (17.907852 47.0925705, 17.9078473 47.0926233, 17.9078338 47.0926567, 17.9077437 47.0928318, 17.9076872 47.0929675, 17.9076361 47.0930566)",,,
"[4447950, 173598222, 780628287]",,"['Brusznyai Árpád utca', 'Szabadság tér']",secondary,50,False,False,262.85699999999997,"LINESTRING (17.907852 47.0925705, 17.9080736 47.0925697, 17.9082956 47.0925719, 17.9083985 47.0925662, 17.9085254 47.092554, 17.9087962 47.0925037, 17.9089859 47.0924481, 17.9091221 47.0923937, 17.9091925 47.0923644, 17.9093318 47.0923063, 17.9093834 47.0922845, 17.9096289 47.0921772, 17.9098623 47.0920759, 17.9105544 47.0917754, 17.910732 47.0917274, 17.9109226 47.0916865, 17.9109848 47.0916734)",,,
733353080,,Óvári Ferenc utca,secondary,50,False,True,94.63499999999999,"LINESTRING (17.907852 47.0925705, 17.9077464 47.0925414, 17.907647 47.0925143, 17.9074685 47.0924658, 17.9072151 47.0923761, 17.9070515 47.0923133, 17.9069774 47.0922848, 17.9068931 47.0922524, 17.9067375 47.0921887)",,,
"[1070361600, 25095580]",,Megyeház tér,tertiary,50,True,False,131.88,"LINESTRING (17.907852 47.0925705, 17.9078005 47.0923868, 17.9078659 47.0921308, 17.9078709 47.0921112, 17.9078724 47.0921042, 17.9079149 47.0919371, 17.9079644 47.0917425, 17.9079781 47.0916887, 17.9080004 47.0916009, 17.908013 47.0915308, 17.9080195 47.0914001)",,,
205548274,,Szabadság tér,residential,50,True,False,27.435,"LINESTRING (17.9074738 47.0932772, 17.9076233 47.0930741, 17.9076361 47.0930566)",,,
97890597,,Óváros tér,residential,50,False,False,16.197,"LINESTRING (17.9071333 47.0937437, 17.907022 47.0938681)",,,
