osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes,access
173528165,Dongó köz,residential,False,False,91.681,"LINESTRING (19.8454 46.7073561, 19.8461185 46.7075778, 19.8464909 46.7077026)",,,,
203943117,Attila utca,residential,False,True,150.716,"LINESTRING (19.8454 46.7073561, 19.8451385 46.7078892, 19.8447626 46.7086391)",,,,
219874495,Szentesi út,residential,False,True,66.272,"LINESTRING (19.856563 46.7075637, 19.8560386 46.7070884)",,,,
173528029,Báthori utca,residential,False,False,229.06500000000003,"LINESTRING (19.856563 46.7075637, 19.8561511 46.707845, 19.8559077 46.7080663, 19.8553838 46.708635, 19.8549964 46.7089909, 19.8547452 46.7091955)",,,,
173528079,Klapka utca,residential,False,False,211.639,"LINESTRING (19.8534635 46.7076862, 19.8533389 46.7077404, 19.8529701 46.7079294, 19.852719 46.7080582, 19.8525996 46.7082039, 19.8524873 46.7083737, 19.8524311 46.7085664, 19.8524118 46.7089155, 19.8523524 46.7092852)",,,,
"[542595064, 173528183]","['Klapka utca', 'Cserepes köz']",residential,False,True,136.404,"LINESTRING (19.8534635 46.7076862, 19.8535219 46.7077788, 19.8535272 46.7079197, 19.8533812 46.7084482, 19.8540281 46.7085031)",,,,
173528165,Dongó köz,residential,False,True,91.681,"LINESTRING (19.8464909 46.7077026, 19.8461185 46.7075778, 19.8454 46.7073561)",,,,
173528131,Hunyadi utca,residential,True,False,2.591,"LINESTRING (19.8464793 46.7077245, 19.8464909 46.7077026)",,,,
173528137,Dongó köz,residential,False,False,74.277,"LINESTRING (19.8464793 46.7077245, 19.847114 46.7079727, 19.8473532 46.7080039)",,,,
173528123,Deák Ferenc utca,residential,False,False,4.641,"LINESTRING (19.8473667 46.7079632, 19.8473532 46.7080039)",50,,,
173528140,Szabó szódás köze,residential,False,False,47.018,"LINESTRING (19.8473667 46.7079632, 19.8479795 46.7080103)",,,,
173528123,Deák Ferenc utca,residential,False,True,4.641,"LINESTRING (19.8473532 46.7080039, 19.8473667 46.7079632)",50,,,
