osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge
353443679,3,Keszthelyi út,tertiary,50,False,False,34.992,"LINESTRING (17.4329755 46.8816678, 17.4334202 46.8817493)",,
404149734,3,Keszthelyi út,tertiary,50,False,True,4.372,"LINESTRING (17.4329755 46.8816678, 17.4329506 46.8816642, 17.4329192 46.8816597)",,
"[4293529, 252872534]",,Arany János utca,tertiary,30,False,False,126.83399999999999,"LINESTRING (17.4415181 46.8827415, 17.4415496 46.88269, 17.4415942 46.8826102, 17.4417183 46.8824328, 17.4419138 46.8821528, 17.4420901 46.8818383, 17.4421697 46.8816924)",,
"[410661255, 410340543]",,Kossuth Lajos utca,tertiary,,False,True,102.35000000000001,"LINESTRING (17.4415181 46.8827415, 17.4416213 46.8827321, 17.4417527 46.8827326, 17.4418614 46.8827398, 17.4428533 46.8828366)",,
"[551665353, 411489402, 100422517]",,Fő tér,tertiary,50,False,True,131.12400000000002,"LINESTRING (17.4415181 46.8827415, 17.4413107 46.8827734, 17.4412009 46.8827882, 17.4410662 46.8828017, 17.440856 46.8828146, 17.4406588 46.8828218, 17.4404373 46.8828072, 17.4400453 46.8827798, 17.4398523 46.8827663, 17.4398071 46.8827626)",,
334693082,,Csobánc utca,residential,50,False,False,61.977,"LINESTRING (17.4429723 46.8807434, 17.4430436 46.8807467, 17.4437874 46.8807582)",,
410339501,,Arany János utca,tertiary,50,False,False,140.768,"LINESTRING (17.4429723 46.8807434, 17.4430645 46.880514, 17.4433016 46.8794988)",,
"[51690078, 1265908207]",,Csobánc utca,residential,50,True,False,136.731,"LINESTRING (17.4429723 46.8807434, 17.4426551 46.8806836, 17.4423278 46.8805809, 17.4421464 46.8805024, 17.4420864 46.8804746, 17.4417699 46.8803243, 17.4416081 46.8802358, 17.4415564 46.8801971, 17.441474 46.8801087)",,
1265908208,,Arany János utca,tertiary,50,False,True,122.997,"LINESTRING (17.4429723 46.8807434, 17.4429552 46.8807815, 17.4429216 46.8808531, 17.4428349 46.8810138, 17.4427246 46.8811522, 17.4426192 46.8812752, 17.442411 46.8814664, 17.4423045 46.8815506, 17.442223 46.8816201, 17.4421697 46.8816924)",,
211162829,,Kossuth Lajos utca,tertiary,50,False,False,30.657,"LINESTRING (17.4432483 46.8828925, 17.4428533 46.8828366)",,
190355933,,Kisfaludy Sándor utca,residential,50,True,False,153.168,"LINESTRING (17.4432483 46.8828925, 17.4432463 46.8829154, 17.4432185 46.8832413, 17.4431979 46.8835356, 17.4431968 46.8835515, 17.4432012 46.8835868, 17.4432142 46.8836915, 17.4432277 46.8838004, 17.4432784 46.8842163, 17.4432802 46.8842311, 17.4432829 46.8842495, 17.4432862 46.8842664)",,
410661257,,Kossuth Lajos utca,tertiary,50,False,True,17.025,"LINESTRING (17.4432483 46.8828925, 17.4433895 46.8829141, 17.4434671 46.8829253)",,
37788954,,Iskola utca,residential,50,True,False,7.949,"LINESTRING (17.4420419 46.8842702, 17.442047 46.8841988)",,
404149884,,Ady Endre utca,tertiary,50,True,False,28.037,"LINESTRING (17.4420419 46.8842702, 17.4416802 46.8842206)",,
398804423,2,Hősök tere,tertiary,50,True,False,28.783,"LINESTRING (17.4350576 46.8820603, 17.4354311 46.8821031)",,
242506930,,Halápi utca,tertiary,50,False,True,14.376,"LINESTRING (17.4439496 46.8860794, 17.4440285 46.8861969)",,
242506930,,Halápi utca,tertiary,50,False,False,69.949,"LINESTRING (17.4439496 46.8860794, 17.4438095 46.8858338, 17.4436153 46.8854933)",,
170483420,,Ady Endre utca,tertiary,50,False,False,82.86699999999999,"LINESTRING (17.4402965 46.8840444, 17.4400256 46.8840043, 17.4397654 46.8839579, 17.4392388 46.8838639)",,
170483420,,Ady Endre utca,tertiary,50,False,True,106.982,"LINESTRING (17.4402965 46.8840444, 17.4409933 46.8841407, 17.4412426 46.8841697, 17.4416802 46.8842206)",,
37796237,,Ley József utca,residential,50,True,False,95.949,"LINESTRING (17.4401944 46.8857571, 17.4389384 46.8856694)",,
170591268,,Semmelweis Ignác utca,residential,50,True,False,190.626,"LINESTRING (17.4401944 46.8857571, 17.4402719 46.8843884, 17.440289 46.8840776, 17.4402965 46.8840444)",,
37796224,,Darányi Ignác utca,residential,50,True,False,202.057,"LINESTRING (17.4392388 46.8838639, 17.4392308 46.8839119, 17.4389425 46.8856449, 17.4389384 46.8856694)",,
170483420,,Ady Endre utca,tertiary,50,False,False,65.676,"LINESTRING (17.4392388 46.8838639, 17.4384962 46.8837064, 17.4384143 46.8836871)",,
170483420,,Ady Endre utca,tertiary,50,False,True,82.867,"LINESTRING (17.4392388 46.8838639, 17.4397654 46.8839579, 17.4400256 46.8840043, 17.4402965 46.8840444)",,
170483420,,Ady Endre utca,tertiary,50,False,False,98.557,"LINESTRING (17.4384143 46.8836871, 17.4377497 46.8835347, 17.4374024 46.8834508, 17.4371865 46.8834019)",,
170483420,,Ady Endre utca,tertiary,50,False,True,65.676,"LINESTRING (17.4384143 46.8836871, 17.4384962 46.8837064, 17.4392388 46.8838639)",,
37796227,,Bartók Béla utca,residential,50,True,False,237.387,"LINESTRING (17.4371865 46.8834019, 17.4371795 46.8834679, 17.4369669 46.8854763, 17.4369611 46.8855312)",,
170483420,,Ady Endre utca,tertiary,50,False,True,98.55700000000002,"LINESTRING (17.4371865 46.8834019, 17.4374024 46.8834508, 17.4377497 46.8835347, 17.4384143 46.8836871)",,
"[398027454, 190355927]",,Ady Endre utca,tertiary,30,False,False,84.272,"LINESTRING (17.4371865 46.8834019, 17.4366417 46.8832821, 17.4365405 46.8832581, 17.4361799 46.8831769, 17.4361324 46.8831668)",,
"[447745354, 974324883, 400482422]","['1', '2']",Ady Endre utca,tertiary,50,True,False,114.578,"LINESTRING (17.4360276 46.8831426, 17.4357108 46.8830666, 17.4353146 46.882975, 17.4345974 46.8828169)",,
37796237,,Ley József utca,residential,50,True,False,63.528,"LINESTRING (17.4389384 46.8856694, 17.4381068 46.8856113)",,
37796237,,Ley József utca,residential,50,True,False,87.524,"LINESTRING (17.4381068 46.8856113, 17.4369611 46.8855312)",,
37796226,,Glázer Sándor utca,residential,50,True,False,215.23499999999999,"LINESTRING (17.4381068 46.8856113, 17.4381172 46.8855463, 17.4383972 46.8837941, 17.4384143 46.8836871)",,
37796227,,Bartók Béla utca,residential,50,True,False,116.938,"LINESTRING (17.4369611 46.8855312, 17.436846 46.8865799)",,
37796237,,Ley József utca,residential,50,True,False,103.176,"LINESTRING (17.4369611 46.8855312, 17.4356105 46.8854369)",,
37796236,,Víztorony utca,residential,50,False,True,109.253,"LINESTRING (17.436846 46.8865799, 17.4354102 46.8865305)",,
37796228,,Bárdos Lajos utca,residential,50,True,False,257.08,"LINESTRING (17.4356105 46.8854369, 17.435616 46.8854072, 17.436017 46.8832184, 17.4360276 46.8831426)",,
37796237,,Ley József utca,residential,50,True,False,96.7,"LINESTRING (17.4356105 46.8854369, 17.4345117 46.8853601, 17.4343446 46.885349)",,
37796228,,Bárdos Lajos utca,residential,50,True,False,122.552,"LINESTRING (17.4354102 46.8865305, 17.4356105 46.8854369)",,
37796236,,Víztorony utca,residential,50,False,False,109.253,"LINESTRING (17.4354102 46.8865305, 17.436846 46.8865799)",,
37796236,,Víztorony utca,residential,50,False,True,76.434,"LINESTRING (17.4354102 46.8865305, 17.4344057 46.886496)",,
37796229,,Bajcsy-Zsilinszky utca,residential,50,False,False,92.097,"LINESTRING (17.4344057 46.886496, 17.4343616 46.8856683)",,
37796236,,Víztorony utca,residential,50,False,False,76.434,"LINESTRING (17.4344057 46.886496, 17.4354102 46.8865305)",,
37796229,,Bajcsy-Zsilinszky utca,residential,50,False,False,57.982,"LINESTRING (17.4343446 46.885349, 17.4343435 46.8853282, 17.4343194 46.8848764, 17.4343168 46.8848279)",,
