osmid,lanes,name,highway,maxspeed,oneway,reversed,length,ref,geometry,bridge
283556038,2,Arany János út,residential,50,False,True,76.208,,"LINESTRING (20.4406195 48.293819, 20.4405023 48.2931381)",
335045961,,Kossuth út,primary,50,False,True,1.665,26,"LINESTRING (20.4406195 48.293819, 20.440642 48.2938189)",
335045961,,Kossuth út,primary,50,False,False,280.88599999999997,26,"LINESTRING (20.4406195 48.293819, 20.438859 48.2938102, 20.4381899 48.2938162, 20.4375544 48.2938446, 20.4369173 48.2938867, 20.4368296 48.2939)",
126551900,,Bajcsy-Zsilinszky Endre út,primary,50,False,True,4.776,26,"LINESTRING (20.4313764 48.2952507, 20.4314383 48.2952385)",
283405029,1,Temető út,residential,,False,False,130.602,,"LINESTRING (20.4313764 48.2952507, 20.4314288 48.2953661, 20.4314293 48.2956816, 20.4314197 48.2958831, 20.4314024 48.2962984, 20.4313667 48.2963369, 20.431295 48.2963963)",
126551901,,Serényi László tér,primary,40,False,True,94.19,26,"LINESTRING (20.4334047 48.2946018, 20.4337024 48.294491, 20.4338676 48.2944203, 20.4340281 48.2943394, 20.4344505 48.2941217)",
500848059,2,Andrássy Dénes út,residential,50,False,False,31.098,,"LINESTRING (20.4334047 48.2946018, 20.4333733 48.2945558, 20.4332044 48.2943561)",
1051690458,,Bajcsy-Zsilinszky Endre út,primary,50,False,False,28.372999999999998,26,"LINESTRING (20.4334047 48.2946018, 20.4332292 48.2946648, 20.4330664 48.294722)",
"[1059908505, 33537518]",,Serényi Béla utca,secondary,,False,False,183.712,2602,"LINESTRING (20.4334047 48.2946018, 20.4334803 48.2946975, 20.4335152 48.2947374, 20.4336879 48.2949449, 20.4337697 48.2950261, 20.433868 48.2950606, 20.4341428 48.2951239, 20.4343872 48.2952275, 20.4348721 48.2957462, 20.4349148 48.2958336)",
283576581,1,Kígyó út,residential,,False,False,94.231,,"LINESTRING (20.4357269 48.2969457, 20.4355714 48.2961046)",
33537518,,Serényi Béla utca,secondary,,False,True,114.093,2602,"LINESTRING (20.4357269 48.2969457, 20.4354219 48.2968343, 20.4352846 48.2967777, 20.4351775 48.2966978, 20.4350563 48.2965672, 20.4350088 48.2962687, 20.4350053 48.2961423)",
59683899,2,Rákóczi út,secondary,50,False,False,145.41400000000002,2523,"LINESTRING (20.4368296 48.2939, 20.4368666 48.2938517, 20.4368805 48.293806, 20.4369185 48.293676, 20.4370386 48.2932674, 20.4371293 48.2927639, 20.4371557 48.2926139)",
283576599,2,Mátyás király tér,residential,,False,False,145.805,,"LINESTRING (20.4368296 48.2939, 20.4368143 48.2939747, 20.4368678 48.2944619, 20.4368872 48.2946332, 20.436891 48.2946749, 20.43694 48.2952077)",
335045961,,Kossuth út,primary,50,False,True,280.88599999999997,26,"LINESTRING (20.4368296 48.2939, 20.4369173 48.2938867, 20.4375544 48.2938446, 20.4381899 48.2938162, 20.438859 48.2938102, 20.4406195 48.293819)",
1155638186,,Serényi László tér,primary,40,False,False,134.83499999999998,26,"LINESTRING (20.4368296 48.2939, 20.4362419 48.2939498, 20.435719 48.2939826, 20.4352327 48.2940038, 20.435016 48.294017)",
283405029,1,Temető út,residential,,False,True,130.602,,"LINESTRING (20.431295 48.2963963, 20.4313667 48.2963369, 20.4314024 48.2962984, 20.4314197 48.2958831, 20.4314293 48.2956816, 20.4314288 48.2953661, 20.4313764 48.2952507)",
335019954,2,Báthori út,residential,,False,True,127.963,,"LINESTRING (20.4301973 48.2925358, 20.4284858 48.2927022)",
283413559,2,Szkala Bertalan út,residential,50,False,False,267.957,,"LINESTRING (20.4301973 48.2925358, 20.4293577 48.2905722, 20.4293463 48.290204)",
