osmid,ref,name,highway,oneway,reversed,length,maxspeed,geometry,lanes
"[28357610, 1059831187, 328965466]",5203,Rákóczi út,secondary,False,False,230.351,50,"LINESTRING (19.0071915 47.1906214, 19.0074033 47.1905775, 19.0075668 47.1905108, 19.0077228 47.1904308, 19.0079672 47.1902911, 19.0096231 47.1893899)",
155195137,,Könyves Tóth Kálmán utca,residential,False,False,47.514,,"LINESTRING (19.0071915 47.1906214, 19.0069502 47.1906736, 19.0065942 47.1907549)",
"[337627245, 314724941]",51,"['Dózsa György utca', 'Dózsa György út']",primary,False,False,86.607,50,"LINESTRING (19.0071915 47.1906214, 19.0071758 47.1905483, 19.0071448 47.1904091, 19.0071255 47.190352, 19.0070885 47.1902799, 19.0069959 47.1901481, 19.0068725 47.1900088, 19.0067849 47.1899039)","['2', '3']"
"[337627241, 1059831188, 11977982]",51,"['Dózsa György utca', 'Dózsa György út']",primary,False,True,126.30100000000002,50,"LINESTRING (19.0071915 47.1906214, 19.0072051 47.1908097, 19.0072053 47.1909593, 19.0072102 47.1910147, 19.0072184 47.1911071, 19.0072478 47.1912165, 19.0072858 47.1913206, 19.0073348 47.1914268, 19.0073827 47.191516, 19.0074482 47.1916262, 19.0075024 47.1917257)","['2', '3']"
11977982,51,Dózsa György út,primary,False,True,25.084,50,"LINESTRING (19.0075024 47.1917257, 19.0076302 47.1919339)",2
"[337627241, 1059831188, 11977982]",51,"['Dózsa György utca', 'Dózsa György út']",primary,False,False,126.30100000000002,50,"LINESTRING (19.0075024 47.1917257, 19.0074482 47.1916262, 19.0073827 47.191516, 19.0073348 47.1914268, 19.0072858 47.1913206, 19.0072478 47.1912165, 19.0072184 47.1911071, 19.0072102 47.1910147, 19.0072053 47.1909593, 19.0072051 47.1908097, 19.0071915 47.1906214)","['2', '3']"
155195133,,Óvoda utca,residential,False,True,287.966,,"LINESTRING (19.0075024 47.1917257, 19.0075709 47.1916876, 19.0082121 47.1913314, 19.01 47.1902626, 19.0103616 47.1900296, 19.0103722 47.1900227)",
227190395,,Erdély utca,residential,False,False,31.82,,"LINESTRING (19.0078567 47.1872803, 19.0074486 47.1873508)",
155195120,,Kárpát utca,residential,False,False,30.616999999999997,,"LINESTRING (19.0078567 47.1872803, 19.0077893 47.1873386, 19.0077584 47.1873815, 19.0077315 47.1874226, 19.0077234 47.1874656, 19.007714 47.1875304)",
227190395,,Erdély utca,residential,False,True,113.757,,"LINESTRING (19.0078567 47.1872803, 19.0080731 47.1872292, 19.0082827 47.1871486, 19.0091393 47.1867533)",
