osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,access
116600041,,Hunyadi János utca,residential,False,True,342.537,"LINESTRING (18.7205263 46.1940904, 18.7208027 46.1921363, 18.7208756 46.1915855, 18.7209304 46.1911708, 18.7209409 46.1910918, 18.7209499 46.1910239)",,,,
359624928,,Kövesdi utca,residential,False,False,169.046,"LINESTRING (18.7205263 46.1940904, 18.7189247 46.1940148, 18.7183354 46.1939846)",,,,
"[147668737, 74726348, 147668734]",,Hársfa sor,residential,False,False,313.188,"LINESTRING (18.7183354 46.1939846, 18.7187022 46.1959816, 18.7187807 46.1964198, 18.7187675 46.1964753, 18.7187324 46.1965176, 18.7186908 46.1965617, 18.7186371 46.1965849, 18.7184329 46.1966608)",,,yes,
"[359624928, 147668742, 147668743]",,Kövesdi utca,residential,False,False,24.657999999999998,"LINESTRING (18.7183354 46.1939846, 18.7182063 46.1939764, 18.7180918 46.1939691, 18.7180164 46.1939643)",,,yes,
359624928,,Kövesdi utca,residential,False,True,169.046,"LINESTRING (18.7183354 46.1939846, 18.7189247 46.1940148, 18.7205263 46.1940904)",,,,
147668743,,Kövesdi utca,residential,False,True,94.766,"LINESTRING (18.7167901 46.1938885, 18.7180164 46.1939643)",,,,
116600036,,Babits Mihály utca,residential,False,False,338.797,"LINESTRING (18.7167901 46.1938885, 18.7167934 46.1938259, 18.7168302 46.1931258, 18.7169426 46.1911233, 18.7169552 46.1908997, 18.7169648 46.1908442)",,,,
74726299,,Arany János utca,residential,False,False,72.94,"LINESTRING (18.7174732 46.1891192, 18.7183888 46.1892881)",,,,
116600042,,Kölcsey Ferenc utca,residential,False,True,195.782,"LINESTRING (18.7174732 46.1891192, 18.7169832 46.190755, 18.7169648 46.1908442)",,,,
116600035,,Ferenc utca,residential,False,True,48.603,"LINESTRING (18.7222385 46.1895331, 18.7222617 46.1890963)",,,,
147668716,,Arany János utca,residential,False,True,83.652,"LINESTRING (18.7222385 46.1895331, 18.7211518 46.1895361)",,,,
"[116600052, 147668716]",,"['Arany János utca', 'Erzsébet utca']",residential,False,False,209.349,"LINESTRING (18.7222385 46.1895331, 18.7226802 46.1895665, 18.7227338 46.1896333, 18.7227231 46.1896927, 18.7223856 46.1910178, 18.7223622 46.1911097)",,,,
359624900,,Bezerédj utca,residential,False,True,19.048,"LINESTRING (18.7223622 46.1911097, 18.7226087 46.1911247)",,,,
"[116600052, 147668716]",,"['Erzsébet utca', 'Arany János utca']",residential,False,True,209.34900000000002,"LINESTRING (18.7223622 46.1911097, 18.7223856 46.1910178, 18.7227231 46.1896927, 18.7227338 46.1896333, 18.7226802 46.1895665, 18.7222385 46.1895331)",,,,
359624900,,Bezerédj utca,residential,False,False,109.13000000000001,"LINESTRING (18.7223622 46.1911097, 18.7222082 46.1911004, 18.7210762 46.1910316, 18.7209499 46.1910239)",,,,
147668716,,Arany János utca,residential,False,False,95.116,"LINESTRING (18.7186221 46.1893161, 18.7198483 46.1894216)",,,,
"[74726299, 147668715, 147668716]",,Arany János utca,residential,False,True,18.258,"LINESTRING (18.7186221 46.1893161, 18.7185054 46.1893048, 18.718442 46.1892986, 18.7183888 46.1892881)",,,yes,
147668716,,Arany János utca,residential,False,False,101.145,"LINESTRING (18.7198483 46.1894216, 18.7211518 46.1895361)",,,,
147668716,,Arany János utca,residential,False,True,95.116,"LINESTRING (18.7198483 46.1894216, 18.7186221 46.1893161)",,,,
74726299,,Arany János utca,residential,False,True,72.94,"LINESTRING (18.7183888 46.1892881, 18.7174732 46.1891192)",,,,
"[74726299, 147668716, 147668715]",,Arany János utca,residential,False,False,18.258000000000003,"LINESTRING (18.7183888 46.1892881, 18.718442 46.1892986, 18.7185054 46.1893048, 18.7186221 46.1893161)",,,yes,
646374021,,Bezerédj utca,residential,False,False,95.481,"LINESTRING (18.7182046 46.1908709, 18.7169648 46.1908442)",,,,
74726345,,Park sétány,residential,True,False,80.37599999999999,"LINESTRING (18.7182046 46.1908709, 18.7182101 46.1908264, 18.7182938 46.1901507)",,,,destination
"[147668721, 1037801612, 147668726]",,Bezerédj utca,residential,False,True,87.928,"LINESTRING (18.7182046 46.1908709, 18.7182724 46.1908747, 18.7183756 46.1908804, 18.7193432 46.1909344)",,,yes,
646374022,,Park sétány,residential,False,False,252.44899999999998,"LINESTRING (18.7182046 46.1908709, 18.7181995 46.1909481, 18.7180561 46.1931389)",,,,
646374022,,Park sétány,residential,False,True,252.44899999999998,"LINESTRING (18.7180561 46.1931389, 18.7181995 46.1909481, 18.7182046 46.1908709)",,,,
74726355,,Diófa sor,residential,False,False,39.467,"LINESTRING (18.7184329 46.1966608, 18.7184227 46.1968872, 18.7184005 46.1970147)",,,,
74726355,,Diófa sor,residential,False,True,301.56100000000004,"LINESTRING (18.7184329 46.1966608, 18.7182475 46.1955842, 18.7180164 46.1939643)",,,,
"[147668737, 74726348, 147668734]",,Hársfa sor,residential,False,True,313.188,"LINESTRING (18.7184329 46.1966608, 18.7186371 46.1965849, 18.7186908 46.1965617, 18.7187324 46.1965176, 18.7187675 46.1964753, 18.7187807 46.1964198, 18.7187022 46.1959816, 18.7183354 46.1939846)",,,yes,
147668743,,Kövesdi utca,residential,False,False,94.766,"LINESTRING (18.7180164 46.1939643, 18.7167901 46.1938885)",,,,
74726355,,Diófa sor,residential,False,False,301.56100000000004,"LINESTRING (18.7180164 46.1939643, 18.7182475 46.1955842, 18.7184329 46.1966608)",,,,
"[359624928, 147668742, 147668743]",,Kövesdi utca,residential,False,True,24.658,"LINESTRING (18.7180164 46.1939643, 18.7180918 46.1939691, 18.7182063 46.1939764, 18.7183354 46.1939846)",,,yes,
147668745,,Lajvér utca,residential,False,True,5.618,"LINESTRING (18.7183279 46.1970095, 18.7184005 46.1970147)",,,,
359624900,,Bezerédj utca,residential,False,True,124.076,"LINESTRING (18.7193432 46.1909344, 18.7209499 46.1910239)",,,,
74726360,,Gárdonyi utca,residential,False,False,313.538,"LINESTRING (18.7193432 46.1909344, 18.7193336 46.1910048, 18.7189615 46.1937417)",,,,
"[147668721, 1037801612, 147668726]",,Bezerédj utca,residential,False,False,87.928,"LINESTRING (18.7193432 46.1909344, 18.7183756 46.1908804, 18.7182724 46.1908747, 18.7182046 46.1908709)",,,yes,
74726432,,Kossuth Lajos utca,residential,False,False,632.6320000000001,"LINESTRING (18.7245487 46.1968584, 18.7246193 46.1967437, 18.7250217 46.195885, 18.7258517 46.1942186, 18.72621 46.1933617, 18.7262803 46.1931317, 18.726312 46.1930307, 18.7263817 46.1928047, 18.7266499 46.1915644, 18.7266772 46.1913818)",,30,,
1086971080,5513,Bajai út,secondary,False,False,42.893,"LINESTRING (18.7245487 46.1968584, 18.7244489 46.1968848, 18.7243615 46.1969329, 18.724188 46.1970533, 18.7241205 46.1970977)",2,,,
"[1086971080, 119456771, 1086971079]",5513,Bajai út,secondary,False,True,154.344,"LINESTRING (18.7245487 46.1968584, 18.7246609 46.1968529, 18.7247828 46.1968556, 18.7249032 46.1968674, 18.7250738 46.196889, 18.7260292 46.197024, 18.7263682 46.1970723, 18.7265197 46.1970938)","['2', '3']",,,
74727518,,Deák Ferenc utca,residential,False,True,608.482,"LINESTRING (18.7265197 46.1970938, 18.7265491 46.1970083, 18.7267235 46.1965, 18.7270132 46.195646, 18.7274208 46.1943686, 18.7276935 46.1934746, 18.7281504 46.1919772, 18.7282287 46.1917513)",,,,
"[1086971080, 119456771, 1086971079]",5513,Bajai út,secondary,False,False,154.34400000000002,"LINESTRING (18.7265197 46.1970938, 18.7263682 46.1970723, 18.7260292 46.197024, 18.7250738 46.196889, 18.7249032 46.1968674, 18.7247828 46.1968556, 18.7246609 46.1968529, 18.7245487 46.1968584)","['2', '3']",,,
119456771,5513,Bajai út,secondary,False,True,130.567,"LINESTRING (18.7265197 46.1970938, 18.7278584 46.1972771, 18.7281829 46.1973249)",2,,,
74727518,,Deák Ferenc utca,residential,False,True,9.881,"LINESTRING (18.7282287 46.1917513, 18.7282587 46.1916649)",,,,
74727518,,Deák Ferenc utca,residential,False,False,608.482,"LINESTRING (18.7282287 46.1917513, 18.7281504 46.1919772, 18.7276935 46.1934746, 18.7274208 46.1943686, 18.7270132 46.195646, 18.7267235 46.1965, 18.7265491 46.1970083, 18.7265197 46.1970938)",,,,
74727749,,Garay utca,residential,False,False,68.187,"LINESTRING (18.7284131 46.19673, 18.7285926 46.1961295)",,,,
74727749,,Garay utca,residential,False,True,68.49000000000001,"LINESTRING (18.7284131 46.19673, 18.7282063 46.1972523, 18.7281829 46.1973249)",,,,
74727749,,Garay utca,residential,False,False,79.722,"LINESTRING (18.7285926 46.1961295, 18.7287967 46.1954266)",,,,
74727749,,Garay utca,residential,False,True,68.187,"LINESTRING (18.7285926 46.1961295, 18.7284131 46.19673)",,,,
74727749,,Garay utca,residential,False,False,47.07,"LINESTRING (18.7287967 46.1954266, 18.7289083 46.1950104)",,,,
74727749,,Garay utca,residential,False,True,79.722,"LINESTRING (18.7287967 46.1954266, 18.7285926 46.1961295)",,,,
74727749,,Garay utca,residential,False,True,47.07,"LINESTRING (18.7289083 46.1950104, 18.7287967 46.1954266)",,,,
1063584822,,Kossuth Lajos utca,residential,False,True,60.041,"LINESTRING (18.7267574 46.1908447, 18.7266772 46.1913818)",,,,
74727944,,Árpád utca,residential,False,False,160.315,"LINESTRING (18.7267574 46.1908447, 18.7266827 46.1908356, 18.7248416 46.1906115, 18.7248013 46.1906066, 18.7247062 46.190595)",,,,
74727944,,Árpád utca,residential,False,True,160.315,"LINESTRING (18.7247062 46.190595, 18.7248013 46.1906066, 18.7248416 46.1906115, 18.7266827 46.1908356, 18.7267574 46.1908447)",,,,
297789132,56,Budai utca,primary,False,True,74.639,"LINESTRING (18.7247062 46.190595, 18.7246027 46.191125, 18.7245763 46.1912602)",2,50,,
74728024,,Széchenyi István utca,residential,False,False,101.672,"LINESTRING (18.7222617 46.1890963, 18.7235636 46.1889422)",,,,
116600035,,Ferenc utca,residential,False,False,48.603,"LINESTRING (18.7222617 46.1890963, 18.7222385 46.1895331)",,,,
74726345,,Park sétány,residential,True,False,96.19500000000001,"LINESTRING (18.7182938 46.1901507, 18.7183825 46.1893456, 18.7183888 46.1892881)",,,,destination
"[147668733, 147668732, 116600037]",,Fürdő utca,residential,False,False,213.731,"LINESTRING (18.7182938 46.1901507, 18.7183666 46.1901518, 18.7184329 46.1901529, 18.7210703 46.190144)",,,yes,
613031225,,Hunyadi János utca,residential,False,True,67.886,"LINESTRING (18.7210703 46.190144, 18.7211518 46.1895361)",,,,
"[116600037, 147668732, 147668733]",,Fürdő utca,residential,False,True,213.73099999999997,"LINESTRING (18.7210703 46.190144, 18.7184329 46.1901529, 18.7183666 46.1901518, 18.7182938 46.1901507)",,,yes,
613031225,,Hunyadi János utca,residential,False,False,98.279,"LINESTRING (18.7210703 46.190144, 18.7210657 46.1901779, 18.7209894 46.1907354, 18.7209583 46.1909627, 18.7209499 46.1910239)",,,,
74728024,,Széchenyi István utca,residential,False,True,101.672,"LINESTRING (18.7235636 46.1889422, 18.7222617 46.1890963)",,,,
1063584822,,Kossuth Lajos utca,residential,False,False,60.041,"LINESTRING (18.7266772 46.1913818, 18.7267574 46.1908447)",,,,
74726432,,Kossuth Lajos utca,residential,False,True,632.6320000000001,"LINESTRING (18.7266772 46.1913818, 18.7266499 46.1915644, 18.7263817 46.1928047, 18.726312 46.1930307, 18.7262803 46.1931317, 18.72621 46.1933617, 18.7258517 46.1942186, 18.7250217 46.195885, 18.7246193 46.1967437, 18.7245487 46.1968584)",,30,,
116601424,,,residential,False,False,125.74,"LINESTRING (18.7266772 46.1913818, 18.7268039 46.1914045, 18.7276151 46.1915497, 18.7281707 46.1916491, 18.7282587 46.1916649)",,,,
74727518,,Deák Ferenc utca,residential,False,False,9.881,"LINESTRING (18.7282587 46.1916649, 18.7282287 46.1917513)",,,,
116601424,,,residential,False,True,125.74,"LINESTRING (18.7282587 46.1916649, 18.7281707 46.1916491, 18.7276151 46.1915497, 18.7268039 46.1914045, 18.7266772 46.1913818)",,,,
147668745,,Lajvér utca,residential,False,False,5.618,"LINESTRING (18.7184005 46.1970147, 18.7183279 46.1970095)",,,,
74726355,,Diófa sor,residential,False,True,39.467,"LINESTRING (18.7184005 46.1970147, 18.7184227 46.1968872, 18.7184329 46.1966608)",,,,
"[147668745, 147668747, 359624929]",,Lajvér utca,residential,False,True,132.97,"LINESTRING (18.7184005 46.1970147, 18.7186524 46.1970329, 18.7187395 46.1970395, 18.720118 46.197144)",,,yes,
147858348,5513,,secondary,True,False,44.778999999999996,"LINESTRING (18.7237008 46.1969167, 18.7237625 46.1970355, 18.7238071 46.197075, 18.7238491 46.1970903, 18.7238671 46.1970968, 18.7239583 46.1971135, 18.7240344 46.1971126, 18.7241205 46.1970977)",,,,
"[359624906, 359624902]",56,Budai utca,primary,False,False,320.73,"LINESTRING (18.7237008 46.1969167, 18.7237296 46.1967514, 18.7238785 46.1958985, 18.7241365 46.1945545, 18.7241857 46.1942657, 18.7242217 46.194055)",2,50,,
359624917,56,Budai utca,primary,False,True,47.835,"LINESTRING (18.7237008 46.1969167, 18.7236505 46.1971645, 18.7236423 46.1972046, 18.7236143 46.1973427)",2,50,,
74726360,,Gárdonyi utca,residential,False,True,313.538,"LINESTRING (18.7189615 46.1937417, 18.7193336 46.1910048, 18.7193432 46.1909344)",,,,
