osmid,highway,junction,oneway,reversed,length,geometry,lanes,name,bridge
4930697,residential,,False,False,149.539,"LINESTRING (21.2743349 46.640821, 21.2740004 46.6408786, 21.2738226 46.640914, 21.2731982 46.6410504, 21.2729603 46.6410736, 21.2727466 46.6410871, 21.2724281 46.6410799)",,Mágocsi utca,
891372122,tertiary,,False,False,185.66600000000003,"LINESTRING (21.2743349 46.640821, 21.2738774 46.641627, 21.2738043 46.6418039, 21.2737453 46.641986, 21.273608 46.6424099)",,Szent István út,
891372122,tertiary,,False,True,83.551,"LINESTRING (21.2743349 46.640821, 21.2744127 46.6407068, 21.274594 46.6404223, 21.2748652 46.6401685)",,Szent István út,
155801682,residential,,False,False,17.242,"LINESTRING (21.2750917 46.6462542, 21.2751193 46.6464081)",,Petőfi tér,
155801683,residential,,True,False,76.97200000000001,"LINESTRING (21.2750917 46.6462542, 21.2752849 46.6462712, 21.2760914 46.6461978)",,Petőfi tér,
738465276,residential,,False,True,100.009,"LINESTRING (21.2750917 46.6462542, 21.2750561 46.645529, 21.2750476 46.6453553)",,Harruckern tér,
160348409,residential,,True,False,21.138,"LINESTRING (21.2763631 46.6461731, 21.2761467 46.6462917)",,Árpád utca,
177820504,residential,,False,False,149.129,"LINESTRING (21.2763631 46.6461731, 21.2776799 46.6455163, 21.2779439 46.6453851)",,Megyeház utca,
"[4930691, 607100150]",tertiary,,False,False,118.34100000000001,"LINESTRING (21.2701623 46.6430679, 21.2702477 46.6430973, 21.2703331 46.6431267, 21.2709571 46.6433443, 21.2710491 46.6433775, 21.2715407 46.6435548)",4,Kossuth Lajos tér,
890939948,residential,,False,True,73.881,"LINESTRING (21.2701623 46.6430679, 21.2702651 46.642912, 21.2705908 46.6424723)",,Bajza utca,
"[762641593, 900461551]",tertiary,,False,True,127.06599999999999,"LINESTRING (21.2701623 46.6430679, 21.2694545 46.6428026, 21.2689403 46.6426182, 21.2688765 46.6425953, 21.268695 46.6425285)",4,"['Kossuth Lajos tér', 'Vértanúk útja']",
100789313,residential,,False,False,55.134,"LINESTRING (21.2730535 46.6464213, 21.2731581 46.6469119)",,Corvin utca,
406595909,residential,,True,False,104.285,"LINESTRING (21.2730535 46.6464213, 21.2743981 46.6462554)",,Jókai Mór utca,
230346209,residential,,False,False,126.52199999999999,"LINESTRING (21.2730535 46.6464213, 21.2729271 46.6456611, 21.2729175 46.6456125, 21.2729416 46.6455915, 21.2733714 46.6455583)",,Corvin utca,
4930697,residential,,False,True,113.075,"LINESTRING (21.2706165 46.6409733, 21.2720918 46.6410636)",,Mágocsi utca,
230352073,residential,,False,False,7.539,"LINESTRING (21.2706165 46.6409733, 21.2705661 46.6410316)",,Október 6. tér,
230352073,residential,,False,True,41.429,"LINESTRING (21.2706165 46.6409733, 21.2709288 46.6406686)",,Október 6. tér,
100789313,residential,,False,False,70.475,"LINESTRING (21.2731581 46.6469119, 21.2732749 46.6475406)",,Corvin utca,
100789313,residential,,False,True,55.134,"LINESTRING (21.2731581 46.6469119, 21.2730535 46.6464213)",,Corvin utca,
"[155801673, 155801675]",residential,,False,False,159.88,"LINESTRING (21.2731581 46.6469119, 21.2746393 46.6465179, 21.2751193 46.6464081)",,"['Esze Tamás utca', 'Erkel tér']",
155801682,residential,,False,True,10.433,"LINESTRING (21.2753971 46.6468271, 21.2753405 46.6467417)",,Petőfi tér,
732345088,residential,,False,True,78.98,"LINESTRING (21.2753971 46.6468271, 21.2747745 46.6473944)",,Árpád utca,
890939948,residential,,False,False,43.154,"LINESTRING (21.2708419 46.6421246, 21.2705908 46.6424723)",,Bajza utca,
230352053,residential,,False,True,123.444,"LINESTRING (21.2708419 46.6421246, 21.2705851 46.6411997, 21.2705661 46.6410316)",,Bajza utca,
4930694,residential,,False,True,28.297,"LINESTRING (21.2812679 46.6449365, 21.2810658 46.6449148, 21.2809074 46.6448804)",,Kossuth Lajos utca,
890939945,tertiary,,False,False,99.845,"LINESTRING (21.273608 46.6424099, 21.273392 46.6432955)",,Szent István út,
"[890939944, 996102474, 890939947, 100789317]","['residential', 'unclassified']",,True,False,213.60900000000004,"LINESTRING (21.273608 46.6424099, 21.2735019 46.6424023, 21.2733421 46.6423908, 21.2730877 46.6423725, 21.2729742 46.6423644, 21.2729231 46.6423607, 21.272641 46.6423293, 21.2723355 46.6422953, 21.2722201 46.6422824, 21.2717745 46.6422328, 21.271711 46.6422258, 21.2716295 46.6422163, 21.2708419 46.6421246)",,Vásárhelyi Pál utca,
891372122,tertiary,,False,True,185.666,"LINESTRING (21.273608 46.6424099, 21.2737453 46.641986, 21.2738043 46.6418039, 21.2738774 46.641627, 21.2743349 46.640821)",,Szent István út,
230464831,residential,,True,False,27.576,"LINESTRING (21.2765691 46.6423651, 21.2766904 46.6425987)",,Simonyi tér,
230464821,residential,,True,False,236.69299999999998,"LINESTRING (21.2765691 46.6423651, 21.2777214 46.6417196, 21.2787909 46.6410125, 21.2788834 46.6409513)",,Dob utca,
52869738,residential,,False,False,101.35300000000001,"LINESTRING (21.269405 46.6462296, 21.2698323 46.6462022, 21.2707253 46.6462708)",,Jókai Mór utca,
155812952,residential,,False,True,147.006,"LINESTRING (21.269405 46.6462296, 21.2693129 46.6455164, 21.2692785 46.6449108)",,Stéberl András utca,
230718481,residential,,False,False,200.93900000000002,"LINESTRING (21.269405 46.6462296, 21.269442 46.6466938, 21.2697337 46.6477606, 21.2698474 46.6480052)",,Gárdonyi Géza utca,
230352072,residential,,False,True,106.333,"LINESTRING (21.2709288 46.6406686, 21.2697954 46.6401128)",,Október 6. tér,
230352073,residential,,False,False,41.429,"LINESTRING (21.2709288 46.6406686, 21.2706165 46.6409733)",,Október 6. tér,
155801682,residential,,False,False,40.757,"LINESTRING (21.2751193 46.6464081, 21.2753405 46.6467417)",,Petőfi tér,
155801682,residential,,False,True,17.242,"LINESTRING (21.2751193 46.6464081, 21.2750917 46.6462542)",,Petőfi tér,
"[155801673, 155801675]",residential,,False,True,159.88,"LINESTRING (21.2751193 46.6464081, 21.2746393 46.6465179, 21.2731581 46.6469119)",,"['Esze Tamás utca', 'Erkel tér']",
"[155801696, 290632705, 230346213]",residential,,True,False,171.89000000000001,"LINESTRING (21.2771432 46.6452033, 21.2751635 46.6452112, 21.2750917 46.6452314, 21.275044 46.645283, 21.2750476 46.6453553)",,"['Városház utca', 'Harruckern tér']",
203505352,residential,,False,False,153.23700000000002,"LINESTRING (21.2771432 46.6452033, 21.2771427 46.6451822, 21.2771403 46.6450863, 21.2771898 46.6449531, 21.2772314 46.6448946, 21.2773233 46.644876, 21.2777465 46.6448021, 21.2787329 46.6446552)",,Pálffy utca,
614196938,tertiary,,False,False,31.962,"LINESTRING (21.2728296 46.6435728, 21.2732344 46.6434994)",,Eszperantó tér,
4930692,tertiary,,True,False,51.327999999999996,"LINESTRING (21.2728296 46.6435728, 21.2726993 46.6436382, 21.2723859 46.6437225, 21.27234 46.6437437, 21.2722509 46.6437979)",,Eszperantó tér,
889352209,tertiary,roundabout,True,False,3.907,"LINESTRING (21.2719562 46.6437978, 21.2719422 46.643764)",,,
155815451,residential,,True,False,33.79900000000001,"LINESTRING (21.2719562 46.6437978, 21.2718078 46.6438171, 21.2717486 46.6438242, 21.2717166 46.6438322, 21.2716439 46.643867, 21.2716089 46.6438739, 21.2715364 46.643873)",,Dr. Adler Ignác utca,
614196933,tertiary,,False,False,21.979,"LINESTRING (21.2720112 46.6442181, 21.2720039 46.6444157)",,Béke sugárút,
"[35401512, 223129975]",tertiary,,True,False,43.864000000000004,"LINESTRING (21.2720112 46.6442181, 21.2720362 46.6439627, 21.2720249 46.6439026, 21.2719877 46.643829)",,Béke sugárút,
230718466,residential,,False,True,34.106,"LINESTRING (21.272035 46.6447708, 21.2715891 46.64479)",,Bodoky utca,
230718471,tertiary,,False,False,33.885,"LINESTRING (21.272035 46.6447708, 21.2720418 46.6450755)",,Béke sugárút,
"[230718472, 1086979890, 614196933]",tertiary,,False,True,39.588,"LINESTRING (21.272035 46.6447708, 21.2720315 46.6447474, 21.2720016 46.6444786, 21.2720026 46.6444526, 21.2720039 46.6444157)",,Béke sugárút,yes
155801696,residential,,True,False,68.55199999999999,"LINESTRING (21.2779439 46.6453851, 21.2778856 46.6453177, 21.2778014 46.6452587, 21.2776366 46.6452379, 21.2771432 46.6452033)",,Városház utca,
155801748,residential,,False,True,106.625,"LINESTRING (21.2779439 46.6453851, 21.2779779 46.6454593, 21.2783001 46.6460846, 21.2783181 46.6463021)",,Munkácsy Mihály utca,
177820504,residential,,False,True,149.129,"LINESTRING (21.2779439 46.6453851, 21.2776799 46.6455163, 21.2763631 46.6461731)",,Megyeház utca,
"[1238898819, 230473181]",residential,,False,False,195.74099999999999,"LINESTRING (21.2779439 46.6453851, 21.2779769 46.6453797, 21.2782449 46.6452972, 21.2800721 46.6449828, 21.280415 46.6449258)",,Kossuth Lajos utca,
155801679,residential,,False,False,90.145,"LINESTRING (21.2743981 46.6462554, 21.2744072 46.6462028, 21.2745378 46.6454504)",,Harruckern tér,
"[230473170, 406595909]",residential,,True,False,53.44200000000001,"LINESTRING (21.2743981 46.6462554, 21.2745127 46.6462413, 21.2747432 46.6462257, 21.2749012 46.6462291, 21.2750917 46.6462542)",,"['Erkel tér', 'Jókai Mór utca']",
155801731,residential,,False,False,123.489,"LINESTRING (21.2787248 46.6469363, 21.2775872 46.6477259)",,Hajnal utca,
155801748,residential,,False,True,17.751,"LINESTRING (21.2787248 46.6469363, 21.2788449 46.647073)",,Munkácsy Mihály utca,
155801748,residential,,False,False,78.02199999999999,"LINESTRING (21.2787248 46.6469363, 21.2784538 46.6466043, 21.2783271 46.6464116, 21.2783181 46.6463021)",,Munkácsy Mihály utca,
732345088,residential,,False,False,78.98,"LINESTRING (21.2747745 46.6473944, 21.2753971 46.6468271)",,Árpád utca,
155801752,residential,,True,False,146.845,"LINESTRING (21.2747745 46.6473944, 21.2759861 46.6479735, 21.2762996 46.6481926)",,Kálvin utca,
155801731,residential,,False,True,123.489,"LINESTRING (21.2775872 46.6477259, 21.2787248 46.6469363)",,Hajnal utca,
200950662,residential,,False,False,59.677,"LINESTRING (21.2775872 46.6477259, 21.2779722 46.648193)",,Halmos Béla utca,
155801731,residential,,False,False,111.145,"LINESTRING (21.2775872 46.6477259, 21.2763828 46.6481624, 21.2762996 46.6481926)",,Hajnal utca,
155801731,residential,,False,True,111.145,"LINESTRING (21.2762996 46.6481926, 21.2763828 46.6481624, 21.2775872 46.6477259)",,Hajnal utca,
155801679,residential,,False,True,90.145,"LINESTRING (21.2745378 46.6454504, 21.2744072 46.6462028, 21.2743981 46.6462554)",,Harruckern tér,
155812952,residential,,False,False,147.006,"LINESTRING (21.2692785 46.6449108, 21.2693129 46.6455164, 21.269405 46.6462296)",,Stéberl András utca,
230718466,residential,,False,False,103.345,"LINESTRING (21.2692785 46.6449108, 21.2699499 46.644842, 21.2706228 46.6448059)",,Bodoky utca,
155812949,residential,,False,False,91.742,"LINESTRING (21.2698474 46.6480052, 21.27088 46.6476956, 21.2709488 46.647675)",,Göndöcs utca,
230718481,residential,,False,True,200.93900000000002,"LINESTRING (21.2698474 46.6480052, 21.2697337 46.6477606, 21.269442 46.6466938, 21.269405 46.6462296)",,Gárdonyi Géza utca,
230352072,residential,,False,False,84.957,"LINESTRING (21.2689035 46.6396559, 21.2697954 46.6401128)",,Október 6. tér,
155801683,residential,,True,False,20.921,"LINESTRING (21.2760914 46.6461978, 21.2763631 46.6461731)",,Petőfi tér,
160348408,residential,,True,False,11.262,"LINESTRING (21.2761467 46.6462917, 21.2760914 46.6461978)",,Petőfi tér,
160348409,residential,,True,False,83.45500000000001,"LINESTRING (21.2761467 46.6462917, 21.2756853 46.646543, 21.2753971 46.6468271)",,Árpád utca,
4930693,residential,,False,False,77.064,"LINESTRING (21.2794536 46.6418038, 21.2798244 46.6424484)",,Szent László utca,
230464812,residential,,False,False,113.989,"LINESTRING (21.2794536 46.6418038, 21.2807685 46.6413181)",,Bethlen Gábor utca,
891372123,residential,,False,True,45.478,"LINESTRING (21.2794536 46.6418038, 21.2792165 46.6414286)",,Szent László utca,
4930693,residential,,False,True,77.064,"LINESTRING (21.2798244 46.6424484, 21.2794536 46.6418038)",,Szent László utca,
4930693,residential,,False,False,66.853,"LINESTRING (21.2798244 46.6424484, 21.2800204 46.6427945, 21.2801412 46.6430089)",,Szent László utca,
176876096,residential,,False,False,316.809,"LINESTRING (21.2798244 46.6424484, 21.2764484 46.643234, 21.2759023 46.6433786)",,Damjanich utca,
176876094,residential,,True,False,27.015,"LINESTRING (21.2758002 46.642753, 21.2761509 46.6427205)",,Simonyi tér,
230464832,residential,,True,False,27.675,"LINESTRING (21.2758002 46.642753, 21.2761041 46.6426173)",,Simonyi tér,
543968789,residential,,False,True,150.89100000000002,"LINESTRING (21.2758002 46.642753, 21.2756471 46.6427991, 21.2755279 46.6428343, 21.2754042 46.6428752, 21.2748549 46.6430441, 21.274529 46.6431513, 21.2739983 46.6433104)",,Karácsonyi János utca,
176876092,residential,,False,False,219.426,"LINESTRING (21.2801412 46.6430089, 21.2773814 46.6435604)",,Alpár utca,
4930693,residential,,False,True,66.853,"LINESTRING (21.2801412 46.6430089, 21.2800204 46.6427945, 21.2798244 46.6424484)",,Szent László utca,
"[230464813, 230464814]",residential,,False,False,274.912,"LINESTRING (21.2801412 46.6430089, 21.2806342 46.6429139, 21.2814851 46.64275, 21.2807685 46.6413181)",,Bethlen Gábor utca,
695713043,residential,,False,False,95.511,"LINESTRING (21.2801412 46.6430089, 21.2801708 46.6431181, 21.2803697 46.6438534)",,Szent László utca,
177140246,residential,,False,True,57.178,"LINESTRING (21.2739983 46.6433104, 21.2742955 46.6437824)",,Posta köz,
543968789,residential,,False,True,34.014,"LINESTRING (21.2739983 46.6433104, 21.2735915 46.6434352)",,Karácsonyi János utca,
543968789,residential,,False,False,150.89100000000002,"LINESTRING (21.2739983 46.6433104, 21.274529 46.6431513, 21.2748549 46.6430441, 21.2754042 46.6428752, 21.2755279 46.6428343, 21.2756471 46.6427991, 21.2758002 46.642753)",,Karácsonyi János utca,
176876096,residential,,False,True,130.622,"LINESTRING (21.2742955 46.6437824, 21.2759023 46.6433786)",,Damjanich utca,
177140246,residential,,False,False,57.178,"LINESTRING (21.2742955 46.6437824, 21.2739983 46.6433104)",,Posta köz,
176876096,residential,,False,False,86.462,"LINESTRING (21.2742955 46.6437824, 21.2737281 46.6439328, 21.2735762 46.6439731, 21.2732391 46.6440628)",,Damjanich utca,
176876096,residential,,False,True,86.46199999999999,"LINESTRING (21.2732391 46.6440628, 21.2735762 46.6439731, 21.2737281 46.6439328, 21.2742955 46.6437824)",,Damjanich utca,
155801747,residential,,False,False,8.409,"LINESTRING (21.2798351 46.6402904, 21.2799148 46.6402382)",,Bocskai utca,
155801747,residential,,False,True,103.357,"LINESTRING (21.2798351 46.6402904, 21.278974 46.6408817, 21.2788834 46.6409513)",,Bocskai utca,
155801682,residential,,False,False,10.433,"LINESTRING (21.2753405 46.6467417, 21.2753971 46.6468271)",,Petőfi tér,
155801682,residential,,False,True,40.757,"LINESTRING (21.2753405 46.6467417, 21.2751193 46.6464081)",,Petőfi tér,
406598641,residential,,True,False,180.978,"LINESTRING (21.2753405 46.6467417, 21.2732749 46.6475406)",,48-as utca,
100789313,residential,,False,True,70.475,"LINESTRING (21.2732749 46.6475406, 21.2731581 46.6469119)",,Corvin utca,
200950649,residential,,True,False,86.4,"LINESTRING (21.2732749 46.6475406, 21.2722989 46.6479341)",,48-as utca,
155801738,residential,,False,False,121.385,"LINESTRING (21.2793134 46.6476065, 21.2779722 46.648193)",,Szegedi Kiss István utca,
155801748,residential,,False,False,69.268,"LINESTRING (21.2793134 46.6476065, 21.2788449 46.647073)",,Munkácsy Mihály utca,
155801748,residential,,False,True,77.524,"LINESTRING (21.2793134 46.6476065, 21.2798377 46.6482036)",,Munkácsy Mihály utca,
406595910,tertiary,,False,True,87.094,"LINESTRING (21.2722989 46.6479341, 21.2722426 46.6471518)",2,Béke sugárút,
155801738,residential,,False,True,121.385,"LINESTRING (21.2779722 46.648193, 21.2793134 46.6476065)",,Szegedi Kiss István utca,
200950662,residential,,False,True,59.677,"LINESTRING (21.2779722 46.648193, 21.2775872 46.6477259)",,Halmos Béla utca,
75659246,residential,,False,True,93.365,"LINESTRING (21.2798377 46.6482036, 21.2808707 46.647754)",,Hold utca,
155801748,residential,,False,False,77.524,"LINESTRING (21.2798377 46.6482036, 21.2793134 46.6476065)",,Munkácsy Mihály utca,
176876092,residential,,False,True,219.426,"LINESTRING (21.2773814 46.6435604, 21.2801412 46.6430089)",,Alpár utca,
176876092,residential,,False,False,153.236,"LINESTRING (21.2773814 46.6435604, 21.2760905 46.6438157, 21.2759023 46.6433786)",,Alpár utca,
203505355,residential,,False,False,77.393,"LINESTRING (21.2773814 46.6435604, 21.2774243 46.6438695, 21.277456 46.6442544)",,Dózsa György utca,
203505355,residential,,False,True,227.25599999999997,"LINESTRING (21.2803697 46.6438534, 21.2800489 46.6438668, 21.2790942 46.6439865, 21.2781037 46.6441687, 21.277456 46.6442544)",,Dózsa György utca,
"[203505297, 203505298, 695713043]",residential,,False,False,31.807000000000002,"LINESTRING (21.2803697 46.6438534, 21.2803837 46.6438915, 21.280462 46.6441051, 21.2804714 46.6441308)",,"['Menyhárt híd', 'Szent László utca']",yes
695713043,residential,,False,True,95.511,"LINESTRING (21.2803697 46.6438534, 21.2801708 46.6431181, 21.2801412 46.6430089)",,Szent László utca,
203505298,residential,,False,False,63.684000000000005,"LINESTRING (21.2804714 46.6441308, 21.2805315 46.6442946, 21.280728 46.6446752)",,Szent László utca,
"[203505297, 203505298, 695713043]",residential,,False,True,31.807000000000002,"LINESTRING (21.2804714 46.6441308, 21.280462 46.6441051, 21.2803837 46.6438915, 21.2803697 46.6438534)",,"['Menyhárt híd', 'Szent László utca']",yes
203505299,residential,,False,True,448.667,"LINESTRING (21.2804714 46.6441308, 21.2802929 46.6441523, 21.279142 46.6443032, 21.277894 46.644465, 21.277375 46.6445371, 21.2772169 46.6445414, 21.2770225 46.6445466, 21.2761905 46.6445766, 21.2757309 46.6446024, 21.2754061 46.6445942, 21.2750798 46.6445948, 21.2746533 46.6445956)",,Dózsa György utca,
203505301,residential,,False,False,314.10200000000003,"LINESTRING (21.277456 46.6442544, 21.2771799 46.644271, 21.2763042 46.6443236, 21.2752127 46.6443563, 21.2735515 46.6444513, 21.2733533 46.6444629)",,Dózsa György utca,
203505355,residential,,False,False,227.256,"LINESTRING (21.277456 46.6442544, 21.2781037 46.6441687, 21.2790942 46.6439865, 21.2800489 46.6438668, 21.2803697 46.6438534)",,Dózsa György utca,
203505355,residential,,False,True,77.393,"LINESTRING (21.277456 46.6442544, 21.2774243 46.6438695, 21.2773814 46.6435604)",,Dózsa György utca,
290486287,residential,,False,False,84.877,"LINESTRING (21.2731141 46.6444193, 21.2727811 46.6444023, 21.272431 46.6444177, 21.2720039 46.6444157)",,Dózsa György utca,
203505301,residential,,False,True,314.10200000000003,"LINESTRING (21.2733533 46.6444629, 21.2735515 46.6444513, 21.2752127 46.6443563, 21.2763042 46.6443236, 21.2771799 46.644271, 21.277456 46.6442544)",,Dózsa György utca,
203505299,residential,,False,False,448.667,"LINESTRING (21.2746533 46.6445956, 21.2750798 46.6445948, 21.2754061 46.6445942, 21.2757309 46.6446024, 21.2761905 46.6445766, 21.2770225 46.6445466, 21.2772169 46.6445414, 21.277375 46.6445371, 21.277894 46.644465, 21.279142 46.6443032, 21.2802929 46.6441523, 21.2804714 46.6441308)",,Dózsa György utca,
203505352,residential,,False,True,153.237,"LINESTRING (21.2787329 46.6446552, 21.2777465 46.6448021, 21.2773233 46.644876, 21.2772314 46.6448946, 21.2771898 46.6449531, 21.2771403 46.6450863, 21.2771427 46.6451822, 21.2771432 46.6452033)",,Pálffy utca,
230346209,residential,,False,True,126.52199999999999,"LINESTRING (21.2733714 46.6455583, 21.2729416 46.6455915, 21.2729175 46.6456125, 21.2729271 46.6456611, 21.2730535 46.6464213)",,Corvin utca,
230352122,residential,,True,False,106.024,"LINESTRING (21.2738159 46.6395439, 21.2748652 46.6401685)",,Szent István utca,
230352072,residential,,False,False,106.333,"LINESTRING (21.2697954 46.6401128, 21.2709288 46.6406686)",,Október 6. tér,
230352072,residential,,False,True,84.957,"LINESTRING (21.2697954 46.6401128, 21.2689035 46.6396559)",,Október 6. tér,
891372122,tertiary,,False,False,83.55100000000002,"LINESTRING (21.2748652 46.6401685, 21.274594 46.6404223, 21.2744127 46.6407068, 21.2743349 46.640821)",,Szent István út,
155817482,residential,,False,False,46.236,"LINESTRING (21.2705661 46.6410316, 21.2700356 46.640831)",,Október 6. tér,
230352073,residential,,False,True,7.539,"LINESTRING (21.2705661 46.6410316, 21.2706165 46.6409733)",,Október 6. tér,
230352053,residential,,False,False,123.444,"LINESTRING (21.2705661 46.6410316, 21.2705851 46.6411997, 21.2708419 46.6421246)",,Bajza utca,
4930697,residential,,False,False,113.075,"LINESTRING (21.2720918 46.6410636, 21.2706165 46.6409733)",,Mágocsi utca,
4930697,residential,,False,True,25.738,"LINESTRING (21.2720918 46.6410636, 21.2724281 46.6410799)",,Mágocsi utca,
230352118,residential,,False,False,158.05100000000002,"LINESTRING (21.2720918 46.6410636, 21.2718521 46.6419548, 21.2725919 46.6420407)",,,
4930697,residential,,False,False,25.738,"LINESTRING (21.2724281 46.6410799, 21.2720918 46.6410636)",,Mágocsi utca,
4930697,residential,,False,True,149.539,"LINESTRING (21.2724281 46.6410799, 21.2727466 46.6410871, 21.2729603 46.6410736, 21.2731982 46.6410504, 21.2738226 46.640914, 21.2740004 46.6408786, 21.2743349 46.640821)",,Mágocsi utca,
230352070,residential,,True,False,210.243,"LINESTRING (21.2724281 46.6410799, 21.2724571 46.6405948, 21.2738159 46.6395439)",,Mágocsi köz,
230352118,residential,,False,True,158.05100000000002,"LINESTRING (21.2725919 46.6420407, 21.2718521 46.6419548, 21.2720918 46.6410636)",,,
890939948,residential,,False,True,43.154,"LINESTRING (21.2705908 46.6424723, 21.2708419 46.6421246)",,Bajza utca,
230352064,residential,,False,False,120.989,"LINESTRING (21.2705908 46.6424723, 21.2710477 46.6426102, 21.2711883 46.6429367, 21.2717233 46.6431072)",,Kossuth Lajos tér,
890939948,residential,,False,False,73.881,"LINESTRING (21.2705908 46.6424723, 21.2702651 46.642912, 21.2701623 46.6430679)",,Bajza utca,
230352064,residential,,False,True,120.989,"LINESTRING (21.2717233 46.6431072, 21.2711883 46.6429367, 21.2710477 46.6426102, 21.2705908 46.6424723)",,Kossuth Lajos tér,
540189922,residential,,True,False,156.7,"LINESTRING (21.2717233 46.6431072, 21.2718353 46.6431429, 21.2723013 46.6431244, 21.2723359 46.6428204, 21.2722127 46.6427728, 21.2718892 46.6427464, 21.2717233 46.6431072)",,Ditzingen tér,
155801747,residential,,False,True,8.409,"LINESTRING (21.2799148 46.6402382, 21.2798351 46.6402904)",,Bocskai utca,
