osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,bridge,tunnel
164085950,Pipa utca,residential,False,True,37.513000000000005,"LINESTRING (19.9061897 47.5037756, 19.906326 47.5038459, 19.9066428 47.5039031)",,,,
327248238,Hatvani út,residential,False,False,97.877,"LINESTRING (19.9061897 47.5037756, 19.9065935 47.5036685, 19.9068063 47.5036112, 19.9069782 47.5035493, 19.9071876 47.5034407, 19.907328 47.5033632)",50,,,
327248238,Hatvani út,residential,False,True,31.795,"LINESTRING (19.9061897 47.5037756, 19.9059559 47.5038385, 19.9057975 47.5038831)",50,,,
163930667,Rákóczi út,tertiary,False,False,116.127,"LINESTRING (19.9083098 47.5014698, 19.9078735 47.5013461, 19.9076501 47.5012532, 19.9072756 47.5010872, 19.9069804 47.5009451)",50,31332,,
323106433,Thököly utca,residential,False,True,54.248000000000005,"LINESTRING (19.9083098 47.5014698, 19.9081349 47.5017715, 19.9081169 47.5018608, 19.9081322 47.5019338)",50,,,
819269674,Rákóczi út,residential,False,True,119.068,"LINESTRING (19.9083098 47.5014698, 19.9084104 47.5014937, 19.9088393 47.5015963, 19.909804 47.5018271)",,,,
1210940962,Thököly utca,tertiary,False,True,43.849,"LINESTRING (19.9083098 47.5014698, 19.9083358 47.5014257, 19.908526 47.5011035)",50,31332,,
162287105,Megyeház utca,residential,True,False,100.673,"LINESTRING (19.9125544 47.5028909, 19.9126651 47.5029973, 19.9126964 47.5030195, 19.9127774 47.503072, 19.9135014 47.5035282)",,,,
169102540,Szentháromság tér,residential,False,False,117.137,"LINESTRING (19.9125544 47.5028909, 19.912423 47.5027877, 19.9123151 47.502736, 19.9120907 47.5026285, 19.9113142 47.5022582)",,,,
224486124,Lehel vezér tér,tertiary,False,False,123.687,"LINESTRING (19.9125544 47.5028909, 19.9127505 47.5027178, 19.9134998 47.5020545, 19.913551 47.5020055)",50,31130,,
224486124,Lehel vezér tér,tertiary,False,True,109.401,"LINESTRING (19.9125544 47.5028909, 19.9124885 47.5029572, 19.9117425 47.5037077)",50,31130,,
162287087,Kossuth Lajos utca,residential,False,False,31.03,"LINESTRING (19.9100276 47.4986023, 19.9101763 47.4986973, 19.9102931 47.4988139)",,,,
819269563,Thököly utca,tertiary,False,False,39.623,"LINESTRING (19.9100276 47.4986023, 19.9098187 47.4988273, 19.9097638 47.4989101)",50,31332,,
819269566,Dózsa György út,tertiary,False,True,66.68,"LINESTRING (19.9172148 47.5006716, 19.9163272 47.5006671)",50,31131,,
193222891,Fazekas utca,residential,False,True,60.951,"LINESTRING (19.9172148 47.5006716, 19.9173591 47.500171, 19.917375 47.5001344)",,,,
561497703,Dózsa György út,tertiary,False,False,67.78399999999999,"LINESTRING (19.9172148 47.5006716, 19.9176573 47.5006699, 19.9181118 47.500717)",50,31131,,
819269565,Bercsényi út,residential,False,False,70.98499999999999,"LINESTRING (19.9172148 47.5006716, 19.917189 47.5007204, 19.9169174 47.501227, 19.9168933 47.5012719)",,,,
27864549,Dózsa György út,tertiary,False,False,44.703,"LINESTRING (19.9146985 47.5006844, 19.9147946 47.5007013, 19.9149378 47.500715, 19.9152888 47.5007083)",50,31131,,
163930663,Szabadság tér,residential,False,False,73.241,"LINESTRING (19.9146985 47.5006844, 19.9147354 47.5006198, 19.9149513 47.5002563, 19.9150665 47.5000745)",,,,
220014810,Lehel vezér tér,tertiary,False,True,42.03,"LINESTRING (19.9146985 47.5006844, 19.9146376 47.50077, 19.9144739 47.5010305)",50,31130,,
220014884,Szövetkezet utca,tertiary,False,True,41.981,"LINESTRING (19.9146985 47.5006844, 19.9145905 47.5006612, 19.9145026 47.500636, 19.9144048 47.5005992, 19.9142093 47.5005074)",50,31113,,
4384473,Thököly utca,tertiary,False,False,169.68200000000002,"LINESTRING (19.9097638 47.4989101, 19.9095813 47.4992264, 19.9093998 47.4995388, 19.9089563 47.5003352)",50,31332,,
4384474,Bajcsy-Zsilinszky utca,residential,False,False,162.07100000000003,"LINESTRING (19.9097638 47.4989101, 19.9095212 47.498854, 19.9080677 47.4986445, 19.9076611 47.4985892)",,,,
819269563,Thököly utca,tertiary,False,True,39.623,"LINESTRING (19.9097638 47.4989101, 19.9098187 47.4988273, 19.9100276 47.4986023)",50,31332,,
4384474,Bajcsy-Zsilinszky utca,residential,False,True,162.071,"LINESTRING (19.9076611 47.4985892, 19.9080677 47.4986445, 19.9095212 47.498854, 19.9097638 47.4989101)",,,,
169004907,Csángó utca,residential,False,False,166.50100000000003,"LINESTRING (19.9076611 47.4985892, 19.9074919 47.4990027, 19.907365 47.4991896, 19.9072199 47.499306, 19.9071882 47.4993703, 19.9071723 47.4996643, 19.9071156 47.4998634, 19.9070522 47.5000028)",,,,
169023594,Lehel vezér tér,tertiary,False,False,67.912,"LINESTRING (19.9106498 47.5049553, 19.9110733 47.5044157)",50,31130,,
168997472,Alsócsincsapart utca,residential,False,True,41.5,"LINESTRING (19.9106498 47.5049553, 19.9103352 47.5048158, 19.9102644 47.5048121, 19.9101632 47.5048314)",,,,
360384084,Gyöngyösi út,tertiary,False,True,141.03,"LINESTRING (19.9106498 47.5049553, 19.9106123 47.5050062, 19.9104547 47.5052206, 19.9102951 47.5055047, 19.9101953 47.505772, 19.9101232 47.5061615)",50,31130,,
169023594,Lehel vezér tér,tertiary,False,True,29.08,"LINESTRING (19.9112581 47.5041859, 19.9110733 47.5044157)",50,31130,,
"[1020912604, 224486116]",Nádor utca,residential,False,True,178.137,"LINESTRING (19.9112581 47.5041859, 19.9105617 47.5040443, 19.9099697 47.5039239, 19.9089873 47.5037241)",,,,
819269555,Lehel vezér tér,tertiary,False,False,64.437,"LINESTRING (19.9112581 47.5041859, 19.9112844 47.5041588, 19.9114035 47.5040359, 19.9117425 47.5037077)",50,31130,,
163940843,Bercsényi út,residential,False,True,27.192,"LINESTRING (19.9109003 47.5073431, 19.9110979 47.5071382)",,,,
72327213,Csalogány utca,residential,False,True,60.327,"LINESTRING (19.9130676 47.5051355, 19.9137965 47.5053633)",,,,
163940843,Bercsényi út,residential,False,True,52.181,"LINESTRING (19.9130676 47.5051355, 19.9133868 47.5047187)",,,,
571327735,Petőfi Sándor utca,residential,True,False,71.914,"LINESTRING (19.9130676 47.5051355, 19.912221 47.5048335)",,,,
163940843,Bercsényi út,residential,False,False,143.577,"LINESTRING (19.9130676 47.5051355, 19.912502 47.5058596, 19.9121523 47.5062688)",,,,
163940843,Bercsényi út,residential,False,False,44.907,"LINESTRING (19.9121523 47.5062688, 19.9117868 47.5065884)",,,,
72326878,Pacsirta utca,residential,False,True,61.834,"LINESTRING (19.9121523 47.5062688, 19.9116814 47.5060361, 19.9115217 47.5059153)",,,,
