osmid,highway,maxspeed,oneway,reversed,length,geometry,bridge,name,junction
215622920,secondary,40,False,False,37.974,"LINESTRING (19.6607949 41.0775949, 19.6611977 41.0774386)",,,
215622920,secondary,40,False,True,39.536,"LINESTRING (19.6607949 41.0775949, 19.6603753 41.0777573)",,,
301760241,residential,,False,False,58.608999999999995,"LINESTRING (19.6607949 41.0775949, 19.6609353 41.0780592, 19.6609565 41.0781075)",,,
215622920,secondary,40,False,False,158.268,"LINESTRING (19.6627806 41.0768242, 19.6644585 41.0761715)",,,
215622920,secondary,40,False,True,149.237,"LINESTRING (19.6627806 41.0768242, 19.6611977 41.0774386)",,,
337654544,residential,,False,False,53.472,"LINESTRING (19.6627806 41.0768242, 19.6624704 41.076404)",,,
301760251,residential,,False,False,55.328,"LINESTRING (19.6660264 41.0770324, 19.6665159 41.0773662)",,,
301760251,residential,,False,True,31.62,"LINESTRING (19.6660264 41.0770324, 19.6658386 41.076917, 19.6657492 41.0768408)",,,
337537090,residential,,False,False,177.313,"LINESTRING (19.6660264 41.0770324, 19.6660985 41.0769847, 19.6661441 41.0769584, 19.6662166 41.076924, 19.6663802 41.0768553, 19.667901 41.0763013)",,,
301758542,residential,,False,True,267.09899999999993,"LINESTRING (19.6673171 41.0779582, 19.6673934 41.0778928, 19.6674712 41.0778362, 19.6675514 41.0777895, 19.6676294 41.0777513, 19.6677689 41.0776947, 19.6678976 41.0776583, 19.6680156 41.0776259, 19.6680987 41.0776058, 19.6681429 41.0775893, 19.6684225 41.0774183, 19.6684551 41.0773949, 19.6684705 41.0773811, 19.6685117 41.0773412, 19.6685525 41.077309, 19.6685908 41.0772901, 19.6686052 41.0772857, 19.6686254 41.0772844, 19.6686438 41.0772834, 19.6686545 41.0772797, 19.6691646 41.0770036, 19.6691823 41.0769952, 19.6691935 41.0769924, 19.6692053 41.0769916, 19.6692212 41.0769906, 19.6692298 41.0769903, 19.6692432 41.0769847, 19.6693946 41.0769069, 19.6695197 41.076844, 19.6695732 41.0768205, 19.6699629 41.0766738)",,,
"[301760250, 301760251, 166704682]",residential,,False,"[False, True]",14.437,"LINESTRING (19.6673171 41.0779582, 19.667329 41.0779659, 19.6674115 41.0780408, 19.667429 41.0780567)",yes,,
301760251,residential,,False,True,79.0,"LINESTRING (19.6673171 41.0779582, 19.6671124 41.0777822, 19.6669378 41.0776405, 19.6667313 41.0774949, 19.6666587 41.0774515)",,,
166704682,residential,,False,True,68.026,"LINESTRING (19.667429 41.0780567, 19.6679556 41.0785222)",,,
"[166704682, 301760250, 301760251]",residential,,False,"[False, True]",14.437,"LINESTRING (19.667429 41.0780567, 19.6674115 41.0780408, 19.667329 41.0779659, 19.6673171 41.0779582)",yes,,
215622919,residential,,False,False,343.40200000000004,"LINESTRING (19.667429 41.0780567, 19.6672707 41.0781765, 19.6670051 41.0783726, 19.6668978 41.0784616, 19.6668281 41.0785242, 19.666753 41.0786011, 19.6666645 41.0787002, 19.6665277 41.078872, 19.6663721 41.0790722, 19.6661844 41.0792865, 19.666061 41.079426, 19.6659641 41.0795148, 19.6658947 41.0795655, 19.6658169 41.079608, 19.6657391 41.0796363, 19.665656 41.0796524, 19.6655567 41.0796565, 19.6654092 41.0796666, 19.6652402 41.0796828, 19.6650686 41.079703, 19.6648862 41.0797353, 19.6646633 41.0797756, 19.6645107 41.0798061, 19.6643846 41.0798203)",,,
215622919,residential,,False,True,215.35899999999998,"LINESTRING (19.6618602 41.0801519, 19.662043 41.0801316, 19.6621986 41.0801114, 19.6623619 41.0800869, 19.6625312 41.0800507, 19.6627216 41.0800063, 19.6628343 41.07998, 19.6629174 41.0799658, 19.6630033 41.0799577, 19.6630998 41.0799497, 19.6637301 41.0798647, 19.6639072 41.0798445, 19.664044 41.0798364, 19.6642156 41.0798324, 19.6643846 41.0798203)",,,
"[301760248, 301760258, 301760243]",residential,,False,True,105.474,"LINESTRING (19.6618602 41.0801519, 19.6618344 41.0800796, 19.6618 41.079983, 19.6615334 41.0792359)",viaduct,,
301760251,residential,,False,False,15.272,"LINESTRING (19.6665159 41.0773662, 19.6666587 41.0774515)",,,
301760251,residential,,False,True,55.328,"LINESTRING (19.6665159 41.0773662, 19.6660264 41.0770324)",,,
337537091,residential,,False,False,156.95600000000002,"LINESTRING (19.6665159 41.0773662, 19.6666055 41.07729, 19.6666806 41.0772475, 19.6667852 41.077195, 19.666981 41.0771242, 19.6671714 41.0770595, 19.668137 41.0766753)",,,
215622919,residential,,False,False,215.359,"LINESTRING (19.6643846 41.0798203, 19.6642156 41.0798324, 19.664044 41.0798364, 19.6639072 41.0798445, 19.6637301 41.0798647, 19.6630998 41.0799497, 19.6630033 41.0799577, 19.6629174 41.0799658, 19.6628343 41.07998, 19.6627216 41.0800063, 19.6625312 41.0800507, 19.6623619 41.0800869, 19.6621986 41.0801114, 19.662043 41.0801316, 19.6618602 41.0801519)",,,
215622919,residential,,False,True,343.40200000000004,"LINESTRING (19.6643846 41.0798203, 19.6645107 41.0798061, 19.6646633 41.0797756, 19.6648862 41.0797353, 19.6650686 41.079703, 19.6652402 41.0796828, 19.6654092 41.0796666, 19.6655567 41.0796565, 19.665656 41.0796524, 19.6657391 41.0796363, 19.6658169 41.079608, 19.6658947 41.0795655, 19.6659641 41.0795148, 19.666061 41.079426, 19.6661844 41.0792865, 19.6663721 41.0790722, 19.6665277 41.078872, 19.6666645 41.0787002, 19.666753 41.0786011, 19.6668281 41.0785242, 19.6668978 41.0784616, 19.6670051 41.0783726, 19.6672707 41.0781765, 19.667429 41.0780567)",,,
"[301760256, 301760244, 301760252]",residential,,False,True,153.793,"LINESTRING (19.6643846 41.0798203, 19.6643708 41.0797742, 19.6643418 41.0796776, 19.6642827 41.0794806, 19.6642505 41.0793471, 19.6642022 41.0792016, 19.6641325 41.0790641, 19.6640252 41.0788538, 19.6638696 41.0784959)",viaduct,,
301760245,residential,,False,True,85.122,"LINESTRING (19.6628772 41.0795817, 19.6627538 41.0791611, 19.6626442 41.0788367)",,,
301760245,residential,,False,True,95.677,"LINESTRING (19.6626442 41.0788367, 19.6622817 41.0780208)",,,
301760245,residential,,False,False,85.122,"LINESTRING (19.6626442 41.0788367, 19.6627538 41.0791611, 19.6628772 41.0795817)",,,
301760246,residential,,False,False,41.959,"LINESTRING (19.6626442 41.0788367, 19.6624802 41.0788821, 19.6621715 41.0789608)",,,
301760246,residential,,False,True,109.50800000000001,"LINESTRING (19.6626442 41.0788367, 19.6627431 41.0788093, 19.6632337 41.0786615, 19.6638696 41.0784959)",,,
301760246,residential,,False,True,41.959,"LINESTRING (19.6621715 41.0789608, 19.6624802 41.0788821, 19.6626442 41.0788367)",,,
301760241,residential,,False,True,130.01,"LINESTRING (19.661748 41.0788841, 19.6615841 41.0782754, 19.66156 41.0782208, 19.6615278 41.0781925, 19.6614822 41.0781803, 19.6614154 41.0781724, 19.6611177 41.0781623, 19.6610318 41.0781563, 19.660986 41.0781358, 19.6609565 41.0781075)",,,
215622920,secondary,40,False,False,39.536,"LINESTRING (19.6603753 41.0777573, 19.6607949 41.0775949)",,,
215622920,secondary,40,False,True,101.447,"LINESTRING (19.6603753 41.0777573, 19.6592987 41.0781741)",,,
301760257,residential,,False,False,202.454,"LINESTRING (19.6603753 41.0777573, 19.6604471 41.0779096, 19.660608 41.0782857, 19.66071 41.0785829, 19.6610208 41.0795107)",,,
215622920,secondary,40,False,False,101.447,"LINESTRING (19.6592987 41.0781741, 19.6603753 41.0777573)",,,
215622920,secondary,40,False,True,20.794,"LINESTRING (19.6592987 41.0781741, 19.659078 41.0782595)",,,
301760260,residential,,False,False,229.282,"LINESTRING (19.6592987 41.0781741, 19.659492 41.0785099, 19.6597012 41.0788496, 19.6597387 41.0788799, 19.65979 41.0788862, 19.6599104 41.0788738, 19.6600662 41.0788477, 19.6601279 41.0788376, 19.6601733 41.0788455, 19.6602081 41.0788678, 19.6602645 41.0789385, 19.6607446 41.0796846)",,,
301760242,residential,,False,True,93.518,"LINESTRING (19.6615602 41.0777701, 19.6616833 41.0781035, 19.6616917 41.07813, 19.6617077 41.0781421, 19.6617477 41.0781419, 19.6618338 41.0781259, 19.6622817 41.0780208)",,,
301760241,residential,,False,False,130.01,"LINESTRING (19.6609565 41.0781075, 19.660986 41.0781358, 19.6610318 41.0781563, 19.6611177 41.0781623, 19.6614154 41.0781724, 19.6614822 41.0781803, 19.6615278 41.0781925, 19.66156 41.0782208, 19.6615841 41.0782754, 19.661748 41.0788841)",,,
301760241,residential,,False,True,58.608999999999995,"LINESTRING (19.6609565 41.0781075, 19.6609353 41.0780592, 19.6607949 41.0775949)",,,
745049269,residential,,False,False,72.197,"LINESTRING (19.6609565 41.0781075, 19.6609677 41.0782121, 19.6609896 41.0783102, 19.6611383 41.0787407)",,,
301760246,residential,,False,False,109.50800000000001,"LINESTRING (19.6638696 41.0784959, 19.6632337 41.0786615, 19.6627431 41.0788093, 19.6626442 41.0788367)",,,
"[301760256, 301760252, 301760244]",residential,,False,False,153.79299999999998,"LINESTRING (19.6638696 41.0784959, 19.6640252 41.0788538, 19.6641325 41.0790641, 19.6642022 41.0792016, 19.6642505 41.0793471, 19.6642827 41.0794806, 19.6643418 41.0796776, 19.6643708 41.0797742, 19.6643846 41.0798203)",viaduct,,
301760252,residential,,False,True,143.767,"LINESTRING (19.6638696 41.0784959, 19.6636563 41.0780701, 19.6636441 41.0780367, 19.6636454 41.0780013, 19.6636677 41.077967, 19.663708 41.0779415, 19.664404 41.0776994, 19.6644369 41.0776837, 19.6644623 41.0776622, 19.6644961 41.0776147)",,,
301760260,residential,,False,True,229.282,"LINESTRING (19.6607446 41.0796846, 19.6602645 41.0789385, 19.6602081 41.0788678, 19.6601733 41.0788455, 19.6601279 41.0788376, 19.6600662 41.0788477, 19.6599104 41.0788738, 19.65979 41.0788862, 19.6597387 41.0788799, 19.6597012 41.0788496, 19.659492 41.0785099, 19.6592987 41.0781741)",,,
301760245,residential,,False,False,95.677,"LINESTRING (19.6622817 41.0780208, 19.6626442 41.0788367)",,,
301760242,residential,,False,False,93.518,"LINESTRING (19.6622817 41.0780208, 19.6618338 41.0781259, 19.6617477 41.0781419, 19.6617077 41.0781421, 19.6616917 41.07813, 19.6616833 41.0781035, 19.6615602 41.0777701)",,,
301760242,residential,,False,True,62.326,"LINESTRING (19.6622817 41.0780208, 19.6626707 41.0779278, 19.6627377 41.0779278, 19.6627753 41.0779359, 19.662794 41.0779581, 19.6628182 41.0780046, 19.6628531 41.0780976)",,,
"[301760248, 301760258, 301760243]",residential,,False,False,105.474,"LINESTRING (19.6615334 41.0792359, 19.6618 41.079983, 19.6618344 41.0800796, 19.6618602 41.0801519)",viaduct,,
301760257,residential,,False,True,202.454,"LINESTRING (19.6610208 41.0795107, 19.66071 41.0785829, 19.660608 41.0782857, 19.6604471 41.0779096, 19.6603753 41.0777573)",,,
301760259,residential,,False,True,123.55199999999999,"LINESTRING (19.6647118 41.0786152, 19.6647652 41.0785625, 19.6647974 41.0785261, 19.6648459 41.078504, 19.6648915 41.078502, 19.6649264 41.0785061, 19.664961 41.0785261, 19.6650337 41.07869, 19.6650551 41.0787446, 19.665071 41.0787667, 19.6651034 41.078777, 19.6651785 41.0787729, 19.6657096 41.0786779, 19.6657713 41.0786617, 19.6657898 41.0786433, 19.6657871 41.0786009)",,,
301760242,residential,,False,False,62.326,"LINESTRING (19.6628531 41.0780976, 19.6628182 41.0780046, 19.662794 41.0779581, 19.6627753 41.0779359, 19.6627377 41.0779278, 19.6626707 41.0779278, 19.6622817 41.0780208)",,,
301760259,residential,,False,False,123.55199999999999,"LINESTRING (19.6657871 41.0786009, 19.6657898 41.0786433, 19.6657713 41.0786617, 19.6657096 41.0786779, 19.6651785 41.0787729, 19.6651034 41.078777, 19.665071 41.0787667, 19.6650551 41.0787446, 19.6650337 41.07869, 19.664961 41.0785261, 19.6649264 41.0785061, 19.6648915 41.078502, 19.6648459 41.078504, 19.6647974 41.0785261, 19.6647652 41.0785625, 19.6647118 41.0786152)",,,
301760259,residential,,False,True,206.43900000000002,"LINESTRING (19.6657871 41.0786009, 19.6655404 41.078057, 19.6655004 41.0779622, 19.6654816 41.0779076, 19.6654816 41.077859, 19.6655031 41.0777822, 19.6655379 41.0776488, 19.6655728 41.0775214, 19.665605 41.0774446, 19.6656399 41.0773799, 19.6656584 41.0773574, 19.6656694 41.0773192, 19.6656774 41.0772828, 19.6656611 41.0772401, 19.6656318 41.0771655, 19.6656024 41.0770986, 19.6656024 41.0770777, 19.665607 41.0770404, 19.6656174 41.0770004, 19.6656381 41.0769726, 19.6657492 41.0768408)",,,
745049270,residential,,False,False,60.297000000000004,"LINESTRING (19.6657871 41.0786009, 19.6658593 41.0787471, 19.6658627 41.078798, 19.6658407 41.0788579, 19.6657191 41.0791152)",,,
240791576,secondary,40,False,False,188.349,"LINESTRING (19.6655114 41.0757506, 19.6657641 41.0756521, 19.6675246 41.0749984)",,Rogozhinë - Peqin,
337407475,secondary,,True,False,43.723,"LINESTRING (19.6655114 41.0757506, 19.6653253 41.0758398, 19.665222 41.0758814, 19.6651429 41.0759043, 19.6650467 41.0759226)",,,
