osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,bridge,junction
1241361985,Rruga e Laçit,secondary,False,False,53.609,"LINESTRING (19.723202 41.4825926, 19.7228884 41.4821716)",,,,,
1241361985,Rruga e Laçit,secondary,False,True,69.653,"LINESTRING (19.723202 41.4825926, 19.7235985 41.4831441)",,,,,
173089212,,residential,False,False,101.74099999999999,"LINESTRING (19.723202 41.4825926, 19.7240578 41.4823502, 19.7243325 41.4822485)",,,,,
1241361985,Rruga e Laçit,secondary,False,False,8.251,"LINESTRING (19.7228884 41.4821716, 19.7228411 41.4821064)",,,,,
1241361985,Rruga e Laçit,secondary,False,True,53.609,"LINESTRING (19.7228884 41.4821716, 19.723202 41.4825926)",,,,,
173089214,,residential,False,False,193.287,"LINESTRING (19.7228884 41.4821716, 19.7241796 41.4816436, 19.7245246 41.4814698, 19.7249051 41.4813142)",,,,,
48686090,,residential,False,False,52.912,"LINESTRING (19.7242509 41.4747734, 19.7248415 41.4749484)",,,,,
48686075,,residential,False,False,158.46699999999998,"LINESTRING (19.7242509 41.4747734, 19.7237663 41.4757218, 19.7237645 41.4757511, 19.7237894 41.4757693, 19.7242403 41.4758758)",,,,,
48686090,,residential,False,True,168.015,"LINESTRING (19.7242509 41.4747734, 19.723975 41.4747061, 19.723924 41.4747098, 19.7238987 41.4747323, 19.723476 41.4755156, 19.7234496 41.4755338, 19.7234162 41.4755372, 19.7229932 41.4754498)",,,,,
48686091,,residential,False,True,9.169,"LINESTRING (19.7242403 41.4758758, 19.7243469 41.4758553)",,,,,
48686075,,residential,False,True,158.467,"LINESTRING (19.7242403 41.4758758, 19.7237894 41.4757693, 19.7237645 41.4757511, 19.7237663 41.4757218, 19.7242509 41.4747734)",,,,,
48686091,,residential,False,False,208.27200000000002,"LINESTRING (19.7242403 41.4758758, 19.7240575 41.4761614, 19.7239437 41.4767118, 19.7238819 41.4772464, 19.7238788 41.4773765, 19.7237718 41.4776993)",,,,,
48686090,,residential,False,False,27.052,"LINESTRING (19.7223722 41.4761249, 19.7226829 41.4761956)",,,,,
177183778,,residential,False,True,73.622,"LINESTRING (19.7223722 41.4761249, 19.7222986 41.4767847)",,,,,
48686090,,residential,False,True,219.38100000000003,"LINESTRING (19.7223722 41.4761249, 19.7220419 41.4760379, 19.7217793 41.4759777, 19.7213551 41.4759025, 19.720635 41.4757365, 19.7203611 41.4756713, 19.7200353 41.4756181, 19.7198931 41.4755839, 19.7198449 41.4755772)",,,,,
177183778,,residential,False,False,6.991,"LINESTRING (19.7222946 41.4768475, 19.7222986 41.4767847)",,,,,
48686083,,residential,False,False,118.843,"LINESTRING (19.7222946 41.4768475, 19.7210754 41.4768076, 19.7208697 41.4767973)",,,,,
177183778,,residential,False,True,101.16499999999999,"LINESTRING (19.7222946 41.4768475, 19.7222806 41.4770345, 19.7222716 41.4770981, 19.7222506 41.4771459, 19.7221768 41.4772716, 19.7221548 41.4773292, 19.7221478 41.4773755, 19.7221498 41.4774264, 19.7222032 41.4777373)",,,,,
177183778,,residential,False,False,101.16499999999999,"LINESTRING (19.7222032 41.4777373, 19.7221498 41.4774264, 19.7221478 41.4773755, 19.7221548 41.4773292, 19.7221768 41.4772716, 19.7222506 41.4771459, 19.7222716 41.4770981, 19.7222806 41.4770345, 19.7222946 41.4768475)",,,,,
177183778,,residential,False,True,47.631,"LINESTRING (19.7222032 41.4777373, 19.7222801 41.477937, 19.7223514 41.4780088, 19.7224182 41.478077, 19.7224631 41.478109)",,,,,
228052968,,residential,False,True,41.911,"LINESTRING (19.7222032 41.4777373, 19.7220091 41.4777635, 19.7217036 41.4777744)",,,,,
48686083,,residential,False,True,118.843,"LINESTRING (19.7208697 41.4767973, 19.7210754 41.4768076, 19.7222946 41.4768475)",,,,,
48686090,,residential,False,True,89.635,"LINESTRING (19.7258552 41.4752185, 19.7248415 41.4749484)",,,,,
33918724,,residential,False,True,320.701,"LINESTRING (19.7258552 41.4752185, 19.7258033 41.4759983, 19.7256012 41.4780962)",,,,,
48686090,,residential,False,False,86.865,"LINESTRING (19.7226829 41.4761956, 19.7229932 41.4754498)",,,,,
48686090,,residential,False,True,27.052,"LINESTRING (19.7226829 41.4761956, 19.7223722 41.4761249)",,,,,
745964800,,residential,False,False,66.26599999999999,"LINESTRING (19.7226829 41.4761956, 19.7227646 41.4762218, 19.7231594 41.4763055, 19.7234452 41.4763639)",,,,,
48686090,,residential,False,True,86.865,"LINESTRING (19.7229932 41.4754498, 19.7226829 41.4761956)",,,,,
48686090,,residential,False,False,168.015,"LINESTRING (19.7229932 41.4754498, 19.7234162 41.4755372, 19.7234496 41.4755338, 19.723476 41.4755156, 19.7238987 41.4747323, 19.723924 41.4747098, 19.723975 41.4747061, 19.7242509 41.4747734)",,,,,
228052970,,residential,False,True,89.946,"LINESTRING (19.7229932 41.4754498, 19.7228533 41.4754183, 19.7228336 41.475395, 19.7227844 41.4753487, 19.7230609 41.4747721)",,,,,
48686090,,residential,False,False,89.635,"LINESTRING (19.7248415 41.4749484, 19.7258552 41.4752185)",,,,,
48686090,,residential,False,True,52.912,"LINESTRING (19.7248415 41.4749484, 19.7242509 41.4747734)",,,,,
48686091,,residential,False,False,108.937,"LINESTRING (19.7248415 41.4749484, 19.7243469 41.4758553)",,,,,
48686091,,residential,False,False,9.169,"LINESTRING (19.7243469 41.4758553, 19.7242403 41.4758758)",,,,,
48686091,,residential,False,True,108.937,"LINESTRING (19.7243469 41.4758553, 19.7248415 41.4749484)",,,,,
762114572,,residential,False,False,40.260999999999996,"LINESTRING (19.7243469 41.4758553, 19.7245358 41.4758387, 19.7246301 41.4758359, 19.7248288 41.4758359)",,,,,
782718703,,secondary,False,False,57.126,"LINESTRING (19.7255863 41.4785717, 19.7249069 41.4786413)",SH38,,,,
33918724,,residential,False,False,52.907,"LINESTRING (19.7255863 41.4785717, 19.7256014 41.478363, 19.7256012 41.4780962)",,,,,
173089212,,residential,False,True,45.984,"LINESTRING (19.7255863 41.4785717, 19.7255574 41.4787942, 19.725519 41.478982)",,,,,
1241361985,Rruga e Laçit,secondary,False,False,87.398,"LINESTRING (19.7222552 41.4813312, 19.7217448 41.4806445)",,,,,
1241361985,Rruga e Laçit,secondary,False,True,39.077,"LINESTRING (19.7222552 41.4813312, 19.7224835 41.4816382)",,,,,
233503724,,residential,False,False,245.959,"LINESTRING (19.7222552 41.4813312, 19.7229645 41.4810657, 19.7232164 41.4809852, 19.7234128 41.4809166, 19.7236231 41.4808336, 19.723691 41.4808134, 19.723858 41.4807797, 19.7238972 41.4807749, 19.7243706 41.4807167, 19.7244259 41.4807099, 19.7248584 41.4806759, 19.7249104 41.4806718, 19.7249665 41.4806726, 19.7250328 41.4806773)",,,,,
1241361985,Rruga e Laçit,secondary,False,False,23.88,"LINESTRING (19.7226247 41.4818251, 19.7224835 41.4816382)",,,,,
1241361985,Rruga e Laçit,secondary,False,True,36.102,"LINESTRING (19.7226247 41.4818251, 19.7228411 41.4821064)",,,,,
173089213,,residential,False,False,223.208,"LINESTRING (19.7226247 41.4818251, 19.7232179 41.4815743, 19.7234977 41.481456, 19.7241395 41.4811474, 19.7244394 41.4810347, 19.7247512 41.4809424, 19.7248954 41.4809061, 19.7249847 41.4808912)",,,,,
1241361985,Rruga e Laçit,secondary,False,False,36.102,"LINESTRING (19.7228411 41.4821064, 19.7226247 41.4818251)",,,,,
1241361985,Rruga e Laçit,secondary,False,True,8.251,"LINESTRING (19.7228411 41.4821064, 19.7228884 41.4821716)",,,,,
233503729,,residential,False,False,78.338,"LINESTRING (19.7217448 41.4806445, 19.7225613 41.480295)",,,,,
1241361985,Rruga e Laçit,secondary,False,False,45.266,"LINESTRING (19.7217448 41.4806445, 19.7214644 41.4802958)",,,,,
