osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,width,junction
132861620,Rruga Doktor Vasil Laboviti,residential,False,False,223.29400000000004,"LINESTRING (20.1375154 40.0781515, 20.1373957 40.0779837, 20.1373316 40.0778761, 20.1373072 40.0778249, 20.1372743 40.0777467, 20.1372447 40.0776699, 20.1372232 40.0776025, 20.1372079 40.0775244, 20.1372041 40.0774755, 20.1372099 40.0774099, 20.1372374 40.0772762, 20.1372705 40.0771642, 20.1373021 40.0770827, 20.1373326 40.0770176, 20.1373648 40.0769387, 20.1373861 40.0768573, 20.1374491 40.0765213, 20.1374603 40.0764422, 20.1374532 40.0763743, 20.1374324 40.0763074, 20.1373898 40.0762203)",,,,,
152454017,Rruga Harillaq Liti,residential,False,True,57.08299999999999,"LINESTRING (20.1375154 40.0781515, 20.1374226 40.0781918, 20.1373032 40.0782383, 20.1371977 40.0782622, 20.1370806 40.0782688, 20.1369883 40.0782703, 20.1369242 40.0782618, 20.1368852 40.078244)",,,,,
586091636,Rruga Doktor Vasil Laboviti,residential,False,True,12.249,"LINESTRING (20.1375154 40.0781515, 20.1375617 40.0782118, 20.1375854 40.0782477)",2,,,,
116689156,Rruga Ismail Kadare,residential,False,False,120.82500000000002,"LINESTRING (20.1374568 40.0741028, 20.1370864 40.0740525, 20.1370367 40.0740512, 20.1369901 40.0740593, 20.1369437 40.0740754, 20.1368674 40.0741159, 20.1367693 40.0741721, 20.1366007 40.07428, 20.1364137 40.0744228, 20.1363387 40.0744713, 20.1362559 40.0745111)",,,,,
132861620,Rruga Doktor Vasil Laboviti,residential,False,True,128.877,"LINESTRING (20.1374568 40.0741028, 20.1374319 40.0741613, 20.1374205 40.0742148, 20.1374063 40.0743307, 20.1373851 40.0745016, 20.1373744 40.0745995, 20.1373703 40.0747041, 20.1373712 40.0748176, 20.1373826 40.0749011, 20.1374185 40.075054, 20.1374431 40.0751614, 20.1374508 40.0752517)",,,,,
"[179802812, 1008218660, 179802814]",Rruga Ismail Kadare,residential,False,"[False, True]",159.611,"LINESTRING (20.1374568 40.0741028, 20.1374877 40.0740619, 20.1375392 40.0740252, 20.1376198 40.0739896, 20.1377086 40.0739805, 20.1377803 40.0739969, 20.1378903 40.0740304, 20.1379194 40.0739734, 20.1378334 40.0739227, 20.1377912 40.0738506, 20.137543 40.0736954, 20.1374809 40.0736706, 20.1373676 40.0736467, 20.1373277 40.0736267, 20.1372995 40.0736023, 20.1372767 40.0735696, 20.1372529 40.0735243, 20.1372307 40.0734798, 20.1372066 40.0734307, 20.1371779 40.0733874, 20.1371304 40.073346, 20.1370586 40.0732936)",,20,,,
86627650,Rruga Ismail Kadare,residential,False,False,94.852,"LINESTRING (20.1362559 40.0745111, 20.1363354 40.0744227, 20.1363656 40.0743727, 20.1363945 40.0743209, 20.136657 40.0738896, 20.1366928 40.0738314, 20.1367063 40.0737907, 20.1367175 40.0737392)",,,,,
116689156,Rruga Ismail Kadare,residential,False,False,114.59899999999999,"LINESTRING (20.1362559 40.0745111, 20.136119 40.0745883, 20.1359392 40.0746815, 20.1358243 40.0747449, 20.1357559 40.0747882, 20.1356874 40.0748425, 20.1356046 40.0748936, 20.1355105 40.0749406, 20.1354559 40.0749763, 20.1354142 40.0750165, 20.1353478 40.0750746, 20.1352923 40.0751146, 20.1352203 40.075163)",,,,,
116689156,Rruga Ismail Kadare,residential,False,True,120.82499999999997,"LINESTRING (20.1362559 40.0745111, 20.1363387 40.0744713, 20.1364137 40.0744228, 20.1366007 40.07428, 20.1367693 40.0741721, 20.1368674 40.0741159, 20.1369437 40.0740754, 20.1369901 40.0740593, 20.1370367 40.0740512, 20.1370864 40.0740525, 20.1374568 40.0741028)",,,,,
86627650,Rruga Ismail Kadare,residential,False,True,94.852,"LINESTRING (20.1367175 40.0737392, 20.1367063 40.0737907, 20.1366928 40.0738314, 20.136657 40.0738896, 20.1363945 40.0743209, 20.1363656 40.0743727, 20.1363354 40.0744227, 20.1362559 40.0745111)",,,,,
235721399,Rruga Astrit Karagjozi,residential,False,False,58.257,"LINESTRING (20.1367175 40.0737392, 20.1367792 40.073654, 20.1368438 40.0735786, 20.1368724 40.0735329, 20.1369336 40.0733997, 20.1369752 40.0733484, 20.1370586 40.0732936)",,,,,
"[235721400, 242688344]",Rruga Bashkim Kokona,residential,False,False,357.075,"LINESTRING (20.1367175 40.0737392, 20.1365998 40.0738825, 20.1365297 40.0739374, 20.1364644 40.0739774, 20.1363694 40.0740256, 20.1363204 40.074055, 20.1362637 40.0740904, 20.1361402 40.0741822, 20.136025 40.0742683, 20.1359667 40.0743019, 20.1359224 40.0743176, 20.1358815 40.0743294, 20.1358332 40.0743366, 20.1357092 40.0743474, 20.1355771 40.0743612, 20.135441 40.0743797, 20.1353328 40.0743955, 20.1352505 40.0744125, 20.1351687 40.0744228, 20.1350722 40.074431, 20.1348998 40.0744316, 20.1347758 40.0744264, 20.1346343 40.0744141, 20.1344995 40.0743956, 20.1343631 40.0743759, 20.1342739 40.0743683, 20.1342358 40.0743593, 20.1342123 40.0743428, 20.1341984 40.0743234, 20.1341923 40.0743046, 20.1341922 40.0742832, 20.1342081 40.0742612, 20.134241 40.0742378, 20.1343205 40.0741918, 20.1344058 40.074133, 20.1345489 40.0740434, 20.1345793 40.0740133, 20.1345913 40.0739785, 20.1345803 40.0739383, 20.1345545 40.0739061, 20.134522 40.0738849, 20.134474 40.0738732, 20.1344166 40.073871, 20.1342486 40.0738735, 20.1339805 40.0738814)",,,,,
"[1008218660, 179802812, 179802814]",Rruga Ismail Kadare,residential,False,"[False, True]",159.611,"LINESTRING (20.1370586 40.0732936, 20.1371304 40.073346, 20.1371779 40.0733874, 20.1372066 40.0734307, 20.1372307 40.0734798, 20.1372529 40.0735243, 20.1372767 40.0735696, 20.1372995 40.0736023, 20.1373277 40.0736267, 20.1373676 40.0736467, 20.1374809 40.0736706, 20.137543 40.0736954, 20.1377912 40.0738506, 20.1378334 40.0739227, 20.1379194 40.0739734, 20.1378903 40.0740304, 20.1377803 40.0739969, 20.1377086 40.0739805, 20.1376198 40.0739896, 20.1375392 40.0740252, 20.1374877 40.0740619, 20.1374568 40.0741028)",,20,,,
235721399,Rruga Astrit Karagjozi,residential,False,False,11.585999999999999,"LINESTRING (20.1370586 40.0732936, 20.1371039 40.0732406, 20.1371387 40.0732096)",,,,,
235721399,Rruga Astrit Karagjozi,residential,False,True,58.25699999999999,"LINESTRING (20.1370586 40.0732936, 20.1369752 40.0733484, 20.1369336 40.0733997, 20.1368724 40.0735329, 20.1368438 40.0735786, 20.1367792 40.073654, 20.1367175 40.0737392)",,,,,
86627651,Rruga Shezai Çomo,residential,False,False,102.62199999999999,"LINESTRING (20.1373862 40.0732029, 20.1374581 40.0732468, 20.1375057 40.0732771, 20.1377608 40.0734372, 20.1380198 40.0736036, 20.1381514 40.0736754, 20.1382557 40.073719, 20.138352 40.0737482)",,,,,
452155600,Rruga Selam Musai,residential,False,True,42.558,"LINESTRING (20.1373862 40.0732029, 20.1373018 40.0730805, 20.1372067 40.0729774, 20.1371551 40.0729281, 20.1371028 40.0728904)",,,,,
542252553,Rruga Shezai Çomo,residential,False,False,23.643,"LINESTRING (20.1373862 40.0732029, 20.1373201 40.0731741, 20.137268 40.0731643, 20.1372177 40.0731673, 20.1371824 40.073179, 20.1371387 40.0732096)",,,,,
86627651,Rruga Shezai Çomo,residential,False,False,18.180999999999997,"LINESTRING (20.138352 40.0737482, 20.1384363 40.073763, 20.138536 40.0737752, 20.1385622 40.073776)",,,,,
1215244151,,residential,False,True,72.795,"LINESTRING (20.138352 40.0737482, 20.1383144 40.0738494, 20.1382438 40.0739305, 20.1382936 40.0739898, 20.1384001 40.0740205, 20.1384697 40.0740039, 20.1385622 40.073776)",,,,,
86627651,Rruga Shezai Çomo,residential,False,True,102.622,"LINESTRING (20.138352 40.0737482, 20.1382557 40.073719, 20.1381514 40.0736754, 20.1380198 40.0736036, 20.1377608 40.0734372, 20.1375057 40.0732771, 20.1374581 40.0732468, 20.1373862 40.0732029)",,,,,
1008218661,Rruga Gjin Bue Shpata,residential,False,False,4.433,"LINESTRING (20.1392389 40.0738507, 20.1391943 40.0738713)",,,,,
86627416,,residential,False,True,106.864,"LINESTRING (20.1392389 40.0738507, 20.1392825 40.0738826, 20.1393385 40.0739026, 20.1396938 40.0739829, 20.1397779 40.0740098, 20.1398502 40.0740505, 20.1399356 40.0741103, 20.1399886 40.0741458, 20.1400588 40.0741749, 20.140271 40.0742335, 20.1403251 40.0742407, 20.1403608 40.0742379)",,,,,
86627651,Rruga Shezai Çomo,residential,False,True,61.344,"LINESTRING (20.1392389 40.0738507, 20.1391893 40.0738037, 20.1391584 40.0737809, 20.1391105 40.0737695, 20.1390602 40.0737657, 20.1387981 40.073775, 20.1386215 40.0737779, 20.1385622 40.073776)",,,,,
241797169,Rruga Astrit Karagjozi,residential,False,False,35.696,"LINESTRING (20.1371028 40.0728904, 20.1371022 40.0729794, 20.1371174 40.0731077, 20.1371387 40.0732096)",,,,,
452155600,Rruga Selam Musai,residential,False,False,42.558,"LINESTRING (20.1371028 40.0728904, 20.1371551 40.0729281, 20.1372067 40.0729774, 20.1373018 40.0730805, 20.1373862 40.0732029)",,,,,
86627416,,residential,False,False,106.86399999999999,"LINESTRING (20.1403608 40.0742379, 20.1403251 40.0742407, 20.140271 40.0742335, 20.1400588 40.0741749, 20.1399886 40.0741458, 20.1399356 40.0741103, 20.1398502 40.0740505, 20.1397779 40.0740098, 20.1396938 40.0739829, 20.1393385 40.0739026, 20.1392825 40.0738826, 20.1392389 40.0738507)",,,,,
132704286,Rruga Muzafer Asofri,residential,False,False,176.70699999999997,"LINESTRING (20.1403608 40.0742379, 20.140505 40.0743012, 20.1406123 40.0743443, 20.140879 40.0745046, 20.1409613 40.0745371, 20.1410586 40.074563, 20.1413099 40.0746365, 20.1414062 40.0746768, 20.141487 40.0747249, 20.1416882 40.0748788, 20.1417495 40.0749203, 20.1417721 40.0749343, 20.1418196 40.0749526, 20.1418813 40.0749639, 20.1419953 40.0749786, 20.1421403 40.0749902)",,20,,,
132704286,Rruga Muzafer Asofri,residential,False,True,176.70700000000002,"LINESTRING (20.1421403 40.0749902, 20.1419953 40.0749786, 20.1418813 40.0749639, 20.1418196 40.0749526, 20.1417721 40.0749343, 20.1417495 40.0749203, 20.1416882 40.0748788, 20.141487 40.0747249, 20.1414062 40.0746768, 20.1413099 40.0746365, 20.1410586 40.074563, 20.1409613 40.0745371, 20.140879 40.0745046, 20.1406123 40.0743443, 20.140505 40.0743012, 20.1403608 40.0742379)",,20,,,
980955845,Rruga Pazari i Vjetër,residential,False,False,186.55100000000002,"LINESTRING (20.1421403 40.0749902, 20.1421694 40.0750143, 20.1422068 40.0750362, 20.1424989 40.0751322, 20.1426937 40.0752032, 20.1428642 40.0752684, 20.1430035 40.0753479, 20.1430666 40.0753764, 20.1431502 40.0754142, 20.1432266 40.0754546, 20.1432867 40.0754934, 20.1434324 40.0755631, 20.1436424 40.0756544, 20.1437721 40.0757061, 20.1439766 40.0757898, 20.1440438 40.0757721)",,,no,,
732424771,,residential,False,False,94.07500000000002,"LINESTRING (20.1440438 40.0757721, 20.1440355 40.0757442, 20.14401 40.0757042, 20.1438782 40.0755982, 20.1436889 40.075434, 20.1436399 40.0753564, 20.1435605 40.0752595, 20.1435499 40.075201, 20.1435453 40.0751754, 20.1435622 40.0750539)",,,,,
