osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,junction,geometry
224001143,False,2,D231,Ulica dr. Franje Tuđmana,primary,50,True,165.433,,"LINESTRING (15.7821568 45.8007375, 15.7801244 45.8002838)"
979194576,True,1,,,primary,40,False,12.011,roundabout,"LINESTRING (15.7795074 45.7999222, 15.7795435 45.79997, 15.779561 45.8000226)"
34826576,False,,3061,Svetonedeljska cesta,secondary,,True,217.268,,"LINESTRING (15.7773917 45.7970434, 15.7776194 45.797035, 15.7778094 45.7970262, 15.7780382 45.7970316, 15.7781924 45.7970522, 15.7783131 45.7971064, 15.778639 45.797271, 15.7789072 45.7973935, 15.7791048 45.7974535, 15.7794224 45.7975568, 15.7795627 45.7976275, 15.7797445 45.7977241, 15.7798595 45.7978055)"
237524141,False,,31097,,tertiary,,True,55.781,,"LINESTRING (15.7773917 45.7970434, 15.7772726 45.7970466, 15.7771397 45.7970502, 15.7766731 45.7970684)"
1018543727,False,2,3061,Svetonedeljska cesta,secondary,,False,41.128,,"LINESTRING (15.7773917 45.7970434, 15.7772942 45.7970295, 15.777182 45.7969961, 15.7770978 45.7969489, 15.7770339 45.7968945, 15.7769927 45.7968309)"
96007034,False,,,Vinogradska ulica,residential,,False,41.913,,"LINESTRING (15.7772676 45.7958472, 15.7771571 45.7958206, 15.7770349 45.7957912, 15.7768292 45.7957568, 15.7767463 45.795758)"
263485639,False,2,3061,Svetonedeljska cesta,secondary,,False,163.368,,"LINESTRING (15.7772676 45.7958472, 15.7774654 45.7956671, 15.7776849 45.7954818, 15.7778818 45.7953404, 15.7781248 45.795198, 15.7783196 45.7950838, 15.7785457 45.7949604, 15.7787783 45.7948334)"
263485639,False,2,3061,Svetonedeljska cesta,secondary,,True,116.939,,"LINESTRING (15.7772676 45.7958472, 15.7772216 45.7958875, 15.7770903 45.7960125, 15.7770214 45.7961077, 15.7769486 45.7962146, 15.7769257 45.7963188, 15.7769256 45.7964058, 15.7769304 45.796476, 15.7769798 45.796756, 15.7769927 45.7968309)"
96008556,False,,,Ulica Marijana Stilinovića,residential,,True,210.81,,"LINESTRING (15.7742968 45.7966485, 15.7742402 45.7966548, 15.7741275 45.7966716, 15.7740283 45.7967128, 15.7738379 45.7967801, 15.7734516 45.796926, 15.7731244 45.7970718, 15.772883 45.7972083, 15.7727516 45.7973, 15.7725987 45.7974066, 15.772478 45.7975001, 15.7722178 45.7976123, 15.7720461 45.7976702)"
96105031,False,,31097,Ulica Vladimira Nazora,tertiary,,False,90.623,,"LINESTRING (15.7742968 45.7966485, 15.7742714 45.7966072, 15.7739715 45.7961199, 15.7738119 45.7959075)"
"[96105032, 876238341]",False,,31097,Ulica Marijana Stilinovića,tertiary,,False,164.69,,"LINESTRING (15.7742968 45.7966485, 15.7744738 45.7966636, 15.774605 45.7966874, 15.7747132 45.7967242, 15.7748737 45.7968123, 15.7750595 45.7969253, 15.7751627 45.7969779, 15.7752251 45.7970027, 15.775326 45.7970347, 15.7754549 45.7970563, 15.7756104 45.7970823, 15.7758494 45.7970984, 15.7761825 45.7970954, 15.7762455 45.797095)"
96008556,False,,,Ulica Marijana Stilinovića,residential,,False,210.81,,"LINESTRING (15.7720461 45.7976702, 15.7722178 45.7976123, 15.772478 45.7975001, 15.7725987 45.7974066, 15.7727516 45.7973, 15.772883 45.7972083, 15.7731244 45.7970718, 15.7734516 45.796926, 15.7738379 45.7967801, 15.7740283 45.7967128, 15.7741275 45.7966716, 15.7742402 45.7966548, 15.7742968 45.7966485)"
96008556,False,,,Ulica Marijana Stilinovića,residential,,True,56.666,,"LINESTRING (15.7720461 45.7976702, 15.7718986 45.7977114, 15.7717603 45.7977324, 15.7716336 45.7977235, 15.7714853 45.7976907, 15.7713577 45.797639)"
"[240033724, 96008566]",False,,,Livadski put,residential,,"[False, True]",208.49099999999996,,"LINESTRING (15.7720461 45.7976702, 15.7722474 45.7976759, 15.7724845 45.7976272, 15.7726738 45.7975842, 15.772706 45.7975889, 15.7727462 45.7976179, 15.7727784 45.7976459, 15.7728428 45.7977581, 15.7729098 45.7978722, 15.7729794 45.7979926, 15.7730695 45.798167, 15.7731474 45.7983094, 15.7732043 45.798388, 15.7732529 45.7984532, 15.7733103 45.7985035, 15.7735275 45.798694, 15.7735928 45.7987474, 15.773606 45.7987911, 15.7735932 45.7988182)"
224001702,False,2,,,tertiary,,False,38.525999999999996,,"LINESTRING (15.7769927 45.7968309, 15.7769707 45.7968956, 15.7769351 45.7969489, 15.776871 45.7969944, 15.7768052 45.7970278, 15.7766731 45.7970684)"
263485639,False,2,3061,Svetonedeljska cesta,secondary,,False,116.939,,"LINESTRING (15.7769927 45.7968309, 15.7769798 45.796756, 15.7769304 45.796476, 15.7769256 45.7964058, 15.7769257 45.7963188, 15.7769486 45.7962146, 15.7770214 45.7961077, 15.7770903 45.7960125, 15.7772216 45.7958875, 15.7772676 45.7958472)"
1018543727,False,2,3061,Svetonedeljska cesta,secondary,,True,41.128,,"LINESTRING (15.7769927 45.7968309, 15.7770339 45.7968945, 15.7770978 45.7969489, 15.777182 45.7969961, 15.7772942 45.7970295, 15.7773917 45.7970434)"
876238341,False,,31097,Ulica Marijana Stilinovića,tertiary,,False,33.282,,"LINESTRING (15.7762455 45.797095, 15.7766731 45.7970684)"
399697655,False,,,Ribnjak,unclassified,,True,250.69400000000002,,"LINESTRING (15.7762455 45.797095, 15.7762455 45.7971364, 15.7763 45.7979545, 15.77632 45.798255, 15.7764005 45.7993469)"
"[96105032, 876238341]",False,,31097,Ulica Marijana Stilinovića,tertiary,,True,164.69,,"LINESTRING (15.7762455 45.797095, 15.7761825 45.7970954, 15.7758494 45.7970984, 15.7756104 45.7970823, 15.7754549 45.7970563, 15.775326 45.7970347, 15.7752251 45.7970027, 15.7751627 45.7969779, 15.7750595 45.7969253, 15.7748737 45.7968123, 15.7747132 45.7967242, 15.774605 45.7966874, 15.7744738 45.7966636, 15.7742968 45.7966485)"
89179595,False,,,Ulica Marka Marulića,residential,,False,5.011,,"LINESTRING (15.7808447 45.7990124, 15.7809068 45.7990249)"
