osmid,highway,oneway,reversed,length,lanes,name,maxspeed,width,geometry
"[192158944, 890082756]","['unclassified', 'residential']",False,True,956.6379999999999,2,Martina Frankopana,30,6,"LINESTRING (16.3046907 45.4220549, 16.3047312 45.4236936, 16.3047337 45.423794, 16.3046417 45.4248668, 16.3044693 45.4255605, 16.3041245 45.4266413, 16.3037552 45.4277571, 16.3035004 45.4278559, 16.303196 45.4279566, 16.3029626 45.4280253, 16.302567 45.428126, 16.30228 45.4282023, 16.3020788 45.4282653, 16.3019326 45.4283199, 16.3017596 45.428399, 16.3015491 45.4284997, 16.3011451 45.428684, 16.3010388 45.4287312, 16.3009188 45.4287726, 16.3007927 45.4288093, 16.3006633 45.4288427, 16.3004199 45.4289006, 16.3002884 45.4289345, 16.3001288 45.4289684)"
192159063,residential,False,True,154.411,2,Vladimira Vidrića,,4,"LINESTRING (16.3000949 45.4275831, 16.3000806 45.4276677, 16.3000698 45.4277684, 16.3000631 45.4279623, 16.3000537 45.4281976, 16.3000524 45.4282973, 16.3000564 45.4284056, 16.3000685 45.4285091, 16.3001288 45.4289684)"
"[192158944, 890082756]","['residential', 'unclassified']",False,False,956.6380000000001,2,Martina Frankopana,30,6,"LINESTRING (16.3001288 45.4289684, 16.3002884 45.4289345, 16.3004199 45.4289006, 16.3006633 45.4288427, 16.3007927 45.4288093, 16.3009188 45.4287726, 16.3010388 45.4287312, 16.3011451 45.428684, 16.3015491 45.4284997, 16.3017596 45.428399, 16.3019326 45.4283199, 16.3020788 45.4282653, 16.30228 45.4282023, 16.302567 45.428126, 16.3029626 45.4280253, 16.303196 45.4279566, 16.3035004 45.4278559, 16.3037552 45.4277571, 16.3041245 45.4266413, 16.3044693 45.4255605, 16.3046417 45.4248668, 16.3047337 45.423794, 16.3047312 45.4236936, 16.3046907 45.4220549)"
192159063,residential,False,False,154.411,2,Vladimira Vidrića,,4,"LINESTRING (16.3001288 45.4289684, 16.3000685 45.4285091, 16.3000564 45.4284056, 16.3000524 45.4282973, 16.3000537 45.4281976, 16.3000631 45.4279623, 16.3000698 45.4277684, 16.3000806 45.4276677, 16.3000949 45.4275831)"
