osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,junction
79226771,True,2,GU 220,Mletačka ulica,secondary,50,False,85.871,"LINESTRING (13.8518118 44.8685906, 13.8514178 44.8678706)",,
124457073,True,2,SU 438,Zagrebačka ulica,tertiary,,False,79.582,"LINESTRING (13.8518118 44.8685906, 13.8516125 44.8685947, 13.8514346 44.8685864, 13.850804 44.8685549)",,
88592367,False,2,,Varaždinska,residential,,True,75.00500000000001,"LINESTRING (13.8511824 44.8720623, 13.8505857 44.8725287, 13.8505414 44.8725609)",,
197866029,True,1,,Croazia,residential,,False,61.941,"LINESTRING (13.8511824 44.8720623, 13.8509917 44.8718472, 13.8508044 44.8715748)",,
164694979,False,1,SU 319,Scalierova ulica,tertiary,50,False,19.076,"LINESTRING (13.8505414 44.8725609, 13.8507081 44.8726853)",,
88592367,False,2,,Varaždinska,residential,,False,75.00500000000001,"LINESTRING (13.8505414 44.8725609, 13.8505857 44.8725287, 13.8511824 44.8720623)",,
164694979,False,1,SU 319,Scalierova ulica,tertiary,50,False,59.287,"LINESTRING (13.8507081 44.8726853, 13.8513452 44.8729689)",,
164694979,False,1,SU 319,Scalierova ulica,tertiary,50,True,19.076,"LINESTRING (13.8507081 44.8726853, 13.8505414 44.8725609)",,
"[282125633, 79223671]",True,"['1', '2']",,Ozad Arene,residential,,False,120.18499999999999,"LINESTRING (13.8507081 44.8726853, 13.8508886 44.8730178, 13.8509701 44.8733636, 13.8510065 44.8734718, 13.8510523 44.8735884, 13.8511062 44.8737249)",,
197860737,False,2,,Faverijska ulica,residential,,False,47.377,"LINESTRING (13.8511062 44.8737249, 13.8516891 44.8736205)",,
197860737,False,2,,Faverijska ulica,residential,,True,5.5,"LINESTRING (13.8511062 44.8737249, 13.8510389 44.873738)",,
60257913,True,1,SU 130,Istarska ulica,tertiary,50,False,174.634,"LINESTRING (13.8486149 44.871355, 13.8486877 44.8714922, 13.8491676 44.8726546, 13.8491805 44.8727311, 13.849187 44.872801, 13.849196 44.8728664)",,
138431096,True,1,SU 319,Scalierova ulica,tertiary,50,False,118.74199999999999,"LINESTRING (13.8486149 44.871355, 13.8487249 44.8713697, 13.8488187 44.8714161, 13.8497483 44.8720402)",,
146590554,False,2,SU 081,Ulica Dubrovačke bratovštine,tertiary,50,False,60.421,"LINESTRING (13.8486149 44.871355, 13.848743 44.8713133, 13.8492769 44.871082)",yes,
"[281718256, 172650095]",False,3,SU 081,Ulica Dubrovačke bratovštine,tertiary,,False,82.819,"LINESTRING (13.8486149 44.871355, 13.8485112 44.8713796, 13.8481071 44.8714805, 13.8476464 44.8715985, 13.847625 44.871605)",,
983621035,False,1,SU 051,Carrarina ulica,tertiary,50,False,5.104,"LINESTRING (13.847338 44.8717614, 13.8473638 44.8717193)",,
"[173928387, 281718278]",False,"['2', '3']",SU 341,Ulica svetog Ivana,tertiary,,False,135.042,"LINESTRING (13.847338 44.8717614, 13.8472806 44.8718568, 13.8468791 44.872432, 13.8466318 44.8728176, 13.8466038 44.8728585)",,
281580230,False,2,,Kandlerova,residential,,True,122.49199999999999,"LINESTRING (13.847338 44.8717614, 13.847271 44.8717597, 13.847216 44.8717476, 13.8465372 44.8715468, 13.8464922 44.8715419, 13.8459953 44.8715749, 13.845847 44.8715889)",,
1193414909,False,,SU 052,Castropola,tertiary,30,False,223.01500000000001,"LINESTRING (13.847338 44.8717614, 13.8472535 44.8716932, 13.8471532 44.871642, 13.8466876 44.8714054, 13.846555 44.8713356, 13.8460712 44.8712063, 13.8457169 44.8711682, 13.8453152 44.8710678, 13.8448101 44.8709347)",,
225453845,False,2,GU 304,Riva,secondary,,False,455.4410000000001,"LINESTRING (13.8466038 44.8728585, 13.8454171 44.8724787, 13.8454105 44.8724766, 13.8453575 44.8724588, 13.84494 44.8723184, 13.8444387 44.8721474, 13.8436769 44.8718773, 13.8421314 44.8713524, 13.8420056 44.8713096, 13.8418991 44.8712607, 13.8418182 44.8712077, 13.8417751 44.8711684, 13.8416923 44.8710745, 13.8415826 44.8709358)",,
"[42405430, 281718268, 159818598]",False,"['2', '3']",GU 304,Riva,secondary,,True,190.35899999999998,"LINESTRING (13.8466038 44.8728585, 13.8469848 44.8729878, 13.847062 44.873014, 13.8471704 44.8730569, 13.8476845 44.873227, 13.847751 44.8732602, 13.8479482 44.8733952, 13.8481548 44.8735955, 13.8482325 44.8736698, 13.8482576 44.8736937, 13.848289 44.8737342, 13.8483361 44.8737948, 13.8484167 44.873905)",,
"[173928387, 281718278]",False,"['2', '3']",SU 341,Ulica svetog Ivana,tertiary,,True,135.042,"LINESTRING (13.8466038 44.8728585, 13.8466318 44.8728176, 13.8468791 44.872432, 13.8472806 44.8718568, 13.847338 44.8717614)",,
197861933,True,1,,Ulica rimske centurijacije,residential,,False,81.066,"LINESTRING (13.8517518 44.8712907, 13.8508044 44.8715748)",,
197866029,True,1,,Croazia,residential,,False,107.184,"LINESTRING (13.8508044 44.8715748, 13.8504044 44.8706535)",,
30126105,True,1,,Epulonova,residential,,False,98.502,"LINESTRING (13.8504044 44.8706535, 13.8500597 44.869802)",,
127581670,False,2,SU 346,Poljana Svetog Martina,tertiary,50,True,40.781,"LINESTRING (13.8504044 44.8706535, 13.8499348 44.8708076)",yes,
127581670,False,2,SU 346,Poljana Svetog Martina,tertiary,50,False,82.982,"LINESTRING (13.8504044 44.8706535, 13.8508173 44.8705622, 13.8514085 44.8704287)",yes,
88590553,True,1,,Teslina,residential,,False,37.343,"LINESTRING (13.8514085 44.8704287, 13.8515464 44.87075)",,
127581670,False,2,SU 346,Poljana Svetog Martina,tertiary,50,True,82.982,"LINESTRING (13.8514085 44.8704287, 13.8508173 44.8705622, 13.8504044 44.8706535)",yes,
"[281718264, 163506453]",True,"['1', '2']",SU 106,Giardini,tertiary,50,False,87.93900000000001,"LINESTRING (13.8485408 44.8691241, 13.8485403 44.8691614, 13.8485542 44.8696912, 13.8485468 44.8699148)",,
124457073,True,2,SU 438,Zagrebačka ulica,tertiary,,False,14.403,"LINESTRING (13.849537 44.8686347, 13.8493652 44.8686789)",,
30126105,True,1,,Epulonova,residential,,False,90.209,"LINESTRING (13.8500597 44.869802, 13.8497154 44.8690283)",,
88592366,True,1,SU 437,Zadarska ulica,tertiary,,False,80.86,"LINESTRING (13.8500597 44.869802, 13.8510399 44.869587)",,
88887859,True,1,SU 437,Zadarska ulica,tertiary,,False,58.562000000000005,"LINESTRING (13.8493658 44.8699807, 13.8494529 44.8699786, 13.8500597 44.869802)",,
88887876,True,1,,Dobricheva,residential,,False,102.382,"LINESTRING (13.8493658 44.8699807, 13.8494278 44.8700469, 13.8499348 44.8708076)",,
"[281718266, 491724243, 30126132]",True,2,SU 130,Istarska ulica,tertiary,50,False,155.158,"LINESTRING (13.8485493 44.8699626, 13.8485465 44.8700199, 13.8485415 44.8701197, 13.8485557 44.8706468, 13.8485725 44.8709687, 13.8485902 44.8712758, 13.8485971 44.8713165, 13.8486149 44.871355)",,
88887859,True,1,SU 437,Zadarska ulica,tertiary,,False,64.376,"LINESTRING (13.8485493 44.8699626, 13.8486345 44.8699642, 13.8493658 44.8699807)",,
163506454,True,1,GU 005,Anticova ulica,secondary,,False,58.285,"LINESTRING (13.8469819 44.867543, 13.8462433 44.8675699)",,
"[79218921, 237814245, 237814246]",True,2,,Giardini,residential,50,False,214.52,"LINESTRING (13.8469819 44.867543, 13.8473195 44.8679085, 13.8474527 44.8680479, 13.8475698 44.8681666, 13.848325 44.868907, 13.8483761 44.8689571, 13.8485408 44.8691241)",,
79218923,True,1,GU 326,Smareglina ulica,secondary,,False,73.359,"LINESTRING (13.8484472 44.8668767, 13.8476556 44.8672238)",,
251517370,False,1,,Porta Stovagnaga,residential,,False,73.256,"LINESTRING (13.842399 44.8706208, 13.8423575 44.8706373, 13.8416925 44.8708912, 13.8415826 44.8709358)",,
