osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,junction,maxspeed
828165557,True,1,1012,Pantovčak,secondary,False,26.610000000000003,"LINESTRING (15.9578442 45.8452886, 15.9579619 45.8453301, 15.958029 45.8453551, 15.9580879 45.8453697, 15.9581593 45.8453803)",,
863328304,True,1,1012,,secondary,False,8.477,"LINESTRING (15.9582883 45.845492, 15.9582727 45.845515, 15.9582483 45.8455339, 15.9582171 45.845547)",roundabout,
144550796,True,1,1012,Pantovčak,secondary,False,25.364,"LINESTRING (15.9580441 45.8454681, 15.9580144 45.845438, 15.9579873 45.8454136, 15.9579248 45.8453703, 15.9578822 45.8453326, 15.9578442 45.8452886)",,
863327015,True,1,1012,,secondary,False,14.519,"LINESTRING (15.9580441 45.8454681, 15.9580492 45.8454422, 15.9580651 45.8454186, 15.9580904 45.8453993, 15.9581228 45.8453861, 15.9581593 45.8453803)",roundabout,
863328305,True,1,1012,,secondary,False,3.054,"LINESTRING (15.9581593 45.8453803, 15.9581986 45.8453825)",roundabout,
239293623,True,1,10069,Gornje Prekrižje,tertiary,False,21.501,"LINESTRING (15.9581986 45.8453825, 15.9582515 45.8453735, 15.9583253 45.8453557, 15.9583769 45.8453398, 15.9584555 45.8453113)",,
863327016,True,1,1012,,secondary,False,15.614,"LINESTRING (15.9581986 45.8453825, 15.9582357 45.8453935, 15.9582658 45.8454122, 15.9582858 45.8454366, 15.9582935 45.8454642, 15.9582883 45.845492)",roundabout,
863328303,True,1,1012,,secondary,False,3.016,"LINESTRING (15.9582171 45.845547, 15.9581793 45.8455535)",roundabout,
"[192557922, 728038965]",False,1,,Šumski prečac,residential,True,506.5359999999999,"LINESTRING (15.9582171 45.845547, 15.958245 45.8455654, 15.9582956 45.8455801, 15.9583708 45.8455848, 15.9584509 45.845579, 15.9585804 45.845561, 15.9586893 45.8455266, 15.9591828 45.8453382, 15.9594269 45.8452429, 15.9596559 45.8451542, 15.9597895 45.8451193, 15.9599734 45.8450939, 15.9600895 45.8450896, 15.9602041 45.845062, 15.9602958 45.8450194, 15.960321 45.8450059, 15.9603951 45.8449662, 15.9604984 45.8449168, 15.9605694 45.8448948, 15.9606205 45.8448871, 15.9607062 45.8448768, 15.9607878 45.8448744, 15.9609021 45.8448917, 15.9609821 45.8449038, 15.9610333 45.8449046, 15.961092 45.8448973, 15.961179 45.8448795, 15.9612742 45.8448477, 15.9613547 45.8448189, 15.9614321 45.8447822, 15.961528 45.8447405, 15.9616303 45.8446934, 15.9617425 45.8446264, 15.961824 45.8445755, 15.9618891 45.8445559, 15.9619648 45.844543, 15.9620941 45.8445338, 15.9622651 45.8445511, 15.9624055 45.8445664, 15.9625338 45.844574, 15.9626293 45.8445747, 15.9627104 45.8445627, 15.962805 45.8445375, 15.9628647 45.8445164, 15.9629577 45.8444689, 15.9630409 45.8444291, 15.9631819 45.8443553, 15.9632956 45.8442888, 15.9635411 45.8441498, 15.9637959 45.844034, 15.9639407 45.8439799, 15.9640562 45.8439404)",,
144542326,True,1,1012,Šestinski vijenac,secondary,False,21.021,"LINESTRING (15.9581793 45.8455535, 15.9580867 45.8455932, 15.9579489 45.8456534)",,
