osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge,maxspeed
228262632,False,3,D50,Ulica kralja Petra Krešimira,primary,True,28.486,"LINESTRING (15.3730233 44.5450332, 15.3729436 44.545283)",,
"[335033790, 335033791]",False,"['2', '3']",D50,Ulica kralja Petra Krešimira,primary,False,114.408,"LINESTRING (15.3730233 44.5450332, 15.3731453 44.5447153, 15.3732761 44.5444501, 15.3733832 44.5442203, 15.3734619 44.5440534)",,
228262632,False,3,D50,Ulica kralja Petra Krešimira,primary,False,28.486,"LINESTRING (15.3729436 44.545283, 15.3730233 44.5450332)",,
28042535,False,3,D25,Kaniška ulica,primary,False,26.887,"LINESTRING (15.3729436 44.545283, 15.3728222 44.5452608, 15.3726139 44.545226)",,
"[335033797, 45927206]",False,"['2', '3']",D25;D50,Kaniška ulica,primary,True,181.60500000000002,"LINESTRING (15.3729436 44.545283, 15.373091 44.545313, 15.3731913 44.545333, 15.3734774 44.54539, 15.3742506 44.5455511, 15.3743294 44.5455675, 15.3751447 44.5457374)",,
"[451957171, 335033798]",False,"['2', '3']",512600,Ulica bana Ivana Karlovića,secondary,True,183.16000000000003,"LINESTRING (15.3729436 44.545283, 15.3729078 44.5453924, 15.3728692 44.54548, 15.3728204 44.5455584, 15.3727229 44.5456862, 15.3724807 44.5460494, 15.3721076 44.5466034, 15.3720574 44.546651, 15.3720029 44.5466893, 15.3719192 44.5467442)",,
228262649,False,,,Ulica popa Frana Binićkog,residential,False,31.234,"LINESTRING (15.3751447 44.5457374, 15.3752577 44.5454683)",,
"[335033797, 45927206]",False,"['2', '3']",D25;D50,Kaniška ulica,primary,False,181.605,"LINESTRING (15.3751447 44.5457374, 15.3743294 44.5455675, 15.3742506 44.5455511, 15.3734774 44.54539, 15.3731913 44.545333, 15.373091 44.545313, 15.3729436 44.545283)",,
45927206,False,2,D25;D50,Kaniška ulica,primary,True,11.622,"LINESTRING (15.3751447 44.5457374, 15.3752415 44.5457576, 15.3752849 44.545768)",,
697352919,False,3,D25;D50,Ulica dr. Franje Tuđmana,primary,True,3.532,"LINESTRING (15.375692 44.5459668, 15.3756617 44.5459901)",,
335033794,False,3,,Ulica dr. Ante Starčevića,residential,True,31.214,"LINESTRING (15.375692 44.5459668, 15.3757486 44.5459302, 15.3759973 44.5457896)",,
335033789,False,3,D25;D50,Ulica dr. Franje Tuđmana,primary,False,20.296,"LINESTRING (15.3754881 44.5461243, 15.3756617 44.5459901)",,
335033789,False,3,D25;D50,Ulica dr. Franje Tuđmana,primary,True,64.154,"LINESTRING (15.3754881 44.5461243, 15.3752963 44.5462823, 15.3749539 44.5465578)",,
281585278,False,,,Ulica 118. brigade Hrvatske vojske,residential,False,33.31,"LINESTRING (15.3778282 44.5435927, 15.3776537 44.5437388, 15.3775815 44.5438334)",,
281585278,False,,,Ulica 118. brigade Hrvatske vojske,residential,True,168.59199999999998,"LINESTRING (15.3778282 44.5435927, 15.3783299 44.5433304, 15.3784082 44.5432895, 15.3789435 44.542966, 15.3791123 44.5427894, 15.3792511 44.5426005, 15.3792853 44.5425281)",,
92973565,False,2,,Ulica 25. satnije ZNG,residential,False,141.984,"LINESTRING (15.3775815 44.5438334, 15.3775086 44.5437369, 15.3774609 44.5436533, 15.3773559 44.5434011, 15.3772811 44.5433358, 15.3772179 44.5432977, 15.377122 44.5432632, 15.3770091 44.5432263, 15.3766374 44.5431012, 15.3764075 44.5429657)",,
"[228262643, 281585278, 228262671]",False,2,,"['Ulica dr. Ante Starčevića', 'Ulica 118. brigade Hrvatske vojske']",residential,False,121.09199999999998,"LINESTRING (15.3775815 44.5438334, 15.3775514 44.5438907, 15.3775519 44.5439517, 15.3775886 44.5441054, 15.3776871 44.544455, 15.3777544 44.5447066, 15.3777525 44.5447803, 15.37774 44.5448287, 15.3776853 44.5448931)",yes,
281585278,False,,,Ulica 118. brigade Hrvatske vojske,residential,True,33.31,"LINESTRING (15.3775815 44.5438334, 15.3776537 44.5437388, 15.3778282 44.5435927)",,
228262671,False,2,,Ulica dr. Ante Starčevića,residential,True,63.53,"LINESTRING (15.3759973 44.5457896, 15.37633 44.5456087, 15.3766273 44.5454364)",,
335033794,False,3,,Ulica dr. Ante Starčevića,residential,False,31.214,"LINESTRING (15.3759973 44.5457896, 15.3757486 44.5459302, 15.375692 44.5459668)",,
"[335033779, 335033785, 335033786, 335033787, 335033788]",False,"['2', '3']",D25;D50,Budačka ulica,primary,False,318.06899999999996,"LINESTRING (15.3767405 44.5506581, 15.376665 44.5505777, 15.3766211 44.5505311, 15.3763837 44.5502784, 15.3763298 44.5502115, 15.3760366 44.5498478, 15.3759665 44.5497736, 15.3757219 44.5495147, 15.3754565 44.5492066, 15.3753726 44.5491061, 15.3752663 44.5489787, 15.3746119 44.548234)",,
92350173,False,,,Smiljanska ulica,residential,True,7.49,"LINESTRING (15.3724995 44.5487882, 15.3724536 44.54878, 15.3724099 44.5487673)",,
93153691,False,2,590820,,tertiary,False,41.472,"LINESTRING (15.3724995 44.5487882, 15.3725397 44.548783, 15.3725909 44.5487651, 15.3726283 44.5487463, 15.3726658 44.5487228, 15.3728629 44.5485344)",,
253655197,False,,,Zagrebačka ulica,residential,True,177.873,"LINESTRING (15.3716079 44.5508416, 15.3696115 44.5501103)",,
265959189,False,2,590820,Pazariška ulica,tertiary,True,109.246,"LINESTRING (15.3716079 44.5508416, 15.3721579 44.5499407)",,
451957168,False,2,512600,Trg Stjepana Radića,secondary,True,158.625,"LINESTRING (15.3719192 44.5467442, 15.3718591 44.5467861, 15.3712849 44.5472542, 15.3712022 44.5473245, 15.3706134 44.547825)",,
"[451957171, 335033798]",False,"['2', '3']",512600,Ulica bana Ivana Karlovića,secondary,False,183.16000000000003,"LINESTRING (15.3719192 44.5467442, 15.3720029 44.5466893, 15.3720574 44.546651, 15.3721076 44.5466034, 15.3724807 44.5460494, 15.3727229 44.5456862, 15.3728204 44.5455584, 15.3728692 44.54548, 15.3729078 44.5453924, 15.3729436 44.545283)",,
265959189,False,2,590820,Pazariška ulica,tertiary,False,116.53,"LINESTRING (15.3727889 44.5489941, 15.3721579 44.5499407)",,
92350165,True,2,590820,,tertiary,False,33.0,"LINESTRING (15.3727889 44.5489941, 15.372567 44.5488704, 15.3725351 44.5488416, 15.3725118 44.5488121, 15.3724995 44.5487882)",,
451957168,False,2,512600,Trg Stjepana Radića,secondary,False,16.683,"LINESTRING (15.3704782 44.54794, 15.3706134 44.547825)",,
92350173,False,,,Smiljanska ulica,residential,False,18.571,"LINESTRING (15.3704782 44.54794, 15.3705324 44.5479711, 15.370601 44.5479919, 15.3706892 44.5480054)",,
281585278,False,,,Ulica 118. brigade Hrvatske vojske,residential,False,168.59199999999998,"LINESTRING (15.3792853 44.5425281, 15.3792511 44.5426005, 15.3791123 44.5427894, 15.3789435 44.542966, 15.3784082 44.5432895, 15.3783299 44.5433304, 15.3778282 44.5435927)",,
93153691,False,2,590820,,tertiary,False,90.014,"LINESTRING (15.3728629 44.5485344, 15.3735329 44.5478807)",,
172684027,False,2,590820,Pazariška ulica,tertiary,False,16.508,"LINESTRING (15.3728629 44.5485344, 15.3730328 44.5486203)",,
93153691,False,2,590820,,tertiary,True,41.472,"LINESTRING (15.3728629 44.5485344, 15.3726658 44.5487228, 15.3726283 44.5487463, 15.3725909 44.5487651, 15.3725397 44.548783, 15.3724995 44.5487882)",,
172684027,False,2,590820,Pazariška ulica,tertiary,True,16.508,"LINESTRING (15.3730328 44.5486203, 15.3728629 44.5485344)",,
172684025,False,,,,residential,False,124.042,"LINESTRING (15.3730328 44.5486203, 15.3731556 44.5486826, 15.3734141 44.5488104, 15.3742351 44.5493321)",,
265959192,True,2,590820,Pazariška ulica,tertiary,False,45.848,"LINESTRING (15.3730328 44.5486203, 15.3729597 44.5487417, 15.3728188 44.5489516, 15.3727889 44.5489941)",,
172684040,False,,,Bužimska ulica,residential,False,114.48,"LINESTRING (15.3711568 44.549229, 15.3718327 44.5490705, 15.3720131 44.5490142, 15.3722108 44.5489272, 15.3723181 44.5488645, 15.3723566 44.5488326, 15.3724099 44.5487673)",,
228262673,False,,,Ulica Ferdinanda Kovaćevića,residential,False,113.12100000000001,"LINESTRING (15.3711568 44.549229, 15.3713781 44.5494585, 15.3718125 44.549771, 15.3721579 44.5499407)",,
172684025,False,,,,residential,True,124.042,"LINESTRING (15.3742351 44.5493321, 15.3734141 44.5488104, 15.3731556 44.5486826, 15.3730328 44.5486203)",,
253655197,False,,,Zagrebačka ulica,residential,False,177.873,"LINESTRING (15.3696115 44.5501103, 15.3716079 44.5508416)",,
172684041,False,,,Antuna Gustava Matoša,residential,False,53.617,"LINESTRING (15.3696115 44.5501103, 15.3693745 44.5503756, 15.3691787 44.5504686)",,
172684041,False,,,Antuna Gustava Matoša,residential,True,53.617,"LINESTRING (15.3691787 44.5504686, 15.3693745 44.5503756, 15.3696115 44.5501103)",,
184603185,False,,,Ulica Nikole Tesle,residential,True,117.12899999999999,"LINESTRING (15.3724067 44.5471985, 15.3728564 44.5474709, 15.3735329 44.5478807)",,
93153691,False,2,590820,,tertiary,False,41.771,"LINESTRING (15.3735329 44.5478807, 15.3738412 44.547576)",,
93153691,False,2,590820,,tertiary,True,90.014,"LINESTRING (15.3735329 44.5478807, 15.3728629 44.5485344)",,
184603185,False,,,Ulica Nikole Tesle,residential,False,117.12899999999999,"LINESTRING (15.3735329 44.5478807, 15.3728564 44.5474709, 15.3724067 44.5471985)",,
228262661,False,,,Ulica Ljudevita Gaja,residential,True,108.424,"LINESTRING (15.3716604 44.5429114, 15.3714516 44.5430275, 15.371556 44.5438103)",,
92973565,False,2,,Ulica 25. satnije ZNG,residential,True,141.984,"LINESTRING (15.3764075 44.5429657, 15.3766374 44.5431012, 15.3770091 44.5432263, 15.377122 44.5432632, 15.3772179 44.5432977, 15.3772811 44.5433358, 15.3773559 44.5434011, 15.3774609 44.5436533, 15.3775086 44.5437369, 15.3775815 44.5438334)",,
228262656,False,,,Ulica kneza Novaka,residential,False,142.27100000000002,"LINESTRING (15.3764075 44.5429657, 15.3752842 44.5436787, 15.3751004 44.5438395)",,
228262658,False,,,Ulica Antuna Mihanovića,residential,True,54.578,"LINESTRING (15.371556 44.5438103, 15.3722339 44.5438968)",,
228262661,False,,,Ulica Ljudevita Gaja,residential,True,152.945,"LINESTRING (15.371556 44.5438103, 15.3716909 44.5451824)",,
228262661,False,,,Ulica Ljudevita Gaja,residential,False,108.424,"LINESTRING (15.371556 44.5438103, 15.3714516 44.5430275, 15.3716604 44.5429114)",,
228262656,False,,,Ulica kneza Novaka,residential,True,142.27100000000002,"LINESTRING (15.3751004 44.5438395, 15.3752842 44.5436787, 15.3764075 44.5429657)",,
228262658,False,,,Ulica Antuna Mihanovića,residential,False,98.865,"LINESTRING (15.3734619 44.5440534, 15.3722339 44.5438968)",,
"[335033790, 335033791]",False,"['2', '3']",D50,Ulica kralja Petra Krešimira,primary,True,114.40799999999999,"LINESTRING (15.3734619 44.5440534, 15.3733832 44.5442203, 15.3732761 44.5444501, 15.3731453 44.5447153, 15.3730233 44.5450332)",,
228262671,False,2,,Ulica dr. Ante Starčevića,residential,False,45.931,"LINESTRING (15.3776853 44.5448931, 15.3772113 44.5451308)",,
"[228262643, 281585278, 228262671]",False,2,,"['Ulica dr. Ante Starčevića', 'Ulica 118. brigade Hrvatske vojske']",residential,True,121.092,"LINESTRING (15.3776853 44.5448931, 15.37774 44.5448287, 15.3777525 44.5447803, 15.3777544 44.5447066, 15.3776871 44.544455, 15.3775886 44.5441054, 15.3775519 44.5439517, 15.3775514 44.5438907, 15.3775815 44.5438334)",yes,
228262649,False,,,Ulica popa Frana Binićkog,residential,True,9.619,"LINESTRING (15.3759901 44.545001, 15.3759003 44.5450592)",,
281586865,True,,,Ulica popa Frana Binićkog,residential,False,133.688,"LINESTRING (15.3759901 44.545001, 15.3765394 44.5446769, 15.3766487 44.5446643, 15.3772113 44.5451308)",,
228262671,False,2,,Ulica dr. Ante Starčevića,residential,True,45.931,"LINESTRING (15.3772113 44.5451308, 15.3776853 44.5448931)",,
228262671,False,2,,Ulica dr. Ante Starčevića,residential,False,57.428,"LINESTRING (15.3772113 44.5451308, 15.3767073 44.54539, 15.3766273 44.5454364)",,
281586545,False,,,Ulica Senjskih żrtava,residential,False,128.709,"LINESTRING (15.3772113 44.5451308, 15.3774815 44.545342, 15.3776823 44.5456072, 15.3777443 44.5457967, 15.3777178 44.5459503, 15.3774815 44.5460934)",,
228262661,False,,,Ulica Ljudevita Gaja,residential,False,152.945,"LINESTRING (15.3716909 44.5451824, 15.371556 44.5438103)",,
"[335033795, 335033796]",False,"['2', '3']",D25,Kaniška ulica,primary,True,73.718,"LINESTRING (15.3716909 44.5451824, 15.3719732 44.5451791, 15.3722251 44.5451754, 15.3723693 44.545186, 15.3726139 44.545226)",,50
