osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,junction,access
175591225,,,Vinodolska,residential,,False,True,9.465,,"LINESTRING (14.7879556 45.1298171, 14.7879065 45.1298272, 14.7878386 45.1298377)",,
231223348,,,Pridolska,residential,,False,False,91.076,,"LINESTRING (14.7942857 45.1319623, 14.795 45.1313166)",,
231326866,,,Antuna Mažuranića,residential,,False,False,40.109,,"LINESTRING (14.7942857 45.1319623, 14.7947163 45.1321568)",,
231326866,,,Antuna Mažuranića,residential,,False,True,88.947,,"LINESTRING (14.7942857 45.1319623, 14.7933641 45.1314963)",,
167095570,,,Zagonska,residential,,False,False,55.357,,"LINESTRING (14.7942857 45.1319623, 14.7940108 45.1321756, 14.793738 45.1322585)",,
175590503,2,,Korzo hrvatskih branitelja,residential,,False,True,30.89,,"LINESTRING (14.7925097 45.1259422, 14.7928614 45.1258173)",,yes
167095565,,,Ulica Ladislava Maričića,residential,,False,True,72.067,,"LINESTRING (14.7925097 45.1259422, 14.7929693 45.1263345, 14.7929897 45.1264729)",,
175590503,2,,Korzo hrvatskih branitelja,residential,,False,False,108.00399999999999,,"LINESTRING (14.7925097 45.1259422, 14.7919001 45.1263172, 14.7915264 45.1266189)",,yes
36781387,,,Krasica,residential,,False,False,159.17600000000002,,"LINESTRING (14.7909825 45.1261637, 14.7903896 45.1262736, 14.7901249 45.1263121, 14.7899441 45.1264513, 14.7897878 45.1265605, 14.7895676 45.1266577, 14.7892624 45.1268383)",,
"[1271202801, 232132531]",,,Jurkovo,residential,,False,False,83.01700000000001,,"LINESTRING (14.7909825 45.1261637, 14.7908313 45.125987, 14.7910962 45.1259078, 14.7910549 45.1258181, 14.7909263 45.1256656, 14.7908727 45.1256122)",,
"[1271202801, 38221276]",,,Jurkovo,residential,,False,True,66.75200000000001,,"LINESTRING (14.7909825 45.1261637, 14.791045 45.1262436, 14.7911394 45.126352, 14.7915264 45.1266189)",,
231326867,,,Nova ulica,residential,,False,True,117.96199999999999,,"LINESTRING (14.7947349 45.1261735, 14.7942932 45.126363, 14.7941475 45.1263691, 14.7939238 45.1264637, 14.7935416 45.1267714)",,
231326867,,,Nova ulica,residential,,False,True,60.725,,"LINESTRING (14.7935416 45.1267714, 14.7938437 45.1272742)",,
167095565,,,Ulica Ladislava Maričića,residential,,False,False,54.917,,"LINESTRING (14.7935416 45.1267714, 14.7932807 45.1266655, 14.7929897 45.1264729)",,
231326867,,,Nova ulica,residential,,False,False,117.962,,"LINESTRING (14.7935416 45.1267714, 14.7939238 45.1264637, 14.7941475 45.1263691, 14.7942932 45.126363, 14.7947349 45.1261735)",,
167095556,,,Ulica kralja Zvonimira,residential,,False,True,41.023,,"LINESTRING (14.7938437 45.1272742, 14.7935037 45.1275545)",,
231326867,,,Nova ulica,residential,,False,False,60.725,,"LINESTRING (14.7938437 45.1272742, 14.7935416 45.1267714)",,
167095556,,,Ulica kralja Zvonimira,residential,,False,False,41.023,,"LINESTRING (14.7935037 45.1275545, 14.7938437 45.1272742)",,
167095556,,,Ulica kralja Zvonimira,residential,,False,True,95.225,,"LINESTRING (14.7935037 45.1275545, 14.7930818 45.1278573, 14.7926319 45.12815)",,
167095557,,,Osap,residential,,False,False,74.221,,"LINESTRING (14.7935037 45.1275545, 14.7939592 45.1275949, 14.7941761 45.1275919, 14.794443 45.1275629)",,
231231125,,,Trg Ivana Mažuranića,residential,,False,False,64.795,,"LINESTRING (14.7911389 45.1283231, 14.7909563 45.128462, 14.7905643 45.1287416)",,
231231125,,,Trg Ivana Mažuranića,residential,,False,True,92.532,,"LINESTRING (14.7911389 45.1283231, 14.791423 45.1281305, 14.7915753 45.1280185, 14.7919579 45.1277247)",,
"[231231137, 231231134]",,,Rasadnik,residential,,False,"[False, True]",130.30599999999998,,"LINESTRING (14.7911389 45.1283231, 14.7913435 45.128544, 14.7914846 45.1284762, 14.791675 45.1283797, 14.7918521 45.1282623, 14.7920503 45.128119, 14.792293 45.1279362)",,
167095547,,,Lokvica,residential,,False,True,70.493,,"LINESTRING (14.7925483 45.1287101, 14.7926969 45.1285113, 14.7927654 45.1283938, 14.7927874 45.1283534, 14.7927615 45.1282569, 14.7926319 45.12815)",,
167097916,,,Jamice,residential,,False,False,32.613,,"LINESTRING (14.7925483 45.1287101, 14.792697 45.1288754, 14.7927125 45.1289723)",,
231670055,,,Josipa Mažuranića,residential,,False,True,126.85599999999998,,"LINESTRING (14.7925483 45.1287101, 14.7923631 45.1287141, 14.7921404 45.1287778, 14.7918282 45.1290284, 14.7917463 45.1290899, 14.7916045 45.129265, 14.7914492 45.1294568)",,
167097916,,,Jamice,residential,,False,False,120.59899999999999,,"LINESTRING (14.7927125 45.1289723, 14.7928302 45.1291578, 14.7927724 45.1292219, 14.7931409 45.1296484, 14.7934519 45.1298615)",,
167097916,,,Jamice,residential,,False,True,32.613,,"LINESTRING (14.7927125 45.1289723, 14.792697 45.1288754, 14.7925483 45.1287101)",,
231670053,,,Palih boraca,residential,,False,False,115.946,,"LINESTRING (14.7927125 45.1289723, 14.7925488 45.1290525, 14.7922253 45.129211, 14.7920184 45.1293019, 14.7917195 45.1294424, 14.7915862 45.1294769, 14.7914492 45.1294568)",,
231101657,,,Ulica ZAVNOH-a,residential,,False,False,93.51599999999999,,"LINESTRING (14.7942548 45.1287235, 14.7944353 45.1291243, 14.7946726 45.12951)",,
231101659,,,Podosap,residential,,False,False,128.347,,"LINESTRING (14.7942548 45.1287235, 14.7941528 45.1288431, 14.7938265 45.1292696, 14.7936214 45.129616, 14.7935531 45.1297629)",,
231101659,,,Podosap,residential,,False,True,140.137,,"LINESTRING (14.7942548 45.1287235, 14.7942752 45.1285416, 14.7943652 45.1283426, 14.7944839 45.1281897, 14.7945854 45.1280369, 14.7946575 45.127875, 14.794747 45.1275245)",,
167095549,,,Prisika,residential,,False,True,47.361000000000004,,"LINESTRING (14.795165 45.1292642, 14.7950877 45.1293001, 14.7948653 45.1294032, 14.7946726 45.12951)",,
231223348,,,Pridolska,residential,,False,True,244.15399999999997,,"LINESTRING (14.795165 45.1292642, 14.7952481 45.1294154, 14.795528 45.1303506, 14.795548 45.130489, 14.795543 45.1306346, 14.7954829 45.1308112, 14.7952969 45.1310482, 14.795 45.1313166)",,
167095549,,,Prisika,residential,,False,False,47.361,,"LINESTRING (14.7946726 45.12951, 14.7948653 45.1294032, 14.7950877 45.1293001, 14.795165 45.1292642)",,
167095549,,,Prisika,residential,,False,True,24.579,,"LINESTRING (14.7946726 45.12951, 14.7945461 45.1295858, 14.7944595 45.1296699)",,
231101657,,,Ulica ZAVNOH-a,residential,,False,True,93.51599999999999,,"LINESTRING (14.7946726 45.12951, 14.7944353 45.1291243, 14.7942548 45.1287235)",,
167095549,,,Prisika,residential,,False,False,24.579,,"LINESTRING (14.7944595 45.1296699, 14.7945461 45.1295858, 14.7946726 45.12951)",,
167095549,,,Prisika,residential,,False,True,114.644,,"LINESTRING (14.7944595 45.1296699, 14.7944691 45.1297886, 14.7945265 45.1301601, 14.7945639 45.1303598, 14.7945461 45.1304875, 14.7944851 45.130574, 14.7943749 45.1306547)",,
231101658,,,Prilaz Jamice,residential,,False,False,73.547,,"LINESTRING (14.7944595 45.1296699, 14.7942622 45.1297401, 14.7940477 45.1297693, 14.7938518 45.1297497, 14.7936573 45.1297503, 14.7935531 45.1297629)",,
175591225,,,Vinodolska,residential,,False,True,13.387,,"LINESTRING (14.7880812 45.1297356, 14.7879556 45.1298171)",,
"[167095562, 435754591, 167095546, 167095566]",,,"['Matije Mažuranića', 'Ulica Brače Radič', 'Ulica Svete Trojice']",residential,20,False,"[False, True]",481.78400000000005,,"LINESTRING (14.7880812 45.1297356, 14.7879994 45.1296478, 14.7878592 45.1295453, 14.7875899 45.129388, 14.7874127 45.1293218, 14.787353 45.1292653, 14.7872941 45.1291925, 14.7871917 45.1290191, 14.7871828 45.1289305, 14.7872578 45.1288367, 14.7874175 45.128651, 14.787502 45.1285469, 14.7877002 45.1283459, 14.7878661 45.1282239, 14.7879941 45.1282265, 14.7882427 45.1280893, 14.7885119 45.1279286, 14.7885562 45.1278978, 14.7887881 45.1276274, 14.788818 45.1275799, 14.7891137 45.1270837, 14.7890869 45.12698, 14.7890481 45.1268292, 14.7889992 45.126634, 14.7888637 45.1264614, 14.7887774 45.1263733, 14.7888263 45.1262437)",,
175591225,,,Vinodolska,residential,,False,False,150.715,,"LINESTRING (14.7880812 45.1297356, 14.7882083 45.129666, 14.7882958 45.1295437, 14.7883352 45.1295117, 14.7885242 45.1294209, 14.7886988 45.1293343, 14.7888588 45.1292717, 14.7890544 45.1291536, 14.7894077 45.1289848, 14.789533 45.1288777)",,
231101658,,,Prilaz Jamice,residential,,False,False,13.536,,"LINESTRING (14.7935531 45.1297629, 14.7934519 45.1298615)",,
231101658,,,Prilaz Jamice,residential,,False,True,73.547,,"LINESTRING (14.7935531 45.1297629, 14.7936573 45.1297503, 14.7938518 45.1297497, 14.7940477 45.1297693, 14.7942622 45.1297401, 14.7944595 45.1296699)",,
231101659,,,Podosap,residential,,False,True,128.34699999999998,,"LINESTRING (14.7935531 45.1297629, 14.7936214 45.129616, 14.7938265 45.1292696, 14.7941528 45.1288431, 14.7942548 45.1287235)",,
231326866,,,Antuna Mažuranića,residential,,False,False,26.961,,"LINESTRING (14.7914473 45.1298626, 14.7916416 45.1300626)",,
167095567,,,Šćedine,residential,,False,False,171.14500000000004,,"LINESTRING (14.7914473 45.1298626, 14.7915839 45.129761, 14.7917672 45.1297203, 14.7919248 45.1297355, 14.7921897 45.1297763, 14.7923896 45.1298468, 14.7925795 45.1299692, 14.7929186 45.129933, 14.7932867 45.129921, 14.7934547 45.1299312)",,
231326866,,,Antuna Mažuranića,residential,,False,True,51.292,,"LINESTRING (14.7914473 45.1298626, 14.7911764 45.1297114, 14.7909094 45.1296025)",,
167097916,,,Jamice,residential,,False,False,7.753,,"LINESTRING (14.7934519 45.1298615, 14.7934547 45.1299312)",,
231101658,,,Prilaz Jamice,residential,,False,True,13.536,,"LINESTRING (14.7934519 45.1298615, 14.7935531 45.1297629)",,
167097916,,,Jamice,residential,,False,True,120.599,,"LINESTRING (14.7934519 45.1298615, 14.7931409 45.1296484, 14.7927724 45.1292219, 14.7928302 45.1291578, 14.7927125 45.1289723)",,
167097916,,,Jamice,residential,,False,False,77.012,,"LINESTRING (14.7934547 45.1299312, 14.7941238 45.130438)",,
167097916,,,Jamice,residential,,False,True,7.753,,"LINESTRING (14.7934547 45.1299312, 14.7934519 45.1298615)",,
167095567,,,Šćedine,residential,,False,True,171.14499999999998,,"LINESTRING (14.7934547 45.1299312, 14.7932867 45.129921, 14.7929186 45.129933, 14.7925795 45.1299692, 14.7923896 45.1298468, 14.7921897 45.1297763, 14.7919248 45.1297355, 14.7917672 45.1297203, 14.7915839 45.129761, 14.7914473 45.1298626)",,
231326866,,,Antuna Mažuranića,residential,,False,False,40.928,,"LINESTRING (14.7916416 45.1300626, 14.7919376 45.1303657)",,
231326866,,,Antuna Mažuranića,residential,,False,True,26.961,,"LINESTRING (14.7916416 45.1300626, 14.7914473 45.1298626)",,
167095569,,,Baroldino selo,residential,,False,False,187.85299999999998,,"LINESTRING (14.7916416 45.1300626, 14.791957 45.1300107, 14.7923229 45.1301169, 14.7926091 45.1302232, 14.7928449 45.1303808, 14.7930097 45.1305212, 14.7931007 45.1305525, 14.7932878 45.1306725, 14.7935354 45.1309069)",,
167095543,,,,residential,,False,True,77.589,,"LINESTRING (14.7884932 45.1301664, 14.788366 45.1301937, 14.7881836 45.1302521, 14.7879996 45.1303283, 14.7878335 45.130485, 14.7877083 45.1305609)",,
232131414,,,Andrije Šermana,residential,,True,False,179.849,,"LINESTRING (14.7884932 45.1301664, 14.7887339 45.1301046, 14.7890652 45.1299639, 14.7891869 45.1298517, 14.7893545 45.1295761, 14.7894969 45.1293176, 14.7895622 45.1290806, 14.7895418 45.1289392, 14.789533 45.1288777)",,
167097916,,,Jamice,residential,,False,False,31.123,,"LINESTRING (14.7941238 45.130438, 14.7943749 45.1306547)",,
167097916,,,Jamice,residential,,False,True,77.012,,"LINESTRING (14.7941238 45.130438, 14.7934547 45.1299312)",,
167095558,,,Vodovodna,residential,,False,True,69.761,,"LINESTRING (14.7941238 45.130438, 14.7937988 45.1307249, 14.7935354 45.1309069)",,
167095543,,,,residential,,False,True,47.059,,"LINESTRING (14.7877083 45.1305609, 14.7874103 45.1309282)",,
167095542,,,Krasa,residential,,False,False,170.83699999999996,,"LINESTRING (14.7877083 45.1305609, 14.787636 45.130512, 14.7874484 45.1304932, 14.7872617 45.1304621, 14.7870487 45.1304947, 14.7867002 45.1306142, 14.7864172 45.1307428, 14.7862603 45.1308229, 14.7862292 45.1308634, 14.7862418 45.1309578, 14.7862511 45.1310041, 14.7861299 45.1311935)",,
167095543,,,,residential,,False,False,77.589,,"LINESTRING (14.7877083 45.1305609, 14.7878335 45.130485, 14.7879996 45.1303283, 14.7881836 45.1302521, 14.788366 45.1301937, 14.7884932 45.1301664)",,
167097916,,,Jamice,residential,,False,True,31.123,,"LINESTRING (14.7943749 45.1306547, 14.7941238 45.130438)",,
167095549,,,Prisika,residential,,False,False,114.644,,"LINESTRING (14.7943749 45.1306547, 14.7944851 45.130574, 14.7945461 45.1304875, 14.7945639 45.1303598, 14.7945265 45.1301601, 14.7944691 45.1297886, 14.7944595 45.1296699)",,
167097916,,,Jamice,residential,,False,False,89.263,,"LINESTRING (14.7943749 45.1306547, 14.7945473 45.1308726, 14.7946929 45.1310858, 14.795 45.1313166)",,
167095558,,,Vodovodna,residential,,False,False,69.761,,"LINESTRING (14.7935354 45.1309069, 14.7937988 45.1307249, 14.7941238 45.130438)",,
167095558,,,Vodovodna,residential,,False,True,61.565,,"LINESTRING (14.7935354 45.1309069, 14.7932927 45.1311109, 14.7930287 45.1313297)",,
167095569,,,Baroldino selo,residential,,False,True,187.853,,"LINESTRING (14.7935354 45.1309069, 14.7932878 45.1306725, 14.7931007 45.1305525, 14.7930097 45.1305212, 14.7928449 45.1303808, 14.7926091 45.1302232, 14.7923229 45.1301169, 14.791957 45.1300107, 14.7916416 45.1300626)",,
167095543,,,,residential,,False,False,47.059,,"LINESTRING (14.7874103 45.1309282, 14.7877083 45.1305609)",,
166617303,,,Nova Krasa,residential,,False,False,158.65300000000002,,"LINESTRING (14.7874103 45.1309282, 14.7872066 45.1317362, 14.7868117 45.1322745)",,
232131413,,,Vatrogasna,residential,,False,False,104.80799999999999,,"LINESTRING (14.7874103 45.1309282, 14.7872425 45.1309719, 14.7869771 45.1310329, 14.7864418 45.1311474, 14.7861299 45.1311935)",,
167095542,,,Krasa,residential,,False,False,41.372,,"LINESTRING (14.7861299 45.1311935, 14.7858966 45.1312978, 14.7856919 45.1314005)",,
167095542,,,Krasa,residential,,False,True,170.83700000000002,,"LINESTRING (14.7861299 45.1311935, 14.7862511 45.1310041, 14.7862418 45.1309578, 14.7862292 45.1308634, 14.7862603 45.1308229, 14.7864172 45.1307428, 14.7867002 45.1306142, 14.7870487 45.1304947, 14.7872617 45.1304621, 14.7874484 45.1304932, 14.787636 45.130512, 14.7877083 45.1305609)",,
232131413,,,Vatrogasna,residential,,False,True,104.808,,"LINESTRING (14.7861299 45.1311935, 14.7864418 45.1311474, 14.7869771 45.1310329, 14.7872425 45.1309719, 14.7874103 45.1309282)",,
231223348,,,Pridolska,residential,,False,True,91.076,,"LINESTRING (14.795 45.1313166, 14.7942857 45.1319623)",,
167097916,,,Jamice,residential,,False,True,89.263,,"LINESTRING (14.795 45.1313166, 14.7946929 45.1310858, 14.7945473 45.1308726, 14.7943749 45.1306547)",,
231223348,,,Pridolska,residential,,False,False,244.15400000000002,,"LINESTRING (14.795 45.1313166, 14.7952969 45.1310482, 14.7954829 45.1308112, 14.795543 45.1306346, 14.795548 45.130489, 14.795528 45.1303506, 14.7952481 45.1294154, 14.795165 45.1292642)",,
232131415,,,Bočak,residential,,False,False,281.37499999999994,,"LINESTRING (14.7854761 45.1313404, 14.7853883 45.1312598, 14.7853348 45.1311755, 14.7853276 45.131115, 14.7853611 45.1310413, 14.7855836 45.1309056, 14.7861842 45.1306084, 14.7864622 45.1304589, 14.7867274 45.1303121, 14.7871491 45.1301933, 14.7873013 45.1299933, 14.7875128 45.1300044, 14.7876709 45.1299353, 14.7878063 45.1298855, 14.7878386 45.1298377)",,
232131415,,,Bočak,residential,,False,True,18.985,,"LINESTRING (14.7854761 45.1313404, 14.7855884 45.1313975, 14.7856919 45.1314005)",,
969797196,,,,residential,,False,False,72.762,,"LINESTRING (14.7854761 45.1313404, 14.7850979 45.1317103, 14.7848887 45.1318427)",,
231326866,,,Antuna Mažuranića,residential,,False,False,32.178,,"LINESTRING (14.7930287 45.1313297, 14.7933641 45.1314963)",,
167095558,,,Vodovodna,residential,,False,False,61.565,,"LINESTRING (14.7930287 45.1313297, 14.7932927 45.1311109, 14.7935354 45.1309069)",,
231326866,,,Antuna Mažuranića,residential,,False,True,44.870000000000005,,"LINESTRING (14.7930287 45.1313297, 14.7928798 45.1312703, 14.7925854 45.1310783)",,
167095542,,,Krasa,residential,,False,False,99.85500000000002,,"LINESTRING (14.7856919 45.1314005, 14.7858398 45.1316134, 14.7858821 45.1317254, 14.7858688 45.1318582, 14.7859614 45.1320768, 14.7859728 45.1321526, 14.7859376 45.1322572)",,
167095542,,,Krasa,residential,,False,True,41.372,,"LINESTRING (14.7856919 45.1314005, 14.7858966 45.1312978, 14.7861299 45.1311935)",,
232131415,,,Bočak,residential,,False,False,18.985,,"LINESTRING (14.7856919 45.1314005, 14.7855884 45.1313975, 14.7854761 45.1313404)",,
167095555,,,Krminska,residential,,False,True,25.899,,"LINESTRING (14.7933641 45.1314963, 14.7931544 45.1316762)",,
231326866,,,Antuna Mažuranića,residential,,False,False,88.947,,"LINESTRING (14.7933641 45.1314963, 14.7942857 45.1319623)",,
231326866,,,Antuna Mažuranića,residential,,False,True,32.178,,"LINESTRING (14.7933641 45.1314963, 14.7930287 45.1313297)",,
167095542,,,Krasa,residential,,False,False,93.738,,"LINESTRING (14.7859376 45.1322572, 14.7858472 45.1322555, 14.7855862 45.132443, 14.7854346 45.1325334, 14.7851306 45.132669, 14.7849745 45.132723)",,
167095542,,,Krasa,residential,,False,True,99.855,,"LINESTRING (14.7859376 45.1322572, 14.7859728 45.1321526, 14.7859614 45.1320768, 14.7858688 45.1318582, 14.7858821 45.1317254, 14.7858398 45.1316134, 14.7856919 45.1314005)",,
232131416,,,,residential,,False,False,52.252,,"LINESTRING (14.7859376 45.1322572, 14.7862461 45.1324327, 14.7864298 45.1325721)",,
166617303,,,Nova Krasa,residential,,False,False,44.659,,"LINESTRING (14.7868117 45.1322745, 14.7866711 45.1323931, 14.7864298 45.1325721)",,
166617303,,,Nova Krasa,residential,,False,True,158.65300000000002,,"LINESTRING (14.7868117 45.1322745, 14.7872066 45.1317362, 14.7874103 45.1309282)",,
167095570,,,Zagonska,residential,,False,True,55.357,,"LINESTRING (14.793738 45.1322585, 14.7940108 45.1321756, 14.7942857 45.1319623)",,
319459221,,,,residential,,False,False,79.46799999999999,,"LINESTRING (14.793738 45.1322585, 14.793563 45.1320456, 14.7931544 45.1316762)",,
166617303,,,Nova Krasa,residential,,False,True,44.659,,"LINESTRING (14.7864298 45.1325721, 14.7866711 45.1323931, 14.7868117 45.1322745)",,
232131416,,,,residential,,False,True,52.252,,"LINESTRING (14.7864298 45.1325721, 14.7862461 45.1324327, 14.7859376 45.1322572)",,
175590503,2,,Korzo hrvatskih branitelja,residential,,False,False,47.945,,"LINESTRING (14.7931845 45.1252822, 14.79319 45.1253373, 14.7931947 45.125384, 14.7931932 45.1254242, 14.7931502 45.1255195, 14.793062 45.1256329, 14.7930153 45.1256825)",,yes
231823521,,,Lišanjska ulica,residential,,False,False,171.4,,"LINESTRING (14.7931845 45.1252822, 14.7932125 45.1252186, 14.7932376 45.1251051, 14.7933107 45.1250406, 14.7934924 45.1248829, 14.7935505 45.124829, 14.7948545 45.1244211)",,
253478123,2,D8,Ulica kralja Tomislava,primary,40,False,True,186.935,,"LINESTRING (14.7931845 45.1252822, 14.7929907 45.1253205, 14.7929251 45.1253335, 14.792842 45.125349, 14.792449 45.1254223, 14.7923369 45.1254338, 14.7921825 45.1254332, 14.7917368 45.1254387, 14.7915733 45.1254486, 14.7914122 45.1254618, 14.7912827 45.1254921, 14.7911214 45.1255298, 14.7908727 45.1256122)",,
175590503,2,,Korzo hrvatskih branitelja,residential,,False,False,19.247,,"LINESTRING (14.7930153 45.1256825, 14.7928614 45.1258173)",,yes
175590503,2,,Korzo hrvatskih branitelja,residential,,False,True,47.94500000000001,,"LINESTRING (14.7930153 45.1256825, 14.793062 45.1256329, 14.7931502 45.1255195, 14.7931932 45.1254242, 14.7931947 45.125384, 14.79319 45.1253373, 14.7931845 45.1252822)",,yes
255797936,,,,residential,,True,False,29.086000000000002,,"LINESTRING (14.7930153 45.1256825, 14.7931004 45.1257704, 14.793199 45.125818, 14.7932953 45.125838)",,
255797937,,,Ulica Augusta Šenoe,residential,,False,False,25.983,,"LINESTRING (14.7932953 45.125838, 14.7936262 45.1258282)",,
231483809,,,,residential,,True,False,34.549,,"LINESTRING (14.7932953 45.125838, 14.7931067 45.1258502, 14.7930304 45.1258484, 14.7928614 45.1258173)",,
255797937,,,Ulica Augusta Šenoe,residential,,False,True,25.983,,"LINESTRING (14.7936262 45.1258282, 14.7932953 45.125838)",,
168538687,,,Ulica Stjepana Mažuranića,residential,,False,False,92.963,,"LINESTRING (14.7936262 45.1258282, 14.7936378 45.1259238, 14.7935902 45.1260878, 14.7933789 45.1262151, 14.7929897 45.1264729)",,
168538687,,,Ulica Stjepana Mažuranića,residential,,False,True,68.999,,"LINESTRING (14.7928082 45.1269614, 14.7926923 45.1268914, 14.7926464 45.1268129, 14.7926649 45.1267315, 14.7929897 45.1264729)",,
231326866,,,Antuna Mažuranića,residential,,False,True,40.109,,"LINESTRING (14.7947163 45.1321568, 14.7942857 45.1319623)",,
