osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,access
150574925,2,D8,Fara,primary,60,False,False,11.875,"LINESTRING (14.5708603 45.2767087, 14.5709597 45.276628)",
352723608,2,5065,Ulica Kalina,secondary,50,False,True,48.347,"LINESTRING (14.5708603 45.2767087, 14.5707896 45.276668, 14.5707206 45.2766518, 14.5706416 45.2766611, 14.5705528 45.2767004, 14.5704072 45.2768594)",
352729797,2,D8,Fara,primary,,False,True,50.357,"LINESTRING (14.5708603 45.2767087, 14.5704922 45.2769807, 14.5704131 45.2770343)",
99527370,,,Faranski progon,residential,,False,False,13.803,"LINESTRING (14.5691476 45.2743057, 14.5692129 45.2742594, 14.5692772 45.2742217)",
297944371,2,5065,Zrinski trg,secondary,50,False,True,31.106,"LINESTRING (14.5691476 45.2743057, 14.56913 45.2742817, 14.5691107 45.2742653, 14.5689187 45.2741335, 14.568877 45.2741025)",
417258362,2,5065,Ulica palih boraca,secondary,50,False,False,147.17999999999998,"LINESTRING (14.5691476 45.2743057, 14.5691542 45.2743384, 14.5691634 45.2749585, 14.5691649 45.2750686, 14.5690381 45.275285, 14.5689637 45.2754119, 14.5689061 45.2754905, 14.5688372 45.2755786)",
92809653,2,5065,Ulica Josipa Juraja Strossmayera,secondary,50,False,True,37.483999999999995,"LINESTRING (14.568877 45.2741025, 14.5689462 45.2740504, 14.5692039 45.2738561)",
99527195,,,Frankopanska ulica,residential,,False,True,182.70999999999998,"LINESTRING (14.568877 45.2741025, 14.5688086 45.2741532, 14.5687773 45.2741764, 14.5683783 45.2744722, 14.5683097 45.2745317, 14.5682433 45.2746905, 14.5682268 45.2748919, 14.5682179 45.2751111, 14.5682017 45.2751386, 14.5681225 45.2752731, 14.5678759 45.2755115)",
297944371,2,5065,Zrinski trg,secondary,50,False,False,31.105999999999998,"LINESTRING (14.568877 45.2741025, 14.5689187 45.2741335, 14.5691107 45.2742653, 14.56913 45.2742817, 14.5691476 45.2743057)",
"[99527401, 750705869, 750705870]",,,"['Zrinski trg', 'Ulica Mate Valjata', 'Ulica braće Radić']",residential,,False,True,217.876,"LINESTRING (14.568877 45.2741025, 14.5688169 45.2740657, 14.5687685 45.2740361, 14.5682355 45.2736613, 14.5686126 45.2733892, 14.5686533 45.2733566, 14.5687817 45.2732539, 14.5690217 45.2730618, 14.5688475 45.272842, 14.5687093 45.2727332, 14.5686463 45.27268, 14.5686271 45.2726638, 14.568606 45.272645)",
99527432,,,Ulica palih boraca,residential,,False,True,84.339,"LINESTRING (14.5688372 45.2755786, 14.5687279 45.2756139, 14.5683606 45.2758558, 14.5680174 45.2760655)",
417258362,2,5065,Ulica palih boraca,secondary,50,False,False,69.31299999999999,"LINESTRING (14.5688372 45.2755786, 14.5688297 45.2759437, 14.5688306 45.2762019)",
417258362,2,5065,Ulica palih boraca,secondary,50,False,True,147.18,"LINESTRING (14.5688372 45.2755786, 14.5689061 45.2754905, 14.5689637 45.2754119, 14.5690381 45.275285, 14.5691649 45.2750686, 14.5691634 45.2749585, 14.5691542 45.2743384, 14.5691476 45.2743057)",
65497751,,,,residential,,False,True,63.748000000000005,"LINESTRING (14.5717465 45.2715234, 14.5714801 45.2713327, 14.5711109 45.2711713)",
92809653,2,5065,Ulica Josipa Juraja Strossmayera,secondary,50,False,False,105.94500000000001,"LINESTRING (14.5717465 45.2715234, 14.5715736 45.2717014, 14.571448 45.2718308, 14.5713095 45.2720127, 14.5710261 45.2723292)",
92809653,2,5065,Ulica Josipa Juraja Strossmayera,secondary,50,False,True,186.19,"LINESTRING (14.5717465 45.2715234, 14.5727783 45.2710382, 14.5728939 45.2709839, 14.5737431 45.2706131)",
65497746,,,Ulica Ivana Jakovčića,residential,,False,False,46.543,"LINESTRING (14.5705372 45.271181, 14.5710345 45.2712117, 14.5711109 45.2711713)",
65497746,,,Ulica Ivana Jakovčića,residential,,False,True,94.606,"LINESTRING (14.5705372 45.271181, 14.5705004 45.2710808, 14.5704238 45.2708066, 14.5705707 45.2706897, 14.5709986 45.2706088)",
274136236,,,Ulica Vrtić,residential,,False,False,95.935,"LINESTRING (14.5705372 45.271181, 14.5704429 45.2713145, 14.5701938 45.2716516, 14.5700661 45.2717595, 14.5699454 45.2717614, 14.5698055 45.2717637, 14.5697915 45.2717639)",
