osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction,width
25713364,True,Carduccijeva ulica,residential,False,187.232,"LINESTRING (13.6417281 45.0807127, 13.6415477 45.0808055, 13.6414837 45.0808443, 13.641122 45.0811447, 13.6409819 45.0812228, 13.640892 45.081255, 13.6408021 45.0812699, 13.6407199 45.0812774, 13.6405771 45.0812724, 13.6396561 45.0812594)",,,,
401663677,False,Istarska ulica,residential,True,155.594,"LINESTRING (13.6417281 45.0807127, 13.6419308 45.0806456, 13.6423211 45.0805692, 13.6430133 45.0804248, 13.6431599 45.0803954, 13.6436241 45.0803131)",2,50,,
678770078,False,Vijenac braće Lorenzetto,residential,False,74.81800000000001,"LINESTRING (13.6417281 45.0807127, 13.6417493 45.0807384, 13.6417701 45.0807664, 13.6418184 45.0808673, 13.6418647 45.0809805, 13.6418949 45.0811346, 13.6419055 45.0813193, 13.641908 45.081366)",2,50,,
678770078,False,Vijenac braće Lorenzetto,residential,False,57.662,"LINESTRING (13.6418439 45.0824326, 13.6418041 45.0829504)",2,50,,
25341382,False,Prolaz Milana Macana,residential,False,64.764,"LINESTRING (13.6418439 45.0824326, 13.641987 45.0824266, 13.6426665 45.0823895)",,,,
678770078,False,Vijenac braće Lorenzetto,residential,True,118.708,"LINESTRING (13.6418439 45.0824326, 13.6418742 45.0819588, 13.641908 45.081366)",2,50,,
123059616,False,Vijenac Braće Lorenzetto,residential,False,9.09,"LINESTRING (13.6417503 45.0835083, 13.6417286 45.0835886)",2,,,
100321891,True,Ulica Ruže Petrović,residential,False,77.45,"LINESTRING (13.6417503 45.0835083, 13.6418745 45.0835656, 13.6424384 45.0840034)",,,,
123059616,False,Vijenac Braće Lorenzetto,residential,True,62.181,"LINESTRING (13.6417503 45.0835083, 13.6417893 45.0831303, 13.6418041 45.0829504)",2,,,
123059616,False,Vijenac Braće Lorenzetto,residential,True,4.273,"LINESTRING (13.6386158 45.084388, 13.6385894 45.0843544)",2,,,
25341382,False,Prolaz Milana Macana,residential,False,12.945,"LINESTRING (13.6426665 45.0823895, 13.642831 45.0823817)",,,,
25341382,False,Prolaz Milana Macana,residential,True,64.764,"LINESTRING (13.6426665 45.0823895, 13.641987 45.0824266, 13.6418439 45.0824326)",,,,
60261208,False,Ulica Vitomira Širole-Paje,residential,False,152.254,"LINESTRING (13.6426665 45.0823895, 13.6426956 45.0824801, 13.6428641 45.0827422, 13.6429568 45.0828387, 13.6430429 45.082894, 13.6434647 45.0830583, 13.6436049 45.0830898, 13.6437738 45.0831026, 13.6439523 45.0830868, 13.6440838 45.0830532)",,,,
639634109,False,Ulica Stjepana Radića,residential,False,109.152,"LINESTRING (13.6436721 45.077946, 13.6435761 45.0780395, 13.643229 45.0783947, 13.6428928 45.0787587)",,,,
1193414624,False,Ulica Stjepana Radića,residential,True,111.87100000000001,"LINESTRING (13.6436721 45.077946, 13.6438635 45.077771, 13.644075 45.0776137, 13.6446947 45.0772515)",,,,
38997342,True,Ulica Mattea Benussija,residential,False,196.607,"LINESTRING (13.6428928 45.0787587, 13.6428576 45.078805, 13.6421819 45.0794855, 13.6421741 45.0794936, 13.6418198 45.0796997, 13.6415031 45.079804, 13.6410897 45.0798881)",,,,
360359807,False,Omladinska ulica,residential,True,116.751,"LINESTRING (13.6428928 45.0787587, 13.6420867 45.0785826, 13.6414771 45.0784379)",,,,
401663675,False,Omladinska ulica,residential,True,177.92600000000002,"LINESTRING (13.6428928 45.0787587, 13.6430976 45.0788232, 13.6431717 45.0788572, 13.6438782 45.0791992, 13.6443122 45.0794259, 13.6446782 45.0796395, 13.644727 45.0796862)",,,,
639634109,False,Ulica Stjepana Radića,residential,True,109.152,"LINESTRING (13.6428928 45.0787587, 13.643229 45.0783947, 13.6435761 45.0780395, 13.6436721 45.077946)",,,,
220216378,True,Ulica Mattea Benussija,residential,False,10.2,"LINESTRING (13.6409651 45.0798627, 13.6410155 45.0798757, 13.6410897 45.0798881)",,,,
25689674,False,Omladinska ulica,residential,False,95.251,"LINESTRING (13.6390292 45.0779144, 13.6391339 45.0779201, 13.6392479 45.0779453, 13.6398408 45.0780763, 13.6401914 45.0781538)",,,,
303368402,False,Obala Vladimira Nazora,residential,False,59.092000000000006,"LINESTRING (13.6390292 45.0779144, 13.63906 45.077828, 13.6390997 45.0777182, 13.6390906 45.0776248, 13.6390104 45.0775304, 13.6388721 45.0774519)",,30,,
123059618,True,Fontana,residential,False,163.512,"LINESTRING (13.6414771 45.0784379, 13.6414617 45.0784787, 13.6410021 45.0797947, 13.6409651 45.0798627)",,,,
123059621,True,Zagrebačka ulica,residential,False,127.061,"LINESTRING (13.6414771 45.0784379, 13.641921 45.0775805, 13.6420424 45.0773673)",,,,
