osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,junction
93549769,Ulica Antuna Mihanovića,residential,False,False,104.65200000000002,"LINESTRING (15.9176492 45.9918809, 15.9177477 45.9919078, 15.9182327 45.9919287, 15.9184828 45.9919507, 15.9187684 45.9920493, 15.9189371 45.9921128)",,,
99054827,Ulica Milana Prpića,secondary,False,True,137.649,"LINESTRING (15.9176492 45.9918809, 15.9175875 45.9919734, 15.9175763 45.9919852, 15.9174538 45.9921145, 15.9173779 45.9922031, 15.9169242 45.9927327, 15.9168159 45.9929686)",2216,,
93549772,Domjanićeva ulica,residential,False,True,180.48899999999998,"LINESTRING (15.9168165 45.9937021, 15.9166989 45.9936641, 15.916115 45.9934756, 15.9146572 45.9930843)",,,
99054827,Ulica Milana Prpića,secondary,False,False,82.65700000000001,"LINESTRING (15.9168165 45.9937021, 15.9167606 45.9935188, 15.916737 45.9932863, 15.9167639 45.993125, 15.9168159 45.9929686)",2216,,
99054827,Ulica Milana Prpića,secondary,False,True,74.64099999999999,"LINESTRING (15.9168165 45.9937021, 15.9168785 45.9938164, 15.9170222 45.9940184, 15.9171326 45.9941988, 15.9171568 45.9942968, 15.917159 45.9943251)",2216,,
108839157,,tertiary,False,True,301.267,"LINESTRING (15.9139096 45.9943416, 15.9129162 45.9939557, 15.9119028 45.9936059, 15.9115426 45.9933492, 15.9112449 45.9929891, 15.9111086 45.9926431)",22069,,
763455855,Ulica Andrije Gredičaka,primary,False,False,151.35500000000002,"LINESTRING (15.9139096 45.9943416, 15.9140497 45.9940618, 15.9141413 45.9938951, 15.9142144 45.9937777, 15.9146572 45.9930843)",D307,2,
763455855,Ulica Andrije Gredičaka,primary,False,True,164.236,"LINESTRING (15.9139096 45.9943416, 15.913843 45.994486, 15.9137084 45.9948793, 15.9136833 45.9949943, 15.9136286 45.9951728, 15.9135058 45.9956637, 15.913454 45.9957824)",D307,2,
87287513,Zagorska ulica,residential,False,False,219.09400000000002,"LINESTRING (15.9107136 45.9950311, 15.9110194 45.9951615, 15.9118133 45.9952398, 15.9121995 45.9953793, 15.9129398 45.9957129, 15.9130769 45.9957994, 15.913172 45.9958995)",,,
143224089,,primary,True,False,9.952,"LINESTRING (15.9132643 45.9960695, 15.9132226 45.9960625, 15.9131856 45.9960473, 15.9131566 45.9960253)",D307,1,roundabout
108839157,,tertiary,False,False,301.267,"LINESTRING (15.9111086 45.9926431, 15.9112449 45.9929891, 15.9115426 45.9933492, 15.9119028 45.9936059, 15.9129162 45.9939557, 15.9139096 45.9943416)",22069,,
93549772,Domjanićeva ulica,residential,False,False,180.489,"LINESTRING (15.9146572 45.9930843, 15.916115 45.9934756, 15.9166989 45.9936641, 15.9168165 45.9937021)",,,
763455855,Ulica Andrije Gredičaka,primary,False,False,70.664,"LINESTRING (15.9146572 45.9930843, 15.9146725 45.9930593, 15.9148305 45.9927909, 15.9148631 45.9927449, 15.915009 45.9924978)",D307,2,
763455855,Ulica Andrije Gredičaka,primary,False,True,151.355,"LINESTRING (15.9146572 45.9930843, 15.9142144 45.9937777, 15.9141413 45.9938951, 15.9140497 45.9940618, 15.9139096 45.9943416)",D307,2,
223204526,Ulica Antuna Gustava Matoša,residential,False,True,7.132,"LINESTRING (15.9202769 45.9940837, 15.920316 45.9940256)",,,
"[223204526, 223204527]",Ulica Antuna Gustava Matoša,residential,False,False,305.791,"LINESTRING (15.9202769 45.9940837, 15.919787 45.9947821, 15.919619 45.9947527, 15.9187787 45.9944238, 15.9181677 45.9941881, 15.9180168 45.994154, 15.9178782 45.9941491, 15.9177518 45.9941723, 15.9174658 45.994271, 15.9173324 45.9943064, 15.9172195 45.9943122)",,,
93549771,Oroslavska cesta,residential,False,True,193.271,"LINESTRING (15.91811 45.9932057, 15.920316 45.9940256)",,,
93549773,Ulica Ljudevita Gaja,residential,False,True,137.299,"LINESTRING (15.91811 45.9932057, 15.9189371 45.9921128)",,,
93549773,Ulica Ljudevita Gaja,residential,False,False,140.963,"LINESTRING (15.91811 45.9932057, 15.9172684 45.9942503, 15.9172195 45.9943122)",,,
93549773,Ulica Ljudevita Gaja,residential,False,False,137.299,"LINESTRING (15.9189371 45.9921128, 15.91811 45.9932057)",,,
