osmid,ref,highway,oneway,reversed,length,geometry,lanes,name,bridge,maxspeed
66721671,D33,primary,False,False,42.608999999999995,"LINESTRING (16.1587911 43.8575503, 16.1587758 43.8574652, 16.1587817 43.8573604, 16.1587997 43.8572693, 16.1588328 43.8571717)",,,,
66721671,D33,primary,False,True,143.524,"LINESTRING (16.1587911 43.8575503, 16.1590122 43.8581479, 16.159286 43.8587905)",,,,
969586682,65051,tertiary,True,False,24.258999999999997,"LINESTRING (16.1587911 43.8575503, 16.1587247 43.8575226, 16.1586496 43.8575195, 16.1585736 43.8575282, 16.1585104 43.8575555)",1,,,
257140853,6246,secondary,False,True,170.848,"LINESTRING (16.1599829 43.860481, 16.1606133 43.8619487)",,Kralja Petra Krešimira IV,,
153205372,65050,tertiary,False,True,132.719,"LINESTRING (16.1599829 43.860481, 16.1592615 43.8604016, 16.1588825 43.8603532, 16.1588129 43.8603443, 16.1586051 43.8602927, 16.158392 43.8601981)",,142. brigade,,
969586684,D33,primary,False,False,196.156,"LINESTRING (16.1599829 43.860481, 16.1598701 43.8601542, 16.1597512 43.8598618, 16.159629 43.859583, 16.1595012 43.8592914, 16.159286 43.8587905)",,,,
969586684,D33,primary,False,True,130.81500000000003,"LINESTRING (16.1599829 43.860481, 16.1601655 43.8604893, 16.1603545 43.8604963, 16.1605445 43.8605067, 16.1607345 43.8605243, 16.1609374 43.8605461, 16.1611478 43.860574, 16.1613411 43.8606012, 16.1615975 43.8606375)",,,,
"[37454753, 130795930, 66721671]",D33,primary,False,False,111.356,"LINESTRING (16.1588328 43.8571717, 16.1588573 43.8571334, 16.1589166 43.8570409, 16.1592868 43.8564331, 16.1593969 43.8562566)",,,yes,
66721671,D33,primary,False,True,42.609,"LINESTRING (16.1588328 43.8571717, 16.1587997 43.8572693, 16.1587817 43.8573604, 16.1587758 43.8574652, 16.1587911 43.8575503)",,,,
"[37454753, 130795930, 66721671]",D33,primary,False,True,111.356,"LINESTRING (16.1593969 43.8562566, 16.1592868 43.8564331, 16.1589166 43.8570409, 16.1588573 43.8571334, 16.1588328 43.8571717)",,,yes,
"[97413996, 97414013]",,residential,False,"[False, True]",386.01099999999997,"LINESTRING (16.1585207 43.8638906, 16.1587505 43.8642444, 16.1589752 43.8645537, 16.1595717 43.8654029, 16.1589957 43.8655659, 16.1589521 43.8654795, 16.1587832 43.8653106, 16.1586743 43.8652007, 16.1584509 43.864859, 16.1582494 43.8645959, 16.1580751 43.8644152)",,,,
153205369,6246,secondary,False,True,298.20500000000004,"LINESTRING (16.1585207 43.8638906, 16.1583268 43.8638616, 16.1576774 43.8635506, 16.1562221 43.8627568, 16.1555684 43.862293)",,Kralja Zvonimira,,
257140853,6246,secondary,False,False,358.59400000000005,"LINESTRING (16.1585207 43.8638906, 16.1587372 43.8638724, 16.1592609 43.863714, 16.1609634 43.863199, 16.161058 43.8631073, 16.1610825 43.863008, 16.1606133 43.8619487)",,Kralja Petra Krešimira IV,,
96021042,,residential,False,False,67.713,"LINESTRING (16.1544652 43.8615985, 16.1544537 43.8622074)",,,,
153205369,6246,secondary,False,False,63.966,"LINESTRING (16.1544652 43.8615985, 16.1551283 43.8619184)",,Kralja Zvonimira,,
153205369,6246,secondary,False,True,35.59,"LINESTRING (16.1544652 43.8615985, 16.1541545 43.8613699)",,Kralja Zvonimira,,
153205370,6246,secondary,False,False,10.377,"LINESTRING (16.1533742 43.8606998, 16.1534738 43.8607594)",,,,
89563951,6246,secondary,False,True,156.016,"LINESTRING (16.1533742 43.8606998, 16.1531657 43.860561, 16.1531025 43.8605013, 16.1530572 43.8604397, 16.1530332 43.8603409, 16.1530259 43.8599954, 16.1529469 43.859811, 16.1526277 43.8594659)",,Ulica Stjepana Radića,,
734084586,6055,secondary,False,True,123.233,"LINESTRING (16.1533742 43.8606998, 16.1530328 43.8609817, 16.1526841 43.8612421, 16.1523697 43.8614453, 16.1523075 43.8614959)",,,,50
734084586,6055,secondary,False,False,133.603,"LINESTRING (16.150832 43.8634144, 16.1509075 43.8631713, 16.1509917 43.8630107, 16.1511001 43.8628268, 16.1513061 43.8625289, 16.1515047 43.8623264)",,,,50
97414021,,residential,False,False,240.92499999999998,"LINESTRING (16.1515047 43.8623264, 16.1519526 43.8624386, 16.1521401 43.8624309, 16.1524512 43.8623857, 16.1525874 43.8621894, 16.1528513 43.8621157, 16.1532598 43.8620482, 16.1535492 43.8618887, 16.1537449 43.8616555, 16.1539407 43.8615143)",,,,
734084586,6055,secondary,False,False,113.81700000000001,"LINESTRING (16.1515047 43.8623264, 16.151517 43.8623078, 16.1516509 43.8620603, 16.1518279 43.8618862, 16.1523075 43.8614959)",,,,50
734084586,6055,secondary,False,True,133.603,"LINESTRING (16.1515047 43.8623264, 16.1513061 43.8625289, 16.1511001 43.8628268, 16.1509917 43.8630107, 16.1509075 43.8631713, 16.150832 43.8634144)",,,,50
97413972,,residential,False,True,32.256,"LINESTRING (16.1543763 43.8578907, 16.1545387 43.8576253)",,,,
97413972,,residential,False,False,113.618,"LINESTRING (16.1543763 43.8578907, 16.1540751 43.8582804, 16.1536523 43.8587687)",,,,
150025182,,residential,False,True,133.879,"LINESTRING (16.1543763 43.8578907, 16.1546498 43.8580184, 16.1548054 43.8581228, 16.1548752 43.8582814, 16.1550307 43.8585057, 16.1551863 43.8586682, 16.1554062 43.858792)",,142. brigade,,
89563951,6246,secondary,False,True,86.099,"LINESTRING (16.1526277 43.8594659, 16.1520504 43.858813)",,Ulica Stjepana Radića,,
89563951,6246,secondary,False,False,156.01600000000002,"LINESTRING (16.1526277 43.8594659, 16.1529469 43.859811, 16.1530259 43.8599954, 16.1530332 43.8603409, 16.1530572 43.8604397, 16.1531025 43.8605013, 16.1531657 43.860561, 16.1533742 43.8606998)",,Ulica Stjepana Radića,,
92556903,,residential,False,False,76.67099999999999,"LINESTRING (16.1526277 43.8594659, 16.1529711 43.8592948, 16.1533412 43.8590124)",,,,
92556903,,residential,False,True,370.786,"LINESTRING (16.1526277 43.8594659, 16.1516512 43.8598267, 16.1513022 43.8599679, 16.1511405 43.8601949, 16.1510469 43.8604465, 16.1509533 43.8607534, 16.1510299 43.8609804, 16.1513192 43.8611952, 16.1515746 43.8614468, 16.1518214 43.8613732, 16.1520512 43.8613732, 16.1523075 43.8614959)",,,,
92556900,65051,tertiary,False,True,89.029,"LINESTRING (16.154687 43.8602748, 16.1545141 43.8603469, 16.1542971 43.8604188, 16.1541847 43.8604919, 16.1540866 43.8605576, 16.1537443 43.8606872)",,Trg kralja Tomislava,,
92556903,,residential,False,True,56.744,"LINESTRING (16.154687 43.8602748, 16.1543642 43.8600416, 16.1542046 43.8599021)",,,,
257140852,65051,tertiary,False,False,27.288999999999998,"LINESTRING (16.154687 43.8602748, 16.1548635 43.8602024, 16.1549712 43.860141)",,Ulica Kardinala Alojzija Stepinca,,
969586683,,residential,True,False,24.787,"LINESTRING (16.154687 43.8602748, 16.1547526 43.8603504, 16.1547794 43.8604057, 16.154788 43.8604806)",1,,,
92556900,65051,tertiary,False,False,89.02899999999998,"LINESTRING (16.1537443 43.8606872, 16.1540866 43.8605576, 16.1541847 43.8604919, 16.1542971 43.8604188, 16.1545141 43.8603469, 16.154687 43.8602748)",,Trg kralja Tomislava,,
969586680,65051,tertiary,True,False,20.930999999999997,"LINESTRING (16.1537443 43.8606872, 16.153693 43.8607332, 16.1536325 43.8607727, 16.153554 43.8608145)",1,Trg kralja Tomislava,,
1092851493,,residential,False,True,74.261,"LINESTRING (16.1554062 43.858792, 16.1548369 43.8593188)",,,,
150025182,,residential,False,False,133.879,"LINESTRING (16.1554062 43.858792, 16.1551863 43.8586682, 16.1550307 43.8585057, 16.1548752 43.8582814, 16.1548054 43.8581228, 16.1546498 43.8580184, 16.1543763 43.8578907)",,142. brigade,,
150025182,,residential,False,True,41.260000000000005,"LINESTRING (16.1554062 43.858792, 16.1556798 43.8588732, 16.1558915 43.8589129)",,142. brigade,,
153205370,6246,secondary,False,True,8.882,"LINESTRING (16.153554 43.8608145, 16.1534738 43.8607594)",,,,
153205369,6246,secondary,False,False,78.388,"LINESTRING (16.153554 43.8608145, 16.1540588 43.8612995, 16.1541545 43.8613699)",,Kralja Zvonimira,,
92556903,,residential,False,False,56.744,"LINESTRING (16.1542046 43.8599021, 16.1543642 43.8600416, 16.154687 43.8602748)",,,,
92556903,,residential,False,True,142.568,"LINESTRING (16.1542046 43.8599021, 16.1541424 43.8597524, 16.1541654 43.8595675, 16.1541895 43.8593197, 16.154151 43.859202, 16.1537435 43.8587997, 16.1536523 43.8587687)",,,,
1092851493,,residential,False,False,82.322,"LINESTRING (16.1542046 43.8599021, 16.1548203 43.8593341, 16.1548369 43.8593188)",,,,
