osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,junction
110517218,True,Ulica Josipa Jurja Strossmayera,residential,False,94.54599999999999,"LINESTRING (18.6947957 45.0752616, 18.6947077 45.0752588, 18.6946568 45.0752497, 18.6945801 45.0752066, 18.6939284 45.0747036)",,,
963411802,False,Ulica Josipa Jurja Strossmayera,secondary,True,14.533000000000001,"LINESTRING (18.6947957 45.0752616, 18.694797 45.0753645, 18.6947973 45.0753923)",2,4170,
"[963411803, 963411805]",False,Ulica Josipa Jurja Strossmayera,secondary,False,67.114,"LINESTRING (18.6947957 45.0752616, 18.6947963 45.0748869, 18.6947962 45.0747943, 18.6947953 45.0747225, 18.6947871 45.0746583)","['4', '3']",4170,
115726548,False,Veliki kraj,secondary,True,14.653,"LINESTRING (18.6944072 45.0723105, 18.6942214 45.0722983)",4,4170,
"[752023217, 39952535]",False,Ulica bana Josipa Jelačića,residential,False,168.37,"LINESTRING (18.6944072 45.0723105, 18.6944116 45.0722088, 18.6944143 45.0721441, 18.6944339 45.0716874, 18.6944606 45.0707968)","['2', '3']",,
115726548,False,Veliki kraj,secondary,False,156.239,"LINESTRING (18.6944072 45.0723105, 18.6945397 45.0723193, 18.6945844 45.0723227, 18.6950675 45.07236, 18.6957431 45.0723977, 18.6963905 45.0724155)",4,4170,
115729217,False,Ulica Matije Gupca,residential,False,7.002,"LINESTRING (18.6944606 45.0707968, 18.6945497 45.0707992)",,,
115729217,False,Ulica Matije Gupca,residential,True,268.85699999999997,"LINESTRING (18.6944606 45.0707968, 18.6932312 45.0706677, 18.6928603 45.070654, 18.6925759 45.0706893, 18.6923278 45.0707287, 18.6920381 45.0706912, 18.6914926 45.0705228, 18.6912722 45.0704809, 18.6911242 45.0704765)",,,
"[752023217, 39952535]",False,Ulica bana Josipa Jelačića,residential,True,168.36999999999998,"LINESTRING (18.6944606 45.0707968, 18.6944339 45.0716874, 18.6944143 45.0721441, 18.6944116 45.0722088, 18.6944072 45.0723105)","['2', '3']",,
115729255,False,Ulica Matije Antuna Reljkovića,residential,False,198.775,"LINESTRING (18.6881285 45.0698933, 18.6884791 45.0697702, 18.690067 45.0693648, 18.6905096 45.0693031)",,,
115729262,False,Ulica Mladena Pozaića,residential,True,172.212,"LINESTRING (18.6881285 45.0698933, 18.6885899 45.0703307, 18.6889112 45.0707211, 18.6892332 45.0712238)",,,
115729262,False,Ulica Mladena Pozaića,residential,True,21.006,"LINESTRING (18.6892332 45.0712238, 18.6893513 45.0713933)",,,
115729257,False,Ulica Stjepana Grubera,residential,False,170.48,"LINESTRING (18.6892332 45.0712238, 18.690994 45.0705566, 18.6911242 45.0704765)",,,
115729257,False,Ulica Stjepana Grubera,residential,True,15.308,"LINESTRING (18.6892332 45.0712238, 18.6891913 45.0712941, 18.6891453 45.0713462)",,,
115729262,False,Ulica Mladena Pozaića,residential,False,172.212,"LINESTRING (18.6892332 45.0712238, 18.6889112 45.0707211, 18.6885899 45.0703307, 18.6881285 45.0698933)",,,
115729217,False,Ulica Matije Gupca,residential,False,268.85699999999997,"LINESTRING (18.6911242 45.0704765, 18.6912722 45.0704809, 18.6914926 45.0705228, 18.6920381 45.0706912, 18.6923278 45.0707287, 18.6925759 45.0706893, 18.6928603 45.070654, 18.6932312 45.0706677, 18.6944606 45.0707968)",,,
115729257,False,Ulica Stjepana Grubera,residential,False,155.096,"LINESTRING (18.6911242 45.0704765, 18.6915523 45.0698779, 18.6920527 45.0692458)",,,
115729257,False,Ulica Stjepana Grubera,residential,True,170.48,"LINESTRING (18.6911242 45.0704765, 18.690994 45.0705566, 18.6892332 45.0712238)",,,
110517224,False,Ulica Ilirskog preporoda,residential,False,29.772,"LINESTRING (18.6919796 45.0743696, 18.6918547 45.0741168)",,,
110517224,False,Ulica Ilirskog preporoda,residential,True,135.925,"LINESTRING (18.6919796 45.0743696, 18.6936894 45.0745603)",,,
115736050,False,Ulica Ilirskog preporoda,residential,False,163.93599999999998,"LINESTRING (18.6919796 45.0743696, 18.6919486 45.0750141, 18.6920614 45.0758397)",,,
110517224,False,Ulica Ilirskog preporoda,residential,True,99.048,"LINESTRING (18.690864 45.0725633, 18.6913743 45.0733779)",,,
115729265,False,Veliki kraj,residential,True,63.939,"LINESTRING (18.690864 45.0725633, 18.6901023 45.0727665)",2,,
"[115729265, 963411807]",False,Veliki kraj,residential,False,268.88000000000005,"LINESTRING (18.690864 45.0725633, 18.691809 45.0723547, 18.6921112 45.0722984, 18.6922869 45.0722703, 18.6924857 45.0722543, 18.6928625 45.0722341, 18.6932394 45.0722337, 18.6935121 45.0722466, 18.6939799 45.0722807, 18.6940278 45.0722842, 18.6942214 45.0722983)","['2', '3']",,
"[752827701, 963411806]",False,Ulica Josipa Jurja Strossmayera,secondary,False,266.621,"LINESTRING (18.6947871 45.0746583, 18.6947663 45.0745226, 18.694551 45.0737204, 18.6942512 45.0726726, 18.6942328 45.0726001, 18.6942217 45.0725124, 18.6942198 45.0724575, 18.6942214 45.0722983)","['4', '3']",4170,
"[963411803, 963411805]",False,Ulica Josipa Jurja Strossmayera,secondary,True,67.114,"LINESTRING (18.6947871 45.0746583, 18.6947953 45.0747225, 18.6947962 45.0747943, 18.6947963 45.0748869, 18.6947957 45.0752616)","['4', '3']",4170,
115726548,False,Veliki kraj,secondary,False,14.653,"LINESTRING (18.6942214 45.0722983, 18.6944072 45.0723105)",4,4170,
"[752827701, 963411806]",False,Ulica Josipa Jurja Strossmayera,secondary,True,266.621,"LINESTRING (18.6942214 45.0722983, 18.6942198 45.0724575, 18.6942217 45.0725124, 18.6942328 45.0726001, 18.6942512 45.0726726, 18.694551 45.0737204, 18.6947663 45.0745226, 18.6947871 45.0746583)","['4', '3']",4170,
