osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,width,tunnel
778477833,False,Ulica Antuna Gustava Matoša,tertiary,False,105.07799999999999,"LINESTRING (16.4338073 43.5129957, 16.4342063 43.5130004, 16.4343779 43.5130125, 16.4348768 43.5130316, 16.4348823 43.5130319, 16.4350287 43.5130395, 16.4351079 43.5130459)",2,40,,
91609173,True,Ulica Antuna Gustava Matoša,tertiary,False,67.599,"LINESTRING (16.4351079 43.5130459, 16.4353298 43.5130625, 16.4356618 43.5131073, 16.4357811 43.5131137, 16.4359386 43.5131216)",2,40,,
778477833,False,Ulica Antuna Gustava Matoša,tertiary,True,105.078,"LINESTRING (16.4351079 43.5130459, 16.4350287 43.5130395, 16.4348823 43.5130319, 16.4348768 43.5130316, 16.4343779 43.5130125, 16.4342063 43.5130004, 16.4338073 43.5129957)",2,40,,
"[99825553, 91292746, 76345439]",True,"['Mikačićeva ulica', 'Slavićeva']",residential,False,97.47900000000001,"LINESTRING (16.4405514 43.5142296, 16.4405638 43.5141619, 16.4405786 43.5140818, 16.4405793 43.5140612, 16.4405836 43.5139328, 16.4405841 43.5139166, 16.4405926 43.5136962, 16.4405996 43.5135166, 16.4406086 43.5133546)",,30,,yes
133756233,False,Ulica Ivana Gundulića,tertiary,True,160.727,"LINESTRING (16.4405514 43.5142296, 16.4406651 43.5142655, 16.4407076 43.5142789, 16.4408176 43.5143137, 16.4410579 43.5143946, 16.4411397 43.5144281, 16.4423661 43.5148267)",3,40,,
"[155845856, 143077377]",False,Ulica Ivana Gundulića,tertiary,"[False, True]",206.274,"LINESTRING (16.4405514 43.5142296, 16.4402826 43.5141777, 16.4396508 43.5141663, 16.439456 43.5141658, 16.4389077 43.5141599, 16.4384618 43.5141659, 16.4381781 43.51417, 16.4380032 43.514172)",2,40,,
"[74136818, 74136814]",False,Ulica kneza Ljudevita Posavskog,residential,True,147.476,"LINESTRING (16.4406086 43.5133546, 16.4408132 43.5134385, 16.4409207 43.5134868, 16.4412053 43.5136277, 16.4413433 43.5136903, 16.4414366 43.5137311, 16.4416243 43.5138114, 16.4420113 43.5139742, 16.4421311 43.5140258, 16.4421705 43.5140435)",,30,,
141391697,True,Slavićeva ulica,residential,False,84.384,"LINESTRING (16.4406086 43.5133546, 16.440534 43.5131393, 16.4404508 43.5129941, 16.4404046 43.5128837, 16.4403418 43.5126993, 16.4403338 43.5126252)",,,,
75720892,False,Bihaćka ulica,residential,True,75.767,"LINESTRING (16.4403338 43.5126252, 16.4400497 43.5126969, 16.4394436 43.5128431)",,,,
"[142959929, 103630531]",True,Bihaćka ulica,residential,False,164.19300000000004,"LINESTRING (16.4403338 43.5126252, 16.4408655 43.5124867, 16.4411727 43.512415, 16.4414932 43.5123544, 16.4417226 43.5123408, 16.4418886 43.5123472, 16.4420743 43.5123607, 16.4423063 43.5123838)",,,,
78192647,True,Tolstojeva ulica,residential,False,128.39999999999998,"LINESTRING (16.4443047 43.5112891, 16.4442756 43.5112436, 16.4441225 43.5109244, 16.4437532 43.5102061)",,,,
125506926,True,Istarska ulica,residential,False,75.64699999999999,"LINESTRING (16.4443047 43.5112891, 16.4442715 43.5112991, 16.4434533 43.5114748, 16.4434065 43.5114848)",,,,
52517117,False,Ulica Ivana Gundulića,tertiary,True,37.447,"LINESTRING (16.4423661 43.5148267, 16.4428271 43.5148673)",3,50,,
118592441,False,Sukoišanska,residential,False,110.642,"LINESTRING (16.4423661 43.5148267, 16.4423425 43.5148964, 16.442311 43.5149898, 16.442292 43.5150461, 16.4422678 43.5151175, 16.4420437 43.5157557, 16.4420311 43.5157916)",2,,,
133756233,False,Ulica Ivana Gundulića,tertiary,False,160.727,"LINESTRING (16.4423661 43.5148267, 16.4411397 43.5144281, 16.4410579 43.5143946, 16.4408176 43.5143137, 16.4407076 43.5142789, 16.4406651 43.5142655, 16.4405514 43.5142296)",3,40,,
142932082,True,Gorička ulica,residential,False,202.952,"LINESTRING (16.44424 43.5141193, 16.4441499 43.5138856, 16.4440474 43.5135926, 16.4438563 43.5130462, 16.4436321 43.5124208, 16.4436106 43.5123522)",1,,,
142955112,True,Mažuranićevo šetalište,tertiary,False,43.967,"LINESTRING (16.44424 43.5141193, 16.4441069 43.5142408, 16.4439703 43.5143779, 16.4439101 43.514434)",2,50,,
142955112,True,Mažuranićevo šetalište,tertiary,False,26.48,"LINESTRING (16.44554 43.5135355, 16.4452253 43.5136035)",2,50,,
142932110,False,Tolstojeva ulica,residential,False,40.033,"LINESTRING (16.44554 43.5135355, 16.4454949 43.5134365, 16.4453824 43.5131941)",2,,,
83903076,False,Zrinsko-Frankopanska,tertiary,False,121.47299999999998,"LINESTRING (16.4355862 43.5147975, 16.4357467 43.5141811, 16.4358057 43.5139341, 16.4358485 43.5137219)",2,50,,
83903076,False,Zrinsko-Frankopanska,tertiary,True,77.155,"LINESTRING (16.4355862 43.5147975, 16.4355546 43.5149059, 16.4354649 43.5151714, 16.4353997 43.5154775)",2,50,,
143077379,False,Lovretska ulica,residential,False,108.435,"LINESTRING (16.4355862 43.5147975, 16.435667 43.5148124, 16.4361622 43.5149025, 16.4364588 43.5149465, 16.4368975 43.5150125)",,,,
120724325,True,Ulica Ante Starčevića,residential,False,128.69199999999998,"LINESTRING (16.4377848 43.5130261, 16.437791 43.513072, 16.4378291 43.5133556, 16.4379102 43.5137005, 16.4379554 43.5138927, 16.4379914 43.5141029, 16.4380032 43.514172)",2,,,
120724326,True,Ulica kralja Petra Svačića,residential,False,69.074,"LINESTRING (16.437569 43.5124349, 16.4377057 43.5126239, 16.4377327 43.512678, 16.4377446 43.5127305, 16.4377726 43.5129366, 16.4377848 43.5130261)",,,,
142932108,False,Ulica kralja Petra Svačića,residential,False,73.611,"LINESTRING (16.437569 43.5124349, 16.43753 43.5123745, 16.4373673 43.5121222, 16.4372633 43.5119567, 16.4371866 43.5118338)",,,,
"[155845856, 143077377]",False,Ulica Ivana Gundulića,tertiary,"[False, True]",206.274,"LINESTRING (16.4380032 43.514172, 16.4381781 43.51417, 16.4384618 43.5141659, 16.4389077 43.5141599, 16.439456 43.5141658, 16.4396508 43.5141663, 16.4402826 43.5141777, 16.4405514 43.5142296)",2,40,,
143077378,True,Ulica Ivana Gundulića,tertiary,False,165.76600000000002,"LINESTRING (16.4380032 43.514172, 16.4378432 43.5141715, 16.4372954 43.5141696, 16.436968 43.5141045, 16.4366248 43.5139059, 16.4364591 43.5137962, 16.436186 43.5136434)",2,40,,
302250905,False,Ulica Ante Starčevića,residential,True,115.344,"LINESTRING (16.4380032 43.514172, 16.438021 43.5142459, 16.4380925 43.5145346, 16.4380224 43.514841, 16.4379101 43.51519)",,,,
142932105,False,Rokova,residential,True,48.18300000000001,"LINESTRING (16.443901 43.5085834, 16.4437509 43.5089558, 16.4437307 43.5089987)",,,,
100975000,True,Riječka ulica,residential,False,53.658,"LINESTRING (16.4434065 43.5114848, 16.4435133 43.5119611)",,,,
"[123456329, 76184929]",False,"['Riječka ulica', 'Vukasovićeva']",residential,"[False, True]",161.76,"LINESTRING (16.4434065 43.5114848, 16.44309 43.5103651, 16.4430746 43.5102964, 16.4427471 43.5103436)",,,,
125506926,True,Istarska ulica,residential,False,130.596,"LINESTRING (16.4434065 43.5114848, 16.4427923 43.5116155, 16.4426593 43.5116394, 16.4425455 43.5116544, 16.4424377 43.511666, 16.4423215 43.511681, 16.4422765 43.5116873, 16.4418983 43.5117688, 16.4418421 43.5117825)",,,,
142932104,False,Riječka ulica,residential,True,44.191,"LINESTRING (16.4435133 43.5119611, 16.4435911 43.512274, 16.4436106 43.5123522)",,,,
68722296,False,Biokovska,residential,True,121.61699999999999,"LINESTRING (16.4442953 43.5123009, 16.4444829 43.5127113, 16.4445672 43.5128958, 16.4450099 43.5127923, 16.4451803 43.512753)",,,,
142932110,False,Tolstojeva ulica,residential,False,14.976,"LINESTRING (16.4451803 43.512753, 16.4451217 43.5126252)",2,,,
68722296,False,Biokovska,residential,False,121.61699999999999,"LINESTRING (16.4451803 43.512753, 16.4450099 43.5127923, 16.4445672 43.5128958, 16.4444829 43.5127113, 16.4442953 43.5123009)",,,,
142932110,False,Tolstojeva ulica,residential,True,51.685,"LINESTRING (16.4451803 43.512753, 16.4452302 43.512862, 16.4453824 43.5131941)",2,,,
74136814,False,Ulica kneza Ljudevita Posavskog,residential,False,72.44099999999999,"LINESTRING (16.4432896 43.5141866, 16.4429165 43.5143402, 16.4428414 43.5143713, 16.4427606 43.5143554, 16.4427233 43.514348, 16.4425323 43.5142196)",,,,
246308228,True,Ulica Domovinskog rata,tertiary,False,215.709,"LINESTRING (16.4432896 43.5141866, 16.4431321 43.5138714, 16.4430495 43.5137242, 16.4425775 43.5129127, 16.442399 43.5126045, 16.4423063 43.5123838)",2,40,,
74136814,False,Ulica kneza Ljudevita Posavskog,residential,False,35.153999999999996,"LINESTRING (16.4425323 43.5142196, 16.4424576 43.5141784, 16.4421705 43.5140435)",,,,
74136814,False,Ulica kneza Ljudevita Posavskog,residential,True,72.441,"LINESTRING (16.4425323 43.5142196, 16.4427233 43.514348, 16.4427606 43.5143554, 16.4428414 43.5143713, 16.4429165 43.5143402, 16.4432896 43.5141866)",,,,
1082575465,False,,residential,False,21.879,"LINESTRING (16.4425323 43.5142196, 16.4426178 43.514157, 16.4426281 43.5140486)",,,,
83903076,False,Zrinsko-Frankopanska,tertiary,False,77.155,"LINESTRING (16.4353997 43.5154775, 16.4354649 43.5151714, 16.4355546 43.5149059, 16.4355862 43.5147975)",2,50,,
76183934,False,Ulica Ante Starčevića,residential,False,81.961,"LINESTRING (16.4376857 43.5159089, 16.4379101 43.51519)",,,,
74298621,True,Lučićeva,residential,False,82.47399999999999,"LINESTRING (16.4376857 43.5159089, 16.4369906 43.5157846, 16.4366925 43.5157318)",,,,
261095850,False,Ćiril-Metodova,residential,True,3.653,"LINESTRING (16.4394641 43.5128724, 16.4394436 43.5128431)",,,,
261095850,False,Ćiril-Metodova,residential,False,3.653,"LINESTRING (16.4394436 43.5128431, 16.4394641 43.5128724)",,,,
75720892,False,Bihaćka ulica,residential,False,75.767,"LINESTRING (16.4394436 43.5128431, 16.4400497 43.5126969, 16.4403338 43.5126252)",,,,
261095850,False,Ćiril-Metodova,residential,True,107.47200000000001,"LINESTRING (16.4394436 43.5128431, 16.4394113 43.5127699, 16.4391823 43.512508, 16.439141 43.5124602, 16.4388137 43.5120256, 16.4387957 43.5120009)",,,,
74298621,True,Lučićeva,residential,False,70.034,"LINESTRING (16.4362378 43.5156427, 16.4353997 43.5154775)",,,,
143077379,False,Lovretska ulica,residential,False,84.006,"LINESTRING (16.4368975 43.5150125, 16.4373086 43.5150831, 16.4379101 43.51519)",,,,
143077379,False,Lovretska ulica,residential,True,108.435,"LINESTRING (16.4368975 43.5150125, 16.4364588 43.5149465, 16.4361622 43.5149025, 16.435667 43.5148124, 16.4355862 43.5147975)",,,,
"[315205916, 76184206]",False,,residential,True,81.673,"LINESTRING (16.4368975 43.5150125, 16.4368308 43.5152466, 16.4367885 43.5153952, 16.4366925 43.5157318)",,,,
74298621,True,Lučićeva,residential,False,37.981,"LINESTRING (16.4366925 43.5157318, 16.4362378 43.5156427)",,,,
"[315205916, 76184206]",False,,residential,False,81.673,"LINESTRING (16.4366925 43.5157318, 16.4367885 43.5153952, 16.4368308 43.5152466, 16.4368975 43.5150125)",,,,
"[123456329, 76184929]",False,"['Riječka ulica', 'Vukasovićeva']",residential,"[False, True]",161.76,"LINESTRING (16.4427471 43.5103436, 16.4430746 43.5102964, 16.44309 43.5103651, 16.4434065 43.5114848)",,,,
76184946,True,Ulica fra Luje Maruna,residential,False,97.869,"LINESTRING (16.4437532 43.5102061, 16.4449556 43.5100869)",,,,
78192647,True,Tolstojeva ulica,residential,False,82.37700000000001,"LINESTRING (16.4437532 43.5102061, 16.443568 43.5099725, 16.4434387 43.5098037, 16.4433537 43.509651, 16.4433503 43.5096183, 16.4433646 43.5095848, 16.4433825 43.509568, 16.443409 43.5095528)",,,,
142932072,True,Držićeva,residential,False,75.526,"LINESTRING (16.4449556 43.5100869, 16.445219 43.5107387)",,,,
76185004,True,Ulica kneza Višeslava,residential,False,105.503,"LINESTRING (16.443409 43.5095528, 16.4434623 43.5095547, 16.4435306 43.5095623, 16.4436887 43.509593, 16.4437967 43.5096052, 16.4438961 43.5096112, 16.4440472 43.5096117, 16.4441941 43.5096075, 16.4445402 43.509574, 16.4447032 43.5095522)",,,,
76345307,False,Tolstojeva ulica,residential,True,61.435,"LINESTRING (16.4453824 43.5131941, 16.4451775 43.5132435, 16.4446595 43.5133685)",,,,
142932110,False,Tolstojeva ulica,residential,False,51.685,"LINESTRING (16.4453824 43.5131941, 16.4452302 43.512862, 16.4451803 43.512753)",2,,,
142932110,False,Tolstojeva ulica,residential,True,40.033,"LINESTRING (16.4453824 43.5131941, 16.4454949 43.5134365, 16.44554 43.5135355)",2,,,
102556581,False,Tolstojeva ulica,residential,False,19.813,"LINESTRING (16.4453582 43.5125769, 16.4451217 43.5126252)",2,,,yes
76345307,False,Tolstojeva ulica,residential,False,61.435,"LINESTRING (16.4446595 43.5133685, 16.4451775 43.5132435, 16.4453824 43.5131941)",,,,
142955112,True,Mažuranićevo šetalište,tertiary,False,99.646,"LINESTRING (16.4452253 43.5136035, 16.4449427 43.5136791, 16.4448321 43.5137189, 16.4445749 43.5138694, 16.4442939 43.5140779, 16.44424 43.5141193)",2,50,,
1204909321,False,Mažuranićevo šetalište,unclassified,False,77.486,"LINESTRING (16.4452253 43.5136035, 16.4452489 43.5136731, 16.4453452 43.5138671, 16.4454846 43.5139138, 16.4458123 43.5139681, 16.4458977 43.5139526)",,,,
102556581,False,Tolstojeva ulica,residential,True,19.813,"LINESTRING (16.4451217 43.5126252, 16.4453582 43.5125769)",2,,,yes
142932110,False,Tolstojeva ulica,residential,False,62.558,"LINESTRING (16.4451217 43.5126252, 16.4448771 43.5120913)",2,,,
142932110,False,Tolstojeva ulica,residential,True,14.976,"LINESTRING (16.4451217 43.5126252, 16.4451803 43.512753)",2,,,
234480278,False,Lovretska ulica,residential,True,32.713,"LINESTRING (16.438306 43.5152542, 16.4379101 43.51519)",,,,
234480278,False,Lovretska ulica,residential,False,103.364,"LINESTRING (16.438306 43.5152542, 16.438733 43.5153277, 16.4389004 43.5153559, 16.4390525 43.5153819, 16.439557 43.5154564)",,,,
83903076,False,Zrinsko-Frankopanska,tertiary,False,27.357999999999997,"LINESTRING (16.4358485 43.5137219, 16.4358779 43.5136043, 16.4358989 43.5134787)",2,50,,
83903076,False,Zrinsko-Frankopanska,tertiary,True,121.473,"LINESTRING (16.4358485 43.5137219, 16.4358057 43.5139341, 16.4357467 43.5141811, 16.4355862 43.5147975)",2,50,,
261095850,False,Ćiril-Metodova,residential,False,107.47200000000001,"LINESTRING (16.4387957 43.5120009, 16.4388137 43.5120256, 16.439141 43.5124602, 16.4391823 43.512508, 16.4394113 43.5127699, 16.4394436 43.5128431)",,,,
118592441,False,Sukoišanska,residential,True,110.642,"LINESTRING (16.4420311 43.5157916, 16.4420437 43.5157557, 16.4422678 43.5151175, 16.442292 43.5150461, 16.442311 43.5149898, 16.4423425 43.5148964, 16.4423661 43.5148267)",2,,,
"[119935803, 244253327]",False,Lička ulica,residential,True,145.41500000000002,"LINESTRING (16.4420311 43.5157916, 16.4421429 43.5158114, 16.4426649 43.515904, 16.4428691 43.5159205, 16.4429956 43.5159196, 16.4432439 43.5158922, 16.4436518 43.515834, 16.4438014 43.5158145)",,,,
"[119935803, 244253327]",False,Lička ulica,residential,False,145.415,"LINESTRING (16.4438014 43.5158145, 16.4436518 43.515834, 16.4432439 43.5158922, 16.4429956 43.5159196, 16.4428691 43.5159205, 16.4426649 43.515904, 16.4421429 43.5158114, 16.4420311 43.5157916)",,,,
142393029,False,Lička ulica,residential,False,35.444,"LINESTRING (16.4438014 43.5158145, 16.4439917 43.5157892, 16.4441449 43.5157397, 16.4442062 43.5157043)",,,,
102260307,True,Kneza Mislava,residential,False,151.238,"LINESTRING (16.4455282 43.5089443, 16.4451967 43.5086127, 16.4451145 43.5085894, 16.4449574 43.508602, 16.4445101 43.5086378, 16.4440758 43.5086077, 16.443901 43.5085834)",,,,
102260309,False,Glagoljaška,residential,True,105.384,"LINESTRING (16.4455282 43.5089443, 16.4452732 43.5089186, 16.4442309 43.5090064)",,,,
102260309,False,Glagoljaška,residential,False,105.384,"LINESTRING (16.4442309 43.5090064, 16.4452732 43.5089186, 16.4455282 43.5089443)",,,,
100975001,True,Istarska ulica,residential,False,62.388,"LINESTRING (16.4458507 43.5104148, 16.4452513 43.5107222, 16.445219 43.5107387)",,,,
125506926,True,Istarska ulica,residential,False,96.44200000000001,"LINESTRING (16.445219 43.5107387, 16.4450704 43.5107915, 16.4445388 43.511167, 16.4443047 43.5112891)",,,,
142932072,True,Držićeva,residential,False,134.989,"LINESTRING (16.445219 43.5107387, 16.4455345 43.5114759, 16.4457175 43.5118976)",,,,
142932108,False,Ulica kralja Petra Svačića,residential,True,73.611,"LINESTRING (16.4371866 43.5118338, 16.4372633 43.5119567, 16.4373673 43.5121222, 16.43753 43.5123745, 16.437569 43.5124349)",,,,
76183934,False,Ulica Ante Starčevića,residential,True,81.961,"LINESTRING (16.4379101 43.51519, 16.4376857 43.5159089)",,,,
234480278,False,Lovretska ulica,residential,False,32.713,"LINESTRING (16.4379101 43.51519, 16.438306 43.5152542)",,,,
143077379,False,Lovretska ulica,residential,True,84.006,"LINESTRING (16.4379101 43.51519, 16.4373086 43.5150831, 16.4368975 43.5150125)",,,,
302250905,False,Ulica Ante Starčevića,residential,False,115.344,"LINESTRING (16.4379101 43.51519, 16.4380224 43.514841, 16.4380925 43.5145346, 16.438021 43.5142459, 16.4380032 43.514172)",,,,
142932104,False,Riječka ulica,residential,False,44.191,"LINESTRING (16.4436106 43.5123522, 16.4435911 43.512274, 16.4435133 43.5119611)",,,,
143728825,True,Vukovarska ulica,tertiary,False,106.219,"LINESTRING (16.4436106 43.5123522, 16.4436887 43.5123424, 16.4438567 43.5123065, 16.4440478 43.5122686, 16.4442626 43.5122245, 16.4445013 43.5121698, 16.4448771 43.5120913)",2,50,,
142393029,False,Lička ulica,residential,True,35.444,"LINESTRING (16.4442062 43.5157043, 16.4441449 43.5157397, 16.4439917 43.5157892, 16.4438014 43.5158145)",,,,
151583416,True,Ulica Domovinskog rata,tertiary,False,97.764,"LINESTRING (16.4442062 43.5157043, 16.4440616 43.5155734, 16.4439381 43.515451, 16.4437047 43.5152004, 16.4435998 43.5150152, 16.4435746 43.514961)",2,50,,
142932110,False,Tolstojeva ulica,residential,True,62.558,"LINESTRING (16.4448771 43.5120913, 16.4451217 43.5126252)",2,,,
78192647,True,Tolstojeva ulica,residential,False,102.24400000000001,"LINESTRING (16.4448771 43.5120913, 16.4447728 43.5118175, 16.4446973 43.5116921, 16.444593 43.5115414, 16.4444195 43.5113608, 16.4443381 43.5113102, 16.4443047 43.5112891)",,,,
143728825,True,Vukovarska ulica,tertiary,False,71.24000000000001,"LINESTRING (16.4448771 43.5120913, 16.4455741 43.5119457, 16.4456758 43.5119098, 16.4457175 43.5118976)",2,50,,
"[143728810, 246308227]",True,Ulica Domovinskog rata,tertiary,False,279.986,"LINESTRING (16.4423063 43.5123838, 16.4424958 43.5125743, 16.4427667 43.513031, 16.443094 43.5135975, 16.4431992 43.5137795, 16.44349 43.5143856, 16.4435169 43.5144752, 16.4435882 43.5147105)",2,50,,
143728825,True,Vukovarska ulica,tertiary,False,105.79599999999999,"LINESTRING (16.4423063 43.5123838, 16.4429134 43.5124126, 16.4431516 43.5124034, 16.4433053 43.5123897, 16.4434295 43.5123808, 16.4436106 43.5123522)",2,50,,
143077378,True,Ulica Ivana Gundulića,tertiary,False,29.522,"LINESTRING (16.436186 43.5136434, 16.4360238 43.5135526, 16.4358989 43.5134787)",2,40,,
234346951,True,,tertiary_link,False,29.799000000000003,"LINESTRING (16.436186 43.5136434, 16.4361128 43.5136353, 16.436054 43.5136404, 16.4359887 43.5136557, 16.4359186 43.5136841, 16.4358485 43.5137219)",1,,,
234480278,False,Lovretska ulica,residential,True,103.364,"LINESTRING (16.439557 43.5154564, 16.4390525 43.5153819, 16.4389004 43.5153559, 16.438733 43.5153277, 16.438306 43.5152542)",,,,
234491641,True,Lovretska ulica,residential,False,67.456,"LINESTRING (16.439557 43.5154564, 16.4398636 43.5154613, 16.4398737 43.5154615, 16.4399074 43.5155083, 16.4399049 43.5155404, 16.4398837 43.5155495, 16.4398421 43.5155674, 16.4397543 43.515556, 16.439557 43.5154564)",,,,
142955112,True,Mažuranićevo šetalište,tertiary,False,40.253,"LINESTRING (16.4439101 43.514434, 16.4436995 43.5146075, 16.4435882 43.5147105)",2,50,,
528444068,True,,tertiary_link,False,62.666000000000004,"LINESTRING (16.4439101 43.514434, 16.4437738 43.5146294, 16.4437624 43.5146457, 16.4437342 43.5147272, 16.4437197 43.5147987, 16.4437155 43.5149687)",1,,,
151583416,True,Ulica Domovinskog rata,tertiary,False,24.151999999999997,"LINESTRING (16.4435746 43.514961, 16.4435436 43.5148944, 16.4435092 43.5148073, 16.4434863 43.5147535)",2,50,,
738203065,True,,tertiary_link,False,63.658,"LINESTRING (16.4435746 43.514961, 16.4434413 43.514884, 16.4433405 43.5148613, 16.4428271 43.5148673)",1,,,
52517117,False,Ulica Ivana Gundulića,tertiary,False,37.447,"LINESTRING (16.4428271 43.5148673, 16.4423661 43.5148267)",3,50,,
52517117,False,Ulica Ivana Gundulića,tertiary,True,54.644999999999996,"LINESTRING (16.4428271 43.5148673, 16.4433416 43.5147764, 16.4434863 43.5147535)",3,50,,
142932114,False,Zagrebačka ulica,residential,False,156.172,"LINESTRING (16.4424174 43.5077182, 16.4424419 43.5077847, 16.4424771 43.5078543, 16.4425622 43.5079874, 16.4428456 43.5083839, 16.4428553 43.5083956, 16.4430015 43.508566, 16.4431825 43.5087992, 16.4432077 43.508838, 16.4432217 43.5088727, 16.4432291 43.5089122, 16.4432347 43.5089794)",2,,,
1082575465,False,,residential,True,21.879,"LINESTRING (16.4426281 43.5140486, 16.4426178 43.514157, 16.4425323 43.5142196)",,,,
1082575467,False,,residential,True,30.254,"LINESTRING (16.4425085 43.5139258, 16.4424551 43.5139406, 16.4422931 43.5139996, 16.4422098 43.5140296, 16.4421705 43.5140435)",,,,
"[74136818, 74136814]",False,Ulica kneza Ljudevita Posavskog,residential,False,147.476,"LINESTRING (16.4421705 43.5140435, 16.4421311 43.5140258, 16.4420113 43.5139742, 16.4416243 43.5138114, 16.4414366 43.5137311, 16.4413433 43.5136903, 16.4412053 43.5136277, 16.4409207 43.5134868, 16.4408132 43.5134385, 16.4406086 43.5133546)",,30,,
74136814,False,Ulica kneza Ljudevita Posavskog,residential,True,35.153999999999996,"LINESTRING (16.4421705 43.5140435, 16.4424576 43.5141784, 16.4425323 43.5142196)",,,,
1082575467,False,,residential,False,30.253999999999998,"LINESTRING (16.4421705 43.5140435, 16.4422098 43.5140296, 16.4422931 43.5139996, 16.4424551 43.5139406, 16.4425085 43.5139258)",,,,
1204909321,False,Mažuranićevo šetalište,unclassified,True,77.48599999999999,"LINESTRING (16.4458977 43.5139526, 16.4458123 43.5139681, 16.4454846 43.5139138, 16.4453452 43.5138671, 16.4452489 43.5136731, 16.4452253 43.5136035)",,,,
