osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,junction
"[29058884, 1018785030]",2,Šetalište Franje Lučića,residential,False,False,171.87199999999999,"LINESTRING (16.0749289 45.7140778, 16.0750046 45.7141562, 16.0750392 45.7141934, 16.0752945 45.7144676, 16.0754283 45.7146101, 16.0756704 45.7148722, 16.0757959 45.7150188, 16.0759332 45.7152044, 16.075984 45.715298, 16.0760329 45.7154106)",,,
"[1091035418, 1091074299]","['1', '2']",Zagrebačka ulica,secondary,True,False,129.751,"LINESTRING (16.0749289 45.7140778, 16.0744803 45.7142698, 16.074056 45.7144712, 16.0736789 45.7146701, 16.0736436 45.7146887, 16.0735518 45.7147372)",40,,
29058884,2,Šetalište Franje Lučića,residential,False,True,132.91700000000003,"LINESTRING (16.0761807 45.7179036, 16.076266 45.7177939, 16.0762794 45.7177603, 16.0762974 45.7176905, 16.0763144 45.717624, 16.0763213 45.7175787, 16.076324 45.7175258, 16.076327 45.7174627, 16.0763253 45.7172043, 16.0763152 45.7167272)",,,
30910734,2,Ulica kralja Zvonimira,secondary,False,False,121.663,"LINESTRING (16.0761807 45.7179036, 16.0760533 45.7178864, 16.0755503 45.7178186, 16.0747516 45.7177123, 16.0746416 45.7176977)",,3068,
30910761,2,Pleška ulica,residential,False,False,193.713,"LINESTRING (16.0761807 45.7179036, 16.0760962 45.7180167, 16.0760719 45.7180492, 16.0754547 45.7187046, 16.074814 45.71936)",,,
30911024,2,Rakarska,secondary,False,True,197.81999999999996,"LINESTRING (16.0761807 45.7179036, 16.0763981 45.7179304, 16.0768251 45.7179839, 16.0769771 45.7179997, 16.0771058 45.7180157, 16.0771689 45.7180258, 16.0772432 45.7180394, 16.0773385 45.7180696, 16.0773881 45.7180882, 16.0774451 45.7181178, 16.0775251 45.7181738, 16.0775895 45.7182427, 16.0777308 45.7184522, 16.0778502 45.7186554, 16.0779908 45.7188854)",,3068,
30910703,,Ulica kralja Petra Svačića,residential,False,False,127.598,"LINESTRING (16.0672466 45.7177893, 16.067321 45.7177668, 16.0687412 45.717312)",,,
1161135307,,Ulica Hrvatske bratske zajednice,tertiary,False,False,81.05,"LINESTRING (16.0672466 45.7177893, 16.0669849 45.7174022, 16.066873 45.7172339, 16.0668583 45.7172118, 16.0668226 45.717172, 16.0667825 45.7171381)",50,31155,
1161135307,,Ulica Hrvatske bratske zajednice,tertiary,False,True,142.885,"LINESTRING (16.0672466 45.7177893, 16.0673225 45.7179008, 16.0676334 45.7183569, 16.0680047 45.7189124, 16.0680311 45.7189517)",50,31155,
30910703,,Ulica kralja Petra Svačića,residential,False,False,171.492,"LINESTRING (16.0687412 45.717312, 16.0689399 45.717257, 16.069036 45.7172331, 16.0692664 45.7171923, 16.0694118 45.7171739, 16.0696288 45.7171465, 16.0699688 45.717111, 16.0707571 45.7170253, 16.0708632 45.7170105, 16.0708997 45.7170048)",,,
