osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction,ref
203662151,Ulica Murvi,residential,False,False,102.689,"LINESTRING (13.5660489 45.3170173, 13.5656802 45.3167884, 13.5650315 45.316434)",,,,
203662151,Ulica Murvi,residential,False,True,186.549,"LINESTRING (13.5660489 45.3170173, 13.5661217 45.3170608, 13.5664794 45.3172743, 13.5665422 45.3173119, 13.566825 45.3174811, 13.567077 45.3176318, 13.5671272 45.3176619, 13.5674256 45.3178462, 13.5678565 45.3181122)",,,,
6281351,Epulonova ulica,residential,False,False,37.287,"LINESTRING (13.5650315 45.316434, 13.5647894 45.3167229)",,,,
203662151,Ulica Murvi,residential,False,False,42.227000000000004,"LINESTRING (13.5650315 45.316434, 13.5649451 45.3163994, 13.5645351 45.3162859)",,,,
203662151,Ulica Murvi,residential,False,True,102.689,"LINESTRING (13.5650315 45.316434, 13.5656802 45.3167884, 13.5660489 45.3170173)",,,,
6643732,Ulica svetog Maksima,residential,True,False,91.91999999999999,"LINESTRING (13.5645351 45.3162859, 13.564607 45.3160237, 13.5646042 45.3159103, 13.5645312 45.3158082, 13.5642859 45.3155246)",30,,,
203662151,Ulica Murvi,residential,False,False,66.06700000000001,"LINESTRING (13.5645351 45.3162859, 13.5641755 45.3161892, 13.5637459 45.3160737)",,,,
203662151,Ulica Murvi,residential,False,True,42.227000000000004,"LINESTRING (13.5645351 45.3162859, 13.5649451 45.3163994, 13.5650315 45.316434)",,,,
203662151,Ulica Murvi,residential,False,False,31.877,"LINESTRING (13.5637459 45.3160737, 13.5635213 45.3160103, 13.5633651 45.3159715)",,,,
203662151,Ulica Murvi,residential,False,True,66.06700000000001,"LINESTRING (13.5637459 45.3160737, 13.5641755 45.3161892, 13.5645351 45.3162859)",,,,
686081256,Epulonova ulica,residential,False,True,84.445,"LINESTRING (13.5637459 45.3160737, 13.5636832 45.3162928, 13.563707 45.3163432, 13.5642703 45.316512, 13.5643088 45.3165567)",,,,
6643693,Ulica sv. Anotona,residential,True,False,155.814,"LINESTRING (13.5630543 45.3160367, 13.5635492 45.3168145, 13.5636081 45.3169151, 13.5636445 45.3169773, 13.5636637 45.3170063, 13.5638683 45.3173156)",,,,
701854249,,residential,True,False,15.6,"LINESTRING (13.5630543 45.3160367, 13.5630211 45.3160372, 13.5629892 45.3160304, 13.562962 45.316017, 13.562942 45.3159983, 13.5629313 45.3159762, 13.5629309 45.3159528)",,1,roundabout,
701854249,,residential,True,False,8.370999999999999,"LINESTRING (13.5629309 45.3159528, 13.5629419 45.3159289, 13.5629636 45.315909, 13.5629935 45.3158953)",,1,roundabout,
1205875558,,residential,True,False,23.356,"LINESTRING (13.5629309 45.3159528, 13.5628535 45.3159452, 13.5626416 45.3159882)",,,,
701854249,,residential,True,False,5.104,"LINESTRING (13.5629935 45.3158953, 13.5630251 45.3158896, 13.5630577 45.3158909)",,1,roundabout,
6281351,Epulonova ulica,residential,False,True,37.287,"LINESTRING (13.5647894 45.3167229, 13.5650315 45.316434)",,,,
6281351,Epulonova ulica,residential,False,False,70.612,"LINESTRING (13.5647894 45.3167229, 13.5646852 45.317025, 13.5646578 45.3173486)",,,,
203653919,Epulonova ulica,residential,False,False,42.113,"LINESTRING (13.5647894 45.3167229, 13.5643856 45.3165676, 13.5643088 45.3165567)",,,,
203653919,Epulonova ulica,residential,False,False,81.368,"LINESTRING (13.5643088 45.3165567, 13.5642193 45.3165782, 13.56399 45.3166478, 13.5639706 45.3166657, 13.5639719 45.3166902, 13.5641888 45.3171057)",,,,
203653919,Epulonova ulica,residential,False,True,42.113,"LINESTRING (13.5643088 45.3165567, 13.5643856 45.3165676, 13.5647894 45.3167229)",,,,
686081256,Epulonova ulica,residential,False,False,84.445,"LINESTRING (13.5643088 45.3165567, 13.5642703 45.316512, 13.563707 45.3163432, 13.5636832 45.3162928, 13.5637459 45.3160737)",,,,
6281352,Epulonova ulica,residential,False,True,34.245,"LINESTRING (13.5641888 45.3171057, 13.5638683 45.3173156)",,,,
