osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,bridge,junction,maxspeed,width
881230057,False,2,D206,Ulica Stjepana Radića,primary,True,24.341,"LINESTRING (15.750154 46.1609737, 15.7500336 46.1611761)",,,,
240548537,False,2,D206,Ulica Ljudevita Gaja,primary,False,112.144,"LINESTRING (15.750154 46.1609737, 15.7502757 46.160756, 15.7504338 46.1604673, 15.7505904 46.1601972, 15.7506551 46.1601073, 15.7507323 46.160055)",,,,
59017906,False,,2151,Ulica grofova Ratkaja,secondary,False,11.607,"LINESTRING (15.7497284 46.1611315, 15.7496887 46.1610308)",,,,
240550157,False,,2151,Ulica grofova Ratkaja,secondary,True,52.382999999999996,"LINESTRING (15.7497284 46.1611315, 15.7498017 46.1613222, 15.7498361 46.1614166, 15.7498555 46.1615001, 15.7498731 46.1615911)",,,,
88191245,True,1,D206,Ljudevita Gaja,primary,False,26.841,"LINESTRING (15.7542666 46.159764, 15.7544373 46.1597598, 15.7545377 46.1597494, 15.7546102 46.1597332)",,,,
242926725,False,2,D206,Ulica Ljudevita Gaja,primary,True,168.928,"LINESTRING (15.7542666 46.159764, 15.7536494 46.1597154, 15.7529178 46.1596221, 15.7527331 46.1596033, 15.7522941 46.1595817, 15.7520941 46.1595985)",,,,
99417238,False,,,Ulica Stjepana Škreblina,residential,True,308.24899999999997,"LINESTRING (15.7520941 46.1595985, 15.7520956 46.1597764, 15.752125 46.160385, 15.752151 46.160797, 15.752187 46.160999, 15.752229 46.16109, 15.752293 46.161171, 15.752379 46.161244, 15.752487 46.161304, 15.752614 46.16135, 15.7531969 46.1614881, 15.753433 46.161537, 15.753739 46.161602, 15.7538436 46.1616114)",,,,
242926725,False,2,D206,Ulica Ljudevita Gaja,primary,False,168.928,"LINESTRING (15.7520941 46.1595985, 15.7522941 46.1595817, 15.7527331 46.1596033, 15.7529178 46.1596221, 15.7536494 46.1597154, 15.7542666 46.159764)",,,,
"[881230056, 242926725, 242926726]",False,2,D206,Ulica Ljudevita Gaja,primary,True,117.038,"LINESTRING (15.7520941 46.1595985, 15.751928 46.1596246, 15.7517804 46.1596636, 15.7509977 46.1599452, 15.7508564 46.1599995, 15.7507323 46.160055)",yes,,,
112863493,False,2,D206,Ulica Stjepana Radića,primary,False,48.068,"LINESTRING (15.7498731 46.1615911, 15.7498781 46.1615243, 15.7498866 46.1614781, 15.7499015 46.1614387, 15.7500336 46.1611761)",,,,
112863493,False,2,D206,Ulica Stjepana Radića,primary,True,67.313,"LINESTRING (15.7498731 46.1615911, 15.7498795 46.1616628, 15.7499028 46.1618988, 15.7499424 46.1621945)",,,,
240550157,False,,2151,Ulica grofova Ratkaja,secondary,False,52.382999999999996,"LINESTRING (15.7498731 46.1615911, 15.7498555 46.1615001, 15.7498361 46.1614166, 15.7498017 46.1613222, 15.7497284 46.1611315)",,,,
112863493,False,2,D206,Ulica Stjepana Radića,primary,False,67.313,"LINESTRING (15.7499424 46.1621945, 15.7499028 46.1618988, 15.7498795 46.1616628, 15.7498731 46.1615911)",,,,
112863493,False,2,D206,Ulica Stjepana Radića,primary,True,98.22,"LINESTRING (15.7499424 46.1621945, 15.7499915 46.1626447, 15.7500652 46.1630735)",,,,
242927315,False,,,,residential,False,139.94400000000002,"LINESTRING (15.7499424 46.1621945, 15.7503507 46.1621525, 15.7508277 46.1620993, 15.7509502 46.1620856, 15.7510531 46.1620911, 15.7512448 46.1621967, 15.7514188 46.1622899, 15.7515018 46.1624377)",,,,
240551046,False,,,Trg Gospe Kunagorske,residential,True,88.237,"LINESTRING (15.7505383 46.1644548, 15.7494184 46.1646224)",,,,
112863493,False,2,D206,Ulica Stjepana Radića,primary,False,157.87499999999997,"LINESTRING (15.7505383 46.1644548, 15.7504656 46.1642422, 15.7503772 46.1639899, 15.7502251 46.1635736, 15.7500938 46.1631503, 15.7500652 46.1630735)",,,,
112863493,False,2,D206,Ulica Stjepana Radića,primary,True,62.673,"LINESTRING (15.7505383 46.1644548, 15.7506216 46.1647706, 15.7506226 46.1650132)",,,,
