osmid,lanes,highway,oneway,reversed,length,name,geometry,ref,junction
1164747995,2,secondary,False,False,3.016,,"LINESTRING (16.8443857 45.9011763, 16.8444049 45.9011999)",,
770045715,,residential,True,False,82.50099999999999,Šetalište dr. Ivše Lebovića,"LINESTRING (16.8443857 45.9011763, 16.8437669 45.9014672, 16.8435882 45.9015512, 16.8435375 45.901575, 16.8435022 45.9015916)",,
1164747995,2,secondary,False,True,34.238,,"LINESTRING (16.8443857 45.9011763, 16.8443581 45.9011445, 16.8442831 45.9010582, 16.8442333 45.9010009, 16.8441954 45.9009572, 16.8441568 45.9009128)",,
46932458,,residential,False,False,100.424,Ulica Ivana Mažuranića,"LINESTRING (16.8427383 45.8993254, 16.8429974 45.8996027, 16.8434362 45.9000868)",,
53541028,,residential,False,True,80.19800000000001,Trg Eugena Kvaternika,"LINESTRING (16.8427383 45.8993254, 16.8426489 45.899363, 16.8419469 45.899657, 16.8418499 45.8996968)",,
1164518353,,residential,False,False,26.241,Trg Eugena Kvaternika,"LINESTRING (16.8427383 45.8993254, 16.8428634 45.8992743, 16.843029 45.8992039)",,
53396761,,residential,True,False,99.213,Ulica Petra Zrinskog,"LINESTRING (16.8418499 45.8996968, 16.8418965 45.8997491, 16.8420234 45.8998916, 16.8425171 45.9004587)",,
53510047,,residential,False,True,78.244,Trg Eugena Kvaternika,"LINESTRING (16.8418499 45.8996968, 16.8417895 45.8996294, 16.8413517 45.8991405, 16.8413149 45.8990997)",,
53510050,,residential,False,False,101.206,Ulica Antuna Branka Šimića,"LINESTRING (16.8418499 45.8996968, 16.8417729 45.8997309, 16.8407472 45.9001862)",,
53541028,,residential,False,False,80.19800000000001,Trg Eugena Kvaternika,"LINESTRING (16.8418499 45.8996968, 16.8419469 45.899657, 16.8426489 45.899363, 16.8427383 45.8993254)",,
53396760,,residential,True,False,98.691,Ulica Augusta Šenoe,"LINESTRING (16.8396337 45.8989455, 16.8393753 45.8986407, 16.8389562 45.8981938)",,
53396767,,residential,True,False,107.15199999999999,Ulica Ljudevita Gaja,"LINESTRING (16.8396337 45.8989455, 16.8385792 45.8994141, 16.8385437 45.8994295, 16.8384659 45.8994633)",,
53396767,,residential,True,False,102.874,Ulica Ljudevita Gaja,"LINESTRING (16.8407786 45.8984753, 16.8396337 45.8989455)",,
53377106,,residential,False,True,99.205,Ulica Ante Trumbića,"LINESTRING (16.8407786 45.8984753, 16.8403699 45.8980265, 16.8400924 45.8977217)",,
53378759,,residential,False,True,80.042,Trg Eugena Kvaternika,"LINESTRING (16.8407786 45.8984753, 16.84155 45.8981441, 16.8415979 45.8981225, 16.8416573 45.8980956)",,
