osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,junction
136507463,Ulica Tomislava Tomića,residential,False,True,154.387,"LINESTRING (17.8750712 45.418595, 17.8750846 45.4199834)",,,,
136507464,Ulica kralja Zvonimira,residential,False,True,228.522,"LINESTRING (17.8750712 45.418595, 17.877999 45.4186101)",,,,
136507464,Ulica kralja Zvonimira,residential,False,False,228.522,"LINESTRING (17.877999 45.4186101, 17.8750712 45.418595)",,,,
136507451,Ulica Eugena Kvaternika,residential,False,False,407.90199999999993,"LINESTRING (17.877999 45.4186101, 17.8782062 45.419203, 17.8783976 45.4196868, 17.878461 45.4198036, 17.8785388 45.4199147, 17.8786032 45.4199938, 17.8786749 45.4200795, 17.8793729 45.4207807, 17.8796975 45.4210951, 17.8797914 45.4211855, 17.8798826 45.4212438, 17.8799499 45.4212744, 17.8800462 45.4212984, 17.8801535 45.4213078, 17.8802767 45.421304, 17.8808143 45.4212333)",,,,
136507464,Ulica kralja Zvonimira,residential,False,True,101.968,"LINESTRING (17.877999 45.4186101, 17.8785527 45.4185866, 17.879284 45.4184644)",,,,
136507463,Ulica Tomislava Tomića,residential,False,False,154.387,"LINESTRING (17.8750846 45.4199834, 17.8750712 45.418595)",,,,
136507463,Ulica Tomislava Tomića,residential,False,True,132.509,"LINESTRING (17.8750846 45.4199834, 17.875114 45.4211749)",,,,
1141802824,Ulica Republike Hrvatske,secondary,False,True,5.468,"LINESTRING (17.8808143 45.4212333, 17.8808375 45.4212797)",2,4030,,
136507451,Ulica Eugena Kvaternika,residential,False,True,407.902,"LINESTRING (17.8808143 45.4212333, 17.8802767 45.421304, 17.8801535 45.4213078, 17.8800462 45.4212984, 17.8799499 45.4212744, 17.8798826 45.4212438, 17.8797914 45.4211855, 17.8796975 45.4210951, 17.8793729 45.4207807, 17.8786749 45.4200795, 17.8786032 45.4199938, 17.8785388 45.4199147, 17.878461 45.4198036, 17.8783976 45.4196868, 17.8782062 45.419203, 17.877999 45.4186101)",,,,
1141802824,Ulica Republike Hrvatske,secondary,False,False,288.10499999999996,"LINESTRING (17.8808143 45.4212333, 17.87986 45.4193536, 17.8798061 45.4192475, 17.8796517 45.4189434, 17.8796309 45.4189024, 17.8796028 45.4188427, 17.879584 45.4187907)",2,4030,,
"[136507452, 407459381, 407459382]",Ulica Ante Starčevića,residential,False,True,29.077,"LINESTRING (17.8831932 45.421262, 17.8830768 45.4212633, 17.882913 45.4212502, 17.8828223 45.421243)",,,yes,
501798605,Ulica Matije Gupca,residential,False,False,157.674,"LINESTRING (17.8831932 45.421262, 17.8833423 45.4218264, 17.8834418 45.4221139, 17.8834833 45.4224985, 17.8835214 45.4226587)",,,,
1141802824,Ulica Republike Hrvatske,secondary,False,False,5.468,"LINESTRING (17.8808375 45.4212797, 17.8808143 45.4212333)",2,4030,,
136507452,Ulica Ante Starčevića,residential,False,False,156.81900000000002,"LINESTRING (17.8808375 45.4212797, 17.8813384 45.4213436, 17.8817134 45.4213624, 17.8820724 45.4213473, 17.882667 45.4212608, 17.8828223 45.421243)",,,,
"[1141802824, 1141802827]",Ulica Republike Hrvatske,secondary,False,True,146.103,"LINESTRING (17.8808375 45.4212797, 17.8812558 45.4221028, 17.8813928 45.4223653, 17.8814714 45.422516)",2,4030,,
"[964668337, 964668338, 136507460]",Ulica Tihomira Badovinca,residential,False,True,162.06300000000002,"LINESTRING (17.8814714 45.422516, 17.8816838 45.4225078, 17.8819438 45.4225242, 17.8825545 45.4225919, 17.8830994 45.4226739, 17.8832335 45.4226883, 17.8833206 45.4226836, 17.8833632 45.4226814, 17.8835214 45.4226587)",,,yes,
136507465,Trg Graševine,residential,False,False,34.546,"LINESTRING (17.8814714 45.422516, 17.8813204 45.4225273, 17.88123 45.4225398, 17.8810365 45.4225713)",,,,
"[1141802824, 1141802827]",Ulica Republike Hrvatske,secondary,False,False,146.103,"LINESTRING (17.8814714 45.422516, 17.8813928 45.4223653, 17.8812558 45.4221028, 17.8808375 45.4212797)",2,4030,,
"[503407312, 1141802827]",Ulica Republike Hrvatske,secondary,False,True,236.99599999999998,"LINESTRING (17.8814714 45.422516, 17.8815306 45.4226295, 17.8815904 45.4227441, 17.8819834 45.4234857, 17.8825918 45.4244964)",2,4030,,
136507465,Trg Graševine,residential,False,False,179.147,"LINESTRING (17.8810365 45.4225713, 17.8808277 45.4225511, 17.8805375 45.422544, 17.8798432 45.4225615, 17.8795402 45.4225718, 17.8793486 45.4225928, 17.8791352 45.4226678, 17.8790075 45.4227294, 17.8788683 45.4228385)",,,,
136507465,Trg Graševine,residential,False,True,34.546,"LINESTRING (17.8810365 45.4225713, 17.88123 45.4225398, 17.8813204 45.4225273, 17.8814714 45.422516)",,,,
503407325,Ulica kralja Tomislava,residential,False,False,183.86999999999998,"LINESTRING (17.8810365 45.4225713, 17.8808387 45.4226434, 17.8806882 45.4227054, 17.8805246 45.4227939, 17.8803604 45.4228938, 17.8800877 45.4231171, 17.8798917 45.4233764, 17.879724 45.4236755, 17.8796483 45.423835)",,,,
501798605,Ulica Matije Gupca,residential,False,False,154.312,"LINESTRING (17.8835214 45.4226587, 17.8835666 45.4228069, 17.8837624 45.4233666, 17.8840678 45.4239907)",,,,
501798605,Ulica Matije Gupca,residential,False,True,157.674,"LINESTRING (17.8835214 45.4226587, 17.8834833 45.4224985, 17.8834418 45.4221139, 17.8833423 45.4218264, 17.8831932 45.421262)",,,,
"[964668337, 964668338, 136507460]",Ulica Tihomira Badovinca,residential,False,False,162.06300000000002,"LINESTRING (17.8835214 45.4226587, 17.8833632 45.4226814, 17.8833206 45.4226836, 17.8832335 45.4226883, 17.8830994 45.4226739, 17.8825545 45.4225919, 17.8819438 45.4225242, 17.8816838 45.4225078, 17.8814714 45.422516)",,,yes,
